variant,region,year,dependencyratio1564
estimates,947,1950,81.781
estimates,947,1951,82.467
estimates,947,1952,82.876
estimates,947,1953,83.041
estimates,947,1954,83.008
estimates,947,1955,82.815
estimates,947,1956,83.626
estimates,947,1957,84.112
estimates,947,1958,84.354
estimates,947,1959,84.435
estimates,947,1960,84.406
estimates,947,1961,85.308
estimates,947,1962,85.944
estimates,947,1963,86.37
estimates,947,1964,86.625
estimates,947,1965,86.733
estimates,947,1966,87.592
estimates,947,1967,88.156
estimates,947,1968,88.493
estimates,947,1969,88.668
estimates,947,1970,88.725
estimates,947,1971,89.521
estimates,947,1972,90.094
estimates,947,1973,90.479
estimates,947,1974,90.698
estimates,947,1975,90.776
estimates,947,1976,91.457
estimates,947,1977,91.895
estimates,947,1978,92.162
estimates,947,1979,92.314
estimates,947,1980,92.376
estimates,947,1981,93.13
estimates,947,1982,93.625
estimates,947,1983,93.898
estimates,947,1984,93.978
estimates,947,1985,93.889
estimates,947,1986,94.35
estimates,947,1987,94.553
estimates,947,1988,94.527
estimates,947,1989,94.284
estimates,947,1990,93.831
estimates,947,1991,93.801
estimates,947,1992,93.475
estimates,947,1993,92.931
estimates,947,1994,92.258
estimates,947,1995,91.518
estimates,947,1996,91.473
estimates,947,1997,91.307
estimates,947,1998,91.04
estimates,947,1999,90.668
estimates,947,2000,90.196
estimates,947,2001,90.2
estimates,947,2002,90.008
estimates,947,2003,89.689
estimates,947,2004,89.322
estimates,947,2005,88.946
estimates,947,2006,88.903
estimates,947,2007,88.772
estimates,947,2008,88.559
estimates,947,2009,88.252
estimates,947,2010,87.849
estimates,947,2011,87.621
estimates,947,2012,87.255
estimates,947,2013,86.779
estimates,947,2014,86.215
estimates,947,2015,85.575
medium_variant,947,2015,85.575
medium_variant,947,2016,85.104
medium_variant,947,2017,84.52
medium_variant,947,2018,83.84
medium_variant,947,2019,83.079
medium_variant,947,2020,82.253
medium_variant,947,2021,81.575
medium_variant,947,2022,80.816
medium_variant,947,2023,79.99
medium_variant,947,2024,79.113
medium_variant,947,2025,78.199
medium_variant,947,2026,77.443
medium_variant,947,2027,76.633
medium_variant,947,2028,75.787
medium_variant,947,2029,74.922
medium_variant,947,2030,74.054
medium_variant,947,2031,73.352
medium_variant,947,2032,72.621
medium_variant,947,2033,71.877
medium_variant,947,2034,71.131
medium_variant,947,2035,70.394
medium_variant,947,2036,69.802
medium_variant,947,2037,69.195
medium_variant,947,2038,68.578
medium_variant,947,2039,67.958
medium_variant,947,2040,67.337
medium_variant,947,2041,66.832
medium_variant,947,2042,66.307
medium_variant,947,2043,65.769
medium_variant,947,2044,65.227
medium_variant,947,2045,64.687
medium_variant,947,2046,64.244
medium_variant,947,2047,63.785
medium_variant,947,2048,63.314
medium_variant,947,2049,62.836
medium_variant,947,2050,62.353
