variant,region,year,dependencyratio1564
estimates,1502,1950,67.011
estimates,1502,1951,68.746
estimates,1502,1952,70.715
estimates,1502,1953,72.297
estimates,1502,1954,73.288
estimates,1502,1955,73.839
estimates,1502,1956,75.799
estimates,1502,1957,76.903
estimates,1502,1958,77.65
estimates,1502,1959,78.421
estimates,1502,1960,79.305
estimates,1502,1961,79.849
estimates,1502,1962,80.978
estimates,1502,1963,82.222
estimates,1502,1964,82.943
estimates,1502,1965,82.929
estimates,1502,1966,83.624
estimates,1502,1967,83.456
estimates,1502,1968,82.794
estimates,1502,1969,82.143
estimates,1502,1970,81.703
estimates,1502,1971,81.768
estimates,1502,1972,81.713
estimates,1502,1973,81.526
estimates,1502,1974,81.065
estimates,1502,1975,80.228
estimates,1502,1976,79.074
estimates,1502,1977,77.657
estimates,1502,1978,75.985
estimates,1502,1979,74.117
estimates,1502,1980,72.135
estimates,1502,1981,69.992
estimates,1502,1982,67.96
estimates,1502,1983,66.022
estimates,1502,1984,64.203
estimates,1502,1985,62.56
estimates,1502,1986,61.462
estimates,1502,1987,60.503
estimates,1502,1988,59.685
estimates,1502,1989,58.954
estimates,1502,1990,58.244
estimates,1502,1991,58.084
estimates,1502,1992,57.577
estimates,1502,1993,56.903
estimates,1502,1994,56.261
estimates,1502,1995,55.707
estimates,1502,1996,54.671
estimates,1502,1997,53.922
estimates,1502,1998,53.23
estimates,1502,1999,52.306
estimates,1502,2000,51.062
estimates,1502,2001,49.801
estimates,1502,2002,48.341
estimates,1502,2003,46.779
estimates,1502,2004,45.293
estimates,1502,2005,43.989
estimates,1502,2006,43.057
estimates,1502,2007,42.197
estimates,1502,2008,41.479
estimates,1502,2009,40.959
estimates,1502,2010,40.658
estimates,1502,2011,40.529
estimates,1502,2012,40.598
estimates,1502,2013,40.838
estimates,1502,2014,41.192
estimates,1502,2015,41.621
medium_variant,1502,2015,41.621
medium_variant,1502,2016,42.22
medium_variant,1502,2017,42.855
medium_variant,1502,2018,43.491
medium_variant,1502,2019,44.088
medium_variant,1502,2020,44.616
medium_variant,1502,2021,45.026
medium_variant,1502,2022,45.377
medium_variant,1502,2023,45.686
medium_variant,1502,2024,45.984
medium_variant,1502,2025,46.298
medium_variant,1502,2026,46.629
medium_variant,1502,2027,46.978
medium_variant,1502,2028,47.364
medium_variant,1502,2029,47.824
medium_variant,1502,2030,48.386
medium_variant,1502,2031,49.065
medium_variant,1502,2032,49.83
medium_variant,1502,2033,50.67
medium_variant,1502,2034,51.559
medium_variant,1502,2035,52.479
medium_variant,1502,2036,53.415
medium_variant,1502,2037,54.374
medium_variant,1502,2038,55.333
medium_variant,1502,2039,56.252
medium_variant,1502,2040,57.104
medium_variant,1502,2041,57.843
medium_variant,1502,2042,58.503
medium_variant,1502,2043,59.125
medium_variant,1502,2044,59.762
medium_variant,1502,2045,60.442
medium_variant,1502,2046,61.098
medium_variant,1502,2047,61.778
medium_variant,1502,2048,62.521
medium_variant,1502,2049,63.394
medium_variant,1502,2050,64.445
medium_variant,1502,2051,65.615
