variant,region,year,dependencyratio1564
estimates,902,1950,70.852
estimates,902,1951,72.01
estimates,902,1952,73.29
estimates,902,1953,74.294
estimates,902,1954,74.919
estimates,902,1955,75.283
estimates,902,1956,76.824
estimates,902,1957,77.772
estimates,902,1958,78.468
estimates,902,1959,79.173
estimates,902,1960,79.95
estimates,902,1961,80.819
estimates,902,1962,81.936
estimates,902,1963,83.034
estimates,902,1964,83.745
estimates,902,1965,83.937
estimates,902,1966,84.636
estimates,902,1967,84.733
estimates,902,1968,84.434
estimates,902,1969,84.028
estimates,902,1970,83.646
estimates,902,1971,83.687
estimates,902,1972,83.567
estimates,902,1973,83.297
estimates,902,1974,82.822
estimates,902,1975,82.105
estimates,902,1976,81.444
estimates,902,1977,80.559
estimates,902,1978,79.491
estimates,902,1979,78.305
estimates,902,1980,77.059
estimates,902,1981,75.931
estimates,902,1982,74.823
estimates,902,1983,73.723
estimates,902,1984,72.628
estimates,902,1985,71.559
estimates,902,1986,70.955
estimates,902,1987,70.307
estimates,902,1988,69.655
estimates,902,1989,69.01
estimates,902,1990,68.358
estimates,902,1991,68.096
estimates,902,1992,67.624
estimates,902,1993,67.024
estimates,902,1994,66.378
estimates,902,1995,65.708
estimates,902,1996,64.907
estimates,902,1997,64.177
estimates,902,1998,63.422
estimates,902,1999,62.53
estimates,902,2000,61.479
estimates,902,2001,60.551
estimates,902,2002,59.507
estimates,902,2003,58.399
estimates,902,2004,57.318
estimates,902,2005,56.319
estimates,902,2006,55.575
estimates,902,2007,54.858
estimates,902,2008,54.205
estimates,902,2009,53.649
estimates,902,2010,53.202
estimates,902,2011,52.907
estimates,902,2012,52.7
estimates,902,2013,52.572
estimates,902,2014,52.5
estimates,902,2015,52.468
medium_variant,902,2015,52.468
medium_variant,902,2016,52.585
medium_variant,902,2017,52.702
medium_variant,902,2018,52.809
medium_variant,902,2019,52.896
medium_variant,902,2020,52.951
medium_variant,902,2021,53.007
medium_variant,902,2022,53.031
medium_variant,902,2023,53.029
medium_variant,902,2024,53.012
medium_variant,902,2025,52.992
medium_variant,902,2026,53.02
medium_variant,902,2027,53.04
medium_variant,902,2028,53.062
medium_variant,902,2029,53.102
medium_variant,902,2030,53.174
medium_variant,902,2031,53.335
medium_variant,902,2032,53.511
medium_variant,902,2033,53.704
medium_variant,902,2034,53.908
medium_variant,902,2035,54.122
medium_variant,902,2036,54.385
medium_variant,902,2037,54.646
medium_variant,902,2038,54.901
medium_variant,902,2039,55.138
