variant,country,year,gender,dependencyratio2069
estimates,32,1950,male,70.151
estimates,32,1951,male,70.272
estimates,32,1952,male,70.391
estimates,32,1953,male,70.539
estimates,32,1954,male,70.707
estimates,32,1955,male,70.874
estimates,32,1956,male,71.317
estimates,32,1957,male,71.761
estimates,32,1958,male,72.174
estimates,32,1959,male,72.521
estimates,32,1960,male,72.783
estimates,32,1961,male,73.232
estimates,32,1962,male,73.592
estimates,32,1963,male,73.836
estimates,32,1964,male,73.936
estimates,32,1965,male,73.883
estimates,32,1966,male,74.063
estimates,32,1967,male,74.083
estimates,32,1968,male,73.982
estimates,32,1969,male,73.822
estimates,32,1970,male,73.652
estimates,32,1971,male,73.774
estimates,32,1972,male,73.867
estimates,32,1973,male,73.944
estimates,32,1974,male,74.029
estimates,32,1975,male,74.151
estimates,32,1976,male,74.758
estimates,32,1977,male,75.553
estimates,32,1978,male,76.449
estimates,32,1979,male,77.297
estimates,32,1980,male,78.003
estimates,32,1981,male,79.061
estimates,32,1982,male,79.619
estimates,32,1983,male,79.881
estimates,32,1984,male,80.131
estimates,32,1985,male,80.492
estimates,32,1986,male,80.66
estimates,32,1987,male,81.108
estimates,32,1988,male,81.637
estimates,32,1989,male,81.974
estimates,32,1990,male,82.021
estimates,32,1991,male,82.497
estimates,32,1992,male,82.664
estimates,32,1993,male,82.534
estimates,32,1994,male,82.149
estimates,32,1995,male,81.51
estimates,32,1996,male,80.873
estimates,32,1997,male,79.922
estimates,32,1998,male,78.806
estimates,32,1999,male,77.705
estimates,32,2000,male,76.73
estimates,32,2001,male,75.931
estimates,32,2002,male,75.32
estimates,32,2003,male,74.793
estimates,32,2004,male,74.191
estimates,32,2005,male,73.443
estimates,32,2006,male,72.948
estimates,32,2007,male,72.271
estimates,32,2008,male,71.482
estimates,32,2009,male,70.685
estimates,32,2010,male,69.928
estimates,32,2011,male,69.313
estimates,32,2012,male,68.721
estimates,32,2013,male,68.154
estimates,32,2014,male,67.599
estimates,32,2015,male,67.059
medium_variant,32,2015,male,67.059
medium_variant,32,2016,male,66.799
medium_variant,32,2017,male,66.52
medium_variant,32,2018,male,66.215
medium_variant,32,2019,male,65.877
medium_variant,32,2020,male,65.499
medium_variant,32,2021,male,65.22
medium_variant,32,2022,male,64.892
medium_variant,32,2023,male,64.523
medium_variant,32,2024,male,64.124
medium_variant,32,2025,male,63.704
medium_variant,32,2026,male,63.433
medium_variant,32,2027,male,63.129
medium_variant,32,2028,male,62.791
medium_variant,32,2029,male,62.415
medium_variant,32,2030,male,62.002
medium_variant,32,2031,male,61.695
medium_variant,32,2032,male,61.341
medium_variant,32,2033,male,60.954
medium_variant,32,2034,male,60.551
medium_variant,32,2035,male,60.142
medium_variant,32,2036,male,59.854
medium_variant,32,2037,male,59.555
medium_variant,32,2038,male,59.255
medium_variant,32,2039,male,58.965
medium_variant,32,2040,male,58.696
medium_variant,32,2041,male,58.561
medium_variant,32,2042,male,58.422
medium_variant,32,2043,male,58.308
medium_variant,32,2044,male,58.258
medium_variant,32,2045,male,58.293
medium_variant,32,2046,male,58.503
medium_variant,32,2047,male,58.773
medium_variant,32,2048,male,59.067
medium_variant,32,2049,male,59.334
medium_variant,32,2050,male,59.546
medium_variant,32,2051,male,59.787
medium_variant,32,2052,male,59.961
medium_variant,32,2053,male,60.094
medium_variant,32,2054,male,60.224
medium_variant,32,2055,male,60.374
medium_variant,32,2056,male,60.58
medium_variant,32,2057,male,60.776
medium_variant,32,2058,male,60.969
medium_variant,32,2059,male,61.168
medium_variant,32,2060,male,61.38
medium_variant,32,2061,male,61.626
medium_variant,32,2062,male,61.867
medium_variant,32,2063,male,62.099
medium_variant,32,2064,male,62.312
medium_variant,32,2065,male,62.506
medium_variant,32,2066,male,62.692
medium_variant,32,2067,male,62.832
medium_variant,32,2068,male,62.954
medium_variant,32,2069,male,63.093
medium_variant,32,2070,male,63.273
medium_variant,32,2071,male,63.497
medium_variant,32,2072,male,63.728
medium_variant,32,2073,male,63.968
medium_variant,32,2074,male,64.216
medium_variant,32,2075,male,64.482
medium_variant,32,2076,male,64.756
medium_variant,32,2077,male,65.011
medium_variant,32,2078,male,65.27
medium_variant,32,2079,male,65.554
medium_variant,32,2080,male,65.876
medium_variant,32,2081,male,66.2
medium_variant,32,2082,male,66.523
medium_variant,32,2083,male,66.852
medium_variant,32,2084,male,67.193
medium_variant,32,2085,male,67.556
medium_variant,32,2086,male,67.888
medium_variant,32,2087,male,68.202
medium_variant,32,2088,male,68.512
medium_variant,32,2089,male,68.832
medium_variant,32,2090,male,69.18
medium_variant,32,2091,male,69.479
medium_variant,32,2092,male,69.758
medium_variant,32,2093,male,70.038
medium_variant,32,2094,male,70.338
medium_variant,32,2095,male,70.674
medium_variant,32,2096,male,70.943
medium_variant,32,2097,male,71.204
medium_variant,32,2098,male,71.471
medium_variant,32,2099,male,71.76
medium_variant,32,2100,male,72.086
estimates,32,1950,female,74.611
estimates,32,1951,female,74.38
estimates,32,1952,female,74.205
estimates,32,1953,female,74.062
estimates,32,1954,female,73.927
estimates,32,1955,female,73.788
estimates,32,1956,female,73.931
estimates,32,1957,female,74.063
estimates,32,1958,female,74.176
estimates,32,1959,female,74.255
estimates,32,1960,female,74.287
estimates,32,1961,female,74.367
estimates,32,1962,female,74.414
estimates,32,1963,female,74.409
estimates,32,1964,female,74.325
estimates,32,1965,female,74.158
estimates,32,1966,female,74.139
estimates,32,1967,female,74.016
estimates,32,1968,female,73.819
estimates,32,1969,female,73.601
estimates,32,1970,female,73.401
estimates,32,1971,female,73.388
estimates,32,1972,female,73.368
estimates,32,1973,female,73.368
estimates,32,1974,female,73.435
estimates,32,1975,female,73.612
estimates,32,1976,female,74.086
estimates,32,1977,female,74.733
estimates,32,1978,female,75.477
estimates,32,1979,female,76.173
estimates,32,1980,female,76.729
estimates,32,1981,female,77.74
estimates,32,1982,female,78.316
estimates,32,1983,female,78.647
estimates,32,1984,female,79
estimates,32,1985,female,79.495
estimates,32,1986,female,79.681
estimates,32,1987,female,80.165
estimates,32,1988,female,80.753
estimates,32,1989,female,81.174
estimates,32,1990,female,81.328
estimates,32,1991,female,81.768
estimates,32,1992,female,81.918
estimates,32,1993,female,81.812
estimates,32,1994,female,81.509
estimates,32,1995,female,81.023
estimates,32,1996,female,80.458
estimates,32,1997,female,79.638
estimates,32,1998,female,78.699
estimates,32,1999,female,77.802
estimates,32,2000,female,77.047
estimates,32,2001,female,76.366
estimates,32,2002,female,75.882
estimates,32,2003,female,75.498
estimates,32,2004,female,75.065
estimates,32,2005,female,74.514
estimates,32,2006,female,74.095
estimates,32,2007,female,73.516
estimates,32,2008,female,72.852
estimates,32,2009,female,72.206
estimates,32,2010,female,71.629
estimates,32,2011,female,71.087
estimates,32,2012,female,70.591
estimates,32,2013,female,70.142
estimates,32,2014,female,69.729
estimates,32,2015,female,69.355
medium_variant,32,2015,female,69.355
medium_variant,32,2016,female,69.139
medium_variant,32,2017,female,68.923
medium_variant,32,2018,female,68.708
medium_variant,32,2019,female,68.498
medium_variant,32,2020,female,68.292
medium_variant,32,2021,female,68.091
medium_variant,32,2022,female,67.874
medium_variant,32,2023,female,67.646
medium_variant,32,2024,female,67.411
medium_variant,32,2025,female,67.181
medium_variant,32,2026,female,66.989
medium_variant,32,2027,female,66.777
medium_variant,32,2028,female,66.551
medium_variant,32,2029,female,66.314
medium_variant,32,2030,female,66.07
medium_variant,32,2031,female,65.822
medium_variant,32,2032,female,65.547
medium_variant,32,2033,female,65.261
medium_variant,32,2034,female,64.98
medium_variant,32,2035,female,64.719
medium_variant,32,2036,female,64.462
medium_variant,32,2037,female,64.209
medium_variant,32,2038,female,63.977
medium_variant,32,2039,female,63.785
medium_variant,32,2040,female,63.651
medium_variant,32,2041,female,63.548
medium_variant,32,2042,female,63.466
medium_variant,32,2043,female,63.438
medium_variant,32,2044,female,63.507
medium_variant,32,2045,female,63.701
medium_variant,32,2046,female,63.971
medium_variant,32,2047,female,64.33
medium_variant,32,2048,female,64.741
medium_variant,32,2049,female,65.145
medium_variant,32,2050,female,65.513
medium_variant,32,2051,female,65.785
medium_variant,32,2052,female,65.988
medium_variant,32,2053,female,66.161
medium_variant,32,2054,female,66.357
medium_variant,32,2055,female,66.612
medium_variant,32,2056,female,66.823
medium_variant,32,2057,female,67.046
medium_variant,32,2058,female,67.291
medium_variant,32,2059,female,67.569
medium_variant,32,2060,female,67.892
medium_variant,32,2061,female,68.139
medium_variant,32,2062,female,68.397
medium_variant,32,2063,female,68.67
medium_variant,32,2064,female,68.953
medium_variant,32,2065,female,69.249
medium_variant,32,2066,female,69.421
medium_variant,32,2067,female,69.563
medium_variant,32,2068,female,69.709
medium_variant,32,2069,female,69.903
medium_variant,32,2070,female,70.176
medium_variant,32,2071,female,70.384
medium_variant,32,2072,female,70.62
medium_variant,32,2073,female,70.883
medium_variant,32,2074,female,71.182
medium_variant,32,2075,female,71.545
medium_variant,32,2076,female,71.794
medium_variant,32,2077,female,72.038
medium_variant,32,2078,female,72.32
medium_variant,32,2079,female,72.674
medium_variant,32,2080,female,73.113
medium_variant,32,2081,female,73.422
medium_variant,32,2082,female,73.757
medium_variant,32,2083,female,74.126
medium_variant,32,2084,female,74.541
medium_variant,32,2085,female,75.02
medium_variant,32,2086,female,75.346
medium_variant,32,2087,female,75.673
medium_variant,32,2088,female,76.023
medium_variant,32,2089,female,76.418
medium_variant,32,2090,female,76.885
medium_variant,32,2091,female,77.169
medium_variant,32,2092,female,77.455
medium_variant,32,2093,female,77.771
medium_variant,32,2094,female,78.148
medium_variant,32,2095,female,78.605
medium_variant,32,2096,female,78.859
medium_variant,32,2097,female,79.133
medium_variant,32,2098,female,79.443
medium_variant,32,2099,female,79.806
medium_variant,32,2100,female,80.242
