variant,country,year,gender,dependencyratio2069
estimates,762,1950,male,94.932
estimates,762,1951,male,94.842
estimates,762,1952,male,96.179
estimates,762,1953,male,97.445
estimates,762,1954,male,97.954
estimates,762,1955,male,97.807
estimates,762,1956,male,99.994
estimates,762,1957,male,100.72
estimates,762,1958,male,101.137
estimates,762,1959,male,102.321
estimates,762,1960,male,104.706
estimates,762,1961,male,107.467
estimates,762,1962,male,111.388
estimates,762,1963,male,116.122
estimates,762,1964,male,121.053
estimates,762,1965,male,125.846
estimates,762,1966,male,131.671
estimates,762,1967,male,137.247
estimates,762,1968,male,142.265
estimates,762,1969,male,146.382
estimates,762,1970,male,149.313
estimates,762,1971,male,150.216
estimates,762,1972,male,149.883
estimates,762,1973,male,148.56
estimates,762,1974,male,146.54
estimates,762,1975,male,144.108
estimates,762,1976,male,143.077
estimates,762,1977,male,141.734
estimates,762,1978,male,140.245
estimates,762,1979,male,138.762
estimates,762,1980,male,137.329
estimates,762,1981,male,135.965
estimates,762,1982,male,134.64
estimates,762,1983,male,133.39
estimates,762,1984,male,132.224
estimates,762,1985,male,131.196
estimates,762,1986,male,131.192
estimates,762,1987,male,131.362
estimates,762,1988,male,131.624
estimates,762,1989,male,131.778
estimates,762,1990,male,131.633
estimates,762,1991,male,132.381
estimates,762,1992,male,132.434
estimates,762,1993,male,132.111
estimates,762,1994,male,131.846
estimates,762,1995,male,131.812
estimates,762,1996,male,131.432
estimates,762,1997,male,131.475
estimates,762,1998,male,131.556
estimates,762,1999,male,131.114
estimates,762,2000,male,129.897
estimates,762,2001,male,127.435
estimates,762,2002,male,124.226
estimates,762,2003,male,120.636
estimates,762,2004,male,117.129
estimates,762,2005,male,113.912
estimates,762,2006,male,110.782
estimates,762,2007,male,108.08
estimates,762,2008,male,105.597
estimates,762,2009,male,103.107
estimates,762,2010,male,100.604
estimates,762,2011,male,99.015
estimates,762,2012,male,97.319
estimates,762,2013,male,95.673
estimates,762,2014,male,94.22
estimates,762,2015,male,92.962
medium_variant,762,2015,male,92.962
medium_variant,762,2016,male,91.851
medium_variant,762,2017,male,90.763
medium_variant,762,2018,male,89.812
medium_variant,762,2019,male,89.106
medium_variant,762,2020,male,88.676
medium_variant,762,2021,male,88.39
medium_variant,762,2022,male,88.389
medium_variant,762,2023,male,88.482
medium_variant,762,2024,male,88.427
medium_variant,762,2025,male,88.098
medium_variant,762,2026,male,87.659
medium_variant,762,2027,male,86.98
medium_variant,762,2028,male,86.086
medium_variant,762,2029,male,85.034
medium_variant,762,2030,male,83.868
medium_variant,762,2031,male,82.663
medium_variant,762,2032,male,81.354
medium_variant,762,2033,male,79.993
medium_variant,762,2034,male,78.636
medium_variant,762,2035,male,77.327
medium_variant,762,2036,male,76.204
medium_variant,762,2037,male,75.114
medium_variant,762,2038,male,74.085
medium_variant,762,2039,male,73.13
medium_variant,762,2040,male,72.253
medium_variant,762,2041,male,71.567
medium_variant,762,2042,male,70.925
medium_variant,762,2043,male,70.338
medium_variant,762,2044,male,69.802
medium_variant,762,2045,male,69.308
medium_variant,762,2046,male,68.937
medium_variant,762,2047,male,68.583
medium_variant,762,2048,male,68.249
medium_variant,762,2049,male,67.935
medium_variant,762,2050,male,67.635
medium_variant,762,2051,male,67.402
medium_variant,762,2052,male,67.161
medium_variant,762,2053,male,66.917
medium_variant,762,2054,male,66.679
medium_variant,762,2055,male,66.452
medium_variant,762,2056,male,66.316
medium_variant,762,2057,male,66.168
medium_variant,762,2058,male,65.987
medium_variant,762,2059,male,65.74
medium_variant,762,2060,male,65.419
medium_variant,762,2061,male,65.116
medium_variant,762,2062,male,64.732
medium_variant,762,2063,male,64.297
medium_variant,762,2064,male,63.845
medium_variant,762,2065,male,63.396
medium_variant,762,2066,male,63.038
medium_variant,762,2067,male,62.667
medium_variant,762,2068,male,62.281
medium_variant,762,2069,male,61.864
medium_variant,762,2070,male,61.411
medium_variant,762,2071,male,61.004
medium_variant,762,2072,male,60.555
medium_variant,762,2073,male,60.111
medium_variant,762,2074,male,59.724
medium_variant,762,2075,male,59.422
medium_variant,762,2076,male,59.273
medium_variant,762,2077,male,59.171
medium_variant,762,2078,male,59.12
medium_variant,762,2079,male,59.123
medium_variant,762,2080,male,59.18
