variant,country,year,gender,dependencyratio2069
estimates,242,1950,male,135.937
estimates,242,1951,male,138.268
estimates,242,1952,male,140.107
estimates,242,1953,male,141.835
estimates,242,1954,male,143.67
estimates,242,1955,male,145.535
estimates,242,1956,male,145.459
estimates,242,1957,male,145.745
estimates,242,1958,male,146.058
estimates,242,1959,male,146.094
estimates,242,1960,male,145.817
estimates,242,1961,male,146.938
estimates,242,1962,male,147
estimates,242,1963,male,146.257
estimates,242,1964,male,144.967
estimates,242,1965,male,143.215
estimates,242,1966,male,141.54
estimates,242,1967,male,139.456
estimates,242,1968,male,136.924
estimates,242,1969,male,133.964
estimates,242,1970,male,130.671
estimates,242,1971,male,128.613
estimates,242,1972,male,126.473
estimates,242,1973,male,124.206
estimates,242,1974,male,121.689
estimates,242,1975,male,118.921
estimates,242,1976,male,117.41
estimates,242,1977,male,115.887
estimates,242,1978,male,114.463
estimates,242,1979,male,113.252
estimates,242,1980,male,112.282
estimates,242,1981,male,110.921
estimates,242,1982,male,109.28
estimates,242,1983,male,107.709
estimates,242,1984,male,106.397
estimates,242,1985,male,105.333
estimates,242,1986,male,104.539
estimates,242,1987,male,103.881
estimates,242,1988,male,103.279
estimates,242,1989,male,102.676
estimates,242,1990,male,102.078
estimates,242,1991,male,101.186
estimates,242,1992,male,100.385
estimates,242,1993,male,99.517
estimates,242,1994,male,98.376
estimates,242,1995,male,96.918
estimates,242,1996,male,96.716
estimates,242,1997,male,96.113
estimates,242,1998,male,95.266
estimates,242,1999,male,94.312
estimates,242,2000,male,93.219
estimates,242,2001,male,88.733
estimates,242,2002,male,84.568
estimates,242,2003,male,80.656
estimates,242,2004,male,76.996
estimates,242,2005,male,73.681
estimates,242,2006,male,73.117
estimates,242,2007,male,72.494
estimates,242,2008,male,71.793
estimates,242,2009,male,70.962
estimates,242,2010,male,69.971
estimates,242,2011,male,69.739
estimates,242,2012,male,69.365
estimates,242,2013,male,68.97
estimates,242,2014,male,68.699
estimates,242,2015,male,68.581
medium_variant,242,2015,male,68.581
medium_variant,242,2016,male,68.324
medium_variant,242,2017,male,68.228
medium_variant,242,2018,male,68.201
medium_variant,242,2019,male,68.112
medium_variant,242,2020,male,67.913
medium_variant,242,2021,male,67.766
medium_variant,242,2022,male,67.541
medium_variant,242,2023,male,67.234
medium_variant,242,2024,male,66.854
medium_variant,242,2025,male,66.402
medium_variant,242,2026,male,66.024
medium_variant,242,2027,male,65.539
medium_variant,242,2028,male,64.988
medium_variant,242,2029,male,64.424
medium_variant,242,2030,male,63.868
medium_variant,242,2031,male,63.482
medium_variant,242,2032,male,63.093
medium_variant,242,2033,male,62.697
medium_variant,242,2034,male,62.265
medium_variant,242,2035,male,61.779
medium_variant,242,2036,male,61.424
medium_variant,242,2037,male,61.036
medium_variant,242,2038,male,60.624
medium_variant,242,2039,male,60.194
medium_variant,242,2040,male,59.739
medium_variant,242,2041,male,59.423
medium_variant,242,2042,male,59.09
medium_variant,242,2043,male,58.756
medium_variant,242,2044,male,58.438
medium_variant,242,2045,male,58.136
medium_variant,242,2046,male,58.025
