variant,country,year,gender,dependencyratio2069
estimates,68,1950,male,117.205
estimates,68,1951,male,118.363
estimates,68,1952,male,119.929
estimates,68,1953,male,121.125
estimates,68,1954,male,121.769
estimates,68,1955,male,122.01
estimates,68,1956,male,124.13
estimates,68,1957,male,125.359
estimates,68,1958,male,126.03
estimates,68,1959,male,126.342
estimates,68,1960,male,126.344
estimates,68,1961,male,126.742
estimates,68,1962,male,126.814
estimates,68,1963,male,126.642
estimates,68,1964,male,126.258
estimates,68,1965,male,125.726
estimates,68,1966,male,126.337
estimates,68,1967,male,126.688
estimates,68,1968,male,126.754
estimates,68,1969,male,126.484
estimates,68,1970,male,125.847
estimates,68,1971,male,125.813
estimates,68,1972,male,125.321
estimates,68,1973,male,124.557
estimates,68,1974,male,123.727
estimates,68,1975,male,122.947
estimates,68,1976,male,122.91
estimates,68,1977,male,122.849
estimates,68,1978,male,122.762
estimates,68,1979,male,122.595
estimates,68,1980,male,122.314
estimates,68,1981,male,122.535
estimates,68,1982,male,122.561
estimates,68,1983,male,122.447
estimates,68,1984,male,122.23
estimates,68,1985,male,121.918
estimates,68,1986,male,121.744
estimates,68,1987,male,121.434
estimates,68,1988,male,121.029
estimates,68,1989,male,120.555
estimates,68,1990,male,120.024
estimates,68,1991,male,119.492
estimates,68,1992,male,118.847
estimates,68,1993,male,118.1
estimates,68,1994,male,117.244
estimates,68,1995,male,116.277
estimates,68,1996,male,115.391
estimates,68,1997,male,114.34
estimates,68,1998,male,113.164
estimates,68,1999,male,111.888
estimates,68,2000,male,110.524
estimates,68,2001,male,109.274
estimates,68,2002,male,107.882
estimates,68,2003,male,106.418
estimates,68,2004,male,104.944
estimates,68,2005,male,103.488
estimates,68,2006,male,102.059
estimates,68,2007,male,100.632
estimates,68,2008,male,99.221
estimates,68,2009,male,97.818
estimates,68,2010,male,96.418
estimates,68,2011,male,95.086
estimates,68,2012,male,93.719
estimates,68,2013,male,92.325
estimates,68,2014,male,90.909
estimates,68,2015,male,89.483
medium_variant,68,2015,male,89.483
medium_variant,68,2016,male,88.058
medium_variant,68,2017,male,86.63
medium_variant,68,2018,male,85.227
medium_variant,68,2019,male,83.869
medium_variant,68,2020,male,82.566
medium_variant,68,2021,male,81.467
medium_variant,68,2022,male,80.349
medium_variant,68,2023,male,79.241
medium_variant,68,2024,male,78.17
medium_variant,68,2025,male,77.143
medium_variant,68,2026,male,76.189
medium_variant,68,2027,male,75.255
medium_variant,68,2028,male,74.35
medium_variant,68,2029,male,73.475
medium_variant,68,2030,male,72.628
medium_variant,68,2031,male,71.902
medium_variant,68,2032,male,71.186
medium_variant,68,2033,male,70.474
medium_variant,68,2034,male,69.761
medium_variant,68,2035,male,69.041
medium_variant,68,2036,male,68.395
medium_variant,68,2037,male,67.731
medium_variant,68,2038,male,67.06
medium_variant,68,2039,male,66.396
medium_variant,68,2040,male,65.752
medium_variant,68,2041,male,65.202
medium_variant,68,2042,male,64.649
medium_variant,68,2043,male,64.111
medium_variant,68,2044,male,63.6
medium_variant,68,2045,male,63.125
medium_variant,68,2046,male,62.746
medium_variant,68,2047,male,62.382
medium_variant,68,2048,male,62.039
medium_variant,68,2049,male,61.718
medium_variant,68,2050,male,61.422
medium_variant,68,2051,male,61.202
medium_variant,68,2052,male,60.987
medium_variant,68,2053,male,60.783
medium_variant,68,2054,male,60.593
medium_variant,68,2055,male,60.418
medium_variant,68,2056,male,60.297
medium_variant,68,2057,male,60.174
medium_variant,68,2058,male,60.058
medium_variant,68,2059,male,59.958
medium_variant,68,2060,male,59.879
medium_variant,68,2061,male,59.855
medium_variant,68,2062,male,59.829
medium_variant,68,2063,male,59.812
medium_variant,68,2064,male,59.814
medium_variant,68,2065,male,59.845
medium_variant,68,2066,male,59.927
medium_variant,68,2067,male,60.012
medium_variant,68,2068,male,60.104
medium_variant,68,2069,male,60.204
medium_variant,68,2070,male,60.314
medium_variant,68,2071,male,60.458
medium_variant,68,2072,male,60.587
