country,variant,gender,freq,year,lifeexpectancyat15
72,estimates,female,5yearly,1950,47.734575
72,estimates,male,5yearly,1950,44.841071
72,estimates,female,5yearly,1955,48.635388
72,estimates,male,5yearly,1955,45.833982
72,estimates,female,5yearly,1960,49.485784
72,estimates,male,5yearly,1960,46.77319
72,estimates,female,5yearly,1965,50.340273
72,estimates,male,5yearly,1965,47.649854
72,estimates,female,5yearly,1970,51.762288
72,estimates,male,5yearly,1970,48.934745
72,estimates,female,5yearly,1975,53.514231
72,estimates,male,5yearly,1975,50.4934
72,estimates,female,5yearly,1980,54.811201
72,estimates,male,5yearly,1980,51.694371
72,estimates,female,5yearly,1985,55.228559
72,estimates,male,5yearly,1985,51.688049
72,estimates,female,5yearly,1990,52.922765
72,estimates,male,5yearly,1990,48.149381
72,estimates,female,5yearly,1995,44.619109
72,estimates,male,5yearly,1995,39.980271
72,estimates,female,5yearly,2000,41.162301
72,estimates,male,5yearly,2000,38.0882
72,estimates,female,5yearly,2005,47.885273
72,estimates,male,5yearly,2005,44.285639
72,estimates,female,5yearly,2010,54.521601
72,estimates,male,5yearly,2010,48.639211
72,medium_variant,female,5yearly,2015,58.096679
72,medium_variant,male,5yearly,2015,53.671252
72,medium_variant,female,5yearly,2020,59.465317
72,medium_variant,male,5yearly,2020,54.970434
72,medium_variant,female,5yearly,2025,60.442694
72,medium_variant,male,5yearly,2025,55.861036
72,medium_variant,female,5yearly,2030,61.261944
72,medium_variant,male,5yearly,2030,56.688326
72,medium_variant,female,5yearly,2035,61.998879
72,medium_variant,male,5yearly,2035,57.466648
72,medium_variant,female,5yearly,2040,62.691419
72,medium_variant,male,5yearly,2040,58.210454
72,medium_variant,female,5yearly,2045,63.365533
72,medium_variant,male,5yearly,2045,58.932086
72,medium_variant,female,5yearly,2050,64.140749
72,medium_variant,male,5yearly,2050,59.673106
72,medium_variant,female,5yearly,2055,64.926931
72,medium_variant,male,5yearly,2055,60.383365
72,medium_variant,female,5yearly,2060,65.655603
72,medium_variant,male,5yearly,2060,61.010092
72,medium_variant,female,5yearly,2065,66.265001
72,medium_variant,male,5yearly,2065,61.613064
72,medium_variant,female,5yearly,2070,66.818182
72,medium_variant,male,5yearly,2070,62.206139
72,medium_variant,female,5yearly,2075,67.355388
72,medium_variant,male,5yearly,2075,62.790791
72,medium_variant,female,5yearly,2080,67.885067
72,medium_variant,male,5yearly,2080,63.37786
72,medium_variant,female,5yearly,2085,68.404393
72,medium_variant,male,5yearly,2085,63.960859
72,medium_variant,female,5yearly,2090,68.916686
72,medium_variant,male,5yearly,2090,64.540227
72,medium_variant,female,5yearly,2095,69.424838
72,medium_variant,male,5yearly,2095,65.120807
