country,variant,gender,freq,year,lifeexpectancyat15
682,estimates,female,5yearly,1950,48.03567
682,estimates,male,5yearly,1950,44.984169
682,estimates,female,5yearly,1955,48.910509
682,estimates,male,5yearly,1955,45.778145
682,estimates,female,5yearly,1960,49.846923
682,estimates,male,5yearly,1960,46.674802
682,estimates,female,5yearly,1965,51.141133
682,estimates,male,5yearly,1965,47.9473
682,estimates,female,5yearly,1970,53.347031
682,estimates,male,5yearly,1970,50.142646
682,estimates,female,5yearly,1975,55.663076
682,estimates,male,5yearly,1975,52.507041
682,estimates,female,5yearly,1980,57.433672
682,estimates,male,5yearly,1980,54.435506
682,estimates,female,5yearly,1985,58.691916
682,estimates,male,5yearly,1985,55.875583
682,estimates,female,5yearly,1990,60.169924
682,estimates,male,5yearly,1990,56.697
682,estimates,female,5yearly,1995,61.132508
682,estimates,male,5yearly,1995,57.698
682,estimates,female,5yearly,2000,61.433574
682,estimates,male,5yearly,2000,58.449274
682,estimates,female,5yearly,2005,61.479292
682,estimates,male,5yearly,2005,58.674496
682,estimates,female,5yearly,2010,62.091024
682,estimates,male,5yearly,2010,59.284435
682,medium_variant,female,5yearly,2015,62.826862
682,medium_variant,male,5yearly,2015,59.866824
682,medium_variant,female,5yearly,2020,63.524276
682,medium_variant,male,5yearly,2020,60.447188
682,medium_variant,female,5yearly,2025,64.183062
682,medium_variant,male,5yearly,2025,61.031876
682,medium_variant,female,5yearly,2030,64.828895
682,medium_variant,male,5yearly,2030,61.676212
682,medium_variant,female,5yearly,2035,65.430551
682,medium_variant,male,5yearly,2035,62.335249
682,medium_variant,female,5yearly,2040,66.046661
682,medium_variant,male,5yearly,2040,63.000497
682,medium_variant,female,5yearly,2045,66.631473
682,medium_variant,male,5yearly,2045,63.685766
682,medium_variant,female,5yearly,2050,67.221672
682,medium_variant,male,5yearly,2050,64.391238
682,medium_variant,female,5yearly,2055,67.793365
682,medium_variant,male,5yearly,2055,65.114245
682,medium_variant,female,5yearly,2060,68.344666
682,medium_variant,male,5yearly,2060,65.867566
682,medium_variant,female,5yearly,2065,68.894403
682,medium_variant,male,5yearly,2065,66.641128
682,medium_variant,female,5yearly,2070,69.425228
682,medium_variant,male,5yearly,2070,67.41892
682,medium_variant,female,5yearly,2075,69.954488
682,medium_variant,male,5yearly,2075,68.170593
682,medium_variant,female,5yearly,2080,70.485007
682,medium_variant,male,5yearly,2080,68.869625
682,medium_variant,female,5yearly,2085,70.98263
682,medium_variant,male,5yearly,2085,69.49979
682,medium_variant,female,5yearly,2090,71.504939
682,medium_variant,male,5yearly,2090,70.07765
682,medium_variant,female,5yearly,2095,72.025179
682,medium_variant,male,5yearly,2095,70.595823
