country,variant,gender,freq,year,lifeexpectancyat15
372,estimates,female,5yearly,1950,56.758976
372,estimates,male,5yearly,1950,54.650106
372,estimates,female,5yearly,1955,58.644655
372,estimates,male,5yearly,1955,55.85806
372,estimates,female,5yearly,1960,59.517111
372,estimates,male,5yearly,1960,55.970658
372,estimates,female,5yearly,1965,59.998823
372,estimates,male,5yearly,1965,55.852687
372,estimates,female,5yearly,1970,60.416899
372,estimates,male,5yearly,1970,55.736233
372,estimates,female,5yearly,1975,61.145392
372,estimates,male,5yearly,1975,56.005071
372,estimates,female,5yearly,1980,62.104306
372,estimates,male,5yearly,1980,56.597232
372,estimates,female,5yearly,1985,62.936228
372,estimates,male,5yearly,1985,57.43607
372,estimates,female,5yearly,1990,63.826949
372,estimates,male,5yearly,1990,58.38609
372,estimates,female,5yearly,1995,64.436043
372,estimates,male,5yearly,1995,59.028023
372,estimates,female,5yearly,2000,65.920003
372,estimates,male,5yearly,2000,60.906269
372,estimates,female,5yearly,2005,67.377648
372,estimates,male,5yearly,2005,62.821876
372,estimates,female,5yearly,2010,68.327537
372,estimates,male,5yearly,2010,64.132285
372,medium_variant,female,5yearly,2015,68.880361
372,medium_variant,male,5yearly,2015,65.032368
372,medium_variant,female,5yearly,2020,69.527737
372,medium_variant,male,5yearly,2020,66.048733
372,medium_variant,female,5yearly,2025,70.188464
372,medium_variant,male,5yearly,2025,67.090213
372,medium_variant,female,5yearly,2030,70.816545
372,medium_variant,male,5yearly,2030,67.999887
372,medium_variant,female,5yearly,2035,71.430089
372,medium_variant,male,5yearly,2035,68.741355
372,medium_variant,female,5yearly,2040,72.042625
372,medium_variant,male,5yearly,2040,69.403435
372,medium_variant,female,5yearly,2045,72.665839
372,medium_variant,male,5yearly,2045,70.021981
372,medium_variant,female,5yearly,2050,73.252415
372,medium_variant,male,5yearly,2050,70.618434
372,medium_variant,female,5yearly,2055,73.846039
372,medium_variant,male,5yearly,2055,71.201146
372,medium_variant,female,5yearly,2060,74.433015
372,medium_variant,male,5yearly,2060,71.798158
372,medium_variant,female,5yearly,2065,75.02076
372,medium_variant,male,5yearly,2065,72.377169
372,medium_variant,female,5yearly,2070,75.610589
372,medium_variant,male,5yearly,2070,72.968649
372,medium_variant,female,5yearly,2075,76.190214
372,medium_variant,male,5yearly,2075,73.545059
372,medium_variant,female,5yearly,2080,76.774368
372,medium_variant,male,5yearly,2080,74.114438
372,medium_variant,female,5yearly,2085,77.358136
372,medium_variant,male,5yearly,2085,74.662542
372,medium_variant,female,5yearly,2090,77.932615
372,medium_variant,male,5yearly,2090,75.248106
372,medium_variant,female,5yearly,2095,78.510243
372,medium_variant,male,5yearly,2095,75.830555
