country,variant,gender,freq,year,lifeexpectancyat15
254,estimates,female,5yearly,1950,51.302191
254,estimates,male,5yearly,1950,47.071916
254,estimates,female,5yearly,1955,52.817712
254,estimates,male,5yearly,1955,48.388124
254,estimates,female,5yearly,1960,54.553985
254,estimates,male,5yearly,1960,50.062341
254,estimates,female,5yearly,1965,57.06642
254,estimates,male,5yearly,1965,52.614232
254,estimates,female,5yearly,1970,57.937481
254,estimates,male,5yearly,1970,53.208302
254,estimates,female,5yearly,1975,58.51672
254,estimates,male,5yearly,1975,53.496638
254,estimates,female,5yearly,1980,60.217172
254,estimates,male,5yearly,1980,55.061647
254,estimates,female,5yearly,1985,61.35694
254,estimates,male,5yearly,1985,56.350291
254,estimates,female,5yearly,1990,62.579602
254,estimates,male,5yearly,1990,57.48506
254,estimates,female,5yearly,1995,63.850685
254,estimates,male,5yearly,1995,58.508213
254,estimates,female,5yearly,2000,66.208941
254,estimates,male,5yearly,2000,59.448828
254,estimates,female,5yearly,2005,67.369917
254,estimates,male,5yearly,2005,61.177622
254,estimates,female,5yearly,2010,68.436488
254,estimates,male,5yearly,2010,62.163466
254,medium_variant,female,5yearly,2015,69.185829
254,medium_variant,male,5yearly,2015,63.466618
254,medium_variant,female,5yearly,2020,69.912096
254,medium_variant,male,5yearly,2020,64.526575
254,medium_variant,female,5yearly,2025,70.611731
254,medium_variant,male,5yearly,2025,65.616525
254,medium_variant,female,5yearly,2030,71.279274
254,medium_variant,male,5yearly,2030,66.584582
254,medium_variant,female,5yearly,2035,71.937894
254,medium_variant,male,5yearly,2035,67.383935
254,medium_variant,female,5yearly,2040,72.582078
254,medium_variant,male,5yearly,2040,68.057792
254,medium_variant,female,5yearly,2045,73.202358
254,medium_variant,male,5yearly,2045,68.686705
254,medium_variant,female,5yearly,2050,73.82719
254,medium_variant,male,5yearly,2050,69.310552
254,medium_variant,female,5yearly,2055,74.43594
254,medium_variant,male,5yearly,2055,69.909581
254,medium_variant,female,5yearly,2060,75.018796
254,medium_variant,male,5yearly,2060,70.491779
254,medium_variant,female,5yearly,2065,75.61393
254,medium_variant,male,5yearly,2065,71.064329
254,medium_variant,female,5yearly,2070,76.192345
254,medium_variant,male,5yearly,2070,71.639479
254,medium_variant,female,5yearly,2075,76.784226
254,medium_variant,male,5yearly,2075,72.222857
254,medium_variant,female,5yearly,2080,77.367632
254,medium_variant,male,5yearly,2080,72.809924
254,medium_variant,female,5yearly,2085,77.943486
254,medium_variant,male,5yearly,2085,73.377355
254,medium_variant,female,5yearly,2090,78.521991
254,medium_variant,male,5yearly,2090,73.956744
254,medium_variant,female,5yearly,2095,79.098484
254,medium_variant,male,5yearly,2095,74.516985
254,estimates,female,5yearly,Regi,French Guiana
254,estimates,male,5yearly,Regi,French Guiana
254,medium_variant,female,5yearly,Regi,French Guiana
254,medium_variant,male,5yearly,Regi,French Guiana
