country,variant,gender,freq,year,lifeexpectancyat15
678,estimates,female,5yearly,1950,48.071463
678,estimates,male,5yearly,1950,45.664196
678,estimates,female,5yearly,1955,49.238342
678,estimates,male,5yearly,1955,46.752162
678,estimates,female,5yearly,1960,50.636747
678,estimates,male,5yearly,1960,48.102944
678,estimates,female,5yearly,1965,51.840605
678,estimates,male,5yearly,1965,49.296373
678,estimates,female,5yearly,1970,53.100315
678,estimates,male,5yearly,1970,50.869506
678,estimates,female,5yearly,1975,54.581743
678,estimates,male,5yearly,1975,52.245241
678,estimates,female,5yearly,1980,55.070976
678,estimates,male,5yearly,1980,52.158108
678,estimates,female,5yearly,1985,55.479831
678,estimates,male,5yearly,1985,52.58291
678,estimates,female,5yearly,1990,55.890838
678,estimates,male,5yearly,1990,53.001448
678,estimates,female,5yearly,1995,56.298209
678,estimates,male,5yearly,1995,53.407013
678,estimates,female,5yearly,2000,56.692699
678,estimates,male,5yearly,2000,53.811099
678,estimates,female,5yearly,2005,57.602112
678,estimates,male,5yearly,2005,54.621553
678,estimates,female,5yearly,2010,58.034324
678,estimates,male,5yearly,2010,54.877613
678,medium_variant,female,5yearly,2015,58.45007
678,medium_variant,male,5yearly,2015,55.190043
678,medium_variant,female,5yearly,2020,58.856397
678,medium_variant,male,5yearly,2020,55.486495
678,medium_variant,female,5yearly,2025,59.253026
678,medium_variant,male,5yearly,2025,55.754611
678,medium_variant,female,5yearly,2030,59.662737
678,medium_variant,male,5yearly,2030,56.008723
678,medium_variant,female,5yearly,2035,60.046581
678,medium_variant,male,5yearly,2035,56.261012
678,medium_variant,female,5yearly,2040,60.456398
678,medium_variant,male,5yearly,2040,56.511954
678,medium_variant,female,5yearly,2045,60.921531
678,medium_variant,male,5yearly,2045,56.743293
678,medium_variant,female,5yearly,2050,61.366238
678,medium_variant,male,5yearly,2050,56.987128
678,medium_variant,female,5yearly,2055,61.805811
678,medium_variant,male,5yearly,2055,57.209165
678,medium_variant,female,5yearly,2060,62.238502
678,medium_variant,male,5yearly,2060,57.459162
678,medium_variant,female,5yearly,2065,62.715411
678,medium_variant,male,5yearly,2065,57.733224
678,medium_variant,female,5yearly,2070,63.196562
678,medium_variant,male,5yearly,2070,58.025688
678,medium_variant,female,5yearly,2075,63.683514
678,medium_variant,male,5yearly,2075,58.346443
678,medium_variant,female,5yearly,2080,64.154735
678,medium_variant,male,5yearly,2080,58.69913
678,medium_variant,female,5yearly,2085,64.641273
678,medium_variant,male,5yearly,2085,59.07265
678,medium_variant,female,5yearly,2090,65.109375
678,medium_variant,male,5yearly,2090,59.487917
678,medium_variant,female,5yearly,2095,65.586871
678,medium_variant,male,5yearly,2095,59.973021
