agebroad,gender,percentagetotalpopulation,global,variant,year
6_9,female,6.895,900,estimates,2009
6_10,female,8.59,900,estimates,2009
6_11,female,10.281,900,estimates,2009
6_12,female,11.974,900,estimates,2009
7_10,female,6.844,900,estimates,2009
7_12,female,10.228,900,estimates,2009
11_16,female,10.213,900,estimates,2009
11_17,female,11.949,900,estimates,2009
11_18,female,13.704,900,estimates,2009
12_14,female,5.095,900,estimates,2009
12_16,female,8.522,900,estimates,2009
12_17,female,10.258,900,estimates,2009
12_18,female,12.013,900,estimates,2009
13_17,female,8.565,900,estimates,2009
13_18,female,10.321,900,estimates,2009
13_19,female,12.095,900,estimates,2009
15_17,female,5.162,900,estimates,2009
18_23,female,10.619,900,estimates,2009
15_24,female,17.472,900,estimates,2009
15_49,female,52.247,900,estimates,2009
15_59,female,61.818,900,estimates,2009
15_64,female,65.239,900,estimates,2009
20_64,female,56.547,900,estimates,2009
20_69,female,59.207,900,estimates,2009
25_49,female,34.775,900,estimates,2009
25_64,female,47.768,900,estimates,2009
25_69,female,50.428,900,estimates,2009
15plus,female,73.703,900,estimates,2009
16plus,female,71.994,900,estimates,2009
17plus,female,70.276,900,estimates,2009
18plus,female,68.54,900,estimates,2009
20plus,female,65.011,900,estimates,2009
21plus,female,63.217,900,estimates,2009
25plus,female,56.231,900,estimates,2009
50plus,female,21.456,900,estimates,2009
60plus,female,11.885,900,estimates,2009
65plus,female,8.463,900,estimates,2009
70plus,female,5.803,900,estimates,2009
75plus,female,3.548,900,estimates,2009
80plus,female,1.908,900,estimates,2009
85plus,female,0.819,900,estimates,2009
90plus,female,0.263,900,estimates,2009
total,female,100,900,estimates,2009
"Region, subregion, country or area *",male,WORLD,900,estimates,2009
0_1,male,3.936,900,estimates,2009
0_4,male,9.649,900,estimates,2009
0_14,male,27.664,900,estimates,2009
0_17,male,33.056,900,estimates,2009
0_19,male,36.716,900,estimates,2009
0_24,male,45.734,900,estimates,2009
3_4,male,3.787,900,estimates,2009
3_5,male,5.648,900,estimates,2009
3_6,male,7.487,900,estimates,2009
4_5,male,3.747,900,estimates,2009
4_6,male,5.586,900,estimates,2009
5_14,male,18.015,900,estimates,2009
5_10,male,10.9,900,estimates,2009
5_11,male,12.675,900,estimates,2009
6_9,male,7.258,900,estimates,2009
6_10,male,9.039,900,estimates,2009
6_11,male,10.813,900,estimates,2009
6_12,male,12.589,900,estimates,2009
7_10,male,7.199,900,estimates,2009
7_12,male,10.749,900,estimates,2009
11_16,male,10.699,900,estimates,2009
11_17,male,12.508,900,estimates,2009
11_18,male,14.331,900,estimates,2009
12_14,male,5.34,900,estimates,2009
12_16,male,8.924,900,estimates,2009
12_17,male,10.733,900,estimates,2009
12_18,male,12.556,900,estimates,2009
13_17,male,8.957,900,estimates,2009
13_18,male,10.781,900,estimates,2009
13_19,male,12.618,900,estimates,2009
15_17,male,5.392,900,estimates,2009
18_23,male,10.95,900,estimates,2009
15_24,male,18.071,900,estimates,2009
15_49,male,53.167,900,estimates,2009
15_59,male,62.472,900,estimates,2009
15_64,male,65.66,900,estimates,2009
20_64,male,56.608,900,estimates,2009
20_69,male,59.006,900,estimates,2009
25_49,male,35.096,900,estimates,2009
25_64,male,47.589,900,estimates,2009
25_69,male,49.988,900,estimates,2009
15plus,male,72.336,900,estimates,2009
16plus,male,70.548,900,estimates,2009
17plus,male,68.753,900,estimates,2009
18plus,male,66.944,900,estimates,2009
20plus,male,63.284,900,estimates,2009
21plus,male,61.433,900,estimates,2009
25plus,male,54.266,900,estimates,2009
50plus,male,19.169,900,estimates,2009
60plus,male,9.864,900,estimates,2009
65plus,male,6.676,900,estimates,2009
70plus,male,4.277,900,estimates,2009
75plus,male,2.378,900,estimates,2009
80plus,male,1.125,900,estimates,2009
85plus,male,0.406,900,estimates,2009
90plus,male,0.109,900,estimates,2009
total,male,100,900,estimates,2009
"Region, subregion, country or area *",female,WORLD,900,estimates,2010
0_1,female,3.719,900,estimates,2010
0_4,female,9.119,900,estimates,2010
0_14,female,26.107,900,estimates,2010
0_17,female,31.172,900,estimates,2010
0_19,female,34.617,900,estimates,2010
0_24,female,43.358,900,estimates,2010
3_4,female,3.577,900,estimates,2010
3_5,female,5.334,900,estimates,2010
3_6,female,7.073,900,estimates,2010
4_5,female,3.535,900,estimates,2010
4_6,female,5.273,900,estimates,2010
5_14,female,16.988,900,estimates,2010
5_10,female,10.3,900,estimates,2010
5_11,female,11.973,900,estimates,2010
6_9,female,6.86,900,estimates,2010
6_10,female,8.543,900,estimates,2010
6_11,female,10.216,900,estimates,2010
6_12,female,11.884,900,estimates,2010
7_10,female,6.804,900,estimates,2010
7_12,female,10.146,900,estimates,2010
11_16,female,10.058,900,estimates,2010
11_17,female,11.754,900,estimates,2010
11_18,female,13.466,900,estimates,2010
12_14,female,5.015,900,estimates,2010
12_16,female,8.384,900,estimates,2010
12_17,female,10.08,900,estimates,2010
12_18,female,11.793,900,estimates,2010
13_17,female,8.412,900,estimates,2010
13_18,female,10.124,900,estimates,2010
13_19,female,11.856,900,estimates,2010
15_17,female,5.065,900,estimates,2010
18_23,female,10.479,900,estimates,2010
15_24,female,17.25,900,estimates,2010
15_49,female,52.111,900,estimates,2010
15_59,female,61.807,900,estimates,2010
15_64,female,65.346,900,estimates,2010
20_64,female,56.837,900,estimates,2010
20_69,female,59.525,900,estimates,2010
25_49,female,34.86,900,estimates,2010
25_64,female,48.096,900,estimates,2010
25_69,female,50.785,900,estimates,2010
15plus,female,73.893,900,estimates,2010
16plus,female,72.21,900,estimates,2010
17plus,female,70.524,900,estimates,2010
18plus,female,68.828,900,estimates,2010
20plus,female,65.383,900,estimates,2010
21plus,female,63.633,900,estimates,2010
25plus,female,56.642,900,estimates,2010
50plus,female,21.782,900,estimates,2010
60plus,female,12.085,900,estimates,2010
65plus,female,8.546,900,estimates,2010
70plus,female,5.858,900,estimates,2010
75plus,female,3.59,900,estimates,2010
80plus,female,1.932,900,estimates,2010
85plus,female,0.826,900,estimates,2010
90plus,female,0.256,900,estimates,2010
total,female,100,900,estimates,2010
"Region, subregion, country or area *",male,WORLD,900,estimates,2010
0_1,male,3.915,900,estimates,2010
0_4,male,9.606,900,estimates,2010
0_14,male,27.471,900,estimates,2010
0_17,male,32.767,900,estimates,2010
0_19,male,36.348,900,estimates,2010
0_24,male,45.338,900,estimates,2010
3_4,male,3.77,900,estimates,2010
3_5,male,5.622,900,estimates,2010
3_6,male,7.454,900,estimates,2010
4_5,male,3.726,900,estimates,2010
4_6,male,5.558,900,estimates,2010
5_14,male,17.865,900,estimates,2010
5_10,male,10.847,900,estimates,2010
5_11,male,12.605,900,estimates,2010
6_9,male,7.225,900,estimates,2010
6_10,male,8.995,900,estimates,2010
6_11,male,10.753,900,estimates,2010
6_12,male,12.504,900,estimates,2010
7_10,male,7.163,900,estimates,2010
7_12,male,10.672,900,estimates,2010
11_16,male,10.543,900,estimates,2010
11_17,male,12.314,900,estimates,2010
11_18,male,14.098,900,estimates,2010
12_14,male,5.26,900,estimates,2010
12_16,male,8.785,900,estimates,2010
12_17,male,10.557,900,estimates,2010
12_18,male,12.34,900,estimates,2010
13_17,male,8.805,900,estimates,2010
13_18,male,10.589,900,estimates,2010
13_19,male,12.386,900,estimates,2010
15_17,male,5.297,900,estimates,2010
18_23,male,10.825,900,estimates,2010
15_24,male,17.868,900,estimates,2010
15_49,male,53.05,900,estimates,2010
15_59,male,62.482,900,estimates,2010
15_64,male,65.779,900,estimates,2010
20_64,male,56.902,900,estimates,2010
20_69,male,59.33,900,estimates,2010
25_49,male,35.182,900,estimates,2010
25_64,male,47.911,900,estimates,2010
25_69,male,50.34,900,estimates,2010
15plus,male,72.529,900,estimates,2010
16plus,male,70.768,900,estimates,2010
17plus,male,69.004,900,estimates,2010
18plus,male,67.233,900,estimates,2010
20plus,male,63.652,900,estimates,2010
21plus,male,61.842,900,estimates,2010
25plus,male,54.662,900,estimates,2010
50plus,male,19.479,900,estimates,2010
60plus,male,10.047,900,estimates,2010
65plus,male,6.75,900,estimates,2010
70plus,male,4.322,900,estimates,2010
75plus,male,2.409,900,estimates,2010
80plus,male,1.138,900,estimates,2010
85plus,male,0.407,900,estimates,2010
90plus,male,0.102,900,estimates,2010
total,male,100,900,estimates,2010
"Region, subregion, country or area *",female,WORLD,900,estimates,2011
0_1,female,3.704,900,estimates,2011
0_4,female,9.096,900,estimates,2011
0_14,female,25.961,900,estimates,2011
0_17,female,30.94,900,estimates,2011
0_19,female,34.304,900,estimates,2011
0_24,female,42.956,900,estimates,2011
3_4,female,3.572,900,estimates,2011
3_5,female,5.326,900,estimates,2011
3_6,female,7.06,900,estimates,2011
4_5,female,3.529,900,estimates,2011
4_6,female,5.263,900,estimates,2011
5_14,female,16.865,900,estimates,2011
5_10,female,10.258,900,estimates,2011
5_11,female,11.919,900,estimates,2011
6_9,female,6.833,900,estimates,2011
6_10,female,8.504,900,estimates,2011
6_11,female,10.165,900,estimates,2011
6_12,female,11.817,900,estimates,2011
7_10,female,6.77,900,estimates,2011
7_12,female,10.082,900,estimates,2011
11_16,female,9.922,900,estimates,2011
11_17,female,11.586,900,estimates,2011
11_18,female,13.26,900,estimates,2011
12_14,female,4.946,900,estimates,2011
12_16,female,8.261,900,estimates,2011
12_17,female,9.925,900,estimates,2011
12_18,female,11.599,900,estimates,2011
13_17,female,8.274,900,estimates,2011
13_18,female,9.947,900,estimates,2011
13_19,female,11.637,900,estimates,2011
15_17,female,4.979,900,estimates,2011
18_23,female,10.292,900,estimates,2011
15_24,female,16.994,900,estimates,2011
15_49,female,51.935,900,estimates,2011
15_59,female,61.735,900,estimates,2011
15_64,female,65.389,900,estimates,2011
20_64,female,57.047,900,estimates,2011
20_69,female,59.777,900,estimates,2011
25_49,female,34.941,900,estimates,2011
25_64,female,48.395,900,estimates,2011
25_69,female,51.125,900,estimates,2011
15plus,female,74.039,900,estimates,2011
16plus,female,72.384,900,estimates,2011
17plus,female,70.724,900,estimates,2011
18plus,female,69.06,900,estimates,2011
20plus,female,65.696,900,estimates,2011
21plus,female,63.987,900,estimates,2011
25plus,female,57.044,900,estimates,2011
50plus,female,22.103,900,estimates,2011
60plus,female,12.303,900,estimates,2011
65plus,female,8.649,900,estimates,2011
70plus,female,5.919,900,estimates,2011
75plus,female,3.666,900,estimates,2011
80plus,female,1.99,900,estimates,2011
85plus,female,0.875,900,estimates,2011
90plus,female,0.28,900,estimates,2011
total,female,100,900,estimates,2011
"Region, subregion, country or area *",male,WORLD,900,estimates,2011
0_1,male,3.896,900,estimates,2011
0_4,male,9.575,900,estimates,2011
0_14,male,27.316,900,estimates,2011
0_17,male,32.527,900,estimates,2011
0_19,male,36.033,900,estimates,2011
0_24,male,44.95,900,estimates,2011
3_4,male,3.763,900,estimates,2011
3_5,male,5.611,900,estimates,2011
3_6,male,7.438,900,estimates,2011
4_5,male,3.718,900,estimates,2011
4_6,male,5.545,900,estimates,2011
5_14,male,17.741,900,estimates,2011
5_10,male,10.804,900,estimates,2011
5_11,male,12.551,900,estimates,2011
6_9,male,7.197,900,estimates,2011
6_10,male,8.956,900,estimates,2011
6_11,male,10.702,900,estimates,2011
6_12,male,12.437,900,estimates,2011
7_10,male,7.129,900,estimates,2011
7_12,male,10.61,900,estimates,2011
11_16,male,10.407,900,estimates,2011
11_17,male,12.147,900,estimates,2011
11_18,male,13.894,900,estimates,2011
12_14,male,5.19,900,estimates,2011
12_16,male,8.661,900,estimates,2011
12_17,male,10.401,900,estimates,2011
12_18,male,12.148,900,estimates,2011
13_17,male,8.666,900,estimates,2011
13_18,male,10.413,900,estimates,2011
13_19,male,12.172,900,estimates,2011
15_17,male,5.211,900,estimates,2011
18_23,male,10.657,900,estimates,2011
15_24,male,17.634,900,estimates,2011
15_49,male,52.894,900,estimates,2011
15_59,male,62.422,900,estimates,2011
15_64,male,65.828,900,estimates,2011
20_64,male,57.111,900,estimates,2011
20_69,male,59.575,900,estimates,2011
25_49,male,35.26,900,estimates,2011
25_64,male,48.193,900,estimates,2011
25_69,male,50.658,900,estimates,2011
15plus,male,72.684,900,estimates,2011
16plus,male,70.951,900,estimates,2011
17plus,male,69.213,900,estimates,2011
18plus,male,67.473,900,estimates,2011
20plus,male,63.967,900,estimates,2011
21plus,male,62.195,900,estimates,2011
25plus,male,55.05,900,estimates,2011
50plus,male,19.79,900,estimates,2011
60plus,male,10.262,900,estimates,2011
65plus,male,6.856,900,estimates,2011
70plus,male,4.392,900,estimates,2011
75plus,male,2.487,900,estimates,2011
80plus,male,1.194,900,estimates,2011
85plus,male,0.444,900,estimates,2011
90plus,male,0.116,900,estimates,2011
total,male,100,900,estimates,2011
"Region, subregion, country or area *",female,WORLD,900,estimates,2012
0_1,female,3.676,900,estimates,2012
0_4,female,9.058,900,estimates,2012
0_14,female,25.831,900,estimates,2012
0_17,female,30.73,900,estimates,2012
0_19,female,34.024,900,estimates,2012
0_24,female,42.53,900,estimates,2012
3_4,female,3.567,900,estimates,2012
3_5,female,5.318,900,estimates,2012
3_6,female,7.049,900,estimates,2012
4_5,female,3.524,900,estimates,2012
4_6,female,5.255,900,estimates,2012
5_14,female,16.772,900,estimates,2012
5_10,female,10.227,900,estimates,2012
5_11,female,11.877,900,estimates,2012
6_9,female,6.813,900,estimates,2012
6_10,female,8.476,900,estimates,2012
6_11,female,10.126,900,estimates,2012
6_12,female,11.766,900,estimates,2012
7_10,female,6.745,900,estimates,2012
7_12,female,10.035,900,estimates,2012
11_16,female,9.805,900,estimates,2012
11_17,female,11.444,900,estimates,2012
11_18,female,13.087,900,estimates,2012
12_14,female,4.895,900,estimates,2012
12_16,female,8.155,900,estimates,2012
12_17,female,9.794,900,estimates,2012
12_18,female,11.436,900,estimates,2012
13_17,female,8.154,900,estimates,2012
13_18,female,9.797,900,estimates,2012
13_19,female,11.448,900,estimates,2012
15_17,female,4.899,900,estimates,2012
18_23,female,10.076,900,estimates,2012
15_24,female,16.699,900,estimates,2012
15_49,female,51.728,900,estimates,2012
15_59,female,61.623,900,estimates,2012
15_64,female,65.406,900,estimates,2012
20_64,female,57.213,900,estimates,2012
20_69,female,60.009,900,estimates,2012
25_49,female,35.029,900,estimates,2012
25_64,female,48.707,900,estimates,2012
25_69,female,51.503,900,estimates,2012
15plus,female,74.169,900,estimates,2012
16plus,female,72.542,900,estimates,2012
17plus,female,70.909,900,estimates,2012
18plus,female,69.27,900,estimates,2012
20plus,female,65.976,900,estimates,2012
21plus,female,64.308,900,estimates,2012
25plus,female,57.47,900,estimates,2012
50plus,female,22.441,900,estimates,2012
60plus,female,12.546,900,estimates,2012
65plus,female,8.763,900,estimates,2012
70plus,female,5.967,900,estimates,2012
75plus,female,3.736,900,estimates,2012
80plus,female,2.035,900,estimates,2012
85plus,female,0.914,900,estimates,2012
90plus,female,0.3,900,estimates,2012
total,female,100,900,estimates,2012
"Region, subregion, country or area *",male,WORLD,900,estimates,2012
0_1,male,3.868,900,estimates,2012
0_4,male,9.532,900,estimates,2012
0_14,male,27.178,900,estimates,2012
0_17,male,32.308,900,estimates,2012
0_19,male,35.748,900,estimates,2012
0_24,male,44.537,900,estimates,2012
3_4,male,3.754,900,estimates,2012
3_5,male,5.598,900,estimates,2012
3_6,male,7.422,900,estimates,2012
4_5,male,3.71,900,estimates,2012
4_6,male,5.534,900,estimates,2012
5_14,male,17.646,900,estimates,2012
5_10,male,10.77,900,estimates,2012
5_11,male,12.506,900,estimates,2012
6_9,male,7.176,900,estimates,2012
6_10,male,8.926,900,estimates,2012
6_11,male,10.662,900,estimates,2012
6_12,male,12.386,900,estimates,2012
7_10,male,7.103,900,estimates,2012
7_12,male,10.562,900,estimates,2012
11_16,male,10.291,900,estimates,2012
11_17,male,12.005,900,estimates,2012
11_18,male,13.722,900,estimates,2012
12_14,male,5.14,900,estimates,2012
12_16,male,8.555,900,estimates,2012
12_17,male,10.269,900,estimates,2012
12_18,male,11.986,900,estimates,2012
13_17,male,8.546,900,estimates,2012
13_18,male,10.263,900,estimates,2012
13_19,male,11.986,900,estimates,2012
15_17,male,5.129,900,estimates,2012
18_23,male,10.459,900,estimates,2012
15_24,male,17.359,900,estimates,2012
15_49,male,52.706,900,estimates,2012
15_59,male,62.324,900,estimates,2012
15_64,male,65.855,900,estimates,2012
20_64,male,57.286,900,estimates,2012
20_69,male,59.805,900,estimates,2012
25_49,male,35.348,900,estimates,2012
25_64,male,48.497,900,estimates,2012
25_69,male,51.015,900,estimates,2012
15plus,male,72.822,900,estimates,2012
16plus,male,71.117,900,estimates,2012
17plus,male,69.406,900,estimates,2012
18plus,male,67.692,900,estimates,2012
20plus,male,64.252,900,estimates,2012
21plus,male,62.517,900,estimates,2012
25plus,male,55.463,900,estimates,2012
50plus,male,20.115,900,estimates,2012
60plus,male,10.498,900,estimates,2012
65plus,male,6.966,900,estimates,2012
70plus,male,4.448,900,estimates,2012
75plus,male,2.555,900,estimates,2012
80plus,male,1.237,900,estimates,2012
85plus,male,0.474,900,estimates,2012
90plus,male,0.128,900,estimates,2012
total,male,100,900,estimates,2012
"Region, subregion, country or area *",female,WORLD,900,estimates,2013
0_1,female,3.651,900,estimates,2013
0_4,female,9.01,900,estimates,2013
0_14,female,25.712,900,estimates,2013
0_17,female,30.535,900,estimates,2013
0_19,female,33.774,900,estimates,2013
0_24,female,42.099,900,estimates,2013
3_4,female,3.558,900,estimates,2013
3_5,female,5.306,900,estimates,2013
3_6,female,7.035,900,estimates,2013
4_5,female,3.517,900,estimates,2013
4_6,female,5.245,900,estimates,2013
5_14,female,16.702,900,estimates,2013
5_10,female,10.203,900,estimates,2013
5_11,female,11.844,900,estimates,2013
6_9,female,6.799,900,estimates,2013
6_10,female,8.454,900,estimates,2013
6_11,female,10.096,900,estimates,2013
6_12,female,11.725,900,estimates,2013
7_10,female,6.726,900,estimates,2013
7_12,female,9.997,900,estimates,2013
11_16,female,9.71,900,estimates,2013
11_17,female,11.322,900,estimates,2013
11_18,female,12.94,900,estimates,2013
12_14,female,4.858,900,estimates,2013
12_16,female,8.068,900,estimates,2013
12_17,female,9.68,900,estimates,2013
12_18,female,11.298,900,estimates,2013
13_17,female,8.051,900,estimates,2013
13_18,female,9.669,900,estimates,2013
13_19,female,11.29,900,estimates,2013
15_17,female,4.823,900,estimates,2013
18_23,female,9.863,900,estimates,2013
15_24,female,16.386,900,estimates,2013
15_49,female,51.493,900,estimates,2013
15_59,female,61.481,900,estimates,2013
15_64,female,65.395,900,estimates,2013
20_64,female,57.333,900,estimates,2013
20_69,female,60.215,900,estimates,2013
25_49,female,35.106,900,estimates,2013
25_64,female,49.008,900,estimates,2013
25_69,female,51.891,900,estimates,2013
15plus,female,74.288,900,estimates,2013
16plus,female,72.683,900,estimates,2013
17plus,female,71.077,900,estimates,2013
18plus,female,69.465,900,estimates,2013
20plus,female,66.226,900,estimates,2013
21plus,female,64.596,900,estimates,2013
25plus,female,57.901,900,estimates,2013
50plus,female,22.795,900,estimates,2013
60plus,female,12.806,900,estimates,2013
65plus,female,8.893,900,estimates,2013
70plus,female,6.011,900,estimates,2013
75plus,female,3.797,900,estimates,2013
80plus,female,2.068,900,estimates,2013
85plus,female,0.942,900,estimates,2013
90plus,female,0.316,900,estimates,2013
total,female,100,900,estimates,2013
"Region, subregion, country or area *",male,WORLD,900,estimates,2013
0_1,male,3.841,900,estimates,2013
0_4,male,9.479,900,estimates,2013
0_14,male,27.053,900,estimates,2013
0_17,male,32.106,900,estimates,2013
0_19,male,35.492,900,estimates,2013
0_24,male,44.117,900,estimates,2013
3_4,male,3.742,900,estimates,2013
3_5,male,5.582,900,estimates,2013
3_6,male,7.402,900,estimates,2013
4_5,male,3.701,900,estimates,2013
4_6,male,5.52,900,estimates,2013
5_14,male,17.574,900,estimates,2013
5_10,male,10.742,900,estimates,2013
5_11,male,12.469,900,estimates,2013
6_9,male,7.158,900,estimates,2013
6_10,male,8.902,900,estimates,2013
6_11,male,10.629,900,estimates,2013
6_12,male,12.343,900,estimates,2013
7_10,male,7.082,900,estimates,2013
7_12,male,10.524,900,estimates,2013
11_16,male,10.198,900,estimates,2013
11_17,male,11.885,900,estimates,2013
11_18,male,13.577,900,estimates,2013
12_14,male,5.105,900,estimates,2013
12_16,male,8.47,900,estimates,2013
12_17,male,10.158,900,estimates,2013
12_18,male,11.849,900,estimates,2013
13_17,male,8.444,900,estimates,2013
13_18,male,10.135,900,estimates,2013
13_19,male,11.829,900,estimates,2013
15_17,male,5.053,900,estimates,2013
18_23,male,10.261,900,estimates,2013
15_24,male,17.064,900,estimates,2013
15_49,male,52.494,900,estimates,2013
15_59,male,62.203,900,estimates,2013
15_64,male,65.862,900,estimates,2013
20_64,male,57.424,900,estimates,2013
20_69,male,60.013,900,estimates,2013
25_49,male,35.43,900,estimates,2013
25_64,male,48.799,900,estimates,2013
25_69,male,51.388,900,estimates,2013
15plus,male,72.947,900,estimates,2013
16plus,male,71.264,900,estimates,2013
17plus,male,69.582,900,estimates,2013
18plus,male,67.894,900,estimates,2013
20plus,male,64.508,900,estimates,2013
21plus,male,62.808,900,estimates,2013
25plus,male,55.883,900,estimates,2013
50plus,male,20.453,900,estimates,2013
60plus,male,10.744,900,estimates,2013
65plus,male,7.085,900,estimates,2013
70plus,male,4.495,900,estimates,2013
75plus,male,2.611,900,estimates,2013
80plus,male,1.268,900,estimates,2013
85plus,male,0.496,900,estimates,2013
90plus,male,0.137,900,estimates,2013
total,male,100,900,estimates,2013
"Region, subregion, country or area *",female,WORLD,900,estimates,2014
0_1,female,3.623,900,estimates,2014
0_4,female,8.955,900,estimates,2014
0_14,female,25.598,900,estimates,2014
0_17,female,30.357,900,estimates,2014
0_19,female,33.546,900,estimates,2014
0_24,female,41.686,900,estimates,2014
3_4,female,3.54,900,estimates,2014
3_5,female,5.284,900,estimates,2014
3_6,female,7.009,900,estimates,2014
4_5,female,3.507,900,estimates,2014
4_6,female,5.231,900,estimates,2014
5_14,female,16.644,900,estimates,2014
5_10,female,10.18,900,estimates,2014
5_11,female,11.815,900,estimates,2014
6_9,female,6.786,900,estimates,2014
6_10,female,8.436,900,estimates,2014
6_11,female,10.071,900,estimates,2014
6_12,female,11.692,900,estimates,2014
7_10,female,6.711,900,estimates,2014
7_12,female,9.967,900,estimates,2014
11_16,female,9.636,900,estimates,2014
11_17,female,11.222,900,estimates,2014
11_18,female,12.814,900,estimates,2014
12_14,female,4.828,900,estimates,2014
12_16,female,8.002,900,estimates,2014
12_17,female,9.587,900,estimates,2014
12_18,female,11.179,900,estimates,2014
13_17,female,7.966,900,estimates,2014
13_18,female,9.558,900,estimates,2014
13_19,female,11.155,900,estimates,2014
15_17,female,4.759,900,estimates,2014
18_23,female,9.668,900,estimates,2014
15_24,female,16.087,900,estimates,2014
15_49,female,51.238,900,estimates,2014
15_59,female,61.33,900,estimates,2014
15_64,female,65.358,900,estimates,2014
20_64,female,57.41,900,estimates,2014
20_69,female,60.392,900,estimates,2014
25_49,female,35.151,900,estimates,2014
25_64,female,49.27,900,estimates,2014
25_69,female,52.252,900,estimates,2014
15plus,female,74.402,900,estimates,2014
16plus,female,72.813,900,estimates,2014
17plus,female,71.228,900,estimates,2014
18plus,female,69.643,900,estimates,2014
20plus,female,66.454,900,estimates,2014
21plus,female,64.853,900,estimates,2014
25plus,female,58.314,900,estimates,2014
50plus,female,23.163,900,estimates,2014
60plus,female,13.072,900,estimates,2014
65plus,female,9.044,900,estimates,2014
70plus,female,6.062,900,estimates,2014
75plus,female,3.845,900,estimates,2014
80plus,female,2.095,900,estimates,2014
85plus,female,0.958,900,estimates,2014
90plus,female,0.323,900,estimates,2014
total,female,100,900,estimates,2014
"Region, subregion, country or area *",male,WORLD,900,estimates,2014
0_1,male,3.811,900,estimates,2014
0_4,male,9.418,900,estimates,2014
0_14,male,26.93,900,estimates,2014
0_17,male,31.92,900,estimates,2014
0_19,male,35.255,900,estimates,2014
0_24,male,43.711,900,estimates,2014
3_4,male,3.722,900,estimates,2014
3_5,male,5.556,900,estimates,2014
3_6,male,7.371,900,estimates,2014
4_5,male,3.688,900,estimates,2014
4_6,male,5.502,900,estimates,2014
5_14,male,17.512,900,estimates,2014
5_10,male,10.713,900,estimates,2014
5_11,male,12.435,900,estimates,2014
6_9,male,7.141,900,estimates,2014
6_10,male,8.879,900,estimates,2014
6_11,male,10.6,900,estimates,2014
6_12,male,12.306,900,estimates,2014
7_10,male,7.065,900,estimates,2014
7_12,male,10.491,900,estimates,2014
11_16,male,10.127,900,estimates,2014
11_17,male,11.788,900,estimates,2014
11_18,male,13.454,900,estimates,2014
12_14,male,5.077,900,estimates,2014
12_16,male,8.406,900,estimates,2014
12_17,male,10.067,900,estimates,2014
12_18,male,11.733,900,estimates,2014
13_17,male,8.361,900,estimates,2014
13_18,male,10.027,900,estimates,2014
13_19,male,11.697,900,estimates,2014
15_17,male,4.99,900,estimates,2014
18_23,male,10.076,900,estimates,2014
15_24,male,16.78,900,estimates,2014
15_49,male,52.268,900,estimates,2014
15_59,male,62.08,900,estimates,2014
15_64,male,65.851,900,estimates,2014
20_64,male,57.526,900,estimates,2014
20_69,male,60.202,900,estimates,2014
25_49,male,35.488,900,estimates,2014
25_64,male,49.071,900,estimates,2014
25_69,male,51.747,900,estimates,2014
15plus,male,73.07,900,estimates,2014
16plus,male,71.402,900,estimates,2014
17plus,male,69.741,900,estimates,2014
18plus,male,68.08,900,estimates,2014
20plus,male,64.745,900,estimates,2014
21plus,male,63.073,900,estimates,2014
25plus,male,56.289,900,estimates,2014
50plus,male,20.801,900,estimates,2014
60plus,male,10.989,900,estimates,2014
65plus,male,7.219,900,estimates,2014
70plus,male,4.543,900,estimates,2014
75plus,male,2.65,900,estimates,2014
80plus,male,1.289,900,estimates,2014
85plus,male,0.507,900,estimates,2014
90plus,male,0.14,900,estimates,2014
total,male,100,900,estimates,2014
"Region, subregion, country or area *",female,WORLD,900,constant_fertility,2015
total,female,100,900,constant_fertility,2015
0_4,female,8.89419961435977,900,constant_fertility,2015
0_14,female,25.4827624616086,900,constant_fertility,2015
0_19,female,33.3318059883709,900,constant_fertility,2015
0_24,female,41.3052488201604,900,constant_fertility,2015
5_14,female,16.5885628472488,900,constant_fertility,2015
15plus,female,74.5172375383914,900,constant_fertility,2015
15_24,female,15.8224863585518,900,constant_fertility,2015
15_49,female,50.9722487904108,900,constant_fertility,2015
15_59,female,61.1824260099729,900,constant_fertility,2015
15_64,female,65.2974043357653,900,constant_fertility,2015
20plus,female,66.668194011629,900,constant_fertility,2015
20_64,female,57.448360809003,900,constant_fertility,2015
20_69,female,60.539960332906,900,constant_fertility,2015
25plus,female,58.6947511798396,900,constant_fertility,2015
25_49,female,35.149762431859,900,constant_fertility,2015
25_64,female,49.4749179772135,900,constant_fertility,2015
25_69,female,52.5665175011166,900,constant_fertility,2015
50plus,female,23.5449887479806,900,constant_fertility,2015
60plus,female,13.3348115284185,900,constant_fertility,2015
65plus,female,9.21983320262609,900,constant_fertility,2015
70plus,female,6.12823367872305,900,constant_fertility,2015
75plus,female,3.87982775751207,900,constant_fertility,2015
80plus,female,2.11743929977632,900,constant_fertility,2015
85plus,female,0.963071738509461,900,constant_fertility,2015
90plus,female,0.321435031744922,900,constant_fertility,2015
"Region, subregion, country or area *",male,WORLD,900,constant_fertility,2015
total,male,100,900,constant_fertility,2015
0_4,male,9.35041716336964,900,constant_fertility,2015
0_14,male,26.8022045007421,900,constant_fertility,2015
0_19,male,35.0310195359853,900,constant_fertility,2015
0_24,male,43.3317029668961,900,constant_fertility,2015
5_14,male,17.4517873373724,900,constant_fertility,2015
15plus,male,73.1977954992579,900,constant_fertility,2015
15_24,male,16.529498466154,900,constant_fertility,2015
15_49,male,52.0387465524149,900,constant_fertility,2015
