agebroad,gender,percentagetotalpopulation,global,variant,year
7_12,female,8.062,900,medium_variant,2059
11_16,female,8.033,900,medium_variant,2059
11_17,female,9.363,900,medium_variant,2059
11_18,female,10.689,900,medium_variant,2059
12_14,female,4.021,900,medium_variant,2059
12_16,female,6.69,900,medium_variant,2059
12_17,female,8.02,900,medium_variant,2059
12_18,female,9.346,900,medium_variant,2059
13_17,female,6.678,900,medium_variant,2059
13_18,female,8.004,900,medium_variant,2059
13_19,female,9.326,900,medium_variant,2059
15_17,female,3.999,900,medium_variant,2059
18_23,female,7.892,900,medium_variant,2059
15_24,female,13.192,900,medium_variant,2059
15_49,female,44.625,900,medium_variant,2059
15_59,female,55.713,900,medium_variant,2059
15_64,female,60.798,900,medium_variant,2059
20_64,female,54.151,900,medium_variant,2059
20_69,female,59.118,900,medium_variant,2059
25_49,female,31.433,900,medium_variant,2059
25_64,female,47.606,900,medium_variant,2059
25_69,female,52.573,900,medium_variant,2059
15plus,female,79.863,900,medium_variant,2059
16plus,female,78.527,900,medium_variant,2059
17plus,female,77.194,900,medium_variant,2059
18plus,female,75.864,900,medium_variant,2059
20plus,female,73.216,900,medium_variant,2059
21plus,female,71.899,900,medium_variant,2059
25plus,female,66.671,900,medium_variant,2059
50plus,female,35.238,900,medium_variant,2059
60plus,female,24.151,900,medium_variant,2059
65plus,female,19.066,900,medium_variant,2059
70plus,female,14.098,900,medium_variant,2059
75plus,female,9.473,900,medium_variant,2059
80plus,female,5.872,900,medium_variant,2059
85plus,female,3.223,900,medium_variant,2059
90plus,female,1.4,900,medium_variant,2059
total,female,100,900,medium_variant,2059
"Region, subregion, country or area *",male,WORLD,900,medium_variant,2059
0_1,male,2.791,900,medium_variant,2059
0_4,male,6.98,900,medium_variant,2059
0_14,male,20.951,900,medium_variant,2059
0_17,male,25.113,900,medium_variant,2059
0_19,male,27.869,900,medium_variant,2059
0_24,male,34.682,900,medium_variant,2059
3_4,male,2.793,900,medium_variant,2059
3_5,male,4.191,900,medium_variant,2059
3_6,male,5.589,900,medium_variant,2059
4_5,male,2.795,900,medium_variant,2059
4_6,male,4.193,900,medium_variant,2059
5_14,male,13.971,900,medium_variant,2059
5_10,male,8.389,900,medium_variant,2059
5_11,male,9.787,900,medium_variant,2059
6_9,male,5.593,900,medium_variant,2059
6_10,male,6.992,900,medium_variant,2059
6_11,male,8.389,900,medium_variant,2059
6_12,male,9.786,900,medium_variant,2059
7_10,male,5.594,900,medium_variant,2059
7_12,male,8.388,900,medium_variant,2059
11_16,male,8.359,900,medium_variant,2059
11_17,male,9.743,900,medium_variant,2059
11_18,male,11.123,900,medium_variant,2059
12_14,male,4.184,900,medium_variant,2059
12_16,male,6.962,900,medium_variant,2059
12_17,male,8.346,900,medium_variant,2059
12_18,male,9.726,900,medium_variant,2059
13_17,male,6.949,900,medium_variant,2059
13_18,male,8.329,900,medium_variant,2059
13_19,male,9.705,900,medium_variant,2059
15_17,male,4.162,900,medium_variant,2059
18_23,male,8.216,900,medium_variant,2059
15_24,male,13.731,900,medium_variant,2059
15_49,male,46.444,900,medium_variant,2059
15_59,male,57.782,900,medium_variant,2059
15_64,male,62.823,900,medium_variant,2059
20_64,male,55.905,900,medium_variant,2059
20_69,male,60.658,900,medium_variant,2059
25_49,male,32.712,900,medium_variant,2059
25_64,male,49.091,900,medium_variant,2059
25_69,male,53.844,900,medium_variant,2059
15plus,male,79.049,900,medium_variant,2059
16plus,male,77.659,900,medium_variant,2059
17plus,male,76.271,900,medium_variant,2059
18plus,male,74.887,900,medium_variant,2059
20plus,male,72.131,900,medium_variant,2059
21plus,male,70.76,900,medium_variant,2059
25plus,male,65.318,900,medium_variant,2059
50plus,male,32.605,900,medium_variant,2059
60plus,male,21.267,900,medium_variant,2059
65plus,male,16.227,900,medium_variant,2059
70plus,male,11.474,900,medium_variant,2059
75plus,male,7.277,900,medium_variant,2059
80plus,male,4.224,900,medium_variant,2059
85plus,male,2.132,900,medium_variant,2059
90plus,male,0.813,900,medium_variant,2059
total,male,100,900,medium_variant,2059
"Region, subregion, country or area *",female,WORLD,900,constant_fertility,2060
total,female,100,900,constant_fertility,2060
0_4,female,10.1697700854721,900,constant_fertility,2060
0_14,female,27.6532862979914,900,constant_fertility,2060
0_19,female,35.2487199349279,900,constant_fertility,2060
0_24,female,42.2111120125906,900,constant_fertility,2060
5_14,female,17.4835162125193,900,constant_fertility,2060
15plus,female,72.3467137020086,900,constant_fertility,2060
15_24,female,14.5578257145992,900,constant_fertility,2060
15_49,female,43.0893868028674,900,constant_fertility,2060
15_59,female,52.2986056645492,900,constant_fertility,2060
15_64,female,56.4848435985567,900,constant_fertility,2060
20plus,female,64.7512800650721,900,constant_fertility,2060
20_64,female,48.8894099616202,900,constant_fertility,2060
20_69,female,52.9498667994171,900,constant_fertility,2060
25plus,female,57.7888879874094,900,constant_fertility,2060
25_49,female,28.5315610882682,900,constant_fertility,2060
25_64,female,41.9270178839575,900,constant_fertility,2060
25_69,female,45.9874747217544,900,constant_fertility,2060
50plus,female,29.2573268991411,900,constant_fertility,2060
60plus,female,20.0481080374594,900,constant_fertility,2060
65plus,female,15.8618701034518,900,constant_fertility,2060
70plus,female,11.8014132656549,900,constant_fertility,2060
75plus,female,7.94800059658707,900,constant_fertility,2060
80plus,female,4.90097591267079,900,constant_fertility,2060
85plus,female,2.68291782272173,900,constant_fertility,2060
90plus,female,1.16400405751353,900,constant_fertility,2060
"Region, subregion, country or area *",male,WORLD,900,constant_fertility,2060
total,male,100,900,constant_fertility,2060
0_4,male,10.5166160009536,900,constant_fertility,2060
0_14,male,28.605584804008,900,constant_fertility,2060
0_19,male,36.4729339893286,900,constant_fertility,2060
0_24,male,43.6827491615825,900,constant_fertility,2060
5_14,male,18.0889688030543,900,constant_fertility,2060
15plus,male,71.3944151959921,900,constant_fertility,2060
15_24,male,15.0771643575745,900,constant_fertility,2060
15_49,male,44.5410693553295,900,constant_fertility,2060
15_59,male,53.8803546425032,900,constant_fertility,2060
15_64,male,58.0003681834295,900,constant_fertility,2060
20plus,male,63.5270660106714,900,constant_fertility,2060
20_64,male,50.1330189981088,900,constant_fertility,2060
20_69,male,53.9978291360124,900,constant_fertility,2060
25plus,male,56.3172508384175,900,constant_fertility,2060
25_49,male,29.463904997755,900,constant_fertility,2060
25_64,male,42.923203825855,900,constant_fertility,2060
25_69,male,46.7880139637585,900,constant_fertility,2060
50plus,male,26.8533458406625,900,constant_fertility,2060
60plus,male,17.5140605534889,900,constant_fertility,2060
65plus,male,13.3940470125626,900,constant_fertility,2060
70plus,male,9.52923687465901,900,constant_fertility,2060
75plus,male,6.0491765646031,900,constant_fertility,2060
80plus,male,3.48185355902406,900,constant_fertility,2060
85plus,male,1.74638086045839,900,constant_fertility,2060
90plus,male,0.660708979123795,900,constant_fertility,2060
"Region, subregion, country or area *",female,WORLD,900,constant_mortality,2060
total,female,100,900,constant_mortality,2060
0_4,female,6.67349853836708,900,constant_mortality,2060
0_14,female,20.1494899778859,900,constant_mortality,2060
0_19,female,26.9335099198082,900,constant_mortality,2060
0_24,female,33.6669727110832,900,constant_mortality,2060
5_14,female,13.4759914395188,900,constant_mortality,2060
15plus,female,79.8505100221141,900,constant_mortality,2060
15_24,female,13.5174827331973,900,constant_mortality,2060
15_49,female,46.2288951748716,900,constant_mortality,2060
15_59,female,57.8297211261573,900,constant_mortality,2060
15_64,female,63.0050465775447,900,constant_mortality,2060
20plus,female,73.0664900801918,900,constant_mortality,2060
20_64,female,56.2210266356225,900,constant_mortality,2060
20_69,female,61.1190311141073,900,constant_mortality,2060
25plus,female,66.3330272889168,900,constant_mortality,2060
25_49,female,32.7114124416743,900,constant_mortality,2060
25_64,female,49.4875638443475,900,constant_mortality,2060
25_69,female,54.3855683228323,900,constant_mortality,2060
50plus,female,33.6216148472425,900,constant_mortality,2060
60plus,female,22.0207888959567,900,constant_mortality,2060
65plus,female,16.8454634445694,900,constant_mortality,2060
70plus,female,11.9474589660845,900,constant_mortality,2060
75plus,female,7.49477562790356,900,constant_mortality,2060
80plus,female,4.21223437922746,900,constant_mortality,2060
85plus,female,2.04978859029769,900,constant_mortality,2060
90plus,female,0.768726198237873,900,constant_mortality,2060
"Region, subregion, country or area *",male,WORLD,900,constant_mortality,2060
total,male,100,900,constant_mortality,2060
0_4,male,6.96247979622787,900,constant_mortality,2060
0_14,male,21.0321403267265,900,constant_mortality,2060
0_19,male,28.1209008314409,900,constant_mortality,2060
0_24,male,35.1580910270819,900,constant_mortality,2060
5_14,male,14.0696605304986,900,constant_mortality,2060
15plus,male,78.9678596732735,900,constant_mortality,2060
15_24,male,14.1259507003554,900,constant_mortality,2060
15_49,male,48.2091468637561,900,constant_mortality,2060
15_59,male,59.9629562708116,900,constant_mortality,2060
15_64,male,65.0101284775658,900,constant_mortality,2060
20plus,male,71.8790991685591,900,constant_mortality,2060
20_64,male,57.9213679728514,900,constant_mortality,2060
20_69,male,62.505381008827,900,constant_mortality,2060
25plus,male,64.8419089729181,900,constant_mortality,2060
25_49,male,34.0831961634007,900,constant_mortality,2060
25_64,male,50.8841777772104,900,constant_mortality,2060
25_69,male,55.468190813186,900,constant_mortality,2060
50plus,male,30.7587128095174,900,constant_mortality,2060
60plus,male,19.0049034024619,900,constant_mortality,2060
65plus,male,13.9577311957077,900,constant_mortality,2060
70plus,male,9.37371815973211,900,constant_mortality,2060
75plus,male,5.47020755099842,900,constant_mortality,2060
80plus,male,2.82824705252758,900,constant_mortality,2060
85plus,male,1.2437485735398,900,constant_mortality,2060
90plus,male,0.404546607050933,900,constant_mortality,2060
"Region, subregion, country or area *",female,WORLD,900,high_variant,2060
total,female,100,900,high_variant,2060
0_4,female,8.39386431183132,900,high_variant,2060
0_14,female,24.2794071155227,900,high_variant,2060
0_19,female,31.6362177370208,900,high_variant,2060
0_24,female,38.6244964347652,900,high_variant,2060
5_14,female,15.8855428036913,900,high_variant,2060
15plus,female,75.7205928844773,900,high_variant,2060
15_24,female,14.3450893192425,900,high_variant,2060
15_49,female,45.193806856695,900,high_variant,2060
15_59,female,54.8026088022133,900,high_variant,2060
15_64,female,59.1704852239497,900,high_variant,2060
20plus,female,68.3637822629792,900,high_variant,2060
20_64,female,51.8136746024516,900,high_variant,2060
20_69,female,56.0503123745454,900,high_variant,2060
25plus,female,61.3755035652348,900,high_variant,2060
25_49,female,30.8487175374525,900,high_variant,2060
25_64,female,44.8253959047072,900,high_variant,2060
25_69,female,49.062033676801,900,high_variant,2060
50plus,female,30.5267860277823,900,high_variant,2060
60plus,female,20.9179840822641,900,high_variant,2060
65plus,female,16.5501076605276,900,high_variant,2060
70plus,female,12.3134698884338,900,high_variant,2060
75plus,female,8.29285983096175,900,high_variant,2060
80plus,female,5.11362647558823,900,high_variant,2060
85plus,female,2.79932810414915,900,high_variant,2060
90plus,female,1.21450953284722,900,high_variant,2060
"Region, subregion, country or area *",male,WORLD,900,high_variant,2060
total,male,100,900,high_variant,2060
0_4,male,8.68763911366175,900,high_variant,2060
0_14,male,25.1315774699227,900,high_variant,2060
0_19,male,32.747753925849,900,high_variant,2060
0_24,male,39.9827091596098,900,high_variant,2060
5_14,male,16.443938356261,900,high_variant,2060
15plus,male,74.8684225300773,900,high_variant,2060
15_24,male,14.8511316896871,900,high_variant,2060
15_49,male,46.7742938267715,900,high_variant,2060
15_59,male,56.5451094811237,900,high_variant,2060
15_64,male,60.8554918533762,900,high_variant,2060
20plus,male,67.252246074151,900,high_variant,2060
20_64,male,53.2393153974499,900,high_variant,2060
20_69,male,57.2827024700994,900,high_variant,2060
25plus,male,60.0172908403902,900,high_variant,2060
25_49,male,31.9231621370844,900,high_variant,2060
25_64,male,46.0043601636891,900,high_variant,2060
25_69,male,50.0477472363386,900,high_variant,2060
50plus,male,28.0941287033058,900,high_variant,2060
60plus,male,18.3233130489536,900,high_variant,2060
65plus,male,14.0129306767011,900,high_variant,2060
70plus,male,9.9695436040517,900,high_variant,2060
75plus,male,6.32868406176295,900,high_variant,2060
80plus,male,3.64273564989485,900,high_variant,2060
85plus,male,1.8270739164771,900,high_variant,2060
90plus,male,0.691237615729735,900,high_variant,2060
"Region, subregion, country or area *",female,WORLD,900,instant_replacement,2060
total,female,100,900,instant_replacement,2060
0_4,female,6.29915140753875,900,instant_replacement,2060
0_14,female,18.8800061959303,900,instant_replacement,2060
0_19,female,25.1454117834361,900,instant_replacement,2060
0_24,female,31.4144609676229,900,instant_replacement,2060
5_14,female,12.5808547883915,900,instant_replacement,2060
15plus,female,81.1199938040697,900,instant_replacement,2060
15_24,female,12.5344547716926,900,instant_replacement,2060
15_49,female,43.4565807638714,900,instant_replacement,2060
15_59,female,55.3112571610209,900,instant_replacement,2060
15_64,female,60.7001781109494,900,instant_replacement,2060
20plus,female,74.8545882165639,900,instant_replacement,2060
20_64,female,54.4347725234436,900,instant_replacement,2060
20_69,female,59.6618801710107,900,instant_replacement,2060
25plus,female,68.5855390323771,900,instant_replacement,2060
25_49,female,30.9221259921788,900,instant_replacement,2060
25_64,female,48.1657233392568,900,instant_replacement,2060
25_69,female,53.3928309868239,900,instant_replacement,2060
50plus,female,37.6634130401983,900,instant_replacement,2060
60plus,female,25.8087366430488,900,instant_replacement,2060
65plus,female,20.4198156931203,900,instant_replacement,2060
70plus,female,15.1927080455532,900,instant_replacement,2060
75plus,female,10.2320443111826,900,instant_replacement,2060
80plus,female,6.30943956394513,900,instant_replacement,2060
85plus,female,3.4539765021877,900,instant_replacement,2060
90plus,female,1.49854390445765,900,instant_replacement,2060
"Region, subregion, country or area *",male,WORLD,900,instant_replacement,2060
total,male,100,900,instant_replacement,2060
0_4,male,6.58232989176877,900,instant_replacement,2060
0_14,male,19.7431207971088,900,instant_replacement,2060
0_19,male,26.2988486162917,900,instant_replacement,2060
0_24,male,32.8579111805885,900,instant_replacement,2060
5_14,male,13.16079090534,900,instant_replacement,2060
15plus,male,80.2568792028912,900,instant_replacement,2060
15_24,male,13.1147903834797,900,instant_replacement,2060
15_49,male,45.4440088733418,900,instant_replacement,2060
15_59,male,57.5510985469941,900,instant_replacement,2060
15_64,male,62.8922531098837,900,instant_replacement,2060
20plus,male,73.7011513837083,900,instant_replacement,2060
20_64,male,56.3365252907008,900,instant_replacement,2060
20_69,male,61.3469294457338,900,instant_replacement,2060
25plus,male,67.1420888194115,900,instant_replacement,2060
25_49,male,32.3292184898621,900,instant_replacement,2060
25_64,male,49.777462726404,900,instant_replacement,2060
25_69,male,54.787866881437,900,instant_replacement,2060
50plus,male,34.8128703295494,900,instant_replacement,2060
60plus,male,22.7057806558971,900,instant_replacement,2060
65plus,male,17.3646260930075,900,instant_replacement,2060
70plus,male,12.3542219379745,900,instant_replacement,2060
75plus,male,7.84254120032378,900,instant_replacement,2060
80plus,male,4.5141378159871,900,instant_replacement,2060
85plus,male,2.26416039395255,900,instant_replacement,2060
90plus,male,0.856606702654356,900,instant_replacement,2060
"Region, subregion, country or area *",female,WORLD,900,low_variant,2060
total,female,100,900,low_variant,2060
0_4,female,4.93377172256014,900,low_variant,2060
0_14,female,15.5715285727757,900,low_variant,2060
0_19,female,21.2893130006989,900,low_variant,2060
0_24,female,27.1492232884185,900,low_variant,2060
5_14,female,10.6377568502156,900,low_variant,2060
15plus,female,84.4284714272242,900,low_variant,2060
15_24,female,11.5776947156428,900,low_variant,2060
15_49,female,43.0622612321444,900,low_variant,2060
15_59,female,56.0829477603599,900,low_variant,2060
15_64,female,62.001765955272,900,low_variant,2060
20plus,female,78.7106869993011,900,low_variant,2060
20_64,female,56.2839815273489,900,low_variant,2060
20_69,female,62.0249609437291,900,low_variant,2060
25plus,female,72.8507767115814,900,low_variant,2060
25_49,female,31.4845665165017,900,low_variant,2060
25_64,female,50.4240712396293,900,low_variant,2060
25_69,female,56.1650506560095,900,low_variant,2060
50plus,female,41.3662101950798,900,low_variant,2060
60plus,female,28.3455236668643,900,low_variant,2060
65plus,female,22.4267054719522,900,low_variant,2060
70plus,female,16.6857260555719,900,low_variant,2060
75plus,female,11.2374812644906,900,low_variant,2060
80plus,female,6.92936848547214,900,low_variant,2060
85plus,female,3.79331105464318,900,low_variant,2060
90plus,female,1.64575650192348,900,low_variant,2060
"Region, subregion, country or area *",male,WORLD,900,low_variant,2060
total,male,100,900,low_variant,2060
0_4,male,5.16423000817599,900,low_variant,2060
0_14,male,16.2974991769142,900,low_variant,2060
0_19,male,22.283819302003,900,low_variant,2060
0_24,male,28.4197337890296,900,low_variant,2060
5_14,male,11.1332691687382,900,low_variant,2060
15plus,male,83.7025008230859,900,low_variant,2060
15_24,male,12.1222346121155,900,low_variant,2060
15_49,male,45.0888500520593,900,low_variant,2060
15_59,male,58.5182342734332,900,low_variant,2060
15_64,male,64.4425896726839,900,low_variant,2060
20plus,male,77.716180697997,900,low_variant,2060
20_64,male,58.4562695475951,900,low_variant,2060
20_69,male,64.0136563328871,900,low_variant,2060
25plus,male,71.5802662109704,900,low_variant,2060
25_49,male,32.9666154399438,900,low_variant,2060
25_64,male,52.3203550605685,900,low_variant,2060
25_69,male,57.8777418458605,900,low_variant,2060
50plus,male,38.6136507710266,900,low_variant,2060
60plus,male,25.1842665496527,900,low_variant,2060
65plus,male,19.2599111504019,900,low_variant,2060
70plus,male,13.7025243651099,900,low_variant,2060
75plus,male,8.69838690711442,900,low_variant,2060
80plus,male,5.00671605248338,900,low_variant,2060
85plus,male,2.51120069801487,900,low_variant,2060
90plus,male,0.95006357841374,900,low_variant,2060
"Region, subregion, country or area *",female,WORLD,900,medium_variant,2060
0_1,female,2.668,900,medium_variant,2060
0_4,female,6.673,900,medium_variant,2060
0_14,female,20.04,900,medium_variant,2060
0_17,female,24.029,900,medium_variant,2060
0_19,female,26.672,900,medium_variant,2060
0_24,female,33.207,900,medium_variant,2060
3_4,female,2.67,900,medium_variant,2060
3_5,female,4.006,900,medium_variant,2060
3_6,female,5.343,900,medium_variant,2060
4_5,female,2.671,900,medium_variant,2060
4_6,female,4.008,900,medium_variant,2060
5_14,female,13.367,900,medium_variant,2060
5_10,female,8.023,900,medium_variant,2060
5_11,female,9.36,900,medium_variant,2060
6_9,female,5.349,900,medium_variant,2060
6_10,female,6.687,900,medium_variant,2060
6_11,female,8.024,900,medium_variant,2060
6_12,female,9.361,900,medium_variant,2060
7_10,female,5.35,900,medium_variant,2060
7_12,female,8.025,900,medium_variant,2060
11_16,female,8.006,900,medium_variant,2060
11_17,female,9.334,900,medium_variant,2060
11_18,female,10.657,900,medium_variant,2060
12_14,female,4.007,900,medium_variant,2060
12_16,female,6.669,900,medium_variant,2060
12_17,female,7.996,900,medium_variant,2060
12_18,female,9.32,900,medium_variant,2060
13_17,female,6.659,900,medium_variant,2060
13_18,female,7.983,900,medium_variant,2060
13_19,female,9.302,900,medium_variant,2060
15_17,female,3.989,900,medium_variant,2060
18_23,female,7.88,900,medium_variant,2060
15_24,female,13.167,900,medium_variant,2060
15_49,female,44.54,900,medium_variant,2060
15_59,female,55.689,900,medium_variant,2060
15_64,female,60.757,900,medium_variant,2060
20_64,female,54.125,900,medium_variant,2060
20_69,female,59.04,900,medium_variant,2060
25_49,female,31.373,900,medium_variant,2060
25_64,female,47.59,900,medium_variant,2060
25_69,female,52.506,900,medium_variant,2060
15plus,female,79.96,900,medium_variant,2060
16plus,female,78.628,900,medium_variant,2060
17plus,female,77.298,900,medium_variant,2060
18plus,female,75.971,900,medium_variant,2060
20plus,female,73.328,900,medium_variant,2060
21plus,female,72.012,900,medium_variant,2060
25plus,female,66.793,900,medium_variant,2060
50plus,female,35.42,900,medium_variant,2060
60plus,female,24.271,900,medium_variant,2060
65plus,female,19.203,900,medium_variant,2060
70plus,female,14.287,900,medium_variant,2060
75plus,female,9.622,900,medium_variant,2060
80plus,female,5.933,900,medium_variant,2060
85plus,female,3.248,900,medium_variant,2060
90plus,female,1.409,900,medium_variant,2060
total,female,100,900,medium_variant,2060
"Region, subregion, country or area *",male,WORLD,900,medium_variant,2060
0_1,male,2.776,900,medium_variant,2060
0_4,male,6.943,900,medium_variant,2060
0_14,male,20.85,900,medium_variant,2060
0_17,male,25.002,900,medium_variant,2060
0_19,male,27.752,900,medium_variant,2060
0_24,male,34.554,900,medium_variant,2060
3_4,male,2.778,900,medium_variant,2060
3_5,male,4.168,900,medium_variant,2060
3_6,male,5.558,900,medium_variant,2060
4_5,male,2.779,900,medium_variant,2060
4_6,male,4.169,900,medium_variant,2060
5_14,male,13.908,900,medium_variant,2060
5_10,male,8.346,900,medium_variant,2060
5_11,male,9.738,900,medium_variant,2060
6_9,male,5.565,900,medium_variant,2060
6_10,male,6.956,900,medium_variant,2060
6_11,male,8.348,900,medium_variant,2060
6_12,male,9.74,900,medium_variant,2060
7_10,male,5.566,900,medium_variant,2060
7_12,male,8.349,900,medium_variant,2060
11_16,male,8.331,900,medium_variant,2060
11_17,male,9.713,900,medium_variant,2060
11_18,male,11.09,900,medium_variant,2060
12_14,male,4.17,900,medium_variant,2060
12_16,male,6.94,900,medium_variant,2060
12_17,male,8.321,900,medium_variant,2060
12_18,male,9.698,900,medium_variant,2060
13_17,male,6.929,900,medium_variant,2060
13_18,male,8.307,900,medium_variant,2060
13_19,male,9.68,900,medium_variant,2060
15_17,male,4.151,900,medium_variant,2060
18_23,male,8.201,900,medium_variant,2060
15_24,male,13.703,900,medium_variant,2060
15_49,male,46.343,900,medium_variant,2060
15_59,male,57.753,900,medium_variant,2060
15_64,male,62.786,900,medium_variant,2060
20_64,male,55.884,900,medium_variant,2060
20_69,male,60.606,900,medium_variant,2060
25_49,male,32.64,900,medium_variant,2060
25_64,male,49.083,900,medium_variant,2060
25_69,male,53.805,900,medium_variant,2060
15plus,male,79.15,900,medium_variant,2060
16plus,male,77.763,900,medium_variant,2060
17plus,male,76.379,900,medium_variant,2060
18plus,male,74.998,900,medium_variant,2060
20plus,male,72.248,900,medium_variant,2060
21plus,male,70.878,900,medium_variant,2060
25plus,male,65.446,900,medium_variant,2060
50plus,male,32.806,900,medium_variant,2060
60plus,male,21.397,900,medium_variant,2060
65plus,male,16.363,900,medium_variant,2060
70plus,male,11.642,900,medium_variant,2060
75plus,male,7.39,900,medium_variant,2060
80plus,male,4.254,900,medium_variant,2060
85plus,male,2.134,900,medium_variant,2060
90plus,male,0.807,900,medium_variant,2060
total,male,100,900,medium_variant,2060
"Region, subregion, country or area *",female,WORLD,900,momentum,2060
total,female,100,900,momentum,2060
0_4,female,6.77310811626667,900,momentum,2060
0_14,female,20.1666862576935,900,momentum,2060
0_19,female,26.8015562423258,900,momentum,2060
0_24,female,33.4101698997112,900,momentum,2060
5_14,female,13.3935781414269,900,momentum,2060
15plus,female,79.8333137423065,900,momentum,2060
15_24,female,13.2434836420177,900,momentum,2060
15_49,female,45.2597609825513,900,momentum,2060
15_59,female,57.1948662206958,900,momentum,2060
15_64,female,62.5150317621196,900,momentum,2060
20plus,female,73.1984437576742,900,momentum,2060
20_64,female,55.8801617774873,900,momentum,2060
20_69,female,60.9114029689564,900,momentum,2060
25plus,female,66.5898301002888,900,momentum,2060
25_49,female,32.0162773405336,900,momentum,2060
25_64,female,49.2715481201019,900,momentum,2060
25_69,female,54.302789311571,900,momentum,2060
50plus,female,34.5735527597552,900,momentum,2060
60plus,female,22.6384475216107,900,momentum,2060
65plus,female,17.3182819801869,900,momentum,2060
70plus,female,12.2870407887178,900,momentum,2060
75plus,female,7.71008928127467,900,momentum,2060
80plus,female,4.33375567914747,900,momentum,2060
85plus,female,2.1093972450404,900,momentum,2060
90plus,female,0.79145967102524,900,momentum,2060
"Region, subregion, country or area *",male,WORLD,900,momentum,2060
total,male,100,900,momentum,2060
0_4,male,7.08813795488143,900,momentum,2060
0_14,male,21.1265993825523,900,momentum,2060
0_19,male,28.0845340088385,900,momentum,2060
0_24,male,35.012410042396,900,momentum,2060
5_14,male,14.0384614276708,900,momentum,2060
15plus,male,78.8734006174477,900,momentum,2060
15_24,male,13.8858106598437,900,momentum,2060
15_49,male,47.3049234781365,900,momentum,2060
15_59,male,59.3446430631434,900,momentum,2060
15_64,male,64.5120146761831,900,momentum,2060
20plus,male,71.9154659911615,900,momentum,2060
20_64,male,57.5540800498969,900,momentum,2060
20_69,male,62.2540684953538,900,momentum,2060
25plus,male,64.987589957604,900,momentum,2060
25_49,male,33.4191128182927,900,momentum,2060
25_64,male,50.6262040163394,900,momentum,2060
25_69,male,55.3261924617963,900,momentum,2060
50plus,male,31.5684771393113,900,momentum,2060
60plus,male,19.5287575543044,900,momentum,2060
65plus,male,14.3613859412646,900,momentum,2060
70plus,male,9.66139749580765,900,momentum,2060
75plus,male,5.6405852333707,900,momentum,2060
80plus,male,2.91279246765117,900,momentum,2060
85plus,male,1.27910084621639,900,momentum,2060
90plus,male,0.415573208097725,900,momentum,2060
"Region, subregion, country or area *",female,WORLD,900,no_change,2060
total,female,100,900,no_change,2060
0_4,female,9.99407650188776,900,no_change,2060
0_14,female,27.4020937988084,900,no_change,2060
0_19,female,35.1271671034467,900,no_change,2060
0_24,female,42.2843882528439,900,no_change,2060
5_14,female,17.4080172969206,900,no_change,2060
15plus,female,72.5979062011916,900,no_change,2060
15_24,female,14.8822944540356,900,no_change,2060
15_49,female,44.691667125398,900,no_change,2060
15_59,female,54.3205967009828,900,no_change,2060
15_64,female,58.616183778625,900,no_change,2060
20plus,female,64.8728328965533,900,no_change,2060
20_64,female,50.8911104739866,900,no_change,2060
20_69,female,54.9564858656696,900,no_change,2060
25plus,female,57.7156117471561,900,no_change,2060
25_49,female,29.8093726713624,900,no_change,2060
25_64,female,43.7338893245894,900,no_change,2060
25_69,female,47.7992647162724,900,no_change,2060
50plus,female,27.9062390757936,900,no_change,2060
60plus,female,18.2773095002088,900,no_change,2060
65plus,female,13.9817224225666,900,no_change,2060
70plus,female,9.9163470308837,900,no_change,2060
75plus,female,6.22061663343551,900,no_change,2060
80plus,female,3.49611582708299,900,no_change,2060
85plus,female,1.70129983811184,900,no_change,2060
90plus,female,0.638031789224611,900,no_change,2060
"Region, subregion, country or area *",male,WORLD,900,no_change,2060
total,male,100,900,no_change,2060
0_4,male,10.3575820638882,900,no_change,2060
0_14,male,28.4232805396616,900,no_change,2060
0_19,male,36.455371433999,900,no_change,2060
0_24,male,43.8957989069934,900,no_change,2060
5_14,male,18.0656984757734,900,no_change,2060
15plus,male,71.5767194603384,900,no_change,2060
15_24,male,15.4725183673318,900,no_change,2060
15_49,male,46.2949027135215,900,no_change,2060
15_59,male,55.9559432931536,900,no_change,2060
15_64,male,60.104427208613,900,no_change,2060
20plus,male,63.544628566001,900,no_change,2060
20_64,male,52.0723363142756,900,no_change,2060
20_69,male,55.8401041542561,900,no_change,2060
25plus,male,56.1042010930066,900,no_change,2060
25_49,male,30.8223843461897,900,no_change,2060
25_64,male,44.6319088412812,900,no_change,2060
25_69,male,48.3996766812617,900,no_change,2060
50plus,male,25.2818167468169,900,no_change,2060
60plus,male,15.6207761671848,900,no_change,2060
65plus,male,11.4722922517254,900,no_change,2060
70plus,male,7.70452441174489,900,no_change,2060
75plus,male,4.496105676326,900,no_change,2060
80plus,male,2.3246016253263,900,no_change,2060
85plus,male,1.02226191966574,900,no_change,2060
90plus,male,0.332504041153579,900,no_change,2060
"Region, subregion, country or area *",female,WORLD,900,zero_migration,2060
total,female,100,900,zero_migration,2060
0_4,female,6.68165655671566,900,zero_migration,2060
0_14,female,20.0702706432802,900,zero_migration,2060
0_19,female,26.7139199562855,900,zero_migration,2060
0_24,female,33.2571054020352,900,zero_migration,2060
5_14,female,13.3886140865645,900,zero_migration,2060
15plus,female,79.9297293567198,900,zero_migration,2060
15_24,female,13.186834758755,900,zero_migration,2060
15_49,female,44.5465079972497,900,zero_migration,2060
15_59,female,55.6868935020212,900,zero_migration,2060
