variant,country,year,gender,oldagedependencyratio2564
estimates,478,1950,male,1.892
estimates,478,1951,male,1.991
estimates,478,1952,male,2.071
estimates,478,1953,male,2.129
estimates,478,1954,male,2.171
estimates,478,1955,male,2.198
estimates,478,1956,male,2.312
estimates,478,1957,male,2.405
estimates,478,1958,male,2.479
estimates,478,1959,male,2.537
estimates,478,1960,male,2.582
estimates,478,1961,male,2.708
estimates,478,1962,male,2.813
estimates,478,1963,male,2.899
estimates,478,1964,male,2.97
estimates,478,1965,male,3.022
estimates,478,1966,male,3.154
estimates,478,1967,male,3.262
estimates,478,1968,male,3.351
estimates,478,1969,male,3.42
estimates,478,1970,male,3.475
estimates,478,1971,male,3.614
estimates,478,1972,male,3.728
estimates,478,1973,male,3.82
estimates,478,1974,male,3.885
estimates,478,1975,male,3.927
estimates,478,1976,male,4.048
estimates,478,1977,male,4.133
estimates,478,1978,male,4.191
estimates,478,1979,male,4.221
estimates,478,1980,male,4.226
estimates,478,1981,male,4.316
estimates,478,1982,male,4.377
estimates,478,1983,male,4.41
estimates,478,1984,male,4.424
estimates,478,1985,male,4.42
estimates,478,1986,male,4.499
estimates,478,1987,male,4.555
estimates,478,1988,male,4.586
estimates,478,1989,male,4.601
estimates,478,1990,male,4.598
estimates,478,1991,male,4.669
estimates,478,1992,male,4.711
estimates,478,1993,male,4.729
estimates,478,1994,male,4.726
estimates,478,1995,male,4.707
estimates,478,1996,male,4.727
estimates,478,1997,male,4.72
estimates,478,1998,male,4.69
estimates,478,1999,male,4.64
estimates,478,2000,male,4.573
estimates,478,2001,male,4.578
estimates,478,2002,male,4.558
estimates,478,2003,male,4.515
estimates,478,2004,male,4.451
estimates,478,2005,male,4.372
estimates,478,2006,male,4.356
estimates,478,2007,male,4.317
estimates,478,2008,male,4.259
estimates,478,2009,male,4.187
estimates,478,2010,male,4.105
estimates,478,2011,male,4.082
estimates,478,2012,male,4.043
estimates,478,2013,male,3.99
estimates,478,2014,male,3.926
estimates,478,2015,male,3.855
medium_variant,478,2015,male,3.855
medium_variant,478,2016,male,3.852
medium_variant,478,2017,male,3.834
medium_variant,478,2018,male,3.811
medium_variant,478,2019,male,3.792
medium_variant,478,2020,male,3.783
medium_variant,478,2021,male,3.849
medium_variant,478,2022,male,3.909
medium_variant,478,2023,male,3.966
medium_variant,478,2024,male,4.02
medium_variant,478,2025,male,4.075
medium_variant,478,2026,male,4.188
medium_variant,478,2027,male,4.288
medium_variant,478,2028,male,4.378
medium_variant,478,2029,male,4.458
medium_variant,478,2030,male,4.529
medium_variant,478,2031,male,4.645
medium_variant,478,2032,male,4.743
medium_variant,478,2033,male,4.826
medium_variant,478,2034,male,4.898
medium_variant,478,2035,male,4.962
medium_variant,478,2036,male,5.074
medium_variant,478,2037,male,5.167
medium_variant,478,2038,male,5.247
medium_variant,478,2039,male,5.319
medium_variant,478,2040,male,5.388
medium_variant,478,2041,male,5.514
medium_variant,478,2042,male,5.624
medium_variant,478,2043,male,5.721
medium_variant,478,2044,male,5.808
