variant,country,year,gender,oldagedependencyratio2564
estimates,174,1950,male,4.886
estimates,174,1951,male,4.9
estimates,174,1952,male,4.883
estimates,174,1953,male,4.801
estimates,174,1954,male,4.682
estimates,174,1955,male,4.485
estimates,174,1956,male,4.504
estimates,174,1957,male,4.485
estimates,174,1958,male,4.397
estimates,174,1959,male,4.268
estimates,174,1960,male,4.103
estimates,174,1961,male,4.14
estimates,174,1962,male,4.135
estimates,174,1963,male,4.101
estimates,174,1964,male,4.015
estimates,174,1965,male,3.893
estimates,174,1966,male,3.946
estimates,174,1967,male,3.972
estimates,174,1968,male,3.973
estimates,174,1969,male,3.936
estimates,174,1970,male,3.87
estimates,174,1971,male,3.96
estimates,174,1972,male,4.021
estimates,174,1973,male,4.069
estimates,174,1974,male,4.076
estimates,174,1975,male,4.07
estimates,174,1976,male,4.187
estimates,174,1977,male,4.276
estimates,174,1978,male,4.337
estimates,174,1979,male,4.375
estimates,174,1980,male,4.381
estimates,174,1981,male,4.495
estimates,174,1982,male,4.552
estimates,174,1983,male,4.575
estimates,174,1984,male,4.582
estimates,174,1985,male,4.55
estimates,174,1986,male,4.616
estimates,174,1987,male,4.66
estimates,174,1988,male,4.673
estimates,174,1989,male,4.652
estimates,174,1990,male,4.595
estimates,174,1991,male,4.642
estimates,174,1992,male,4.649
estimates,174,1993,male,4.633
estimates,174,1994,male,4.594
estimates,174,1995,male,4.531
estimates,174,1996,male,4.562
estimates,174,1997,male,4.562
estimates,174,1998,male,4.539
estimates,174,1999,male,4.492
estimates,174,2000,male,4.424
estimates,174,2001,male,4.444
estimates,174,2002,male,4.435
estimates,174,2003,male,4.396
estimates,174,2004,male,4.339
estimates,174,2005,male,4.265
estimates,174,2006,male,4.286
estimates,174,2007,male,4.281
estimates,174,2008,male,4.25
estimates,174,2009,male,4.196
estimates,174,2010,male,4.124
estimates,174,2011,male,4.13
estimates,174,2012,male,4.115
estimates,174,2013,male,4.081
estimates,174,2014,male,4.023
estimates,174,2015,male,3.944
medium_variant,174,2015,male,3.944
medium_variant,174,2016,male,3.933
medium_variant,174,2017,male,3.902
medium_variant,174,2018,male,3.861
medium_variant,174,2019,male,3.825
medium_variant,174,2020,male,3.798
medium_variant,174,2021,male,3.863
medium_variant,174,2022,male,3.922
medium_variant,174,2023,male,3.975
medium_variant,174,2024,male,4.023
medium_variant,174,2025,male,4.065
medium_variant,174,2026,male,4.178
medium_variant,174,2027,male,4.275
medium_variant,174,2028,male,4.357
medium_variant,174,2029,male,4.423
medium_variant,174,2030,male,4.474
medium_variant,174,2031,male,4.586
medium_variant,174,2032,male,4.675
medium_variant,174,2033,male,4.743
medium_variant,174,2034,male,4.794
medium_variant,174,2035,male,4.828
medium_variant,174,2036,male,4.922
medium_variant,174,2037,male,4.993
medium_variant,174,2038,male,5.044
medium_variant,174,2039,male,5.08
medium_variant,174,2040,male,5.104
medium_variant,174,2041,male,5.195
medium_variant,174,2042,male,5.27
medium_variant,174,2043,male,5.328
medium_variant,174,2044,male,5.376
medium_variant,174,2045,male,5.417
medium_variant,174,2046,male,5.537
medium_variant,174,2047,male,5.638
medium_variant,174,2048,male,5.73
medium_variant,174,2049,male,5.817
medium_variant,174,2050,male,5.906
medium_variant,174,2051,male,6.087
medium_variant,174,2052,male,6.253
medium_variant,174,2053,male,6.405
medium_variant,174,2054,male,6.545
medium_variant,174,2055,male,6.671
medium_variant,174,2056,male,6.882
medium_variant,174,2057,male,7.069
medium_variant,174,2058,male,7.231
medium_variant,174,2059,male,7.365
medium_variant,174,2060,male,7.474
medium_variant,174,2061,male,7.662
medium_variant,174,2062,male,7.813
medium_variant,174,2063,male,7.934
medium_variant,174,2064,male,8.027
medium_variant,174,2065,male,8.099
medium_variant,174,2066,male,8.265
medium_variant,174,2067,male,8.397
