agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Least developed countries,941,estimates,1950
0_1,7.276,941,estimates,1950
0_4,16.681,941,estimates,1950
0_14,41.155,941,estimates,1950
0_17,47.379,941,estimates,1950
0_19,51.288,941,estimates,1950
0_24,60.187,941,estimates,1950
3_4,6.094,941,estimates,1950
3_5,8.922,941,estimates,1950
3_6,11.631,941,estimates,1950
4_5,5.795,941,estimates,1950
4_6,8.504,941,estimates,1950
5_14,24.474,941,estimates,1950
5_10,15.482,941,estimates,1950
5_11,17.808,941,estimates,1950
6_9,10.274,941,estimates,1950
6_10,12.653,941,estimates,1950
6_11,14.98,941,estimates,1950
6_12,17.256,941,estimates,1950
7_10,9.945,941,estimates,1950
7_12,14.547,941,estimates,1950
11_16,13.187,941,estimates,1950
11_17,15.217,941,estimates,1950
11_18,17.197,941,estimates,1950
12_14,6.666,941,estimates,1950
12_16,10.861,941,estimates,1950
12_17,12.891,941,estimates,1950
12_18,14.871,941,estimates,1950
13_17,10.615,941,estimates,1950
13_18,12.595,941,estimates,1950
13_19,14.523,941,estimates,1950
15_17,6.224,941,estimates,1950
18_23,11.126,941,estimates,1950
15_24,19.032,941,estimates,1950
15_49,47.801,941,estimates,1950
15_59,53.592,941,estimates,1950
15_64,55.561,941,estimates,1950
20_64,45.428,941,estimates,1950
20_69,46.89,941,estimates,1950
25_49,28.769,941,estimates,1950
25_64,36.53,941,estimates,1950
25_69,37.991,941,estimates,1950
15plus,58.845,941,estimates,1950
16plus,56.726,941,estimates,1950
17plus,54.65,941,estimates,1950
18plus,52.621,941,estimates,1950
20plus,48.712,941,estimates,1950
21plus,46.834,941,estimates,1950
25plus,39.813,941,estimates,1950
50plus,11.044,941,estimates,1950
60plus,5.253,941,estimates,1950
65plus,3.284,941,estimates,1950
70plus,1.822,941,estimates,1950
75plus,0.838,941,estimates,1950
80plus,0.284,941,estimates,1950
85plus,0.066,941,estimates,1950
90plus,0.01,941,estimates,1950
total,100,941,estimates,1950
"Region, subregion, country or area *",Least developed countries,941,estimates,1951
0_1,7.369,941,estimates,1951
0_4,16.874,941,estimates,1951
0_14,41.404,941,estimates,1951
0_17,47.585,941,estimates,1951
0_19,51.475,941,estimates,1951
0_24,60.337,941,estimates,1951
3_4,6.157,941,estimates,1951
3_5,9.011,941,estimates,1951
3_6,11.743,941,estimates,1951
4_5,5.851,941,estimates,1951
4_6,8.582,941,estimates,1951
5_14,24.53,941,estimates,1951
5_10,15.578,941,estimates,1951
5_11,17.895,941,estimates,1951
6_9,10.345,941,estimates,1951
6_10,12.724,941,estimates,1951
6_11,15.04,941,estimates,1951
6_12,17.304,941,estimates,1951
7_10,9.993,941,estimates,1951
7_12,14.572,941,estimates,1951
11_16,13.117,941,estimates,1951
11_17,15.132,941,estimates,1951
11_18,17.102,941,estimates,1951
12_14,6.636,941,estimates,1951
12_16,10.801,941,estimates,1951
12_17,12.816,941,estimates,1951
12_18,14.786,941,estimates,1951
13_17,10.553,941,estimates,1951
13_18,12.522,941,estimates,1951
13_19,14.443,941,estimates,1951
15_17,6.181,941,estimates,1951
18_23,11.076,941,estimates,1951
15_24,18.933,941,estimates,1951
15_49,47.626,941,estimates,1951
15_59,53.407,941,estimates,1951
15_64,55.354,941,estimates,1951
20_64,45.283,941,estimates,1951
20_69,46.713,941,estimates,1951
25_49,28.693,941,estimates,1951
25_64,36.421,941,estimates,1951
25_69,37.851,941,estimates,1951
15plus,58.596,941,estimates,1951
16plus,56.489,941,estimates,1951
17plus,54.43,941,estimates,1951
18plus,52.415,941,estimates,1951
20plus,48.525,941,estimates,1951
21plus,46.656,941,estimates,1951
25plus,39.663,941,estimates,1951
50plus,10.97,941,estimates,1951
60plus,5.189,941,estimates,1951
65plus,3.242,941,estimates,1951
70plus,1.812,941,estimates,1951
75plus,0.851,941,estimates,1951
80plus,0.303,941,estimates,1951
85plus,0.075,941,estimates,1951
90plus,0.012,941,estimates,1951
total,100,941,estimates,1951
