agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Sub-Saharan Africa,947,estimates,1950
0_1,7.382,947,estimates,1950
0_4,16.954,947,estimates,1950
0_14,41.726,947,estimates,1950
0_17,47.941,947,estimates,1950
0_19,51.823,947,estimates,1950
0_24,60.611,947,estimates,1950
3_4,6.205,947,estimates,1950
3_5,9.086,947,estimates,1950
3_6,11.843,947,estimates,1950
4_5,5.902,947,estimates,1950
4_6,8.66,947,estimates,1950
5_14,24.772,947,estimates,1950
5_10,15.728,947,estimates,1950
5_11,18.075,947,estimates,1950
6_9,10.441,947,estimates,1950
6_10,12.847,947,estimates,1950
6_11,15.195,947,estimates,1950
6_12,17.486,947,estimates,1950
7_10,10.09,947,estimates,1950
7_12,14.728,947,estimates,1950
11_16,13.236,947,estimates,1950
11_17,15.258,947,estimates,1950
11_18,17.227,947,estimates,1950
12_14,6.697,947,estimates,1950
12_16,10.889,947,estimates,1950
12_17,12.911,947,estimates,1950
12_18,14.88,947,estimates,1950
13_17,10.62,947,estimates,1950
13_18,12.589,947,estimates,1950
13_19,14.502,947,estimates,1950
15_17,6.214,947,estimates,1950
18_23,11.014,947,estimates,1950
15_24,18.884,947,estimates,1950
15_49,47.139,947,estimates,1950
15_59,53.008,947,estimates,1950
15_64,55.037,947,estimates,1950
20_64,44.941,947,estimates,1950
20_69,46.41,947,estimates,1950
25_49,28.254,947,estimates,1950
25_64,36.153,947,estimates,1950
25_69,37.622,947,estimates,1950
15plus,58.274,947,estimates,1950
16plus,56.154,947,estimates,1950
17plus,54.082,947,estimates,1950
18plus,52.059,947,estimates,1950
20plus,48.177,947,estimates,1950
21plus,46.317,947,estimates,1950
25plus,39.389,947,estimates,1950
50plus,11.135,947,estimates,1950
60plus,5.266,947,estimates,1950
65plus,3.237,947,estimates,1950
70plus,1.767,947,estimates,1950
75plus,0.811,947,estimates,1950
80plus,0.298,947,estimates,1950
85plus,0.078,947,estimates,1950
90plus,0.013,947,estimates,1950
total,100,947,estimates,1950
"Region, subregion, country or area *",Sub-Saharan Africa,947,estimates,1951
0_1,7.451,947,estimates,1951
0_4,17.109,947,estimates,1951
0_14,41.956,947,estimates,1951
0_17,48.136,947,estimates,1951
0_19,52.006,947,estimates,1951
0_24,60.765,947,estimates,1951
3_4,6.26,947,estimates,1951
3_5,9.164,947,estimates,1951
3_6,11.943,947,estimates,1951
4_5,5.952,947,estimates,1951
4_6,8.731,947,estimates,1951
5_14,24.846,947,estimates,1951
5_10,15.827,947,estimates,1951
5_11,18.169,947,estimates,1951
6_9,10.514,947,estimates,1951
6_10,12.923,947,estimates,1951
6_11,15.265,947,estimates,1951
6_12,17.547,947,estimates,1951
7_10,10.144,947,estimates,1951
7_12,14.768,947,estimates,1951
11_16,13.189,947,estimates,1951
11_17,15.199,947,estimates,1951
11_18,17.161,947,estimates,1951
12_14,6.677,947,estimates,1951
12_16,10.847,947,estimates,1951
12_17,12.858,947,estimates,1951
12_18,14.819,947,estimates,1951
13_17,10.575,947,estimates,1951
13_18,12.536,947,estimates,1951
13_19,14.445,947,estimates,1951
15_17,6.181,947,estimates,1951
18_23,10.978,947,estimates,1951
15_24,18.81,947,estimates,1951
15_49,46.986,947,estimates,1951
15_59,52.822,947,estimates,1951
15_64,54.831,947,estimates,1951
20_64,44.78,947,estimates,1951
20_69,46.23,947,estimates,1951
25_49,28.177,947,estimates,1951
25_64,36.021,947,estimates,1951
25_69,37.47,947,estimates,1951
15plus,58.044,947,estimates,1951
16plus,55.933,947,estimates,1951
17plus,53.874,947,estimates,1951
18plus,51.864,947,estimates,1951
20plus,47.994,947,estimates,1951
21plus,46.14,947,estimates,1951
25plus,39.235,947,estimates,1951
50plus,11.058,947,estimates,1951
60plus,5.223,947,estimates,1951
65plus,3.214,947,estimates,1951
70plus,1.764,947,estimates,1951
75plus,0.822,947,estimates,1951
80plus,0.31,947,estimates,1951
85plus,0.086,947,estimates,1951
90plus,0.015,947,estimates,1951
total,100,947,estimates,1951
"Region, subregion, country or area *",Sub-Saharan Africa,947,estimates,1952
0_1,7.488,947,estimates,1952
0_4,17.205,947,estimates,1952
0_14,42.132,947,estimates,1952
0_17,48.294,947,estimates,1952
