agebroad,percentagetotalpopulation,region,variant,year
0_1,6.898,931,estimates,1950
0_4,15.792,931,estimates,1950
0_14,39.619,931,estimates,1950
0_17,45.626,931,estimates,1950
0_19,49.432,931,estimates,1950
0_24,58.451,931,estimates,1950
3_4,5.766,931,estimates,1950
3_5,8.454,931,estimates,1950
3_6,11.041,931,estimates,1950
4_5,5.498,931,estimates,1950
4_6,8.085,931,estimates,1950
5_14,23.827,931,estimates,1950
5_10,14.927,931,estimates,1950
5_11,17.231,931,estimates,1950
6_9,9.905,931,estimates,1950
6_10,12.239,931,estimates,1950
6_11,14.543,931,estimates,1950
6_12,16.807,931,estimates,1950
7_10,9.652,931,estimates,1950
7_12,14.22,931,estimates,1950
11_16,12.961,931,estimates,1950
11_17,14.906,931,estimates,1950
11_18,16.82,931,estimates,1950
12_14,6.596,931,estimates,1950
12_16,10.657,931,estimates,1950
12_17,12.602,931,estimates,1950
12_18,14.516,931,estimates,1950
13_17,10.338,931,estimates,1950
13_18,12.252,931,estimates,1950
13_19,14.144,931,estimates,1950
15_17,6.007,931,estimates,1950
18_23,11.119,931,estimates,1950
15_24,18.832,931,estimates,1950
15_49,48.268,931,estimates,1950
15_59,54.674,931,estimates,1950
15_64,56.834,931,estimates,1950
20_64,47.021,931,estimates,1950
20_69,48.564,931,estimates,1950
25_49,29.437,931,estimates,1950
25_64,38.002,931,estimates,1950
25_69,39.545,931,estimates,1950
15plus,60.381,931,estimates,1950
16plus,58.317,931,estimates,1950
17plus,56.32,931,estimates,1950
18plus,54.374,931,estimates,1950
20plus,50.568,931,estimates,1950
21plus,48.697,931,estimates,1950
25plus,41.549,931,estimates,1950
50plus,12.112,931,estimates,1950
60plus,5.707,931,estimates,1950
65plus,3.547,931,estimates,1950
70plus,2.004,931,estimates,1950
75plus,0.988,931,estimates,1950
80plus,0.394,931,estimates,1950
85plus,0.179,931,estimates,1950
90plus,0.078,931,estimates,1950
total,100,931,estimates,1950
0_1,6.983,931,estimates,1951
0_4,16.065,931,estimates,1951
0_14,39.861,931,estimates,1951
0_17,45.872,931,estimates,1951
0_19,49.616,931,estimates,1951
0_24,58.544,931,estimates,1951
3_4,5.88,931,estimates,1951
3_5,8.605,931,estimates,1951
3_6,11.215,931,estimates,1951
4_5,5.586,931,estimates,1951
4_6,8.196,931,estimates,1951
5_14,23.796,931,estimates,1951
5_10,14.952,931,estimates,1951
5_11,17.22,931,estimates,1951
6_9,9.916,931,estimates,1951
6_10,12.227,931,estimates,1951
6_11,14.495,931,estimates,1951
6_12,16.734,931,estimates,1951
7_10,9.617,931,estimates,1951
7_12,14.124,931,estimates,1951
11_16,12.915,931,estimates,1951
11_17,14.854,931,estimates,1951
11_18,16.743,931,estimates,1951
12_14,6.576,931,estimates,1951
