agebroad,percentagetotalpopulation,region,variant,year
0_1,4.783,927,estimates,1950
0_4,11.113,927,estimates,1950
0_14,27.071,927,estimates,1950
0_17,31.088,927,estimates,1950
0_19,33.865,927,estimates,1950
0_24,41.584,927,estimates,1950
3_4,4.113,927,estimates,1950
3_5,6.022,927,estimates,1950
3_6,7.842,927,estimates,1950
4_5,3.914,927,estimates,1950
4_6,5.734,927,estimates,1950
5_14,15.959,927,estimates,1950
5_10,10.258,927,estimates,1950
5_11,11.742,927,estimates,1950
6_9,6.814,927,estimates,1950
6_10,8.349,927,estimates,1950
6_11,9.833,927,estimates,1950
6_12,11.273,927,estimates,1950
7_10,6.529,927,estimates,1950
7_12,9.453,927,estimates,1950
11_16,8.383,927,estimates,1950
11_17,9.717,927,estimates,1950
11_18,11.081,927,estimates,1950
12_14,4.216,927,estimates,1950
12_16,6.9,927,estimates,1950
12_17,8.233,927,estimates,1950
12_18,9.597,927,estimates,1950
13_17,6.793,927,estimates,1950
13_18,8.157,927,estimates,1950
13_19,9.571,927,estimates,1950
15_17,4.017,927,estimates,1950
18_23,8.896,927,estimates,1950
15_24,14.513,927,estimates,1950
15_49,50.135,927,estimates,1950
15_59,60.293,927,estimates,1950
15_64,64.611,927,estimates,1950
20_64,57.817,927,estimates,1950
20_69,61.149,927,estimates,1950
25_49,35.622,927,estimates,1950
25_64,50.097,927,estimates,1950
25_69,53.429,927,estimates,1950
15plus,72.929,927,estimates,1950
16plus,71.578,927,estimates,1950
17plus,70.246,927,estimates,1950
18plus,68.912,927,estimates,1950
20plus,66.135,927,estimates,1950
21plus,64.673,927,estimates,1950
25plus,58.416,927,estimates,1950
50plus,22.794,927,estimates,1950
60plus,12.636,927,estimates,1950
65plus,8.318,927,estimates,1950
70plus,4.986,927,estimates,1950
75plus,2.641,927,estimates,1950
80plus,1.21,927,estimates,1950
85plus,0.443,927,estimates,1950
90plus,0.119,927,estimates,1950
total,100,927,estimates,1950
0_1,4.685,927,estimates,1951
0_4,11.253,927,estimates,1951
0_14,27.613,927,estimates,1951
0_17,31.622,927,estimates,1951
0_19,34.295,927,estimates,1951
0_24,41.793,927,estimates,1951
3_4,4.274,927,estimates,1951
3_5,6.26,927,estimates,1951
3_6,8.148,927,estimates,1951
4_5,4.071,927,estimates,1951
4_6,5.959,927,estimates,1951
5_14,16.36,927,estimates,1951
5_10,10.584,927,estimates,1951
5_11,12.097,927,estimates,1951
6_9,7.028,927,estimates,1951
6_10,8.599,927,estimates,1951
6_11,10.112,927,estimates,1951
6_12,11.573,927,estimates,1951
7_10,6.711,927,estimates,1951
7_12,9.685,927,estimates,1951
11_16,8.467,927,estimates,1951
11_17,9.784,927,estimates,1951
11_18,11.105,927,estimates,1951
12_14,4.263,927,estimates,1951
12_16,6.955,927,estimates,1951
12_17,8.272,927,estimates,1951
12_18,9.592,927,estimates,1951
13_17,6.81,927,estimates,1951
13_18,8.131,927,estimates,1951
13_19,9.483,927,estimates,1951
15_17,4.008,927,estimates,1951
18_23,8.592,927,estimates,1951
15_24,14.179,927,estimates,1951
15_49,49.738,927,estimates,1951
15_59,59.739,927,estimates,1951
15_64,64.003,927,estimates,1951
20_64,57.321,927,estimates,1951
20_69,60.662,927,estimates,1951
25_49,35.559,927,estimates,1951
25_64,49.823,927,estimates,1951
25_69,53.165,927,estimates,1951
15plus,72.387,927,estimates,1951
16plus,71.031,927,estimates,1951
17plus,69.695,927,estimates,1951
18plus,68.378,927,estimates,1951
20plus,65.705,927,estimates,1951
21plus,64.301,927,estimates,1951
25plus,58.207,927,estimates,1951
50plus,22.649,927,estimates,1951
60plus,12.647,927,estimates,1951
65plus,8.384,927,estimates,1951
70plus,5.043,927,estimates,1951
75plus,2.689,927,estimates,1951
80plus,1.235,927,estimates,1951
85plus,0.461,927,estimates,1951
90plus,0.128,927,estimates,1951
total,100,927,estimates,1951
0_1,4.392,927,estimates,1952
0_4,11.17,927,estimates,1952
0_14,28.025,927,estimates,1952
0_17,32.052,927,estimates,1952
0_19,34.665,927,estimates,1952
0_24,41.904,927,estimates,1952
3_4,4.425,927,estimates,1952
3_5,6.491,927,estimates,1952
3_6,8.459,927,estimates,1952
4_5,4.231,927,estimates,1952
4_6,6.199,927,estimates,1952
5_14,16.856,927,estimates,1952
5_10,10.973,927,estimates,1952
5_11,12.522,927,estimates,1952
6_9,7.295,927,estimates,1952
6_10,8.906,927,estimates,1952
6_11,10.456,927,estimates,1952
6_12,11.948,927,estimates,1952
7_10,6.938,927,estimates,1952
7_12,9.98,927,estimates,1952
11_16,8.588,927,estimates,1952
11_17,9.909,927,estimates,1952
11_18,11.213,927,estimates,1952
12_14,4.334,927,estimates,1952
12_16,7.039,927,estimates,1952
12_17,8.36,927,estimates,1952
12_18,9.664,927,estimates,1952
13_17,6.868,927,estimates,1952
13_18,8.172,927,estimates,1952
13_19,9.481,927,estimates,1952
15_17,4.026,927,estimates,1952
18_23,8.304,927,estimates,1952
15_24,13.878,927,estimates,1952
15_49,49.432,927,estimates,1952
15_59,59.316,927,estimates,1952
15_64,63.521,927,estimates,1952
20_64,56.881,927,estimates,1952
20_69,60.244,927,estimates,1952
25_49,35.554,927,estimates,1952
25_64,49.643,927,estimates,1952
25_69,53.006,927,estimates,1952
15plus,71.975,927,estimates,1952
16plus,70.609,927,estimates,1952
17plus,69.269,927,estimates,1952
18plus,67.948,927,estimates,1952
20plus,65.335,927,estimates,1952
21plus,63.992,927,estimates,1952
25plus,58.096,927,estimates,1952
50plus,22.542,927,estimates,1952
60plus,12.659,927,estimates,1952
65plus,8.454,927,estimates,1952
70plus,5.091,927,estimates,1952
75plus,2.726,927,estimates,1952
80plus,1.248,927,estimates,1952
85plus,0.468,927,estimates,1952
90plus,0.133,927,estimates,1952
total,100,927,estimates,1952
0_1,4.298,927,estimates,1953
0_4,11.072,927,estimates,1953
0_14,28.464,927,estimates,1953
0_17,32.513,927,estimates,1953
0_19,35.108,927,estimates,1953
0_24,42.06,927,estimates,1953
3_4,4.53,927,estimates,1953
3_5,6.667,927,estimates,1953
3_6,8.712,927,estimates,1953
4_5,4.363,927,estimates,1953
4_6,6.408,927,estimates,1953
5_14,17.392,927,estimates,1953
5_10,11.389,927,estimates,1953
5_11,12.974,927,estimates,1953
