agebroad,percentagetotalpopulation,region,variant,year
0_1,7.201,911,estimates,1950
0_4,16.527,911,estimates,1950
0_14,40.942,911,estimates,1950
0_17,47.086,911,estimates,1950
0_19,50.928,911,estimates,1950
0_24,59.689,911,estimates,1950
3_4,6.046,911,estimates,1950
3_5,8.857,911,estimates,1950
3_6,11.553,911,estimates,1950
4_5,5.757,911,estimates,1950
4_6,8.453,911,estimates,1950
5_14,24.415,911,estimates,1950
5_10,15.434,911,estimates,1950
5_11,17.763,911,estimates,1950
6_9,10.245,911,estimates,1950
6_10,12.623,911,estimates,1950
6_11,14.952,911,estimates,1950
6_12,17.229,911,estimates,1950
7_10,9.927,911,estimates,1950
7_12,14.533,911,estimates,1950
11_16,13.128,911,estimates,1950
11_17,15.125,911,estimates,1950
11_18,17.071,911,estimates,1950
12_14,6.652,911,estimates,1950
12_16,10.8,911,estimates,1950
12_17,12.796,911,estimates,1950
12_18,14.742,911,estimates,1950
13_17,10.519,911,estimates,1950
13_18,12.465,911,estimates,1950
13_19,14.361,911,estimates,1950
15_17,6.144,911,estimates,1950
18_23,10.948,911,estimates,1950
15_24,18.748,911,estimates,1950
15_49,47.193,911,estimates,1950
15_59,53.223,911,estimates,1950
15_64,55.282,911,estimates,1950
20_64,45.296,911,estimates,1950
20_69,46.846,911,estimates,1950
25_49,28.445,911,estimates,1950
25_64,36.534,911,estimates,1950
25_69,38.085,911,estimates,1950
15plus,59.058,911,estimates,1950
16plus,56.958,911,estimates,1950
17plus,54.911,911,estimates,1950
18plus,52.914,911,estimates,1950
20plus,49.072,911,estimates,1950
21plus,47.225,911,estimates,1950
25plus,40.311,911,estimates,1950
50plus,11.865,911,estimates,1950
60plus,5.836,911,estimates,1950
65plus,3.776,911,estimates,1950
70plus,2.226,911,estimates,1950
75plus,1.15,911,estimates,1950
80plus,0.493,911,estimates,1950
85plus,0.136,911,estimates,1950
90plus,0.024,911,estimates,1950
total,100,911,estimates,1950
0_1,7.34,911,estimates,1951
0_4,16.747,911,estimates,1951
0_14,41.192,911,estimates,1951
0_17,47.32,911,estimates,1951
0_19,51.149,911,estimates,1951
0_24,59.88,911,estimates,1951
3_4,6.095,911,estimates,1951
3_5,8.925,911,estimates,1951
3_6,11.636,911,estimates,1951
4_5,5.797,911,estimates,1951
4_6,8.508,911,estimates,1951
5_14,24.445,911,estimates,1951
5_10,15.495,911,estimates,1951
5_11,17.81,911,estimates,1951
6_9,10.291,911,estimates,1951
