agebroad,percentagetotalpopulation,region,variant,year
0_1,6.354,921,estimates,1950
0_4,14.578,921,estimates,1950
0_14,37.858,921,estimates,1950
0_17,44.089,921,estimates,1950
0_19,48.027,921,estimates,1950
0_24,57.155,921,estimates,1950
3_4,5.341,921,estimates,1950
3_5,7.855,921,estimates,1950
3_6,10.295,921,estimates,1950
4_5,5.123,921,estimates,1950
4_6,7.563,921,estimates,1950
5_14,23.281,921,estimates,1950
5_10,14.296,921,estimates,1950
5_11,16.59,921,estimates,1950
6_9,9.484,921,estimates,1950
6_10,11.783,921,estimates,1950
6_11,14.077,921,estimates,1950
6_12,16.354,921,estimates,1950
7_10,9.343,921,estimates,1950
7_12,13.914,921,estimates,1950
11_16,13.186,921,estimates,1950
11_17,15.215,921,estimates,1950
11_18,17.203,921,estimates,1950
12_14,6.69,921,estimates,1950
12_16,10.892,921,estimates,1950
12_17,12.921,921,estimates,1950
12_18,14.909,921,estimates,1950
13_17,10.644,921,estimates,1950
13_18,12.631,921,estimates,1950
13_19,14.582,921,estimates,1950
15_17,6.231,921,estimates,1950
18_23,11.334,921,estimates,1950
15_24,19.297,921,estimates,1950
15_49,49.869,921,estimates,1950
15_59,56.239,921,estimates,1950
15_64,58.526,921,estimates,1950
20_64,48.358,921,estimates,1950
20_69,49.793,921,estimates,1950
25_49,30.572,921,estimates,1950
25_64,39.229,921,estimates,1950
25_69,40.664,921,estimates,1950
15plus,62.142,921,estimates,1950
16plus,60.016,921,estimates,1950
17plus,57.94,921,estimates,1950
18plus,55.911,921,estimates,1950
20plus,51.973,921,estimates,1950
21plus,50.062,921,estimates,1950
25plus,42.845,921,estimates,1950
50plus,12.273,921,estimates,1950
60plus,5.902,921,estimates,1950
65plus,3.616,921,estimates,1950
70plus,2.181,921,estimates,1950
75plus,1.102,921,estimates,1950
80plus,0.45,921,estimates,1950
85plus,0.142,921,estimates,1950
90plus,0.033,921,estimates,1950
total,100,921,estimates,1950
0_1,6.614,921,estimates,1951
0_4,14.981,921,estimates,1951
0_14,38.089,921,estimates,1951
0_17,44.305,921,estimates,1951
0_19,48.215,921,estimates,1951
0_24,57.304,921,estimates,1951
3_4,5.42,921,estimates,1951
3_5,7.951,921,estimates,1951
3_6,10.395,921,estimates,1951
4_5,5.172,921,estimates,1951
4_6,7.616,921,estimates,1951
5_14,23.108,921,estimates,1951
5_10,14.226,921,estimates,1951
5_11,16.47,921,estimates,1951
6_9,9.435,921,estimates,1951
6_10,11.695,921,estimates,1951
6_11,13.939,921,estimates,1951
6_12,16.177,921,estimates,1951
7_10,9.252,921,estimates,1951
7_12,13.734,921,estimates,1951
11_16,13.076,921,estimates,1951
11_17,15.098,921,estimates,1951
11_18,17.073,921,estimates,1951
12_14,6.638,921,estimates,1951
12_16,10.833,921,estimates,1951
12_17,12.855,921,estimates,1951
12_18,14.83,921,estimates,1951
13_17,10.616,921,estimates,1951
13_18,12.591,921,estimates,1951
13_19,14.526,921,estimates,1951
15_17,6.217,921,estimates,1951
18_23,11.266,921,estimates,1951
15_24,19.215,921,estimates,1951
15_49,49.691,921,estimates,1951
15_59,56.065,921,estimates,1951
15_64,58.305,921,estimates,1951
20_64,48.179,921,estimates,1951
20_69,49.638,921,estimates,1951
25_49,30.476,921,estimates,1951
25_64,39.09,921,estimates,1951
25_69,40.549,921,estimates,1951
15plus,61.911,921,estimates,1951
16plus,59.788,921,estimates,1951
17plus,57.717,921,estimates,1951
18plus,55.695,921,estimates,1951
20plus,51.785,921,estimates,1951
21plus,49.888,921,estimates,1951
25plus,42.696,921,estimates,1951
50plus,12.22,921,estimates,1951
60plus,5.846,921,estimates,1951
65plus,3.607,921,estimates,1951
70plus,2.148,921,estimates,1951
75plus,1.114,921,estimates,1951
80plus,0.466,921,estimates,1951
85plus,0.152,921,estimates,1951
90plus,0.036,921,estimates,1951
total,100,921,estimates,1951
0_1,6.887,921,estimates,1952
0_4,15.405,921,estimates,1952
0_14,38.34,921,estimates,1952
0_17,44.549,921,estimates,1952
0_19,48.438,921,estimates,1952
0_24,57.469,921,estimates,1952
3_4,5.506,921,estimates,1952
3_5,8.058,921,estimates,1952
3_6,10.51,921,estimates,1952
4_5,5.229,921,estimates,1952
4_6,7.682,921,estimates,1952
5_14,22.935,921,estimates,1952
5_10,14.192,921,estimates,1952
5_11,16.398,921,estimates,1952
6_9,9.407,921,estimates,1952
6_10,11.64,921,estimates,1952
6_11,13.846,921,estimates,1952
6_12,16.035,921,estimates,1952
7_10,9.187,921,estimates,1952
7_12,13.583,921,estimates,1952
11_16,12.934,921,estimates,1952
11_17,14.952,921,estimates,1952
11_18,16.92,921,estimates,1952
12_14,6.537,921,estimates,1952
12_16,10.728,921,estimates,1952
12_17,12.746,921,estimates,1952
12_18,14.714,921,estimates,1952
13_17,10.557,921,estimates,1952
13_18,12.525,921,estimates,1952
13_19,14.446,921,estimates,1952
15_17,6.209,921,estimates,1952
18_23,11.192,921,estimates,1952
15_24,19.13,921,estimates,1952
15_49,49.518,921,estimates,1952
