agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Southern Europe,925,estimates,1950
0_1,4.363,925,estimates,1950
0_4,9.986,925,estimates,1950
0_14,27.738,925,estimates,1950
0_17,33.382,925,estimates,1950
0_19,37.141,925,estimates,1950
0_24,46.225,925,estimates,1950
3_4,3.658,925,estimates,1950
3_5,5.403,925,estimates,1950
3_6,7.121,925,estimates,1950
4_5,3.538,925,estimates,1950
4_6,5.256,925,estimates,1950
5_14,17.752,925,estimates,1950
5_10,10.393,925,estimates,1950
5_11,12.197,925,estimates,1950
6_9,6.883,925,estimates,1950
6_10,8.648,925,estimates,1950
6_11,10.452,925,estimates,1950
6_12,12.29,925,estimates,1950
7_10,6.929,925,estimates,1950
7_12,10.571,925,estimates,1950
11_16,11.116,925,estimates,1950
11_17,13.004,925,estimates,1950
11_18,14.888,925,estimates,1950
12_14,5.555,925,estimates,1950
12_16,9.311,925,estimates,1950
12_17,11.199,925,estimates,1950
12_18,13.084,925,estimates,1950
13_17,9.362,925,estimates,1950
13_18,11.246,925,estimates,1950
13_19,13.12,925,estimates,1950
15_17,5.644,925,estimates,1950
18_23,11.066,925,estimates,1950
15_24,18.486,925,estimates,1950
15_49,52.109,925,estimates,1950
15_59,61.151,925,estimates,1950
15_64,64.765,925,estimates,1950
20_64,55.362,925,estimates,1950
20_69,58.27,925,estimates,1950
25_49,33.622,925,estimates,1950
25_64,46.278,925,estimates,1950
25_69,49.186,925,estimates,1950
15plus,72.262,925,estimates,1950
16plus,70.389,925,estimates,1950
17plus,68.506,925,estimates,1950
18plus,66.618,925,estimates,1950
20plus,62.859,925,estimates,1950
21plus,61.0,925,estimates,1950
25plus,53.775,925,estimates,1950
50plus,20.153,925,estimates,1950
60plus,11.111,925,estimates,1950
65plus,7.497,925,estimates,1950
70plus,4.59,925,estimates,1950
75plus,2.429,925,estimates,1950
80plus,1.047,925,estimates,1950
85plus,0.35,925,estimates,1950
90plus,0.082,925,estimates,1950
total,100,925,estimates,1950
