agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Northern Africa,912,estimates,1950
0_1,7.691,912,estimates,1950
0_4,16.823,912,estimates,1950
0_14,39.908,912,estimates,1950
0_17,46.252,912,estimates,1950
0_19,50.315,912,estimates,1950
0_24,59.619,912,estimates,1950
3_4,5.825,912,estimates,1950
3_5,8.444,912,estimates,1950
3_6,10.923,912,estimates,1950
4_5,5.417,912,estimates,1950
4_6,7.897,912,estimates,1950
5_14,23.085,912,estimates,1950
5_10,14.267,912,estimates,1950
5_11,16.498,912,estimates,1950
6_9,9.416,912,estimates,1950
6_10,11.649,912,estimates,1950
6_11,13.879,912,estimates,1950
6_12,16.104,912,estimates,1950
7_10,9.169,912,estimates,1950
7_12,13.624,912,estimates,1950
11_16,13.072,912,estimates,1950
11_17,15.162,912,estimates,1950
11_18,17.215,912,estimates,1950
12_14,6.588,912,estimates,1950
12_16,10.841,912,estimates,1950
12_17,12.931,912,estimates,1950
12_18,14.984,912,estimates,1950
13_17,10.707,912,estimates,1950
13_18,12.76,912,estimates,1950
13_19,14.769,912,estimates,1950
15_17,6.344,912,estimates,1950
18_23,11.628,912,estimates,1950
15_24,19.711,912,estimates,1950
15_49,48.336,912,estimates,1950
15_59,54.68,912,estimates,1950
15_64,56.804,912,estimates,1950
20_64,46.398,912,estimates,1950
20_69,47.931,912,estimates,1950
25_49,28.625,912,estimates,1950
25_64,37.093,912,estimates,1950
25_69,38.627,912,estimates,1950
15plus,60.092,912,estimates,1950
16plus,57.954,912,estimates,1950
17plus,55.838,912,estimates,1950
18plus,53.748,912,estimates,1950
20plus,49.685,912,estimates,1950
21plus,47.72,912,estimates,1950
25plus,40.381,912,estimates,1950
50plus,11.756,912,estimates,1950
60plus,5.411,912,estimates,1950
65plus,3.288,912,estimates,1950
70plus,1.754,912,estimates,1950
75plus,0.773,912,estimates,1950
80plus,0.297,912,estimates,1950
85plus,0.093,912,estimates,1950
90plus,0.028,912,estimates,1950
total,100,912,estimates,1950
"Region, subregion, country or area *",Northern Africa,912,estimates,1951
0_1,7.788,912,estimates,1951
0_4,17.301,912,estimates,1951
0_14,40.279,912,estimates,1951
0_17,46.489,912,estimates,1951
0_19,50.492,912,estimates,1951
0_24,59.734,912,estimates,1951
3_4,6.061,912,estimates,1951
3_5,8.761,912,estimates,1951
3_6,11.295,912,estimates,1951
4_5,5.606,912,estimates,1951
4_6,8.14,912,estimates,1951
5_14,22.979,912,estimates,1951
5_10,14.365,912,estimates,1951
5_11,16.532,912,estimates,1951
6_9,9.473,912,estimates,1951
6_10,11.665,912,estimates,1951
6_11,13.832,912,estimates,1951
6_12,15.995,912,estimates,1951
7_10,9.131,912,estimates,1951
7_12,13.461,912,estimates,1951
11_16,12.776,912,estimates,1951
11_17,14.823,912,estimates,1951
11_18,16.843,912,estimates,1951
12_14,6.446,912,estimates,1951
12_16,10.609,912,estimates,1951
12_17,12.655,912,estimates,1951
12_18,14.675,912,estimates,1951
13_17,10.493,912,estimates,1951
13_18,12.513,912,estimates,1951
13_19,14.496,912,estimates,1951
15_17,6.209,912,estimates,1951
18_23,11.501,912,estimates,1951
15_24,19.454,912,estimates,1951
15_49,47.952,912,estimates,1951
15_59,54.288,912,estimates,1951
15_64,56.406,912,estimates,1951
20_64,46.193,912,estimates,1951
20_69,47.723,912,estimates,1951
25_49,28.498,912,estimates,1951
25_64,36.952,912,estimates,1951
25_69,38.482,912,estimates,1951
15plus,59.721,912,estimates,1951
16plus,57.626,912,estimates,1951
17plus,55.558,912,estimates,1951
18plus,53.511,912,estimates,1951
20plus,49.508,912,estimates,1951
21plus,47.567,912,estimates,1951
25plus,40.266,912,estimates,1951
50plus,11.769,912,estimates,1951
60plus,5.432,912,estimates,1951
65plus,3.315,912,estimates,1951
70plus,1.785,912,estimates,1951
75plus,0.797,912,estimates,1951
80plus,0.304,912,estimates,1951
85plus,0.096,912,estimates,1951
90plus,0.028,912,estimates,1951
total,100,912,estimates,1951
"Region, subregion, country or area *",Northern Africa,912,estimates,1952
0_1,7.629,912,estimates,1952
0_4,17.498,912,estimates,1952
0_14,40.528,912,estimates,1952
0_17,46.63,912,estimates,1952
0_19,50.569,912,estimates,1952
