agebroad,percentagetotalpopulation,region,variant,year
0_1,7.328,916,estimates,1950
0_4,17.195,916,estimates,1950
0_14,42.516,916,estimates,1950
0_17,48.838,916,estimates,1950
0_19,52.821,916,estimates,1950
0_24,61.809,916,estimates,1950
3_4,6.434,916,estimates,1950
3_5,9.446,916,estimates,1950
3_6,12.33,916,estimates,1950
4_5,6.159,916,estimates,1950
4_6,9.043,916,estimates,1950
5_14,25.321,916,estimates,1950
5_10,16.302,916,estimates,1950
5_11,18.653,916,estimates,1950
6_9,10.844,916,estimates,1950
6_10,13.29,916,estimates,1950
6_11,15.641,916,estimates,1950
6_12,17.913,916,estimates,1950
7_10,10.406,916,estimates,1950
7_12,15.029,916,estimates,1950
11_16,13.269,916,estimates,1950
11_17,15.341,916,estimates,1950
11_18,17.362,916,estimates,1950
12_14,6.668,916,estimates,1950
12_16,10.919,916,estimates,1950
12_17,12.99,916,estimates,1950
12_18,15.011,916,estimates,1950
13_17,10.718,916,estimates,1950
13_18,12.739,916,estimates,1950
13_19,14.701,916,estimates,1950
15_17,6.322,916,estimates,1950
18_23,11.28,916,estimates,1950
15_24,19.293,916,estimates,1950
15_49,46.481,916,estimates,1950
15_59,52.17,916,estimates,1950
15_64,54.074,916,estimates,1950
20_64,43.769,916,estimates,1950
20_69,45.155,916,estimates,1950
25_49,27.188,916,estimates,1950
25_64,34.781,916,estimates,1950
25_69,36.167,916,estimates,1950
15plus,57.484,916,estimates,1950
16plus,55.343,916,estimates,1950
17plus,53.233,916,estimates,1950
18plus,51.162,916,estimates,1950
20plus,47.179,916,estimates,1950
21plus,45.272,916,estimates,1950
25plus,38.191,916,estimates,1950
50plus,11.003,916,estimates,1950
60plus,5.314,916,estimates,1950
65plus,3.409,916,estimates,1950
70plus,2.023,916,estimates,1950
75plus,1.066,916,estimates,1950
80plus,0.573,916,estimates,1950
85plus,0.241,916,estimates,1950
90plus,0.081,916,estimates,1950
total,100,916,estimates,1950
0_1,7.669,916,estimates,1951
0_4,17.536,916,estimates,1951
0_14,42.909,916,estimates,1951
0_17,49.109,916,estimates,1951
0_19,53.052,916,estimates,1951
0_24,61.968,916,estimates,1951
3_4,6.432,916,estimates,1951
3_5,9.448,916,estimates,1951
3_6,12.343,916,estimates,1951
4_5,6.163,916,estimates,1951
4_6,9.058,916,estimates,1951
5_14,25.373,916,estimates,1951
5_10,16.404,916,estimates,1951
5_11,18.769,916,estimates,1951
6_9,10.925,916,estimates,1951
6_10,13.388,916,estimates,1951
6_11,15.753,916,estimates,1951
6_12,18.024,916,estimates,1951
7_10,10.493,916,estimates,1951
7_12,15.128,916,estimates,1951
11_16,13.135,916,estimates,1951
11_17,15.169,916,estimates,1951
11_18,17.165,916,estimates,1951
12_14,6.604,916,estimates,1951
12_16,10.77,916,estimates,1951
12_17,12.804,916,estimates,1951
12_18,14.8,916,estimates,1951
13_17,10.533,916,estimates,1951
13_18,12.529,916,estimates,1951
13_19,14.476,916,estimates,1951
15_17,6.2,916,estimates,1951
18_23,11.18,916,estimates,1951
15_24,19.059,916,estimates,1951
15_49,46.12,916,estimates,1951
15_59,51.822,916,estimates,1951
15_64,53.713,916,estimates,1951
20_64,43.57,916,estimates,1951
20_69,44.947,916,estimates,1951
25_49,27.061,916,estimates,1951
25_64,34.654,916,estimates,1951
25_69,36.031,916,estimates,1951
15plus,57.091,916,estimates,1951
16plus,54.99,916,estimates,1951
17plus,52.925,916,estimates,1951
18plus,50.891,916,estimates,1951
20plus,46.948,916,estimates,1951
21plus,45.059,916,estimates,1951
25plus,38.032,916,estimates,1951
50plus,10.971,916,estimates,1951
60plus,5.269,916,estimates,1951
65plus,3.379,916,estimates,1951
70plus,2.002,916,estimates,1951
75plus,1.045,916,estimates,1951
80plus,0.543,916,estimates,1951
85plus,0.237,916,estimates,1951
90plus,0.079,916,estimates,1951
total,100,916,estimates,1951
0_1,8.211,916,estimates,1952
0_4,18.069,916,estimates,1952
0_14,43.445,916,estimates,1952
0_17,49.514,916,estimates,1952
0_19,53.388,916,estimates,1952
0_24,62.212,916,estimates,1952
3_4,6.417,916,estimates,1952
3_5,9.421,916,estimates,1952
3_6,12.305,916,estimates,1952
4_5,6.14,916,estimates,1952
4_6,9.024,916,estimates,1952
5_14,25.375,916,estimates,1952
5_10,16.416,916,estimates,1952
5_11,18.793,916,estimates,1952
6_9,10.929,916,estimates,1952
6_10,13.412,916,estimates,1952
6_11,15.789,916,estimates,1952
6_12,18.07,916,estimates,1952
7_10,10.528,916,estimates,1952
7_12,15.186,916,estimates,1952
11_16,13.042,916,estimates,1952
11_17,15.029,916,estimates,1952
11_18,16.984,916,estimates,1952
12_14,6.582,916,estimates,1952
12_16,10.664,916,estimates,1952
12_17,12.651,916,estimates,1952
12_18,14.607,916,estimates,1952
13_17,10.37,916,estimates,1952
13_18,12.326,916,estimates,1952
13_19,14.245,916,estimates,1952
15_17,6.069,916,estimates,1952
18_23,11.037,916,estimates,1952
15_24,18.768,916,estimates,1952
15_49,45.635,916,estimates,1952
15_59,51.345,916,estimates,1952
15_64,53.217,916,estimates,1952
20_64,43.273,916,estimates,1952
20_69,44.643,916,estimates,1952
25_49,26.867,916,estimates,1952
25_64,34.449,916,estimates,1952
