agebroad,percentagetotalpopulation,region,variant,year
0_1,6.379,5501,estimates,1950
0_4,14.705,5501,estimates,1950
0_14,38.05,5501,estimates,1950
0_17,44.292,5501,estimates,1950
0_19,48.232,5501,estimates,1950
0_24,57.3,5501,estimates,1950
3_4,5.413,5501,estimates,1950
3_5,7.962,5501,estimates,1950
3_6,10.433,5501,estimates,1950
4_5,5.195,5501,estimates,1950
4_6,7.666,5501,estimates,1950
5_14,23.345,5501,estimates,1950
5_10,14.414,5501,estimates,1950
5_11,16.697,5501,estimates,1950
6_9,9.567,5501,estimates,1950
6_10,11.865,5501,estimates,1950
6_11,14.148,5501,estimates,1950
6_12,16.407,5501,estimates,1950
7_10,9.394,5501,estimates,1950
7_12,13.936,5501,estimates,1950
11_16,13.136,5501,estimates,1950
11_17,15.173,5501,estimates,1950
11_18,17.165,5501,estimates,1950
12_14,6.648,5501,estimates,1950
12_16,10.853,5501,estimates,1950
12_17,12.89,5501,estimates,1950
12_18,14.883,5501,estimates,1950
13_17,10.63,5501,estimates,1950
13_18,12.623,5501,estimates,1950
13_19,14.571,5501,estimates,1950
15_17,6.242,5501,estimates,1950
18_23,11.283,5501,estimates,1950
15_24,19.25,5501,estimates,1950
15_49,49.892,5501,estimates,1950
15_59,56.187,5501,estimates,1950
15_64,58.427,5501,estimates,1950
20_64,48.245,5501,estimates,1950
20_69,49.637,5501,estimates,1950
25_49,30.642,5501,estimates,1950
25_64,39.177,5501,estimates,1950
25_69,40.569,5501,estimates,1950
15plus,61.95,5501,estimates,1950
16plus,59.826,5501,estimates,1950
17plus,57.745,5501,estimates,1950
18plus,55.708,5501,estimates,1950
20plus,51.768,5501,estimates,1950
21plus,49.865,5501,estimates,1950
25plus,42.7,5501,estimates,1950
50plus,12.058,5501,estimates,1950
60plus,5.763,5501,estimates,1950
65plus,3.523,5501,estimates,1950
70plus,2.131,5501,estimates,1950
75plus,1.078,5501,estimates,1950
80plus,0.441,5501,estimates,1950
85plus,0.137,5501,estimates,1950
90plus,0.031,5501,estimates,1950
total,100,5501,estimates,1950
0_1,6.632,5501,estimates,1951
0_4,15.078,5501,estimates,1951
0_14,38.289,5501,estimates,1951
0_17,44.499,5501,estimates,1951
0_19,48.42,5501,estimates,1951
0_24,57.453,5501,estimates,1951
3_4,5.48,5501,estimates,1951
3_5,8.044,5501,estimates,1951
3_6,10.52,5501,estimates,1951
4_5,5.238,5501,estimates,1951
4_6,7.714,5501,estimates,1951
5_14,23.211,5501,estimates,1951
5_10,14.373,5501,estimates,1951
5_11,16.617,5501,estimates,1951
6_9,9.539,5501,estimates,1951
6_10,11.809,5501,estimates,1951
6_11,14.053,5501,estimates,1951
6_12,16.28,5501,estimates,1951
7_10,9.333,5501,estimates,1951
7_12,13.804,5501,estimates,1951
11_16,13.021,5501,estimates,1951
11_17,15.047,5501,estimates,1951
11_18,17.03,5501,estimates,1951
12_14,6.594,5501,estimates,1951
12_16,10.778,5501,estimates,1951
12_17,12.804,5501,estimates,1951
12_18,14.787,5501,estimates,1951
13_17,10.577,5501,estimates,1951
13_18,12.559,5501,estimates,1951
13_19,14.498,5501,estimates,1951
15_17,6.21,5501,estimates,1951
18_23,11.235,5501,estimates,1951
15_24,19.164,5501,estimates,1951
15_49,49.708,5501,estimates,1951
15_59,56.004,5501,estimates,1951
15_64,58.2,5501,estimates,1951
20_64,48.069,5501,estimates,1951
20_69,49.485,5501,estimates,1951
25_49,30.544,5501,estimates,1951
25_64,39.036,5501,estimates,1951
25_69,40.452,5501,estimates,1951
15plus,61.711,5501,estimates,1951
16plus,59.597,5501,estimates,1951
17plus,57.528,5501,estimates,1951
18plus,55.501,5501,estimates,1951
20plus,51.58,5501,estimates,1951
21plus,49.685,5501,estimates,1951
25plus,42.547,5501,estimates,1951
50plus,12.003,5501,estimates,1951
60plus,5.706,5501,estimates,1951
65plus,3.511,5501,estimates,1951
70plus,2.095,5501,estimates,1951
75plus,1.089,5501,estimates,1951
80plus,0.456,5501,estimates,1951
85plus,0.147,5501,estimates,1951
90plus,0.034,5501,estimates,1951
total,100,5501,estimates,1951
0_1,6.917,5501,estimates,1952
0_4,15.486,5501,estimates,1952
0_14,38.561,5501,estimates,1952
0_17,44.743,5501,estimates,1952
0_19,48.643,5501,estimates,1952
0_24,57.634,5501,estimates,1952
3_4,5.549,5501,estimates,1952
3_5,8.13,5501,estimates,1952
3_6,10.613,5501,estimates,1952
4_5,5.283,5501,estimates,1952
4_6,7.766,5501,estimates,1952
5_14,23.074,5501,estimates,1952
5_10,14.352,5501,estimates,1952
5_11,16.567,5501,estimates,1952
6_9,9.521,5501,estimates,1952
6_10,11.771,5501,estimates,1952
6_11,13.986,5501,estimates,1952
6_12,16.175,5501,estimates,1952
7_10,9.288,5501,estimates,1952
7_12,13.692,5501,estimates,1952
11_16,12.889,5501,estimates,1952
11_17,14.904,5501,estimates,1952
11_18,16.876,5501,estimates,1952
12_14,6.507,5501,estimates,1952
12_16,10.674,5501,estimates,1952
12_17,12.689,5501,estimates,1952
12_18,14.661,5501,estimates,1952
13_17,10.5,5501,estimates,1952
13_18,12.472,5501,estimates,1952
13_19,14.401,5501,estimates,1952
15_17,6.182,5501,estimates,1952
18_23,11.18,5501,estimates,1952
15_24,19.073,5501,estimates,1952
15_49,49.519,5501,estimates,1952
15_59,55.824,5501,estimates,1952
15_64,57.94,5501,estimates,1952
20_64,47.858,5501,estimates,1952
20_69,49.324,5501,estimates,1952
25_49,30.445,5501,estimates,1952
25_64,38.866,5501,estimates,1952
25_69,40.333,5501,estimates,1952
15plus,61.439,5501,estimates,1952
16plus,59.331,5501,estimates,1952
17plus,57.272,5501,estimates,1952
18plus,55.257,5501,estimates,1952
20plus,51.357,5501,estimates,1952
21plus,49.472,5501,estimates,1952
25plus,42.366,5501,estimates,1952
50plus,11.92,5501,estimates,1952
60plus,5.615,5501,estimates,1952
65plus,3.499,5501,estimates,1952
70plus,2.033,5501,estimates,1952
75plus,1.084,5501,estimates,1952
80plus,0.46,5501,estimates,1952
85plus,0.153,5501,estimates,1952
90plus,0.037,5501,estimates,1952
total,100,5501,estimates,1952
0_1,7.071,5501,estimates,1953
0_4,15.807,5501,estimates,1953
0_14,38.779,5501,estimates,1953
0_17,44.936,5501,estimates,1953
0_19,48.82,5501,estimates,1953
0_24,57.779,5501,estimates,1953
3_4,5.626,5501,estimates,1953
3_5,8.228,5501,estimates,1953
3_6,10.722,5501,estimates,1953
4_5,5.336,5501,estimates,1953
4_6,7.83,5501,estimates,1953
5_14,22.972,5501,estimates,1953
5_10,14.355,5501,estimates,1953
5_11,16.553,5501,estimates,1953
6_9,9.516,5501,estimates,1953
6_10,11.753,5501,estimates,1953
6_11,13.951,5501,estimates,1953
6_12,16.114,5501,estimates,1953
7_10,9.259,5501,estimates,1953
7_12,13.62,5501,estimates,1953
11_16,12.766,5501,estimates,1953
11_17,14.774,5501,estimates,1953
11_18,16.737,5501,estimates,1953
12_14,6.419,5501,estimates,1953
12_16,10.569,5501,estimates,1953
12_17,12.576,5501,estimates,1953
12_18,14.539,5501,estimates,1953
13_17,10.413,5501,estimates,1953
13_18,12.376,5501,estimates,1953
13_19,14.297,5501,estimates,1953
15_17,6.157,5501,estimates,1953
18_23,11.137,5501,estimates,1953
15_24,18.999,5501,estimates,1953
15_49,49.384,5501,estimates,1953
15_59,55.709,5501,estimates,1953
15_64,57.742,5501,estimates,1953
20_64,47.702,5501,estimates,1953
20_69,49.223,5501,estimates,1953
25_49,30.385,5501,estimates,1953
25_64,38.743,5501,estimates,1953
25_69,40.264,5501,estimates,1953
15plus,61.221,5501,estimates,1953
16plus,59.127,5501,estimates,1953
17plus,57.071,5501,estimates,1953
18plus,55.064,5501,estimates,1953
20plus,51.18,5501,estimates,1953
21plus,49.303,5501,estimates,1953
25plus,42.221,5501,estimates,1953
50plus,11.837,5501,estimates,1953
60plus,5.512,5501,estimates,1953
65plus,3.478,5501,estimates,1953
70plus,1.957,5501,estimates,1953
75plus,1.062,5501,estimates,1953
80plus,0.45,5501,estimates,1953
85plus,0.151,5501,estimates,1953
90plus,0.038,5501,estimates,1953
total,100,5501,estimates,1953
0_1,7.16,5501,estimates,1954
0_4,16.025,5501,estimates,1954
0_14,38.94,5501,estimates,1954
0_17,45.061,5501,estimates,1954
0_19,48.935,5501,estimates,1954
0_24,57.873,5501,estimates,1954
3_4,5.705,5501,estimates,1954
3_5,8.332,5501,estimates,1954
3_6,10.841,5501,estimates,1954
4_5,5.398,5501,estimates,1954
4_6,7.906,5501,estimates,1954
5_14,22.915,5501,estimates,1954
5_10,14.376,5501,estimates,1954
5_11,16.561,5501,estimates,1954
6_9,9.524,5501,estimates,1954
6_10,11.749,5501,estimates,1954
6_11,13.934,5501,estimates,1954
6_12,16.083,5501,estimates,1954
7_10,9.24,5501,estimates,1954
7_12,13.575,5501,estimates,1954
11_16,12.654,5501,estimates,1954
11_17,14.66,5501,estimates,1954
11_18,16.619,5501,estimates,1954
12_14,6.353,5501,estimates,1954
12_16,10.468,5501,estimates,1954
12_17,12.474,5501,estimates,1954
12_18,14.433,5501,estimates,1954
13_17,10.325,5501,estimates,1954
13_18,12.285,5501,estimates,1954
13_19,14.2,5501,estimates,1954
15_17,6.121,5501,estimates,1954
18_23,11.109,5501,estimates,1954
15_24,18.933,5501,estimates,1954
15_49,49.293,5501,estimates,1954
15_59,55.643,5501,estimates,1954
15_64,57.626,5501,estimates,1954
20_64,47.631,5501,estimates,1954
20_69,49.183,5501,estimates,1954
25_49,30.359,5501,estimates,1954
25_64,38.693,5501,estimates,1954
25_69,40.245,5501,estimates,1954
15plus,61.06,5501,estimates,1954
16plus,58.99,5501,estimates,1954
17plus,56.945,5501,estimates,1954
18plus,54.939,5501,estimates,1954
20plus,51.065,5501,estimates,1954
21plus,49.192,5501,estimates,1954
25plus,42.127,5501,estimates,1954
50plus,11.768,5501,estimates,1954
60plus,5.417,5501,estimates,1954
65plus,3.434,5501,estimates,1954
70plus,1.882,5501,estimates,1954
75plus,1.015,5501,estimates,1954
80plus,0.427,5501,estimates,1954
85plus,0.142,5501,estimates,1954
90plus,0.035,5501,estimates,1954
total,100,5501,estimates,1954
0_1,7.191,5501,estimates,1955
0_4,16.195,5501,estimates,1955
0_14,39.077,5501,estimates,1955
0_17,45.142,5501,estimates,1955
0_19,49.015,5501,estimates,1955
0_24,57.939,5501,estimates,1955
3_4,5.799,5501,estimates,1955
3_5,8.453,5501,estimates,1955
3_6,10.978,5501,estimates,1955
4_5,5.462,5501,estimates,1955
4_6,7.987,5501,estimates,1955
5_14,22.882,5501,estimates,1955
5_10,14.403,5501,estimates,1955
5_11,16.574,5501,estimates,1955
6_9,9.539,5501,estimates,1955
6_10,11.749,5501,estimates,1955
6_11,13.92,5501,estimates,1955
6_12,16.057,5501,estimates,1955
7_10,9.225,5501,estimates,1955
7_12,13.532,5501,estimates,1955
11_16,12.547,5501,estimates,1955
11_17,14.544,5501,estimates,1955
11_18,16.504,5501,estimates,1955
12_14,6.309,5501,estimates,1955
12_16,10.376,5501,estimates,1955
12_17,12.374,5501,estimates,1955
12_18,14.333,5501,estimates,1955
13_17,10.237,5501,estimates,1955
13_18,12.196,5501,estimates,1955
13_19,14.11,5501,estimates,1955
15_17,6.065,5501,estimates,1955
18_23,11.095,5501,estimates,1955
15_24,18.861,5501,estimates,1955
15_49,49.209,5501,estimates,1955
15_59,55.585,5501,estimates,1955
15_64,57.564,5501,estimates,1955
20_64,47.626,5501,estimates,1955
20_69,49.176,5501,estimates,1955
25_49,30.347,5501,estimates,1955
25_64,38.702,5501,estimates,1955
25_69,40.252,5501,estimates,1955
15plus,60.923,5501,estimates,1955
16plus,58.879,5501,estimates,1955
17plus,56.855,5501,estimates,1955
18plus,54.858,5501,estimates,1955
20plus,50.985,5501,estimates,1955
21plus,49.115,5501,estimates,1955
25plus,42.061,5501,estimates,1955
50plus,11.714,5501,estimates,1955
60plus,5.338,5501,estimates,1955
65plus,3.359,5501,estimates,1955
70plus,1.809,5501,estimates,1955
75plus,0.945,5501,estimates,1955
80plus,0.39,5501,estimates,1955
85plus,0.122,5501,estimates,1955
90plus,0.028,5501,estimates,1955
total,100,5501,estimates,1955
0_1,7.243,5501,estimates,1956
0_4,16.534,5501,estimates,1956
0_14,39.49,5501,estimates,1956
0_17,45.452,5501,estimates,1956
0_19,49.293,5501,estimates,1956
0_24,58.153,5501,estimates,1956
3_4,5.982,5501,estimates,1956
3_5,8.706,5501,estimates,1956
3_6,11.285,5501,estimates,1956
4_5,5.619,5501,estimates,1956
4_6,8.197,5501,estimates,1956
5_14,22.956,5501,estimates,1956
5_10,14.573,5501,estimates,1956
5_11,16.724,5501,estimates,1956
6_9,9.646,5501,estimates,1956
6_10,11.848,5501,estimates,1956
6_11,13.999,5501,estimates,1956
6_12,16.111,5501,estimates,1956
7_10,9.27,5501,estimates,1956
7_12,13.532,5501,estimates,1956
11_16,12.38,5501,estimates,1956
11_17,14.345,5501,estimates,1956
11_18,16.285,5501,estimates,1956
12_14,6.232,5501,estimates,1956
12_16,10.229,5501,estimates,1956
12_17,12.194,5501,estimates,1956
12_18,14.134,5501,estimates,1956
13_17,10.083,5501,estimates,1956
13_18,12.022,5501,estimates,1956
13_19,13.924,5501,estimates,1956
15_17,5.962,5501,estimates,1956
18_23,11.012,5501,estimates,1956
15_24,18.663,5501,estimates,1956
15_49,48.819,5501,estimates,1956
15_59,55.174,5501,estimates,1956
15_64,57.167,5501,estimates,1956
20_64,47.364,5501,estimates,1956
20_69,48.881,5501,estimates,1956
25_49,30.156,5501,estimates,1956
25_64,38.504,5501,estimates,1956
25_69,40.021,5501,estimates,1956
15plus,60.51,5501,estimates,1956
16plus,58.499,5501,estimates,1956
17plus,56.513,5501,estimates,1956
18plus,54.548,5501,estimates,1956
20plus,50.707,5501,estimates,1956
21plus,48.851,5501,estimates,1956
25plus,41.847,5501,estimates,1956
50plus,11.691,5501,estimates,1956
60plus,5.336,5501,estimates,1956
65plus,3.343,5501,estimates,1956
70plus,1.826,5501,estimates,1956
75plus,0.94,5501,estimates,1956
80plus,0.404,5501,estimates,1956
85plus,0.131,5501,estimates,1956
90plus,0.031,5501,estimates,1956
total,100,5501,estimates,1956
0_1,7.048,5501,estimates,1957
0_4,16.599,5501,estimates,1957
0_14,39.772,5501,estimates,1957
0_17,45.655,5501,estimates,1957
0_19,49.454,5501,estimates,1957
0_24,58.274,5501,estimates,1957
3_4,6.158,5501,estimates,1957
3_5,8.963,5501,estimates,1957
3_6,11.613,5501,estimates,1957
4_5,5.787,5501,estimates,1957
4_6,8.436,5501,estimates,1957
5_14,23.173,5501,estimates,1957
5_10,14.846,5501,estimates,1957
5_11,16.993,5501,estimates,1957
6_9,9.833,5501,estimates,1957
6_10,12.04,5501,estimates,1957
6_11,14.188,5501,estimates,1957
6_12,16.286,5501,estimates,1957
7_10,9.39,5501,estimates,1957
7_12,13.636,5501,estimates,1957
11_16,12.277,5501,estimates,1957
11_17,14.21,5501,estimates,1957
11_18,16.123,5501,estimates,1957
12_14,6.18,5501,estimates,1957
12_16,10.129,5501,estimates,1957
12_17,12.062,5501,estimates,1957
12_18,13.975,5501,estimates,1957
13_17,9.965,5501,estimates,1957
13_18,11.877,5501,estimates,1957
13_19,13.764,5501,estimates,1957
15_17,5.883,5501,estimates,1957
18_23,10.939,5501,estimates,1957
15_24,18.502,5501,estimates,1957
15_49,48.532,5501,estimates,1957
15_59,54.879,5501,estimates,1957
15_64,56.92,5501,estimates,1957
20_64,47.237,5501,estimates,1957
20_69,48.703,5501,estimates,1957
25_49,30.03,5501,estimates,1957
25_64,38.417,5501,estimates,1957
25_69,39.883,5501,estimates,1957
15plus,60.228,5501,estimates,1957
16plus,58.237,5501,estimates,1957
17plus,56.278,5501,estimates,1957
18plus,54.345,5501,estimates,1957
20plus,50.546,5501,estimates,1957
21plus,48.696,5501,estimates,1957
25plus,41.726,5501,estimates,1957
50plus,11.696,5501,estimates,1957
60plus,5.349,5501,estimates,1957
65plus,3.308,5501,estimates,1957
70plus,1.843,5501,estimates,1957
75plus,0.919,5501,estimates,1957
80plus,0.412,5501,estimates,1957
85plus,0.136,5501,estimates,1957
90plus,0.033,5501,estimates,1957
total,100,5501,estimates,1957
0_1,6.969,5501,estimates,1958
0_4,16.519,5501,estimates,1958
0_14,40.002,5501,estimates,1958
0_17,45.826,5501,estimates,1958
0_19,49.573,5501,estimates,1958
0_24,58.358,5501,estimates,1958
3_4,6.287,5501,estimates,1958
3_5,9.167,5501,estimates,1958
3_6,11.889,5501,estimates,1958
4_5,5.931,5501,estimates,1958
4_6,8.653,5501,estimates,1958
5_14,23.483,5501,estimates,1958
5_10,15.18,5501,estimates,1958
5_11,17.331,5501,estimates,1958
6_9,10.074,5501,estimates,1958
6_10,12.3,5501,estimates,1958
6_11,14.451,5501,estimates,1958
6_12,16.547,5501,estimates,1958
7_10,9.578,5501,estimates,1958
7_12,13.825,5501,estimates,1958
11_16,12.217,5501,estimates,1958
11_17,14.127,5501,estimates,1958
11_18,16.011,5501,estimates,1958
12_14,6.152,5501,estimates,1958
12_16,10.066,5501,estimates,1958
12_17,11.976,5501,estimates,1958
12_18,13.86,5501,estimates,1958
13_17,9.88,5501,estimates,1958
13_18,11.764,5501,estimates,1958
13_19,13.627,5501,estimates,1958
15_17,5.824,5501,estimates,1958
18_23,10.857,5501,estimates,1958
15_24,18.356,5501,estimates,1958
15_49,48.289,5501,estimates,1958
15_59,54.635,5501,estimates,1958
15_64,56.736,5501,estimates,1958
20_64,47.165,5501,estimates,1958
20_69,48.578,5501,estimates,1958
25_49,29.934,5501,estimates,1958
25_64,38.38,5501,estimates,1958
