agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Polynesia,957,estimates,1950
0_1,7.378,957,estimates,1950
0_4,17.48,957,estimates,1950
0_14,45.402,957,estimates,1950
0_17,52.049,957,estimates,1950
0_19,56.068,957,estimates,1950
0_24,65.036,957,estimates,1950
3_4,6.619,957,estimates,1950
3_5,9.774,957,estimates,1950
3_6,12.839,957,estimates,1950
4_5,6.41,957,estimates,1950
4_6,9.476,957,estimates,1950
5_14,27.922,957,estimates,1950
5_10,17.685,957,estimates,1950
5_11,20.375,957,estimates,1950
6_9,11.775,957,estimates,1950
6_10,14.529,957,estimates,1950
6_11,17.219,957,estimates,1950
6_12,19.834,957,estimates,1950
7_10,11.464,957,estimates,1950
7_12,16.769,957,estimates,1950
11_16,14.763,957,estimates,1950
11_17,16.884,957,estimates,1950
11_18,18.927,957,estimates,1950
12_14,7.547,957,estimates,1950
12_16,12.073,957,estimates,1950
12_17,14.194,957,estimates,1950
12_18,16.237,957,estimates,1950
13_17,11.579,957,estimates,1950
13_18,13.623,957,estimates,1950
13_19,15.599,957,estimates,1950
15_17,6.647,957,estimates,1950
18_23,11.29,957,estimates,1950
15_24,19.634,957,estimates,1950
15_49,46.225,957,estimates,1950
15_59,50.686,957,estimates,1950
15_64,52.316,957,estimates,1950
20_64,41.649,957,estimates,1950
20_69,42.688,957,estimates,1950
25_49,26.591,957,estimates,1950
25_64,32.682,957,estimates,1950
25_69,33.721,957,estimates,1950
15plus,54.598,957,estimates,1950
16plus,52.285,957,estimates,1950
17plus,50.073,957,estimates,1950
18plus,47.951,957,estimates,1950
20plus,43.932,957,estimates,1950
21plus,42.022,957,estimates,1950
25plus,34.964,957,estimates,1950
50plus,8.373,957,estimates,1950
60plus,3.912,957,estimates,1950
65plus,2.282,957,estimates,1950
70plus,1.243,957,estimates,1950
75plus,0.605,957,estimates,1950
80plus,0.261,957,estimates,1950
85plus,0.083,957,estimates,1950
90plus,0.019,957,estimates,1950
total,100,957,estimates,1950
"Region, subregion, country or area *",Polynesia,957,estimates,1951
0_1,7.731,957,estimates,1951
0_4,17.757,957,estimates,1951
0_14,45.431,957,estimates,1951
0_17,52.068,957,estimates,1951
0_19,56.045,957,estimates,1951
0_24,64.924,957,estimates,1951
3_4,6.559,957,estimates,1951
3_5,9.68,957,estimates,1951
3_6,12.712,957,estimates,1951
4_5,6.343,957,estimates,1951
4_6,9.376,957,estimates,1951
5_14,27.674,957,estimates,1951
5_10,17.512,957,estimates,1951
5_11,20.163,957,estimates,1951
6_9,11.667,957,estimates,1951
6_10,14.391,957,estimates,1951
6_11,17.042,957,estimates,1951
6_12,19.628,957,estimates,1951
7_10,11.359,957,estimates,1951
7_12,16.595,957,estimates,1951
11_16,14.686,957,estimates,1951
11_17,16.799,957,estimates,1951
11_18,18.824,957,estimates,1951
12_14,7.511,957,estimates,1951
12_16,12.035,957,estimates,1951
12_17,14.148,957,estimates,1951
12_18,16.173,957,estimates,1951
13_17,11.562,957,estimates,1951
13_18,13.587,957,estimates,1951
13_19,15.539,957,estimates,1951
15_17,6.637,957,estimates,1951
18_23,11.186,957,estimates,1951
15_24,19.493,957,estimates,1951
15_49,46.1,957,estimates,1951
15_59,50.629,957,estimates,1951
15_64,52.232,957,estimates,1951
20_64,41.618,957,estimates,1951
20_69,42.694,957,estimates,1951
25_49,26.606,957,estimates,1951
25_64,32.739,957,estimates,1951
25_69,33.815,957,estimates,1951
15plus,54.569,957,estimates,1951
16plus,52.258,957,estimates,1951
17plus,50.046,957,estimates,1951
18plus,47.932,957,estimates,1951
20plus,43.955,957,estimates,1951
21plus,42.063,957,estimates,1951
25plus,35.076,957,estimates,1951
50plus,8.47,957,estimates,1951
60plus,3.94,957,estimates,1951
65plus,2.337,957,estimates,1951
70plus,1.261,957,estimates,1951
75plus,0.615,957,estimates,1951
80plus,0.265,957,estimates,1951
85plus,0.088,957,estimates,1951
90plus,0.02,957,estimates,1951
total,100,957,estimates,1951
"Region, subregion, country or area *",Polynesia,957,estimates,1952
0_1,8.348,957,estimates,1952
0_4,18.314,957,estimates,1952
0_14,45.625,957,estimates,1952
0_17,52.249,957,estimates,1952
0_19,56.186,957,estimates,1952
0_24,64.942,957,estimates,1952
3_4,6.501,957,estimates,1952
3_5,9.578,957,estimates,1952
3_6,12.562,957,estimates,1952
4_5,6.264,957,estimates,1952
4_6,9.247,957,estimates,1952
5_14,27.311,957,estimates,1952
5_10,17.273,957,estimates,1952
5_11,19.889,957,estimates,1952
6_9,11.499,957,estimates,1952
6_10,14.196,957,estimates,1952
6_11,16.812,957,estimates,1952
6_12,19.355,957,estimates,1952
7_10,11.212,957,estimates,1952
7_12,16.371,957,estimates,1952
11_16,14.554,957,estimates,1952
11_17,16.663,957,estimates,1952
11_18,18.674,957,estimates,1952
12_14,7.422,957,estimates,1952
12_16,11.938,957,estimates,1952
12_17,14.047,957,estimates,1952
12_18,16.057,957,estimates,1952
13_17,11.503,957,estimates,1952
13_18,13.514,957,estimates,1952
13_19,15.44,957,estimates,1952
15_17,6.625,957,estimates,1952
18_23,11.045,957,estimates,1952
15_24,19.317,957,estimates,1952
15_49,45.831,957,estimates,1952
15_59,50.427,957,estimates,1952
15_64,51.978,957,estimates,1952
20_64,41.416,957,estimates,1952
20_69,42.543,957,estimates,1952
