agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Eastern Asia,906,estimates,1950
0_1,6.204,906,estimates,1950
0_4,13.874,906,estimates,1950
0_14,34.665,906,estimates,1950
0_17,40.504,906,estimates,1950
0_19,44.223,906,estimates,1950
0_24,52.696,906,estimates,1950
3_4,4.936,906,estimates,1950
3_5,7.209,906,estimates,1950
3_6,9.391,906,estimates,1950
4_5,4.665,906,estimates,1950
4_6,6.847,906,estimates,1950
5_14,20.791,906,estimates,1950
5_10,12.721,906,estimates,1950
5_11,14.756,906,estimates,1950
6_9,8.416,906,estimates,1950
6_10,10.449,906,estimates,1950
6_11,12.484,906,estimates,1950
6_12,14.516,906,estimates,1950
7_10,8.266,906,estimates,1950
7_12,12.334,906,estimates,1950
11_16,11.985,906,estimates,1950
11_17,13.91,906,estimates,1950
11_18,15.793,906,estimates,1950
12_14,6.035,906,estimates,1950
12_16,9.95,906,estimates,1950
12_17,11.875,906,estimates,1950
12_18,13.758,906,estimates,1950
13_17,9.842,906,estimates,1950
13_18,11.726,906,estimates,1950
13_19,13.56,906,estimates,1950
15_17,5.84,906,estimates,1950
18_23,10.585,906,estimates,1950
15_24,18.032,906,estimates,1950
15_49,50.156,906,estimates,1950
15_59,58.042,906,estimates,1950
15_64,60.945,906,estimates,1950
20_64,51.387,906,estimates,1950
20_69,53.563,906,estimates,1950
25_49,32.124,906,estimates,1950
25_64,42.913,906,estimates,1950
25_69,45.089,906,estimates,1950
15plus,65.335,906,estimates,1950
16plus,63.369,906,estimates,1950
17plus,61.42,906,estimates,1950
18plus,59.496,906,estimates,1950
20plus,55.777,906,estimates,1950
21plus,53.991,906,estimates,1950
25plus,47.304,906,estimates,1950
50plus,15.18,906,estimates,1950
60plus,7.293,906,estimates,1950
65plus,4.391,906,estimates,1950
70plus,2.214,906,estimates,1950
75plus,0.952,906,estimates,1950
80plus,0.294,906,estimates,1950
85plus,0.059,906,estimates,1950
90plus,0.01,906,estimates,1950
total,100,906,estimates,1950
"Region, subregion, country or area *",Eastern Asia,906,estimates,1951
0_1,6.665,906,estimates,1951
0_4,14.64,906,estimates,1951
0_14,35.278,906,estimates,1951
0_17,41.03,906,estimates,1951
0_19,44.738,906,estimates,1951
0_24,53.207,906,estimates,1951
3_4,5.117,906,estimates,1951
3_5,7.445,906,estimates,1951
3_6,9.658,906,estimates,1951
4_5,4.799,906,estimates,1951
4_6,7.012,906,estimates,1951
5_14,20.638,906,estimates,1951
5_10,12.729,906,estimates,1951
5_11,14.71,906,estimates,1951
6_9,8.409,906,estimates,1951
6_10,10.401,906,estimates,1951
6_11,12.382,906,estimates,1951
6_12,14.365,906,estimates,1951
7_10,8.188,906,estimates,1951
7_12,12.152,906,estimates,1951
11_16,11.762,906,estimates,1951
11_17,13.661,906,estimates,1951
11_18,15.535,906,estimates,1951
12_14,5.929,906,estimates,1951
12_16,9.781,906,estimates,1951
12_17,11.68,906,estimates,1951
12_18,13.554,906,estimates,1951
13_17,9.697,906,estimates,1951
13_18,11.57,906,estimates,1951
13_19,13.405,906,estimates,1951
15_17,5.752,906,estimates,1951
18_23,10.573,906,estimates,1951
15_24,17.929,906,estimates,1951
15_49,49.701,906,estimates,1951
15_59,57.472,906,estimates,1951
15_64,60.326,906,estimates,1951
20_64,50.866,906,estimates,1951
20_69,53.004,906,estimates,1951
25_49,31.772,906,estimates,1951
25_64,42.397,906,estimates,1951
25_69,44.535,906,estimates,1951
15plus,64.722,906,estimates,1951
16plus,62.785,906,estimates,1951
17plus,60.87,906,estimates,1951
18plus,58.97,906,estimates,1951
20plus,55.262,906,estimates,1951
21plus,53.476,906,estimates,1951
25plus,46.793,906,estimates,1951
50plus,15.021,906,estimates,1951
60plus,7.25,906,estimates,1951
65plus,4.396,906,estimates,1951
70plus,2.258,906,estimates,1951
75plus,0.983,906,estimates,1951
80plus,0.324,906,estimates,1951
85plus,0.07,906,estimates,1951
90plus,0.011,906,estimates,1951
total,100,906,estimates,1951
"Region, subregion, country or area *",Eastern Asia,906,estimates,1952
0_1,7.186,906,estimates,1952
0_4,15.464,906,estimates,1952
0_14,36.013,906,estimates,1952
0_17,41.672,906,estimates,1952
0_19,45.34,906,estimates,1952
0_24,53.794,906,estimates,1952
3_4,5.306,906,estimates,1952
3_5,7.701,906,estimates,1952
3_6,9.963,906,estimates,1952
4_5,4.953,906,estimates,1952
4_6,7.215,906,estimates,1952
5_14,20.549,906,estimates,1952
5_10,12.825,906,estimates,1952
5_11,14.762,906,estimates,1952
6_9,8.472,906,estimates,1952
6_10,10.429,906,estimates,1952
6_11,12.366,906,estimates,1952
6_12,14.294,906,estimates,1952
7_10,8.167,906,estimates,1952
7_12,12.033,906,estimates,1952
11_16,11.52,906,estimates,1952
11_17,13.383,906,estimates,1952
11_18,15.23,906,estimates,1952
12_14,5.787,906,estimates,1952
12_16,9.582,906,estimates,1952
12_17,11.446,906,estimates,1952
12_18,13.293,906,estimates,1952
13_17,9.518,906,estimates,1952
13_18,11.365,906,estimates,1952
13_19,13.186,906,estimates,1952
15_17,5.659,906,estimates,1952
18_23,10.522,906,estimates,1952
15_24,17.781,906,estimates,1952
15_49,49.148,906,estimates,1952
15_59,56.815,906,estimates,1952
15_64,59.633,906,estimates,1952
20_64,50.306,906,estimates,1952
20_69,52.382,906,estimates,1952
25_49,31.368,906,estimates,1952
25_64,41.852,906,estimates,1952
25_69,43.928,906,estimates,1952
15plus,63.987,906,estimates,1952
16plus,62.076,906,estimates,1952
17plus,60.192,906,estimates,1952
18plus,58.328,906,estimates,1952
20plus,54.66,906,estimates,1952
21plus,52.877,906,estimates,1952
25plus,46.206,906,estimates,1952
50plus,14.839,906,estimates,1952
60plus,7.172,906,estimates,1952
65plus,4.354,906,estimates,1952
70plus,2.278,906,estimates,1952
75plus,0.989,906,estimates,1952
80plus,0.344,906,estimates,1952
85plus,0.079,906,estimates,1952
90plus,0.012,906,estimates,1952
total,100,906,estimates,1952
"Region, subregion, country or area *",Eastern Asia,906,estimates,1953
0_1,7.321,906,estimates,1953
0_4,16.014,906,estimates,1953
0_14,36.621,906,estimates,1953
0_17,42.202,906,estimates,1953
0_19,45.818,906,estimates,1953
0_24,54.266,906,estimates,1953
3_4,5.496,906,estimates,1953
3_5,7.971,906,estimates,1953
3_6,10.299,906,estimates,1953
4_5,5.124,906,estimates,1953
4_6,7.452,906,estimates,1953
5_14,20.607,906,estimates,1953
5_10,13.05,906,estimates,1953
5_11,14.955,906,estimates,1953
6_9,8.632,906,estimates,1953
6_10,10.574,906,estimates,1953
6_11,12.479,906,estimates,1953
6_12,14.367,906,estimates,1953
7_10,8.247,906,estimates,1953
