agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",More developed regions,901,estimates,1950
0_1,4.629,901,estimates,1950
0_4,10.176,901,estimates,1950
0_14,27.408,901,estimates,1950
0_17,32.423,901,estimates,1950
0_19,35.772,901,estimates,1950
0_24,44.508,901,estimates,1950
3_4,3.564,901,estimates,1950
3_5,5.231,901,estimates,1950
3_6,6.867,901,estimates,1950
4_5,3.397,901,estimates,1950
4_6,5.033,901,estimates,1950
5_14,17.232,901,estimates,1950
5_10,9.999,901,estimates,1950
5_11,11.804,901,estimates,1950
6_9,6.6,901,estimates,1950
6_10,8.333,901,estimates,1950
6_11,10.137,901,estimates,1950
6_12,11.98,901,estimates,1950
7_10,6.697,901,estimates,1950
7_12,10.344,901,estimates,1950
11_16,10.611,901,estimates,1950
11_17,12.247,901,estimates,1950
11_18,13.9,901,estimates,1950
12_14,5.428,901,estimates,1950
12_16,8.806,901,estimates,1950
12_17,10.442,901,estimates,1950
12_18,12.096,901,estimates,1950
13_17,8.6,901,estimates,1950
13_18,10.253,901,estimates,1950
13_19,11.949,901,estimates,1950
15_17,5.015,901,estimates,1950
18_23,10.369,901,estimates,1950
15_24,17.1,901,estimates,1950
15_49,51.389,901,estimates,1950
15_59,61.065,901,estimates,1950
15_64,64.892,901,estimates,1950
20_64,56.528,901,estimates,1950
20_69,59.625,901,estimates,1950
25_49,34.289,901,estimates,1950
25_64,47.792,901,estimates,1950
25_69,50.889,901,estimates,1950
15plus,72.592,901,estimates,1950
16plus,70.877,901,estimates,1950
17plus,69.214,901,estimates,1950
18plus,67.577,901,estimates,1950
20plus,64.228,901,estimates,1950
21plus,62.499,901,estimates,1950
25plus,55.492,901,estimates,1950
50plus,21.203,901,estimates,1950
60plus,11.527,901,estimates,1950
65plus,7.7,901,estimates,1950
70plus,4.603,901,estimates,1950
75plus,2.371,901,estimates,1950
80plus,0.991,901,estimates,1950
85plus,0.348,901,estimates,1950
90plus,0.089,901,estimates,1950
total,100,901,estimates,1950
"Region, subregion, country or area *",More developed regions,901,estimates,1951
0_1,4.587,901,estimates,1951
0_4,10.517,901,estimates,1951
0_14,27.504,901,estimates,1951
0_17,32.564,901,estimates,1951
0_19,35.801,901,estimates,1951
0_24,44.377,901,estimates,1951
3_4,3.793,901,estimates,1951
3_5,5.525,901,estimates,1951
3_6,7.188,901,estimates,1951
4_5,3.561,901,estimates,1951
4_6,5.224,901,estimates,1951
5_14,16.986,901,estimates,1951
5_10,9.891,901,estimates,1951
5_11,11.599,901,estimates,1951
6_9,6.502,901,estimates,1951
6_10,8.159,901,estimates,1951
6_11,9.868,901,estimates,1951
6_12,11.646,901,estimates,1951
7_10,6.497,901,estimates,1951
7_12,9.983,901,estimates,1951
11_16,10.52,901,estimates,1951
11_17,12.156,901,estimates,1951
11_18,13.766,901,estimates,1951
12_14,5.387,901,estimates,1951
12_16,8.811,901,estimates,1951
12_17,10.448,901,estimates,1951
12_18,12.058,901,estimates,1951
13_17,8.67,901,estimates,1951
13_18,10.279,901,estimates,1951
13_19,11.906,901,estimates,1951
15_17,5.061,901,estimates,1951
18_23,10.084,901,estimates,1951
15_24,16.874,901,estimates,1951
15_49,51.13,901,estimates,1951
15_59,60.887,901,estimates,1951
15_64,64.699,901,estimates,1951
20_64,56.401,901,estimates,1951
20_69,59.498,901,estimates,1951
25_49,34.257,901,estimates,1951
25_64,47.825,901,estimates,1951
25_69,50.922,901,estimates,1951
15plus,72.496,901,estimates,1951
16plus,70.76,901,estimates,1951
17plus,69.072,901,estimates,1951
18plus,67.436,901,estimates,1951
20plus,64.199,901,estimates,1951
21plus,62.531,901,estimates,1951
