agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Western Europe,926,estimates,1950
0_1,3.551,926,estimates,1950
0_4,8.03,926,estimates,1950
0_14,23.225,926,estimates,1950
0_17,27.769,926,estimates,1950
0_19,30.712,926,estimates,1950
0_24,38.057,926,estimates,1950
3_4,2.912,926,estimates,1950
3_5,4.317,926,estimates,1950
3_6,5.721,926,estimates,1950
4_5,2.835,926,estimates,1950
4_6,4.239,926,estimates,1950
5_14,15.195,926,estimates,1950
5_10,8.72,926,estimates,1950
5_11,10.33,926,estimates,1950
6_9,5.771,926,estimates,1950
6_10,7.315,926,estimates,1950
6_11,8.925,926,estimates,1950
6_12,10.57,926,estimates,1950
7_10,5.911,926,estimates,1950
7_12,9.166,926,estimates,1950
11_16,9.536,926,estimates,1950
11_17,11.018,926,estimates,1950
11_18,12.489,926,estimates,1950
12_14,4.865,926,estimates,1950
12_16,7.926,926,estimates,1950
12_17,9.409,926,estimates,1950
12_18,10.88,926,estimates,1950
13_17,7.763,926,estimates,1950
13_18,9.234,926,estimates,1950
13_19,10.706,926,estimates,1950
15_17,4.543,926,estimates,1950
18_23,8.778,926,estimates,1950
15_24,14.832,926,estimates,1950
15_49,49.88,926,estimates,1950
15_59,61.859,926,estimates,1950
15_64,66.629,926,estimates,1950
20_64,59.143,926,estimates,1950
20_69,63.085,926,estimates,1950
25_49,35.049,926,estimates,1950
25_64,51.797,926,estimates,1950
25_69,55.74,926,estimates,1950
15plus,76.775,926,estimates,1950
16plus,75.225,926,estimates,1950
17plus,73.713,926,estimates,1950
18plus,72.231,926,estimates,1950
20plus,69.288,926,estimates,1950
21plus,67.824,926,estimates,1950
25plus,61.943,926,estimates,1950
50plus,26.894,926,estimates,1950
60plus,14.916,926,estimates,1950
65plus,10.146,926,estimates,1950
70plus,6.203,926,estimates,1950
75plus,3.1,926,estimates,1950
80plus,1.205,926,estimates,1950
85plus,0.387,926,estimates,1950
90plus,0.078,926,estimates,1950
total,100,926,estimates,1950
