agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Northern Europe,924,estimates,1950
0_1,3.824,924,estimates,1950
0_4,9.026,924,estimates,1950
0_14,23.717,924,estimates,1950
0_17,27.697,924,estimates,1950
0_19,30.366,924,estimates,1950
0_24,37.399,924,estimates,1950
3_4,3.404,924,estimates,1950
3_5,5.025,924,estimates,1950
3_6,6.599,924,estimates,1950
4_5,3.293,924,estimates,1950
4_6,4.867,924,estimates,1950
5_14,14.691,924,estimates,1950
5_10,9.133,924,estimates,1950
5_11,10.554,924,estimates,1950
6_9,6.072,924,estimates,1950
6_10,7.513,924,estimates,1950
6_11,8.934,924,estimates,1950
6_12,10.335,924,estimates,1950
7_10,5.939,924,estimates,1950
7_12,8.761,924,estimates,1950
11_16,8.22,924,estimates,1950
11_17,9.538,924,estimates,1950
11_18,10.864,924,estimates,1950
12_14,4.137,924,estimates,1950
12_16,6.798,924,estimates,1950
12_17,8.117,924,estimates,1950
12_18,9.442,924,estimates,1950
13_17,6.715,924,estimates,1950
13_18,8.041,924,estimates,1950
13_19,9.384,924,estimates,1950
15_17,3.98,924,estimates,1950
18_23,8.234,924,estimates,1950
15_24,13.683,924,estimates,1950
15_49,50.068,924,estimates,1950
15_59,61.337,924,estimates,1950
15_64,65.942,924,estimates,1950
20_64,59.293,924,estimates,1950
20_69,63.174,924,estimates,1950
25_49,36.385,924,estimates,1950
25_64,52.259,924,estimates,1950
25_69,56.14,924,estimates,1950
15plus,76.283,924,estimates,1950
16plus,74.945,924,estimates,1950
17plus,73.621,924,estimates,1950
18plus,72.303,924,estimates,1950
20plus,69.634,924,estimates,1950
21plus,68.274,924,estimates,1950
25plus,62.601,924,estimates,1950
50plus,26.216,924,estimates,1950
60plus,14.947,924,estimates,1950
65plus,10.341,924,estimates,1950
70plus,6.461,924,estimates,1950
75plus,3.42,924,estimates,1950
80plus,1.452,924,estimates,1950
85plus,0.465,924,estimates,1950
90plus,0.098,924,estimates,1950
total,100,924,estimates,1950
"Region, subregion, country or area *",Northern Europe,924,estimates,1951
0_1,3.561,924,estimates,1951
0_4,8.931,924,estimates,1951
0_14,23.852,924,estimates,1951
0_17,27.847,924,estimates,1951
0_19,30.479,924,estimates,1951
0_24,37.348,924,estimates,1951
3_4,3.518,924,estimates,1951
3_5,5.19,924,estimates,1951
3_6,6.808,924,estimates,1951
4_5,3.401,924,estimates,1951
4_6,5.019,924,estimates,1951
5_14,14.921,924,estimates,1951
5_10,9.321,924,estimates,1951
5_11,10.752,924,estimates,1951
6_9,6.192,924,estimates,1951
6_10,7.649,924,estimates,1951
6_11,9.08,924,estimates,1951
6_12,10.49,924,estimates,1951
7_10,6.03,924,estimates,1951
7_12,8.872,924,estimates,1951
11_16,8.278,924,estimates,1951
11_17,9.595,924,estimates,1951
11_18,10.907,924,estimates,1951
12_14,4.169,924,estimates,1951
12_16,6.847,924,estimates,1951
12_17,8.164,924,estimates,1951
12_18,9.476,924,estimates,1951
13_17,6.754,924,estimates,1951
13_18,8.066,924,estimates,1951
13_19,9.386,924,estimates,1951
15_17,3.995,924,estimates,1951
18_23,8.079,924,estimates,1951
15_24,13.496,924,estimates,1951
15_49,49.692,924,estimates,1951
15_59,61.08,924,estimates,1951
15_64,65.683,924,estimates,1951
20_64,59.056,924,estimates,1951
20_69,62.932,924,estimates,1951
25_49,36.196,924,estimates,1951
25_64,52.187,924,estimates,1951
25_69,56.063,924,estimates,1951
15plus,76.148,924,estimates,1951
16plus,74.801,924,estimates,1951
17plus,73.47,924,estimates,1951
18plus,72.153,924,estimates,1951
20plus,69.521,924,estimates,1951
21plus,68.185,924,estimates,1951
25plus,62.652,924,estimates,1951
50plus,26.456,924,estimates,1951
60plus,15.068,924,estimates,1951
65plus,10.465,924,estimates,1951
70plus,6.589,924,estimates,1951
75plus,3.545,924,estimates,1951
80plus,1.54,924,estimates,1951
85plus,0.511,924,estimates,1951
90plus,0.115,924,estimates,1951
total,100,924,estimates,1951
"Region, subregion, country or area *",Northern Europe,924,estimates,1952
0_1,3.045,924,estimates,1952
0_4,8.551,924,estimates,1952
0_14,23.789,924,estimates,1952
0_17,27.818,924,estimates,1952
0_19,30.441,924,estimates,1952
0_24,37.188,924,estimates,1952
3_4,3.621,924,estimates,1952
3_5,5.351,924,estimates,1952
3_6,7.026,924,estimates,1952
4_5,3.515,924,estimates,1952
4_6,5.19,924,estimates,1952
5_14,15.239,924,estimates,1952
5_10,9.578,924,estimates,1952
5_11,11.028,924,estimates,1952
6_9,6.371,924,estimates,1952
6_10,7.848,924,estimates,1952
6_11,9.298,924,estimates,1952
6_12,10.723,924,estimates,1952
7_10,6.173,924,estimates,1952
7_12,9.048,924,estimates,1952
11_16,8.363,924,estimates,1952
11_17,9.689,924,estimates,1952
11_18,11.003,924,estimates,1952
12_14,4.21,924,estimates,1952
12_16,6.913,924,estimates,1952
12_17,8.239,924,estimates,1952
12_18,9.553,924,estimates,1952
13_17,6.814,924,estimates,1952
13_18,8.128,924,estimates,1952
13_19,9.437,924,estimates,1952
15_17,4.029,924,estimates,1952
18_23,7.985,924,estimates,1952
15_24,13.399,924,estimates,1952
15_49,49.437,924,estimates,1952
