agebroad,percentagetotalpopulation,region,variant,year
0_1,6.783,954,estimates,1950
0_4,15.157,954,estimates,1950
0_14,36.025,954,estimates,1950
0_17,42.144,954,estimates,1950
0_19,46.678,954,estimates,1950
0_24,59.382,954,estimates,1950
3_4,5.373,954,estimates,1950
3_5,7.804,954,estimates,1950
3_6,10.098,954,estimates,1950
4_5,5.022,954,estimates,1950
4_6,7.316,954,estimates,1950
5_14,20.868,954,estimates,1950
5_10,13.019,954,estimates,1950
5_11,14.98,954,estimates,1950
6_9,8.604,954,estimates,1950
6_10,10.589,954,estimates,1950
6_11,12.55,954,estimates,1950
6_12,14.501,954,estimates,1950
7_10,8.295,954,estimates,1950
7_12,12.207,954,estimates,1950
11_16,11.882,954,estimates,1950
11_17,13.968,954,estimates,1950
11_18,16.166,954,estimates,1950
12_14,5.889,954,estimates,1950
12_16,9.922,954,estimates,1950
12_17,12.007,954,estimates,1950
12_18,14.205,954,estimates,1950
13_17,10.056,954,estimates,1950
13_18,12.254,954,estimates,1950
13_19,14.59,954,estimates,1950
15_17,6.119,954,estimates,1950
18_23,14.837,954,estimates,1950
15_24,23.357,954,estimates,1950
15_49,54.009,954,estimates,1950
15_59,58.901,954,estimates,1950
15_64,60.623,954,estimates,1950
20_64,49.969,954,estimates,1950
20_69,51.216,954,estimates,1950
25_49,30.653,954,estimates,1950
25_64,37.266,954,estimates,1950
25_69,38.513,954,estimates,1950
15plus,63.975,954,estimates,1950
16plus,61.969,954,estimates,1950
17plus,59.942,954,estimates,1950
18plus,57.856,954,estimates,1950
20plus,53.322,954,estimates,1950
21plus,50.855,954,estimates,1950
25plus,40.618,954,estimates,1950
50plus,9.966,954,estimates,1950
60plus,5.074,954,estimates,1950
65plus,3.352,954,estimates,1950
70plus,2.105,954,estimates,1950
75plus,1.168,954,estimates,1950
80plus,0.55,954,estimates,1950
85plus,0.124,954,estimates,1950
90plus,0.021,954,estimates,1950
total,100,954,estimates,1950
0_1,6.979,954,estimates,1951
0_4,15.677,954,estimates,1951
0_14,36.949,954,estimates,1951
0_17,43.007,954,estimates,1951
0_19,47.28,954,estimates,1951
0_24,59.076,954,estimates,1951
3_4,5.585,954,estimates,1951
3_5,8.109,954,estimates,1951
3_6,10.489,954,estimates,1951
4_5,5.219,954,estimates,1951
4_6,7.599,954,estimates,1951
5_14,21.272,954,estimates,1951
5_10,13.428,954,estimates,1951
5_11,15.409,954,estimates,1951
6_9,8.882,954,estimates,1951
6_10,10.904,954,estimates,1951
6_11,12.885,954,estimates,1951
6_12,14.84,954,estimates,1951
7_10,8.524,954,estimates,1951
7_12,12.46,954,estimates,1951
11_16,11.852,954,estimates,1951
11_17,13.902,954,estimates,1951
11_18,16.002,954,estimates,1951
12_14,5.863,954,estimates,1951
12_16,9.871,954,estimates,1951
12_17,11.921,954,estimates,1951
12_18,14.021,954,estimates,1951
13_17,9.966,954,estimates,1951
13_18,12.066,954,estimates,1951
13_19,14.238,954,estimates,1951
15_17,6.058,954,estimates,1951
18_23,13.705,954,estimates,1951
15_24,22.127,954,estimates,1951
15_49,53.116,954,estimates,1951
15_59,58,954,estimates,1951
15_64,59.728,954,estimates,1951
20_64,49.397,954,estimates,1951
20_69,50.638,954,estimates,1951
25_49,30.989,954,estimates,1951
25_64,37.601,954,estimates,1951
25_69,38.842,954,estimates,1951
15plus,63.051,954,estimates,1951
16plus,61.062,954,estimates,1951
17plus,59.043,954,estimates,1951
18plus,56.993,954,estimates,1951
20plus,52.72,954,estimates,1951
21plus,50.466,954,estimates,1951
25plus,40.924,954,estimates,1951
50plus,9.935,954,estimates,1951
60plus,5.051,954,estimates,1951
65plus,3.323,954,estimates,1951
70plus,2.082,954,estimates,1951
75plus,1.164,954,estimates,1951
80plus,0.563,954,estimates,1951
85plus,0.153,954,estimates,1951
90plus,0.025,954,estimates,1951
total,100,954,estimates,1951
0_1,7.073,954,estimates,1952
0_4,16.05,954,estimates,1952
0_14,37.759,954,estimates,1952
0_17,43.751,954,estimates,1952
0_19,47.937,954,estimates,1952
0_24,58.917,954,estimates,1952
3_4,5.768,954,estimates,1952
3_5,8.378,954,estimates,1952
3_6,10.838,954,estimates,1952
4_5,5.395,954,estimates,1952
4_6,7.855,954,estimates,1952
5_14,21.709,954,estimates,1952
5_10,13.828,954,estimates,1952
5_11,15.841,954,estimates,1952
6_9,9.151,954,estimates,1952
6_10,11.218,954,estimates,1952
6_11,13.231,954,estimates,1952
6_12,15.208,954,estimates,1952
7_10,8.758,954,estimates,1952
7_12,12.748,954,estimates,1952
11_16,11.838,954,estimates,1952
11_17,13.873,954,estimates,1952
11_18,15.946,954,estimates,1952
12_14,5.868,954,estimates,1952
12_16,9.825,954,estimates,1952
12_17,11.859,954,estimates,1952
12_18,13.933,954,estimates,1952
13_17,9.883,954,estimates,1952
13_18,11.956,954,estimates,1952
13_19,14.069,954,estimates,1952
15_17,5.992,954,estimates,1952
18_23,12.944,954,estimates,1952
15_24,21.158,954,estimates,1952
15_49,52.337,954,estimates,1952
15_59,57.216,954,estimates,1952
15_64,58.949,954,estimates,1952
20_64,48.771,954,estimates,1952
20_69,50.02,954,estimates,1952
25_49,31.18,954,estimates,1952
25_64,37.792,954,estimates,1952
25_69,39.04,954,estimates,1952
15plus,62.241,954,estimates,1952
16plus,60.28,954,estimates,1952
17plus,58.284,954,estimates,1952
18plus,56.249,954,estimates,1952
20plus,52.063,954,estimates,1952
21plus,49.914,954,estimates,1952
25plus,41.083,954,estimates,1952
50plus,9.904,954,estimates,1952
60plus,5.025,954,estimates,1952
65plus,3.292,954,estimates,1952
70plus,2.043,954,estimates,1952
75plus,1.146,954,estimates,1952
80plus,0.553,954,estimates,1952
85plus,0.176,954,estimates,1952
90plus,0.028,954,estimates,1952
total,100,954,estimates,1952
0_1,7.192,954,estimates,1953
0_4,16.305,954,estimates,1953
0_14,38.478,954,estimates,1953
0_17,44.385,954,estimates,1953
0_19,48.529,954,estimates,1953
0_24,59.013,954,estimates,1953
3_4,5.917,954,estimates,1953
3_5,8.6,954,estimates,1953
3_6,11.13,954,estimates,1953
4_5,5.542,954,estimates,1953
4_6,8.072,954,estimates,1953
5_14,22.173,954,estimates,1953
5_10,14.2,954,estimates,1953
5_11,16.252,954,estimates,1953
6_9,9.402,954,estimates,1953
6_10,11.517,954,estimates,1953
6_11,13.569,954,estimates,1953
6_12,15.575,954,estimates,1953
7_10,8.987,954,estimates,1953
7_12,13.045,954,estimates,1953
11_16,11.875,954,estimates,1953
11_17,13.88,954,estimates,1953
11_18,15.928,954,estimates,1953
12_14,5.92,954,estimates,1953
12_16,9.822,954,estimates,1953
12_17,11.827,954,estimates,1953
12_18,13.875,954,estimates,1953
13_17,9.822,954,estimates,1953
13_18,11.869,954,estimates,1953
13_19,13.966,954,estimates,1953
15_17,5.907,954,estimates,1953
18_23,12.577,954,estimates,1953
15_24,20.536,954,estimates,1953
15_49,51.657,954,estimates,1953
15_59,56.533,954,estimates,1953
15_64,58.262,954,estimates,1953
20_64,48.211,954,estimates,1953
20_69,49.475,954,estimates,1953
25_49,31.121,954,estimates,1953
25_64,37.726,954,estimates,1953
25_69,38.99,954,estimates,1953
15plus,61.522,954,estimates,1953
16plus,59.584,954,estimates,1953
17plus,57.621,954,estimates,1953
18plus,55.615,954,estimates,1953
20plus,51.471,954,estimates,1953
21plus,49.345,954,estimates,1953
25plus,40.987,954,estimates,1953
50plus,9.865,954,estimates,1953
60plus,4.99,954,estimates,1953
65plus,3.26,954,estimates,1953
70plus,1.997,954,estimates,1953
75plus,1.125,954,estimates,1953
80plus,0.532,954,estimates,1953
85plus,0.191,954,estimates,1953
90plus,0.028,954,estimates,1953
total,100,954,estimates,1953
0_1,7.29,954,estimates,1954
0_4,16.509,954,estimates,1954
0_14,39.122,954,estimates,1954
0_17,44.96,954,estimates,1954
0_19,49.033,954,estimates,1954
0_24,59.379,954,estimates,1954
3_4,5.956,954,estimates,1954
3_5,8.694,954,estimates,1954
3_6,11.279,954,estimates,1954
4_5,5.649,954,estimates,1954
4_6,8.234,954,estimates,1954
5_14,22.613,954,estimates,1954
5_10,14.512,954,estimates,1954
5_11,16.607,954,estimates,1954
6_9,9.615,954,estimates,1954
6_10,11.775,954,estimates,1954
6_11,13.869,954,estimates,1954
6_12,15.909,954,estimates,1954
7_10,9.19,954,estimates,1954
7_12,13.324,954,estimates,1954
11_16,11.974,954,estimates,1954
11_17,13.938,954,estimates,1954
11_18,15.951,954,estimates,1954
12_14,6.006,954,estimates,1954
12_16,9.88,954,estimates,1954
12_17,11.844,954,estimates,1954
12_18,13.857,954,estimates,1954
13_17,9.804,954,estimates,1954
13_18,11.817,954,estimates,1954
13_19,13.877,954,estimates,1954
15_17,5.838,954,estimates,1954
18_23,12.461,954,estimates,1954
15_24,20.257,954,estimates,1954
15_49,51.065,954,estimates,1954
15_59,55.935,954,estimates,1954
15_64,57.651,954,estimates,1954
20_64,47.74,954,estimates,1954
20_69,49.022,954,estimates,1954
25_49,30.808,954,estimates,1954
25_64,37.394,954,estimates,1954
25_69,38.676,954,estimates,1954
15plus,60.878,954,estimates,1954
16plus,58.939,954,estimates,1954
17plus,57.004,954,estimates,1954
18plus,55.04,954,estimates,1954
20plus,50.967,954,estimates,1954
21plus,48.849,954,estimates,1954
25plus,40.621,954,estimates,1954
50plus,9.813,954,estimates,1954
60plus,4.943,954,estimates,1954
65plus,3.227,954,estimates,1954
70plus,1.945,954,estimates,1954
75plus,1.089,954,estimates,1954
80plus,0.497,954,estimates,1954
85plus,0.186,954,estimates,1954
90plus,0.027,954,estimates,1954
total,100,954,estimates,1954
0_1,7.366,954,estimates,1955
0_4,16.751,954,estimates,1955
0_14,39.696,954,estimates,1955
0_17,45.523,954,estimates,1955
0_19,49.507,954,estimates,1955
0_24,59.898,954,estimates,1955
3_4,6.056,954,estimates,1955
3_5,8.825,954,estimates,1955
3_6,11.444,954,estimates,1955
4_5,5.703,954,estimates,1955
4_6,8.323,954,estimates,1955
5_14,22.945,954,estimates,1955
5_10,14.727,954,estimates,1955
5_11,16.855,954,estimates,1955
6_9,9.763,954,estimates,1955
6_10,11.958,954,estimates,1955
6_11,14.087,954,estimates,1955
6_12,16.158,954,estimates,1955
7_10,9.339,954,estimates,1955
7_12,13.539,954,estimates,1955
11_16,12.114,954,estimates,1955
11_17,14.046,954,estimates,1955
11_18,16.01,954,estimates,1955
12_14,6.09,954,estimates,1955
12_16,9.986,954,estimates,1955
12_17,11.918,954,estimates,1955
12_18,13.882,954,estimates,1955
13_17,9.846,954,estimates,1955
