agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Western Asia,922,estimates,1950
0_1,6.622,922,estimates,1950
0_4,14.925,922,estimates,1950
0_14,38.052,922,estimates,1950
0_17,44.522,922,estimates,1950
0_19,48.631,922,estimates,1950
0_24,57.845,922,estimates,1950
3_4,5.361,922,estimates,1950
3_5,7.851,922,estimates,1950
3_6,10.256,922,estimates,1950
4_5,5.096,922,estimates,1950
4_6,7.501,922,estimates,1950
5_14,23.127,922,estimates,1950
5_10,14.098,922,estimates,1950
5_11,16.377,922,estimates,1950
6_9,9.335,922,estimates,1950
6_10,11.607,922,estimates,1950
6_11,13.886,922,estimates,1950
6_12,16.163,922,estimates,1950
7_10,9.202,922,estimates,1950
7_12,13.758,922,estimates,1950
11_16,13.376,922,estimates,1950
11_17,15.499,922,estimates,1950
11_18,17.579,922,estimates,1950
12_14,6.751,922,estimates,1950
12_16,11.097,922,estimates,1950
12_17,13.22,922,estimates,1950
12_18,15.3,922,estimates,1950
13_17,10.944,922,estimates,1950
13_18,13.023,922,estimates,1950
13_19,15.052,922,estimates,1950
15_17,6.47,922,estimates,1950
18_23,11.642,922,estimates,1950
15_24,19.793,922,estimates,1950
15_49,48.399,922,estimates,1950
15_59,55.15,922,estimates,1950
15_64,57.695,922,estimates,1950
20_64,47.116,922,estimates,1950
20_69,48.888,922,estimates,1950
25_49,28.606,922,estimates,1950
25_64,37.902,922,estimates,1950
25_69,39.674,922,estimates,1950
15plus,61.948,922,estimates,1950
16plus,59.76,922,estimates,1950
17plus,57.601,922,estimates,1950
18plus,55.478,922,estimates,1950
20plus,51.369,922,estimates,1950
21plus,49.393,922,estimates,1950
25plus,42.155,922,estimates,1950
50plus,13.549,922,estimates,1950
60plus,6.798,922,estimates,1950
65plus,4.253,922,estimates,1950
70plus,2.481,922,estimates,1950
75plus,1.154,922,estimates,1950
80plus,0.458,922,estimates,1950
85plus,0.151,922,estimates,1950
90plus,0.038,922,estimates,1950
total,100,922,estimates,1950
"Region, subregion, country or area *",Western Asia,922,estimates,1951
0_1,6.978,922,estimates,1951
0_4,15.491,922,estimates,1951
0_14,38.318,922,estimates,1951
0_17,44.695,922,estimates,1951
0_19,48.772,922,estimates,1951
0_24,58.041,922,estimates,1951
3_4,5.479,922,estimates,1951
3_5,7.997,922,estimates,1951
3_6,10.409,922,estimates,1951
4_5,5.172,922,estimates,1951
4_6,7.584,922,estimates,1951
5_14,22.827,922,estimates,1951
5_10,13.995,922,estimates,1951
5_11,16.206,922,estimates,1951
6_9,9.259,922,estimates,1951
