agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",South-Eastern Asia,920,estimates,1950
0_1,6.422,920,estimates,1950
0_4,14.818,920,estimates,1950
0_14,38.601,920,estimates,1950
0_17,45.046,920,estimates,1950
0_19,49.083,920,estimates,1950
0_24,58.114,920,estimates,1950
3_4,5.462,920,estimates,1950
3_5,8.039,920,estimates,1950
3_6,10.541,920,estimates,1950
4_5,5.249,920,estimates,1950
4_6,7.751,920,estimates,1950
5_14,23.784,920,estimates,1950
5_10,14.635,920,estimates,1950
5_11,16.966,920,estimates,1950
6_9,9.714,920,estimates,1950
6_10,12.058,920,estimates,1950
6_11,14.389,920,estimates,1950
6_12,16.7,920,estimates,1950
7_10,9.556,920,estimates,1950
7_12,14.198,920,estimates,1950
11_16,13.488,920,estimates,1950
11_17,15.593,920,estimates,1950
11_18,17.642,920,estimates,1950
12_14,6.818,920,estimates,1950
12_16,11.157,920,estimates,1950
12_17,13.262,920,estimates,1950
12_18,15.311,920,estimates,1950
13_17,10.951,920,estimates,1950
13_18,13.0,920,estimates,1950
13_19,14.988,920,estimates,1950
15_17,6.444,920,estimates,1950
18_23,11.379,920,estimates,1950
15_24,19.512,920,estimates,1950
15_49,49.207,920,estimates,1950
15_59,55.39,920,estimates,1950
15_64,57.622,920,estimates,1950
20_64,47.14,920,estimates,1950
20_69,48.81,920,estimates,1950
25_49,29.694,920,estimates,1950
25_64,38.109,920,estimates,1950
25_69,39.78,920,estimates,1950
15plus,61.399,920,estimates,1950
16plus,59.209,920,estimates,1950
17plus,57.059,920,estimates,1950
18plus,54.954,920,estimates,1950
20plus,50.917,920,estimates,1950
21plus,48.99,920,estimates,1950
25plus,41.886,920,estimates,1950
50plus,12.192,920,estimates,1950
60plus,6.009,920,estimates,1950
65plus,3.777,920,estimates,1950
70plus,2.106,920,estimates,1950
75plus,0.991,920,estimates,1950
80plus,0.352,920,estimates,1950
85plus,0.111,920,estimates,1950
90plus,0.027,920,estimates,1950
total,100,920,estimates,1950
"Region, subregion, country or area *",South-Eastern Asia,920,estimates,1951
0_1,6.72,920,estimates,1951
0_4,15.218,920,estimates,1951
0_14,38.754,920,estimates,1951
0_17,45.142,920,estimates,1951
0_19,49.177,920,estimates,1951
0_24,58.231,920,estimates,1951
3_4,5.514,920,estimates,1951
3_5,8.096,920,estimates,1951
3_6,10.592,920,estimates,1951
4_5,5.273,920,estimates,1951
4_6,7.769,920,estimates,1951
5_14,23.536,920,estimates,1951
5_10,14.526,920,estimates,1951
5_11,16.807,920,estimates,1951
6_9,9.64,920,estimates,1951
6_10,11.944,920,estimates,1951
6_11,14.225,920,estimates,1951
6_12,16.493,920,estimates,1951
7_10,9.447,920,estimates,1951
7_12,13.996,920,estimates,1951
11_16,13.307,920,estimates,1951
11_17,15.397,920,estimates,1951
11_18,17.442,920,estimates,1951
12_14,6.729,920,estimates,1951
12_16,11.026,920,estimates,1951
12_17,13.116,920,estimates,1951
12_18,15.161,920,estimates,1951
13_17,10.848,920,estimates,1951
13_18,12.893,920,estimates,1951
13_19,14.884,920,estimates,1951
15_17,6.387,920,estimates,1951
18_23,11.396,920,estimates,1951
15_24,19.476,920,estimates,1951
15_49,49.076,920,estimates,1951
15_59,55.254,920,estimates,1951
15_64,57.46,920,estimates,1951
20_64,47.037,920,estimates,1951
20_69,48.693,920,estimates,1951
25_49,29.6,920,estimates,1951
25_64,37.983,920,estimates,1951
25_69,39.639,920,estimates,1951
15plus,61.246,920,estimates,1951
16plus,59.077,920,estimates,1951
17plus,56.948,920,estimates,1951
18plus,54.858,920,estimates,1951
20plus,50.823,920,estimates,1951
21plus,48.892,920,estimates,1951
25plus,41.769,920,estimates,1951
50plus,12.17,920,estimates,1951
60plus,5.991,920,estimates,1951
65plus,3.786,920,estimates,1951
70plus,2.13,920,estimates,1951
75plus,1.02,920,estimates,1951
80plus,0.375,920,estimates,1951
85plus,0.116,920,estimates,1951
90plus,0.029,920,estimates,1951
total,100,920,estimates,1951
"Region, subregion, country or area *",South-Eastern Asia,920,estimates,1952
0_1,7.07,920,estimates,1952
0_4,15.689,920,estimates,1952
0_14,38.973,920,estimates,1952
0_17,45.297,920,estimates,1952
0_19,49.311,920,estimates,1952
0_24,58.379,920,estimates,1952
3_4,5.576,920,estimates,1952
3_5,8.168,920,estimates,1952
3_6,10.66,920,estimates,1952
4_5,5.305,920,estimates,1952
4_6,7.797,920,estimates,1952
5_14,23.284,920,estimates,1952
5_10,14.438,920,estimates,1952
5_11,16.678,920,estimates,1952
6_9,9.575,920,estimates,1952
6_10,11.846,920,estimates,1952
6_11,14.087,920,estimates,1952
6_12,16.305,920,estimates,1952
7_10,9.354,920,estimates,1952
7_12,13.812,920,estimates,1952
11_16,13.104,920,estimates,1952
11_17,15.171,920,estimates,1952
11_18,17.2,920,estimates,1952
12_14,6.606,920,estimates,1952
12_16,10.863,920,estimates,1952
12_17,12.931,920,estimates,1952
12_18,14.96,920,estimates,1952
13_17,10.713,920,estimates,1952
13_18,12.742,920,estimates,1952
13_19,14.726,920,estimates,1952
15_17,6.324,920,estimates,1952
18_23,11.386,920,estimates,1952
15_24,19.406,920,estimates,1952
15_49,48.886,920,estimates,1952
15_59,55.069,920,estimates,1952
15_64,57.249,920,estimates,1952
20_64,46.911,920,estimates,1952
20_69,48.551,920,estimates,1952
25_49,29.48,920,estimates,1952
25_64,37.843,920,estimates,1952
25_69,39.483,920,estimates,1952
15plus,61.027,920,estimates,1952
16plus,58.877,920,estimates,1952
17plus,56.77,920,estimates,1952
18plus,54.703,920,estimates,1952
20plus,50.689,920,estimates,1952
21plus,48.758,920,estimates,1952
25plus,41.621,920,estimates,1952
50plus,12.142,920,estimates,1952
60plus,5.958,920,estimates,1952
65plus,3.778,920,estimates,1952
70plus,2.138,920,estimates,1952
75plus,1.034,920,estimates,1952
80plus,0.392,920,estimates,1952
85plus,0.117,920,estimates,1952
90plus,0.032,920,estimates,1952
total,100,920,estimates,1952
"Region, subregion, country or area *",South-Eastern Asia,920,estimates,1953
0_1,7.271,920,estimates,1953
0_4,16.084,920,estimates,1953
0_14,39.16,920,estimates,1953
0_17,45.422,920,estimates,1953
0_19,49.402,920,estimates,1953
0_24,58.484,920,estimates,1953
3_4,5.661,920,estimates,1953
3_5,8.269,920,estimates,1953
3_6,10.766,920,estimates,1953
4_5,5.356,920,estimates,1953
4_6,7.853,920,estimates,1953
5_14,23.076,920,estimates,1953
5_10,14.385,920,estimates,1953
5_11,16.595,920,estimates,1953
6_9,9.53,920,estimates,1953
6_10,11.776,920,estimates,1953
6_11,13.986,920,estimates,1953
6_12,16.166,920,estimates,1953
7_10,9.279,920,estimates,1953
7_12,13.669,920,estimates,1953
11_16,12.905,920,estimates,1953
11_17,14.954,920,estimates,1953
11_18,16.962,920,estimates,1953
12_14,6.481,920,estimates,1953
12_16,10.695,920,estimates,1953
12_17,12.743,920,estimates,1953
12_18,14.752,920,estimates,1953
13_17,10.563,920,estimates,1953
13_18,12.572,920,estimates,1953
13_19,14.543,920,estimates,1953
15_17,6.262,920,estimates,1953
18_23,11.36,920,estimates,1953
15_24,19.323,920,estimates,1953
15_49,48.711,920,estimates,1953
15_59,54.917,920,estimates,1953
15_64,57.078,920,estimates,1953
20_64,46.836,920,estimates,1953
20_69,48.464,920,estimates,1953
25_49,29.388,920,estimates,1953
25_64,37.755,920,estimates,1953
25_69,39.382,920,estimates,1953
15plus,60.84,920,estimates,1953
16plus,58.716,920,estimates,1953
17plus,56.626,920,estimates,1953
18plus,54.578,920,estimates,1953
20plus,50.598,920,estimates,1953
21plus,48.671,920,estimates,1953
25plus,41.516,920,estimates,1953
50plus,12.128,920,estimates,1953
60plus,5.923,920,estimates,1953
65plus,3.762,920,estimates,1953
70plus,2.134,920,estimates,1953
75plus,1.036,920,estimates,1953
80plus,0.4,920,estimates,1953
85plus,0.115,920,estimates,1953
90plus,0.032,920,estimates,1953
total,100,920,estimates,1953
