agebroad,percentagetotalpopulation,region,variant,year
0_1,4.552,1503,estimates,1950
0_4,10.563,1503,estimates,1950
0_14,27.835,1503,estimates,1950
0_17,32.714,1503,estimates,1950
0_19,35.945,1503,estimates,1950
0_24,44.019,1503,estimates,1950
3_4,3.917,1503,estimates,1950
3_5,5.771,1503,estimates,1950
3_6,7.574,1503,estimates,1950
4_5,3.773,1503,estimates,1950
4_6,5.576,1503,estimates,1950
5_14,17.272,1503,estimates,1950
5_10,10.566,1503,estimates,1950
5_11,12.26,1503,estimates,1950
6_9,7.013,1503,estimates,1950
6_10,8.712,1503,estimates,1950
6_11,10.406,1503,estimates,1950
6_12,12.093,1503,estimates,1950
7_10,6.909,1503,estimates,1950
7_12,10.29,1503,estimates,1950
11_16,9.969,1503,estimates,1950
11_17,11.585,1503,estimates,1950
11_18,13.2,1503,estimates,1950
12_14,5.012,1503,estimates,1950
12_16,8.274,1503,estimates,1950
12_17,9.891,1503,estimates,1950
12_18,11.505,1503,estimates,1950
13_17,8.204,1503,estimates,1950
13_18,9.818,1503,estimates,1950
13_19,11.434,1503,estimates,1950
15_17,4.879,1503,estimates,1950
18_23,9.685,1503,estimates,1950
15_24,16.184,1503,estimates,1950
15_49,50.459,1503,estimates,1950
15_59,60.343,1503,estimates,1950
15_64,64.266,1503,estimates,1950
20_64,56.157,1503,estimates,1950
20_69,59.329,1503,estimates,1950
25_49,34.275,1503,estimates,1950
25_64,48.082,1503,estimates,1950
25_69,51.255,1503,estimates,1950
15plus,72.165,1503,estimates,1950
16plus,70.527,1503,estimates,1950
17plus,68.902,1503,estimates,1950
18plus,67.286,1503,estimates,1950
20plus,64.055,1503,estimates,1950
21plus,62.44,1503,estimates,1950
25plus,55.981,1503,estimates,1950
50plus,21.706,1503,estimates,1950
60plus,11.822,1503,estimates,1950
65plus,7.899,1503,estimates,1950
70plus,4.726,1503,estimates,1950
75plus,2.425,1503,estimates,1950
80plus,1.014,1503,estimates,1950
85plus,0.35,1503,estimates,1950
90plus,0.086,1503,estimates,1950
total,100,1503,estimates,1950
0_1,4.458,1503,estimates,1951
0_4,10.676,1503,estimates,1951
0_14,27.989,1503,estimates,1951
0_17,32.83,1503,estimates,1951
0_19,36.01,1503,estimates,1951
0_24,43.962,1503,estimates,1951
3_4,4.048,1503,estimates,1951
3_5,5.952,1503,estimates,1951
3_6,7.79,1503,estimates,1951
4_5,3.883,1503,estimates,1951
4_6,5.721,1503,estimates,1951
5_14,17.313,1503,estimates,1951
5_10,10.656,1503,estimates,1951
5_11,12.332,1503,estimates,1951
6_9,7.063,1503,estimates,1951
6_10,8.752,1503,estimates,1951
6_11,10.428,1503,estimates,1951
6_12,12.099,1503,estimates,1951
7_10,6.914,1503,estimates,1951
7_12,10.261,1503,estimates,1951
11_16,9.898,1503,estimates,1951
