agebroad,percentagetotalpopulation,region,variant,year
0_1,6.348,1502,estimates,1950
0_4,13.817,1502,estimates,1950
0_14,34.824,1502,estimates,1950
0_17,40.729,1502,estimates,1950
0_19,44.513,1502,estimates,1950
0_24,53.498,1502,estimates,1950
3_4,4.77,1502,estimates,1950
3_5,6.949,1502,estimates,1950
3_6,9.05,1502,estimates,1950
4_5,4.479,1502,estimates,1950
4_6,6.58,1502,estimates,1950
5_14,21.007,1502,estimates,1950
5_10,12.513,1502,estimates,1950
5_11,14.647,1502,estimates,1950
6_9,8.254,1502,estimates,1950
6_10,10.334,1502,estimates,1950
6_11,12.468,1502,estimates,1950
6_12,14.628,1502,estimates,1950
7_10,8.233,1502,estimates,1950
7_12,12.527,1502,estimates,1950
11_16,12.476,1502,estimates,1950
11_17,14.399,1502,estimates,1950
11_18,16.298,1502,estimates,1950
12_14,6.36,1502,estimates,1950
12_16,10.342,1502,estimates,1950
12_17,12.265,1502,estimates,1950
12_18,14.164,1502,estimates,1950
13_17,10.105,1502,estimates,1950
13_18,12.004,1502,estimates,1950
13_19,13.889,1502,estimates,1950
15_17,5.905,1502,estimates,1950
18_23,11.077,1502,estimates,1950
15_24,18.674,1502,estimates,1950
15_49,50.386,1502,estimates,1950
15_59,57.989,1502,estimates,1950
15_64,60.773,1502,estimates,1950
20_64,51.085,1502,estimates,1950
20_69,53.168,1502,estimates,1950
25_49,31.712,1502,estimates,1950
25_64,42.099,1502,estimates,1950
25_69,44.183,1502,estimates,1950
15plus,65.176,1502,estimates,1950
16plus,63.159,1502,estimates,1950
17plus,61.194,1502,estimates,1950
18plus,59.271,1502,estimates,1950
20plus,55.487,1502,estimates,1950
21plus,53.621,1502,estimates,1950
25plus,46.502,1502,estimates,1950
50plus,14.79,1502,estimates,1950
60plus,7.187,1502,estimates,1950
65plus,4.403,1502,estimates,1950
70plus,2.32,1502,estimates,1950
75plus,1.063,1502,estimates,1950
80plus,0.379,1502,estimates,1950
85plus,0.114,1502,estimates,1950
90plus,0.033,1502,estimates,1950
total,100,1502,estimates,1950
0_1,6.788,1502,estimates,1951
0_4,14.682,1502,estimates,1951
0_14,35.357,1502,estimates,1951
0_17,41.246,1502,estimates,1951
0_19,44.963,1502,estimates,1951
0_24,53.883,1502,estimates,1951
3_4,5.019,1502,estimates,1951
3_5,7.265,1502,estimates,1951
3_6,9.393,1502,estimates,1951
4_5,4.652,1502,estimates,1951
4_6,6.779,1502,estimates,1951
5_14,20.675,1502,estimates,1951
5_10,12.394,1502,estimates,1951
5_11,14.42,1502,estimates,1951
6_9,8.152,1502,estimates,1951
6_10,10.148,1502,estimates,1951
6_11,12.174,1502,estimates,1951
6_12,14.252,1502,estimates,1951
7_10,8.02,1502,estimates,1951
7_12,12.124,1502,estimates,1951
11_16,12.258,1502,estimates,1951
11_17,14.17,1502,estimates,1951
11_18,16.04,1502,estimates,1951
12_14,6.255,1502,estimates,1951
12_16,10.232,1502,estimates,1951
12_17,12.144,1502,estimates,1951
12_18,14.014,1502,estimates,1951
13_17,10.066,1502,estimates,1951
13_18,11.936,1502,estimates,1951
13_19,13.783,1502,estimates,1951
15_17,5.889,1502,estimates,1951
18_23,10.926,1502,estimates,1951
15_24,18.525,1502,estimates,1951
15_49,49.97,1502,estimates,1951
15_59,57.499,1502,estimates,1951
15_64,60.236,1502,estimates,1951
20_64,50.63,1502,estimates,1951
20_69,52.685,1502,estimates,1951
25_49,31.444,1502,estimates,1951
25_64,41.711,1502,estimates,1951
25_69,43.766,1502,estimates,1951
15plus,64.643,1502,estimates,1951
16plus,62.629,1502,estimates,1951
17plus,60.666,1502,estimates,1951
18plus,58.754,1502,estimates,1951
20plus,55.037,1502,estimates,1951
21plus,53.204,1502,estimates,1951
25plus,46.117,1502,estimates,1951
50plus,14.673,1502,estimates,1951
60plus,7.144,1502,estimates,1951
65plus,4.407,1502,estimates,1951
70plus,2.352,1502,estimates,1951
75plus,1.087,1502,estimates,1951
80plus,0.401,1502,estimates,1951
85plus,0.119,1502,estimates,1951
90plus,0.033,1502,estimates,1951
total,100,1502,estimates,1951
0_1,7.141,1502,estimates,1952
0_4,15.468,1502,estimates,1952
0_14,35.899,1502,estimates,1952
0_17,41.787,1502,estimates,1952
0_19,45.464,1502,estimates,1952
0_24,54.264,1502,estimates,1952
3_4,5.288,1502,estimates,1952
3_5,7.627,1502,estimates,1952
3_6,9.817,1502,estimates,1952
4_5,4.867,1502,estimates,1952
4_6,7.057,1502,estimates,1952
5_14,20.43,1502,estimates,1952
5_10,12.448,1502,estimates,1952
5_11,14.388,1502,estimates,1952
6_9,8.185,1502,estimates,1952
6_10,10.108,1502,estimates,1952
6_11,12.049,1502,estimates,1952
6_12,14.021,1502,estimates,1952
7_10,7.918,1502,estimates,1952
7_12,11.831,1502,estimates,1952
11_16,11.961,1502,estimates,1952
11_17,13.871,1502,estimates,1952
11_18,15.73,1502,estimates,1952
12_14,6.042,1502,estimates,1952
12_16,10.021,1502,estimates,1952
12_17,11.93,1502,estimates,1952
12_18,13.789,1502,estimates,1952
13_17,9.958,1502,estimates,1952
13_18,11.817,1502,estimates,1952
13_19,13.635,1502,estimates,1952
15_17,5.888,1502,estimates,1952
18_23,10.762,1502,estimates,1952
15_24,18.365,1502,estimates,1952
15_49,49.549,1502,estimates,1952
15_59,57.023,1502,estimates,1952
15_64,59.72,1502,estimates,1952
20_64,50.155,1502,estimates,1952
20_69,52.169,1502,estimates,1952
25_49,31.184,1502,estimates,1952
25_64,41.355,1502,estimates,1952
25_69,43.369,1502,estimates,1952
15plus,64.101,1502,estimates,1952
16plus,62.082,1502,estimates,1952
17plus,60.123,1502,estimates,1952
18plus,58.213,1502,estimates,1952
20plus,54.536,1502,estimates,1952
21plus,52.741,1502,estimates,1952
25plus,45.736,1502,estimates,1952
50plus,14.552,1502,estimates,1952
60plus,7.079,1502,estimates,1952
65plus,4.381,1502,estimates,1952
70plus,2.367,1502,estimates,1952
75plus,1.092,1502,estimates,1952
80plus,0.415,1502,estimates,1952
85plus,0.122,1502,estimates,1952
90plus,0.033,1502,estimates,1952
total,100,1502,estimates,1952
0_1,7.267,1502,estimates,1953
0_4,15.982,1502,estimates,1953
0_14,36.337,1502,estimates,1953
0_17,42.211,1502,estimates,1953
0_19,45.882,1502,estimates,1953
0_24,54.548,1502,estimates,1953
3_4,5.545,1502,estimates,1953
3_5,7.994,1502,estimates,1953
3_6,10.272,1502,estimates,1953
4_5,5.101,1502,estimates,1953
4_6,7.379,1502,estimates,1953
5_14,20.355,1502,estimates,1953
5_10,12.701,1502,estimates,1953
5_11,14.569,1502,estimates,1953
6_9,8.376,1502,estimates,1953
6_10,10.252,1502,estimates,1953
6_11,12.12,1502,estimates,1953
6_12,14.01,1502,estimates,1953
7_10,7.974,1502,estimates,1953
7_12,11.732,1502,estimates,1953
11_16,11.618,1502,estimates,1953
11_17,13.528,1502,estimates,1953
11_18,15.389,1502,estimates,1953
12_14,5.786,1502,estimates,1953
12_16,9.75,1502,estimates,1953
12_17,11.66,1502,estimates,1953
12_18,13.521,1502,estimates,1953
13_17,9.77,1502,estimates,1953
13_18,11.63,1502,estimates,1953
13_19,13.441,1502,estimates,1953
15_17,5.874,1502,estimates,1953
18_23,10.638,1502,estimates,1953
15_24,18.211,1502,estimates,1953
15_49,49.206,1502,estimates,1953
15_59,56.655,1502,estimates,1953
15_64,59.324,1502,estimates,1953
20_64,49.779,1502,estimates,1953
20_69,51.751,1502,estimates,1953
25_49,30.994,1502,estimates,1953
25_64,41.113,1502,estimates,1953
25_69,43.085,1502,estimates,1953
15plus,63.663,1502,estimates,1953
16plus,61.668,1502,estimates,1953
17plus,59.699,1502,estimates,1953
18plus,57.789,1502,estimates,1953
20plus,54.118,1502,estimates,1953
21plus,52.348,1502,estimates,1953
25plus,45.452,1502,estimates,1953
50plus,14.457,1502,estimates,1953
60plus,7.009,1502,estimates,1953
65plus,4.339,1502,estimates,1953
70plus,2.367,1502,estimates,1953
75plus,1.081,1502,estimates,1953
80plus,0.419,1502,estimates,1953
85plus,0.121,1502,estimates,1953
90plus,0.032,1502,estimates,1953
total,100,1502,estimates,1953
0_1,7.229,1502,estimates,1954
0_4,16.151,1502,estimates,1954
0_14,36.648,1502,estimates,1954
0_17,42.451,1502,estimates,1954
0_19,46.136,1502,estimates,1954
0_24,54.704,1502,estimates,1954
3_4,5.718,1502,estimates,1954
3_5,8.274,1502,estimates,1954
3_6,10.652,1502,estimates,1954
4_5,5.314,1502,estimates,1954
4_6,7.692,1502,estimates,1954
5_14,20.497,1502,estimates,1954
5_10,13.126,1502,estimates,1954
5_11,14.952,1502,estimates,1954
6_9,8.685,1502,estimates,1954
6_10,10.57,1502,estimates,1954
6_11,12.396,1502,estimates,1954
6_12,14.215,1502,estimates,1954
7_10,8.191,1502,estimates,1954
7_12,11.836,1502,estimates,1954
11_16,11.251,1502,estimates,1954
11_17,13.175,1502,estimates,1954
11_18,15.041,1502,estimates,1954
12_14,5.546,1502,estimates,1954
12_16,9.425,1502,estimates,1954
12_17,11.349,1502,estimates,1954
12_18,13.215,1502,estimates,1954
13_17,9.53,1502,estimates,1954
13_18,11.396,1502,estimates,1954
13_19,13.214,1502,estimates,1954
15_17,5.803,1502,estimates,1954
18_23,10.577,1502,estimates,1954
15_24,18.056,1502,estimates,1954
