agebroad,percentagetotalpopulation,region,variant,year
0_1,6.352,915,estimates,1950
0_4,14.998,915,estimates,1950
0_14,39.429,915,estimates,1950
0_17,45.564,915,estimates,1950
0_19,49.353,915,estimates,1950
0_24,57.943,915,estimates,1950
3_4,5.662,915,estimates,1950
3_5,8.365,915,estimates,1950
3_6,10.997,915,estimates,1950
4_5,5.488,915,estimates,1950
4_6,8.119,915,estimates,1950
5_14,24.431,915,estimates,1950
5_10,15.288,915,estimates,1950
5_11,17.662,915,estimates,1950
6_9,10.172,915,estimates,1950
6_10,12.585,915,estimates,1950
6_11,14.959,915,estimates,1950
6_12,17.283,915,estimates,1950
7_10,9.954,915,estimates,1950
7_12,14.652,915,estimates,1950
11_16,13.299,915,estimates,1950
11_17,15.278,915,estimates,1950
11_18,17.198,915,estimates,1950
12_14,6.769,915,estimates,1950
12_16,10.926,915,estimates,1950
12_17,12.904,915,estimates,1950
12_18,14.825,915,estimates,1950
13_17,10.579,915,estimates,1950
13_18,12.5,915,estimates,1950
13_19,14.368,915,estimates,1950
15_17,6.135,915,estimates,1950
18_23,10.757,915,estimates,1950
15_24,18.514,915,estimates,1950
15_49,48.541,915,estimates,1950
15_59,54.432,915,estimates,1950
15_64,56.612,915,estimates,1950
20_64,46.687,915,estimates,1950
20_69,48.29,915,estimates,1950
25_49,30.027,915,estimates,1950
25_64,38.098,915,estimates,1950
25_69,39.7,915,estimates,1950
15plus,60.571,915,estimates,1950
16plus,58.457,915,estimates,1950
17plus,56.414,915,estimates,1950
18plus,54.436,915,estimates,1950
20plus,50.647,915,estimates,1950
21plus,48.83,915,estimates,1950
25plus,42.057,915,estimates,1950
50plus,12.03,915,estimates,1950
60plus,6.139,915,estimates,1950
65plus,3.959,915,estimates,1950
70plus,2.357,915,estimates,1950
75plus,1.228,915,estimates,1950
80plus,0.514,915,estimates,1950
85plus,0.19,915,estimates,1950
90plus,0.054,915,estimates,1950
total,100,915,estimates,1950
0_1,6.426,915,estimates,1951
0_4,15.099,915,estimates,1951
0_14,39.455,915,estimates,1951
0_17,45.606,915,estimates,1951
0_19,49.382,915,estimates,1951
0_24,57.933,915,estimates,1951
3_4,5.674,915,estimates,1951
3_5,8.376,915,estimates,1951
3_6,11.004,915,estimates,1951
4_5,5.49,915,estimates,1951
4_6,8.118,915,estimates,1951
5_14,24.356,915,estimates,1951
5_10,15.248,915,estimates,1951
5_11,17.597,915,estimates,1951
6_9,10.148,915,estimates,1951
6_10,12.545,915,estimates,1951
6_11,14.895,915,estimates,1951
6_12,17.202,915,estimates,1951
7_10,9.917,915,estimates,1951
7_12,14.574,915,estimates,1951
11_16,13.278,915,estimates,1951
11_17,15.259,915,estimates,1951
11_18,17.175,915,estimates,1951
12_14,6.759,915,estimates,1951
12_16,10.929,915,estimates,1951
12_17,12.909,915,estimates,1951
12_18,14.826,915,estimates,1951
13_17,10.602,915,estimates,1951
13_18,12.518,915,estimates,1951
13_19,14.378,915,estimates,1951
15_17,6.151,915,estimates,1951
18_23,10.713,915,estimates,1951
15_24,18.478,915,estimates,1951
15_49,48.398,915,estimates,1951
15_59,54.408,915,estimates,1951
15_64,56.558,915,estimates,1951
20_64,46.631,915,estimates,1951
20_69,48.251,915,estimates,1951
25_49,29.92,915,estimates,1951
25_64,38.08,915,estimates,1951
25_69,39.7,915,estimates,1951
15plus,60.545,915,estimates,1951
16plus,58.425,915,estimates,1951
17plus,56.375,915,estimates,1951
18plus,54.394,915,estimates,1951
20plus,50.618,915,estimates,1951
21plus,48.809,915,estimates,1951
25plus,42.067,915,estimates,1951
50plus,12.147,915,estimates,1951
60plus,6.137,915,estimates,1951
65plus,3.987,915,estimates,1951
70plus,2.367,915,estimates,1951
75plus,1.25,915,estimates,1951
80plus,0.533,915,estimates,1951
85plus,0.196,915,estimates,1951
90plus,0.058,915,estimates,1951
total,100,915,estimates,1951
0_1,6.597,915,estimates,1952
0_4,15.297,915,estimates,1952
0_14,39.547,915,estimates,1952
0_17,45.714,915,estimates,1952
0_19,49.487,915,estimates,1952
0_24,57.99,915,estimates,1952
3_4,5.684,915,estimates,1952
3_5,8.382,915,estimates,1952
3_6,11.003,915,estimates,1952
4_5,5.488,915,estimates,1952
4_6,8.108,915,estimates,1952
5_14,24.25,915,estimates,1952
5_10,15.199,915,estimates,1952
5_11,17.533,915,estimates,1952
6_9,10.112,915,estimates,1952
6_10,12.5,915,estimates,1952
6_11,14.834,915,estimates,1952
6_12,17.119,915,estimates,1952
7_10,9.88,915,estimates,1952
7_12,14.499,915,estimates,1952
11_16,13.233,915,estimates,1952
11_17,15.219,915,estimates,1952
11_18,17.137,915,estimates,1952
12_14,6.717,915,estimates,1952
12_16,10.899,915,estimates,1952
12_17,12.885,915,estimates,1952
12_18,14.803,915,estimates,1952
13_17,10.6,915,estimates,1952
13_18,12.518,915,estimates,1952
13_19,14.372,915,estimates,1952
15_17,6.168,915,estimates,1952
18_23,10.671,915,estimates,1952
15_24,18.444,915,estimates,1952
15_49,48.191,915,estimates,1952
15_59,54.337,915,estimates,1952
15_64,56.444,915,estimates,1952
20_64,46.504,915,estimates,1952
20_69,48.149,915,estimates,1952
25_49,29.747,915,estimates,1952
25_64,38,915,estimates,1952
25_69,39.646,915,estimates,1952
15plus,60.453,915,estimates,1952
16plus,58.326,915,estimates,1952
17plus,56.272,915,estimates,1952
18plus,54.286,915,estimates,1952
20plus,50.513,915,estimates,1952
21plus,48.714,915,estimates,1952
25plus,42.01,915,estimates,1952
50plus,12.262,915,estimates,1952
60plus,6.116,915,estimates,1952
65plus,4.009,915,estimates,1952
70plus,2.364,915,estimates,1952
75plus,1.255,915,estimates,1952
80plus,0.547,915,estimates,1952
85plus,0.194,915,estimates,1952
90plus,0.06,915,estimates,1952
total,100,915,estimates,1952
0_1,6.738,915,estimates,1953
0_4,15.516,915,estimates,1953
0_14,39.654,915,estimates,1953
0_17,45.832,915,estimates,1953
0_19,49.612,915,estimates,1953
0_24,58.074,915,estimates,1953
3_4,5.698,915,estimates,1953
3_5,8.393,915,estimates,1953
3_6,11.005,915,estimates,1953
4_5,5.488,915,estimates,1953
4_6,8.1,915,estimates,1953
5_14,24.138,915,estimates,1953
5_10,15.139,915,estimates,1953
5_11,17.466,915,estimates,1953
6_9,10.063,915,estimates,1953
6_10,12.444,915,estimates,1953
6_11,14.771,915,estimates,1953
6_12,17.043,915,estimates,1953
7_10,9.832,915,estimates,1953
7_12,14.431,915,estimates,1953
11_16,13.186,915,estimates,1953
11_17,15.178,915,estimates,1953
11_18,17.101,915,estimates,1953
12_14,6.671,915,estimates,1953
12_16,10.859,915,estimates,1953
12_17,12.85,915,estimates,1953
12_18,14.774,915,estimates,1953
13_17,10.578,915,estimates,1953
13_18,12.502,915,estimates,1953
13_19,14.358,915,estimates,1953
15_17,6.179,915,estimates,1953
18_23,10.646,915,estimates,1953
15_24,18.42,915,estimates,1953
15_49,47.965,915,estimates,1953
15_59,54.255,915,estimates,1953
15_64,56.321,915,estimates,1953
20_64,46.362,915,estimates,1953
20_69,48.034,915,estimates,1953
25_49,29.546,915,estimates,1953
25_64,37.901,915,estimates,1953
25_69,39.573,915,estimates,1953
15plus,60.346,915,estimates,1953
16plus,58.221,915,estimates,1953
17plus,56.159,915,estimates,1953
18plus,54.168,915,estimates,1953
20plus,50.388,915,estimates,1953
21plus,48.594,915,estimates,1953
25plus,41.926,915,estimates,1953
50plus,12.381,915,estimates,1953
60plus,6.092,915,estimates,1953
65plus,4.025,915,estimates,1953
70plus,2.354,915,estimates,1953
75plus,1.245,915,estimates,1953
80plus,0.552,915,estimates,1953
85plus,0.188,915,estimates,1953
90plus,0.059,915,estimates,1953
total,100,915,estimates,1953
0_1,6.821,915,estimates,1954
0_4,15.663,915,estimates,1954
0_14,39.713,915,estimates,1954
0_17,45.894,915,estimates,1954
0_19,49.69,915,estimates,1954
0_24,58.131,915,estimates,1954
3_4,5.739,915,estimates,1954
3_5,8.435,915,estimates,1954
3_6,11.041,915,estimates,1954
4_5,5.497,915,estimates,1954
4_6,8.104,915,estimates,1954
5_14,24.049,915,estimates,1954
5_10,15.079,915,estimates,1954
5_11,17.401,915,estimates,1954
6_9,10.015,915,estimates,1954
6_10,12.383,915,estimates,1954
