country,variant,freq,year,totalfertility
376,estimates,5yearly,1950,4.277
376,estimates,5yearly,1955,3.8916
376,estimates,5yearly,1960,3.8463
376,estimates,5yearly,1965,3.7834
376,estimates,5yearly,1970,3.8069
376,estimates,5yearly,1975,3.4654
376,estimates,5yearly,1980,3.1341
376,estimates,5yearly,1985,3.0701
376,estimates,5yearly,1990,2.9333
376,estimates,5yearly,1995,2.9325
376,estimates,5yearly,2000,2.9111
376,estimates,5yearly,2005,2.927
376,estimates,5yearly,2010,3.044
376,constant_fertility,5yearly,2015,3.044
376,constant_mortality,5yearly,2015,2.9202
376,high_variant,5yearly,2015,3.1702
376,instant_replacement,5yearly,2015,2.066145
376,low_variant,5yearly,2015,2.6702
376,medium_variant,5yearly,2015,2.9202
376,momentum,5yearly,2015,2.06966
376,no_change,5yearly,2015,3.044
376,zero_migration,5yearly,2015,2.9202
376,constant_fertility,5yearly,2020,3.044
376,constant_mortality,5yearly,2020,2.8077
376,high_variant,5yearly,2020,3.2077
376,instant_replacement,5yearly,2020,2.06502
376,low_variant,5yearly,2020,2.4077
376,medium_variant,5yearly,2020,2.8077
376,momentum,5yearly,2020,2.069845
376,no_change,5yearly,2020,3.044
376,zero_migration,5yearly,2020,2.8077
376,constant_fertility,5yearly,2025,3.044
376,constant_mortality,5yearly,2025,2.7053
376,high_variant,5yearly,2025,3.2053
376,instant_replacement,5yearly,2025,2.064035
376,low_variant,5yearly,2025,2.2053
376,medium_variant,5yearly,2025,2.7053
376,momentum,5yearly,2025,2.070025
376,no_change,5yearly,2025,3.044
376,zero_migration,5yearly,2025,2.7053
376,constant_fertility,5yearly,2030,3.044
376,constant_mortality,5yearly,2030,2.6137
376,high_variant,5yearly,2030,3.1137
376,instant_replacement,5yearly,2030,2.06305
376,low_variant,5yearly,2030,2.1137
376,medium_variant,5yearly,2030,2.6137
376,momentum,5yearly,2030,2.07017
376,no_change,5yearly,2030,3.044
376,zero_migration,5yearly,2030,2.6137
376,constant_fertility,5yearly,2035,3.044
376,constant_mortality,5yearly,2035,2.5277
