country,variant,freq,year,totalfertility
450,estimates,5yearly,1950,7.3
450,estimates,5yearly,1955,7.3
450,estimates,5yearly,1960,7.3
450,estimates,5yearly,1965,7.3
450,estimates,5yearly,1970,7.2
450,estimates,5yearly,1975,6.95
450,estimates,5yearly,1980,6.5
450,estimates,5yearly,1985,6.25
450,estimates,5yearly,1990,6.1
450,estimates,5yearly,1995,5.801
450,estimates,5yearly,2000,5.278
450,estimates,5yearly,2005,4.83
450,estimates,5yearly,2010,4.4
450,constant_fertility,5yearly,2015,4.4
450,constant_mortality,5yearly,2015,4.1085
450,high_variant,5yearly,2015,4.3585
450,instant_replacement,5yearly,2015,2.20001
450,low_variant,5yearly,2015,3.8585
450,medium_variant,5yearly,2015,4.1085
450,momentum,5yearly,2015,2.24851
450,no_change,5yearly,2015,4.4
450,zero_migration,5yearly,2015,4.1085
450,constant_fertility,5yearly,2020,4.4
450,constant_mortality,5yearly,2020,3.8456
450,high_variant,5yearly,2020,4.2456
450,instant_replacement,5yearly,2020,2.16117
450,low_variant,5yearly,2020,3.4456
450,medium_variant,5yearly,2020,3.8456
450,momentum,5yearly,2020,2.247435
450,no_change,5yearly,2020,4.4
450,zero_migration,5yearly,2020,3.8456
450,constant_fertility,5yearly,2025,4.4
450,constant_mortality,5yearly,2025,3.6135
450,high_variant,5yearly,2025,4.1135
450,instant_replacement,5yearly,2025,2.13495
450,low_variant,5yearly,2025,3.1135
450,medium_variant,5yearly,2025,3.6135
450,momentum,5yearly,2025,2.246605
450,no_change,5yearly,2025,4.4
450,zero_migration,5yearly,2025,3.6135
450,constant_fertility,5yearly,2030,4.4
450,constant_mortality,5yearly,2030,3.4051
450,high_variant,5yearly,2030,3.9051
450,instant_replacement,5yearly,2030,2.114415
450,low_variant,5yearly,2030,2.9051
450,medium_variant,5yearly,2030,3.4051
450,momentum,5yearly,2030,2.245965
450,no_change,5yearly,2030,4.4
450,zero_migration,5yearly,2030,3.4051
450,constant_fertility,5yearly,2035,4.4
450,constant_mortality,5yearly,2035,3.2258
450,high_variant,5yearly,2035,3.7258
450,instant_replacement,5yearly,2035,2.09881
450,low_variant,5yearly,2035,2.7258
450,medium_variant,5yearly,2035,3.2258
450,momentum,5yearly,2035,2.245525
450,no_change,5yearly,2035,4.4
450,zero_migration,5yearly,2035,3.2258
450,constant_fertility,5yearly,2040,4.4
450,constant_mortality,5yearly,2040,3.0703
450,high_variant,5yearly,2040,3.5703
450,instant_replacement,5yearly,2040,2.08896
450,low_variant,5yearly,2040,2.5703
450,medium_variant,5yearly,2040,3.0703
450,momentum,5yearly,2040,2.24527
450,no_change,5yearly,2040,4.4
450,zero_migration,5yearly,2040,3.0703
450,constant_fertility,5yearly,2045,4.4
450,constant_mortality,5yearly,2045,2.9316
450,high_variant,5yearly,2045,3.4316
450,instant_replacement,5yearly,2045,2.08133
450,low_variant,5yearly,2045,2.4316
450,medium_variant,5yearly,2045,2.9316
450,momentum,5yearly,2045,2.245165
450,no_change,5yearly,2045,4.4
450,zero_migration,5yearly,2045,2.9316
450,constant_fertility,5yearly,2050,4.4
450,constant_mortality,5yearly,2050,2.8104
450,high_variant,5yearly,2050,3.3104
450,instant_replacement,5yearly,2050,2.07545
450,low_variant,5yearly,2050,2.3104
450,medium_variant,5yearly,2050,2.8104
450,momentum,5yearly,2050,2.245205
450,no_change,5yearly,2050,4.4
450,zero_migration,5yearly,2050,2.8104
450,constant_fertility,5yearly,2055,4.4
450,constant_mortality,5yearly,2055,2.6994
450,high_variant,5yearly,2055,3.1994
450,instant_replacement,5yearly,2055,2.070425
