country,variant,freq,year,totalfertility
862,estimates,5yearly,1950,6.4585
862,estimates,5yearly,1955,6.4585
862,estimates,5yearly,1960,6.657
862,estimates,5yearly,1965,5.9045
862,estimates,5yearly,1970,4.941
862,estimates,5yearly,1975,4.4685
862,estimates,5yearly,1980,3.957
862,estimates,5yearly,1985,3.6485
862,estimates,5yearly,1990,3.25
862,estimates,5yearly,1995,2.9415
862,estimates,5yearly,2000,2.723
862,estimates,5yearly,2005,2.547
862,estimates,5yearly,2010,2.4047
862,constant_fertility,5yearly,2015,2.4047
862,constant_mortality,5yearly,2015,2.283
862,high_variant,5yearly,2015,2.533
862,instant_replacement,5yearly,2015,2.092275
862,low_variant,5yearly,2015,2.033
862,medium_variant,5yearly,2015,2.283
862,momentum,5yearly,2015,2.097135
862,no_change,5yearly,2015,2.4047
862,zero_migration,5yearly,2015,2.283
862,constant_fertility,5yearly,2020,2.4047
862,constant_mortality,5yearly,2020,2.174
862,high_variant,5yearly,2020,2.574
862,instant_replacement,5yearly,2020,2.087895
862,low_variant,5yearly,2020,1.774
862,medium_variant,5yearly,2020,2.174
862,momentum,5yearly,2020,2.097085
862,no_change,5yearly,2020,2.4047
862,zero_migration,5yearly,2020,2.174
862,constant_fertility,5yearly,2025,2.4047
862,constant_mortality,5yearly,2025,2.0813
862,high_variant,5yearly,2025,2.5813
862,instant_replacement,5yearly,2025,2.08483
862,low_variant,5yearly,2025,1.5813
862,medium_variant,5yearly,2025,2.0813
862,momentum,5yearly,2025,2.09718
862,no_change,5yearly,2025,2.4047
862,zero_migration,5yearly,2025,2.0813
862,constant_fertility,5yearly,2030,2.4047
862,constant_mortality,5yearly,2030,1.9988
862,high_variant,5yearly,2030,2.4988
862,instant_replacement,5yearly,2030,2.082225
862,low_variant,5yearly,2030,1.4988
862,medium_variant,5yearly,2030,1.9988
862,momentum,5yearly,2030,2.09738
862,no_change,5yearly,2030,2.4047
862,zero_migration,5yearly,2030,1.9988
862,constant_fertility,5yearly,2035,2.4047
862,constant_mortality,5yearly,2035,1.933
862,high_variant,5yearly,2035,2.433
862,instant_replacement,5yearly,2035,2.079885
862,low_variant,5yearly,2035,1.433
862,medium_variant,5yearly,2035,1.933
862,momentum,5yearly,2035,2.09768
862,no_change,5yearly,2035,2.4047
862,zero_migration,5yearly,2035,1.933
862,constant_fertility,5yearly,2040,2.4047
862,constant_mortality,5yearly,2040,1.884
862,high_variant,5yearly,2040,2.384
862,instant_replacement,5yearly,2040,2.07777
862,low_variant,5yearly,2040,1.384
862,medium_variant,5yearly,2040,1.884
862,momentum,5yearly,2040,2.09801
862,no_change,5yearly,2040,2.4047
862,zero_migration,5yearly,2040,1.884
862,constant_fertility,5yearly,2045,2.4047
862,constant_mortality,5yearly,2045,1.8443
862,high_variant,5yearly,2045,2.3443
862,instant_replacement,5yearly,2045,2.0759
862,low_variant,5yearly,2045,1.3443
862,medium_variant,5yearly,2045,1.8443
862,momentum,5yearly,2045,2.098375
862,no_change,5yearly,2045,2.4047
862,zero_migration,5yearly,2045,1.8443
862,constant_fertility,5yearly,2050,2.4047
862,constant_mortality,5yearly,2050,1.8179
862,high_variant,5yearly,2050,2.3179
862,instant_replacement,5yearly,2050,2.074135
862,low_variant,5yearly,2050,1.3179
862,medium_variant,5yearly,2050,1.8179
862,momentum,5yearly,2050,2.09877
862,no_change,5yearly,2050,2.4047
862,zero_migration,5yearly,2050,1.8179
862,constant_fertility,5yearly,2055,2.4047
862,constant_mortality,5yearly,2055,1.7993
862,high_variant,5yearly,2055,2.2993
862,instant_replacement,5yearly,2055,2.072555
862,low_variant,5yearly,2055,1.2993
862,medium_variant,5yearly,2055,1.7993
862,momentum,5yearly,2055,2.09915
862,no_change,5yearly,2055,2.4047
862,zero_migration,5yearly,2055,1.7993
862,constant_fertility,5yearly,2060,2.4047
862,constant_mortality,5yearly,2060,1.7883
862,high_variant,5yearly,2060,2.2883
862,instant_replacement,5yearly,2060,2.07111
862,low_variant,5yearly,2060,1.2883
862,medium_variant,5yearly,2060,1.7883
862,momentum,5yearly,2060,2.09954
862,no_change,5yearly,2060,2.4047
862,zero_migration,5yearly,2060,1.7883
862,constant_fertility,5yearly,2065,2.4047
862,constant_mortality,5yearly,2065,1.7823
862,high_variant,5yearly,2065,2.2823
862,instant_replacement,5yearly,2065,2.069825
862,low_variant,5yearly,2065,1.2823
862,medium_variant,5yearly,2065,1.7823
862,momentum,5yearly,2065,2.099925
862,no_change,5yearly,2065,2.4047
862,zero_migration,5yearly,2065,1.7823
862,constant_fertility,5yearly,2070,2.4047
862,constant_mortality,5yearly,2070,1.7794
862,high_variant,5yearly,2070,2.2794
862,instant_replacement,5yearly,2070,2.06861
862,low_variant,5yearly,2070,1.2794
862,medium_variant,5yearly,2070,1.7794
862,momentum,5yearly,2070,2.100295
862,no_change,5yearly,2070,2.4047
862,zero_migration,5yearly,2070,1.7794
862,constant_fertility,5yearly,2075,2.4047
862,constant_mortality,5yearly,2075,1.7787
862,high_variant,5yearly,2075,2.2787
862,instant_replacement,5yearly,2075,2.06748
862,low_variant,5yearly,2075,1.2787
862,medium_variant,5yearly,2075,1.7787
862,momentum,5yearly,2075,2.10065
862,no_change,5yearly,2075,2.4047
862,zero_migration,5yearly,2075,1.7787
862,constant_fertility,5yearly,2080,2.4047
862,constant_mortality,5yearly,2080,1.7803
862,high_variant,5yearly,2080,2.2803
862,instant_replacement,5yearly,2080,2.06639
862,low_variant,5yearly,2080,1.2803
862,medium_variant,5yearly,2080,1.7803
862,momentum,5yearly,2080,2.10098
862,no_change,5yearly,2080,2.4047
862,zero_migration,5yearly,2080,1.7803
862,constant_fertility,5yearly,2085,2.4047
862,constant_mortality,5yearly,2085,1.7811
862,high_variant,5yearly,2085,2.2811
862,instant_replacement,5yearly,2085,2.065325
862,low_variant,5yearly,2085,1.2811
862,medium_variant,5yearly,2085,1.7811
862,momentum,5yearly,2085,2.1013
862,no_change,5yearly,2085,2.4047
862,zero_migration,5yearly,2085,1.7811
862,constant_fertility,5yearly,2090,2.4047
862,constant_mortality,5yearly,2090,1.7841
862,high_variant,5yearly,2090,2.2841
862,instant_replacement,5yearly,2090,2.0643
862,low_variant,5yearly,2090,1.2841
862,medium_variant,5yearly,2090,1.7841
862,momentum,5yearly,2090,2.101605
862,no_change,5yearly,2090,2.4047
862,zero_migration,5yearly,2090,1.7841
862,constant_fertility,5yearly,2095,2.4047
862,constant_mortality,5yearly,2095,1.7882
862,high_variant,5yearly,2095,2.2882
862,instant_replacement,5yearly,2095,2.063355
862,low_variant,5yearly,2095,1.2882
862,medium_variant,5yearly,2095,1.7882
862,momentum,5yearly,2095,2.101865
862,no_change,5yearly,2095,2.4047
862,zero_migration,5yearly,2095,1.7882
