country,variant,freq,year,totalfertility
8,estimates,5yearly,1950,6.23
8,estimates,5yearly,1955,6.5462
8,estimates,5yearly,1960,6.23
8,estimates,5yearly,1965,5.259
8,estimates,5yearly,1970,4.6001
8,estimates,5yearly,1975,3.9
8,estimates,5yearly,1980,3.409
8,estimates,5yearly,1985,3.15
8,estimates,5yearly,1990,2.786
8,estimates,5yearly,1995,2.3841
8,estimates,5yearly,2000,1.9465
8,estimates,5yearly,2005,1.64
8,estimates,5yearly,2010,1.7135
8,constant_fertility,5yearly,2015,1.7135
8,constant_mortality,5yearly,2015,1.7046
8,high_variant,5yearly,2015,1.9546
8,instant_replacement,5yearly,2015,2.11816
8,low_variant,5yearly,2015,1.4546
8,medium_variant,5yearly,2015,1.7046
8,momentum,5yearly,2015,2.12329
8,no_change,5yearly,2015,1.7135
8,zero_migration,5yearly,2015,1.7046
8,constant_fertility,5yearly,2020,1.7135
8,constant_mortality,5yearly,2020,1.6978
8,high_variant,5yearly,2020,2.0978
8,instant_replacement,5yearly,2020,2.10922
8,low_variant,5yearly,2020,1.2978
8,medium_variant,5yearly,2020,1.6978
8,momentum,5yearly,2020,2.11912
8,no_change,5yearly,2020,1.7135
8,zero_migration,5yearly,2020,1.6978
8,constant_fertility,5yearly,2025,1.7135
8,constant_mortality,5yearly,2025,1.6957
8,high_variant,5yearly,2025,2.1957
8,instant_replacement,5yearly,2025,2.099895
8,low_variant,5yearly,2025,1.1957
8,medium_variant,5yearly,2025,1.6957
8,momentum,5yearly,2025,2.113815
8,no_change,5yearly,2025,1.7135
8,zero_migration,5yearly,2025,1.6957
8,constant_fertility,5yearly,2030,1.7135
8,constant_mortality,5yearly,2030,1.6955
8,high_variant,5yearly,2030,2.1955
8,instant_replacement,5yearly,2030,2.09152
8,low_variant,5yearly,2030,1.1955
8,medium_variant,5yearly,2030,1.6955
8,momentum,5yearly,2030,2.108915
8,no_change,5yearly,2030,1.7135
8,zero_migration,5yearly,2030,1.6955
8,constant_fertility,5yearly,2035,1.7135
8,constant_mortality,5yearly,2035,1.6989
8,high_variant,5yearly,2035,2.1989
8,instant_replacement,5yearly,2035,2.083445
8,low_variant,5yearly,2035,1.1989
8,medium_variant,5yearly,2035,1.6989
8,momentum,5yearly,2035,2.103995
8,no_change,5yearly,2035,1.7135
8,zero_migration,5yearly,2035,1.6989
8,constant_fertility,5yearly,2040,1.7135
8,constant_mortality,5yearly,2040,1.7037
8,high_variant,5yearly,2040,2.2037
8,instant_replacement,5yearly,2040,2.075865
8,low_variant,5yearly,2040,1.2037
8,medium_variant,5yearly,2040,1.7037
8,momentum,5yearly,2040,2.09905
8,no_change,5yearly,2040,1.7135
8,zero_migration,5yearly,2040,1.7037
8,constant_fertility,5yearly,2045,1.7135
8,constant_mortality,5yearly,2045,1.7121
8,high_variant,5yearly,2045,2.2121
8,instant_replacement,5yearly,2045,2.07107
8,low_variant,5yearly,2045,1.2121
8,medium_variant,5yearly,2045,1.7121
8,momentum,5yearly,2045,2.096635
8,no_change,5yearly,2045,1.7135
8,zero_migration,5yearly,2045,1.7121
8,constant_fertility,5yearly,2050,1.7135
8,constant_mortality,5yearly,2050,1.7201
8,high_variant,5yearly,2050,2.2201
8,instant_replacement,5yearly,2050,2.069225
8,low_variant,5yearly,2050,1.2201
8,medium_variant,5yearly,2050,1.7201
8,momentum,5yearly,2050,2.09678
8,no_change,5yearly,2050,1.7135
8,zero_migration,5yearly,2050,1.7201
8,constant_fertility,5yearly,2055,1.7135
8,constant_mortality,5yearly,2055,1.7292
8,high_variant,5yearly,2055,2.2292
8,instant_replacement,5yearly,2055,2.06756
8,low_variant,5yearly,2055,1.2292
8,medium_variant,5yearly,2055,1.7292
8,momentum,5yearly,2055,2.09692
8,no_change,5yearly,2055,1.7135
8,zero_migration,5yearly,2055,1.7292
8,constant_fertility,5yearly,2060,1.7135
8,constant_mortality,5yearly,2060,1.7385
8,high_variant,5yearly,2060,2.2385
8,instant_replacement,5yearly,2060,2.06605
8,low_variant,5yearly,2060,1.2385
8,medium_variant,5yearly,2060,1.7385
8,momentum,5yearly,2060,2.097045
8,no_change,5yearly,2060,1.7135
8,zero_migration,5yearly,2060,1.7385
8,constant_fertility,5yearly,2065,1.7135
8,constant_mortality,5yearly,2065,1.747
