country,variant,freq,year,totalfertility
446,estimates,5yearly,1950,4.3858
446,estimates,5yearly,1955,4.81
446,estimates,5yearly,1960,4.4077
446,estimates,5yearly,1965,2.7367
446,estimates,5yearly,1970,1.793
446,estimates,5yearly,1975,1.4079
446,estimates,5yearly,1980,2.06
446,estimates,5yearly,1985,2.0
446,estimates,5yearly,1990,1.405
446,estimates,5yearly,1995,1.116
446,estimates,5yearly,2000,0.8252
446,estimates,5yearly,2005,0.9379
446,estimates,5yearly,2010,1.1923
446,constant_fertility,5yearly,2015,1.1923
446,constant_mortality,5yearly,2015,1.3475
446,high_variant,5yearly,2015,1.5975
446,instant_replacement,5yearly,2015,2.06049
446,low_variant,5yearly,2015,1.0975
446,medium_variant,5yearly,2015,1.3475
446,momentum,5yearly,2015,2.061935
446,no_change,5yearly,2015,1.1923
446,zero_migration,5yearly,2015,1.3475
446,constant_fertility,5yearly,2020,1.1923
446,constant_mortality,5yearly,2020,1.4649
446,high_variant,5yearly,2020,1.8649
446,instant_replacement,5yearly,2020,2.059755
446,low_variant,5yearly,2020,1.0649
446,medium_variant,5yearly,2020,1.4649
446,momentum,5yearly,2020,2.06216
446,no_change,5yearly,2020,1.1923
446,zero_migration,5yearly,2020,1.4649
446,constant_fertility,5yearly,2025,1.1923
446,constant_mortality,5yearly,2025,1.5535
446,high_variant,5yearly,2025,2.0535
446,instant_replacement,5yearly,2025,2.059
446,low_variant,5yearly,2025,1.0535
446,medium_variant,5yearly,2025,1.5535
446,momentum,5yearly,2025,2.062325
446,no_change,5yearly,2025,1.1923
446,zero_migration,5yearly,2025,1.5535
446,constant_fertility,5yearly,2030,1.1923
446,constant_mortality,5yearly,2030,1.621
446,high_variant,5yearly,2030,2.121
446,instant_replacement,5yearly,2030,2.058325
446,low_variant,5yearly,2030,1.121
446,medium_variant,5yearly,2030,1.621
446,momentum,5yearly,2030,2.06244
446,no_change,5yearly,2030,1.1923
446,zero_migration,5yearly,2030,1.621
446,constant_fertility,5yearly,2035,1.1923
446,constant_mortality,5yearly,2035,1.6726
446,high_variant,5yearly,2035,2.1726
446,instant_replacement,5yearly,2035,2.057665
446,low_variant,5yearly,2035,1.1726
446,medium_variant,5yearly,2035,1.6726
446,momentum,5yearly,2035,2.062515
446,no_change,5yearly,2035,1.1923
446,zero_migration,5yearly,2035,1.6726
446,constant_fertility,5yearly,2040,1.1923
446,constant_mortality,5yearly,2040,1.7116
446,high_variant,5yearly,2040,2.2116
446,instant_replacement,5yearly,2040,2.057115
446,low_variant,5yearly,2040,1.2116
446,medium_variant,5yearly,2040,1.7116
446,momentum,5yearly,2040,2.062545
446,no_change,5yearly,2040,1.1923
446,zero_migration,5yearly,2040,1.7116
446,constant_fertility,5yearly,2045,1.1923
446,constant_mortality,5yearly,2045,1.7435
446,high_variant,5yearly,2045,2.2435
446,instant_replacement,5yearly,2045,2.056645
446,low_variant,5yearly,2045,1.2435
446,medium_variant,5yearly,2045,1.7435
446,momentum,5yearly,2045,2.062545
446,no_change,5yearly,2045,1.1923
446,zero_migration,5yearly,2045,1.7435
446,constant_fertility,5yearly,2050,1.1923
446,constant_mortality,5yearly,2050,1.767
446,high_variant,5yearly,2050,2.267
446,instant_replacement,5yearly,2050,2.056165
446,low_variant,5yearly,2050,1.267
446,medium_variant,5yearly,2050,1.767
446,momentum,5yearly,2050,2.06255
446,no_change,5yearly,2050,1.1923
446,zero_migration,5yearly,2050,1.767
446,constant_fertility,5yearly,2055,1.1923
446,constant_mortality,5yearly,2055,1.7859
446,high_variant,5yearly,2055,2.2859
446,instant_replacement,5yearly,2055,2.05571
446,low_variant,5yearly,2055,1.2859
446,medium_variant,5yearly,2055,1.7859
446,momentum,5yearly,2055,2.06255
446,no_change,5yearly,2055,1.1923
446,zero_migration,5yearly,2055,1.7859
446,constant_fertility,5yearly,2060,1.1923
446,constant_mortality,5yearly,2060,1.8015
446,high_variant,5yearly,2060,2.3015
446,instant_replacement,5yearly,2060,2.05528
446,low_variant,5yearly,2060,1.3015
446,medium_variant,5yearly,2060,1.8015
446,momentum,5yearly,2060,2.062545
446,no_change,5yearly,2060,1.1923
446,zero_migration,5yearly,2060,1.8015
446,constant_fertility,5yearly,2065,1.1923
446,constant_mortality,5yearly,2065,1.8121
446,high_variant,5yearly,2065,2.3121
446,instant_replacement,5yearly,2065,2.054895
446,low_variant,5yearly,2065,1.3121
446,medium_variant,5yearly,2065,1.8121
446,momentum,5yearly,2065,2.062545
446,no_change,5yearly,2065,1.1923
446,zero_migration,5yearly,2065,1.8121
446,constant_fertility,5yearly,2070,1.1923
446,constant_mortality,5yearly,2070,1.8205
446,high_variant,5yearly,2070,2.3205
446,instant_replacement,5yearly,2070,2.05453
446,low_variant,5yearly,2070,1.3205
446,medium_variant,5yearly,2070,1.8205
446,momentum,5yearly,2070,2.062545
446,no_change,5yearly,2070,1.1923
446,zero_migration,5yearly,2070,1.8205
446,constant_fertility,5yearly,2075,1.1923
446,constant_mortality,5yearly,2075,1.8285
446,high_variant,5yearly,2075,2.3285
446,instant_replacement,5yearly,2075,2.05422
446,low_variant,5yearly,2075,1.3285
446,medium_variant,5yearly,2075,1.8285
446,momentum,5yearly,2075,2.062545
446,no_change,5yearly,2075,1.1923
446,zero_migration,5yearly,2075,1.8285
446,constant_fertility,5yearly,2080,1.1923
446,constant_mortality,5yearly,2080,1.8346
446,high_variant,5yearly,2080,2.3346
446,instant_replacement,5yearly,2080,2.053875
446,low_variant,5yearly,2080,1.3346
446,medium_variant,5yearly,2080,1.8346
446,momentum,5yearly,2080,2.06255
446,no_change,5yearly,2080,1.1923
446,zero_migration,5yearly,2080,1.8346
446,constant_fertility,5yearly,2085,1.1923
446,constant_mortality,5yearly,2085,1.8379
446,high_variant,5yearly,2085,2.3379
446,instant_replacement,5yearly,2085,2.053595
446,low_variant,5yearly,2085,1.3379
446,medium_variant,5yearly,2085,1.8379
446,momentum,5yearly,2085,2.062555
446,no_change,5yearly,2085,1.1923
446,zero_migration,5yearly,2085,1.8379
446,constant_fertility,5yearly,2090,1.1923
446,constant_mortality,5yearly,2090,1.8432
446,high_variant,5yearly,2090,2.3432
446,instant_replacement,5yearly,2090,2.05333
446,low_variant,5yearly,2090,1.3432
446,medium_variant,5yearly,2090,1.8432
446,momentum,5yearly,2090,2.06255
446,no_change,5yearly,2090,1.1923
446,zero_migration,5yearly,2090,1.8432
446,constant_fertility,5yearly,2095,1.1923
446,constant_mortality,5yearly,2095,1.8468
446,high_variant,5yearly,2095,2.3468
446,instant_replacement,5yearly,2095,2.053085
446,low_variant,5yearly,2095,1.3468
446,medium_variant,5yearly,2095,1.8468
446,momentum,5yearly,2095,2.062555
446,no_change,5yearly,2095,1.1923
446,zero_migration,5yearly,2095,1.8468
446,constant_fertility,5yearly,Regi,"China, Macao SAR"
446,constant_mortality,5yearly,Regi,"China, Macao SAR"
446,estimates,5yearly,Regi,"China, Macao SAR"
446,high_variant,5yearly,Regi,"China, Macao SAR"
446,instant_replacement,5yearly,Regi,"China, Macao SAR"
446,low_variant,5yearly,Regi,"China, Macao SAR"
446,medium_variant,5yearly,Regi,"China, Macao SAR"
446,momentum,5yearly,Regi,"China, Macao SAR"
446,no_change,5yearly,Regi,"China, Macao SAR"
446,zero_migration,5yearly,Regi,"China, Macao SAR"
