country,variant,freq,year,totalfertility
428,estimates,5yearly,1950,2
428,estimates,5yearly,1955,1.95
428,estimates,5yearly,1960,1.8753
428,estimates,5yearly,1965,1.84
428,estimates,5yearly,1970,2
428,estimates,5yearly,1975,1.8894
428,estimates,5yearly,1980,2.0293
428,estimates,5yearly,1985,2.16
428,estimates,5yearly,1990,1.6322
428,estimates,5yearly,1995,1.1722
428,estimates,5yearly,2000,1.2856
428,estimates,5yearly,2005,1.4926
428,estimates,5yearly,2010,1.4972
428,constant_fertility,5yearly,2015,1.4972
428,constant_mortality,5yearly,2015,1.5702
428,high_variant,5yearly,2015,1.8202
428,instant_replacement,5yearly,2015,2.083065
428,low_variant,5yearly,2015,1.3202
428,medium_variant,5yearly,2015,1.5702
428,momentum,5yearly,2015,2.08635
428,no_change,5yearly,2015,1.4972
428,zero_migration,5yearly,2015,1.5702
428,constant_fertility,5yearly,2020,1.4972
428,constant_mortality,5yearly,2020,1.6253
428,high_variant,5yearly,2020,2.0253
428,instant_replacement,5yearly,2020,2.081585
428,low_variant,5yearly,2020,1.2253
428,medium_variant,5yearly,2020,1.6253
428,momentum,5yearly,2020,2.087105
428,no_change,5yearly,2020,1.4972
428,zero_migration,5yearly,2020,1.6253
428,constant_fertility,5yearly,2025,1.4972
428,constant_mortality,5yearly,2025,1.6689
428,high_variant,5yearly,2025,2.1689
428,instant_replacement,5yearly,2025,2.07995
428,low_variant,5yearly,2025,1.1689
428,medium_variant,5yearly,2025,1.6689
428,momentum,5yearly,2025,2.08755
428,no_change,5yearly,2025,1.4972
428,zero_migration,5yearly,2025,1.6689
428,constant_fertility,5yearly,2030,1.4972
428,constant_mortality,5yearly,2030,1.7031
428,high_variant,5yearly,2030,2.2031
428,instant_replacement,5yearly,2030,2.078435
428,low_variant,5yearly,2030,1.2031
428,medium_variant,5yearly,2030,1.7031
428,momentum,5yearly,2030,2.087815
428,no_change,5yearly,2030,1.4972
428,zero_migration,5yearly,2030,1.7031
428,constant_fertility,5yearly,2035,1.4972
428,constant_mortality,5yearly,2035,1.7287
428,high_variant,5yearly,2035,2.2287
428,instant_replacement,5yearly,2035,2.076915
428,low_variant,5yearly,2035,1.2287
428,medium_variant,5yearly,2035,1.7287
428,momentum,5yearly,2035,2.08798
428,no_change,5yearly,2035,1.4972
428,zero_migration,5yearly,2035,1.7287
428,constant_fertility,5yearly,2040,1.4972
428,constant_mortality,5yearly,2040,1.7502
428,high_variant,5yearly,2040,2.2502
428,instant_replacement,5yearly,2040,2.07552
428,low_variant,5yearly,2040,1.2502
428,medium_variant,5yearly,2040,1.7502
428,momentum,5yearly,2040,2.088065
428,no_change,5yearly,2040,1.4972
428,zero_migration,5yearly,2040,1.7502
428,constant_fertility,5yearly,2045,1.4972
428,constant_mortality,5yearly,2045,1.7674
428,high_variant,5yearly,2045,2.2674
428,instant_replacement,5yearly,2045,2.07429
428,low_variant,5yearly,2045,1.2674
428,medium_variant,5yearly,2045,1.7674
428,momentum,5yearly,2045,2.088115
428,no_change,5yearly,2045,1.4972
428,zero_migration,5yearly,2045,1.7674
428,constant_fertility,5yearly,2050,1.4972
428,constant_mortality,5yearly,2050,1.7815
428,high_variant,5yearly,2050,2.2815
428,instant_replacement,5yearly,2050,2.073015
428,low_variant,5yearly,2050,1.2815
428,medium_variant,5yearly,2050,1.7815
