country,variant,freq,year,totalfertility
626,estimates,5yearly,1950,6.441
626,estimates,5yearly,1955,6.353
626,estimates,5yearly,1960,6.371
626,estimates,5yearly,1965,6.156
626,estimates,5yearly,1970,5.535
626,estimates,5yearly,1975,4.305
626,estimates,5yearly,1980,5.39
626,estimates,5yearly,1985,5.209
626,estimates,5yearly,1990,5.685
626,estimates,5yearly,1995,7.005
626,estimates,5yearly,2000,6.955
626,estimates,5yearly,2005,6.53
626,estimates,5yearly,2010,5.9124
626,constant_fertility,5yearly,2015,5.9124
626,constant_mortality,5yearly,2015,5.337
626,high_variant,5yearly,2015,5.587
626,instant_replacement,5yearly,2015,2.180415
626,low_variant,5yearly,2015,5.087
626,medium_variant,5yearly,2015,5.337
626,momentum,5yearly,2015,2.215585
626,no_change,5yearly,2015,5.9124
626,zero_migration,5yearly,2015,5.337
626,constant_fertility,5yearly,2020,5.9124
626,constant_mortality,5yearly,2020,4.807
626,high_variant,5yearly,2020,5.207
626,instant_replacement,5yearly,2020,2.154645
626,low_variant,5yearly,2020,4.407
626,medium_variant,5yearly,2020,4.807
626,momentum,5yearly,2020,2.215055
626,no_change,5yearly,2020,5.9124
626,zero_migration,5yearly,2020,4.807
626,constant_fertility,5yearly,2025,5.9124
626,constant_mortality,5yearly,2025,4.3329
626,high_variant,5yearly,2025,4.8329
626,instant_replacement,5yearly,2025,2.135545
626,low_variant,5yearly,2025,3.8329
626,medium_variant,5yearly,2025,4.3329
626,momentum,5yearly,2025,2.214615
626,no_change,5yearly,2025,5.9124
626,zero_migration,5yearly,2025,4.3329
626,constant_fertility,5yearly,2030,5.9124
626,constant_mortality,5yearly,2030,3.9211
626,high_variant,5yearly,2030,4.4211
626,instant_replacement,5yearly,2030,2.12372
626,low_variant,5yearly,2030,3.4211
626,medium_variant,5yearly,2030,3.9211
626,momentum,5yearly,2030,2.21425
626,no_change,5yearly,2030,5.9124
626,zero_migration,5yearly,2030,3.9211
626,constant_fertility,5yearly,2035,5.9124
626,constant_mortality,5yearly,2035,3.5727
626,high_variant,5yearly,2035,4.0727
626,instant_replacement,5yearly,2035,2.114705
626,low_variant,5yearly,2035,3.0727
626,medium_variant,5yearly,2035,3.5727
626,momentum,5yearly,2035,2.21395
626,no_change,5yearly,2035,5.9124
626,zero_migration,5yearly,2035,3.5727
626,constant_fertility,5yearly,2040,5.9124
626,constant_mortality,5yearly,2040,3.284
626,high_variant,5yearly,2040,3.784
626,instant_replacement,5yearly,2040,2.107565
626,low_variant,5yearly,2040,2.784
626,medium_variant,5yearly,2040,3.284
626,momentum,5yearly,2040,2.21371
626,no_change,5yearly,2040,5.9124
626,zero_migration,5yearly,2040,3.284
626,constant_fertility,5yearly,2045,5.9124
626,constant_mortality,5yearly,2045,3.043
626,high_variant,5yearly,2045,3.543
626,instant_replacement,5yearly,2045,2.101605
626,low_variant,5yearly,2045,2.543
626,medium_variant,5yearly,2045,3.043
626,momentum,5yearly,2045,2.213525
626,no_change,5yearly,2045,5.9124
626,zero_migration,5yearly,2045,3.043
626,constant_fertility,5yearly,2050,5.9124
626,constant_mortality,5yearly,2050,2.8469
626,high_variant,5yearly,2050,3.3469
626,instant_replacement,5yearly,2050,2.096815
626,low_variant,5yearly,2050,2.3469
626,medium_variant,5yearly,2050,2.8469
626,momentum,5yearly,2050,2.213385
626,no_change,5yearly,2050,5.9124
626,zero_migration,5yearly,2050,2.8469
626,constant_fertility,5yearly,2055,5.9124
626,constant_mortality,5yearly,2055,2.6769
626,high_variant,5yearly,2055,3.1769
626,instant_replacement,5yearly,2055,2.092725
626,low_variant,5yearly,2055,2.1769
626,medium_variant,5yearly,2055,2.6769
626,momentum,5yearly,2055,2.213285
626,no_change,5yearly,2055,5.9124
626,zero_migration,5yearly,2055,2.6769
626,constant_fertility,5yearly,2060,5.9124
626,constant_mortality,5yearly,2060,2.5385
626,high_variant,5yearly,2060,3.0385
626,instant_replacement,5yearly,2060,2.08938
626,low_variant,5yearly,2060,2.0385
626,medium_variant,5yearly,2060,2.5385
626,momentum,5yearly,2060,2.21323
626,no_change,5yearly,2060,5.9124
626,zero_migration,5yearly,2060,2.5385
626,constant_fertility,5yearly,2065,5.9124
626,constant_mortality,5yearly,2065,2.4149
626,high_variant,5yearly,2065,2.9149
626,instant_replacement,5yearly,2065,2.08685
626,low_variant,5yearly,2065,1.9149
626,medium_variant,5yearly,2065,2.4149
626,momentum,5yearly,2065,2.21319
626,no_change,5yearly,2065,5.9124
626,zero_migration,5yearly,2065,2.4149
626,constant_fertility,5yearly,2070,5.9124
626,constant_mortality,5yearly,2070,2.3037
626,high_variant,5yearly,2070,2.8037
626,instant_replacement,5yearly,2070,2.08464
626,low_variant,5yearly,2070,1.8037
626,medium_variant,5yearly,2070,2.3037
626,momentum,5yearly,2070,2.2132
626,no_change,5yearly,2070,5.9124
626,zero_migration,5yearly,2070,2.3037
626,constant_fertility,5yearly,2075,5.9124
626,constant_mortality,5yearly,2075,2.21
626,high_variant,5yearly,2075,2.71
626,instant_replacement,5yearly,2075,2.08268
626,low_variant,5yearly,2075,1.71
626,medium_variant,5yearly,2075,2.21
626,momentum,5yearly,2075,2.21322
626,no_change,5yearly,2075,5.9124
626,zero_migration,5yearly,2075,2.21
626,constant_fertility,5yearly,2080,5.9124
626,constant_mortality,5yearly,2080,2.1233
626,high_variant,5yearly,2080,2.6233
626,instant_replacement,5yearly,2080,2.080895
626,low_variant,5yearly,2080,1.6233
626,medium_variant,5yearly,2080,2.1233
626,momentum,5yearly,2080,2.21327
626,no_change,5yearly,2080,5.9124
626,zero_migration,5yearly,2080,2.1233
626,constant_fertility,5yearly,2085,5.9124
626,constant_mortality,5yearly,2085,2.055
626,high_variant,5yearly,2085,2.555
