continent,variant,freq,year,noofbirth
903,estimates,5yearly,1950,58241.996
903,estimates,5yearly,1955,64554.334
903,estimates,5yearly,1960,72022.609
903,estimates,5yearly,1965,80239.439
903,estimates,5yearly,1970,90516.116
903,estimates,5yearly,1975,102465.236
903,estimates,5yearly,1980,115292.118
903,estimates,5yearly,1985,127174.136
903,estimates,5yearly,1990,137520.337
903,estimates,5yearly,1995,149901.31
903,estimates,5yearly,2000,165033.237
903,estimates,5yearly,2005,182402.979
903,estimates,5yearly,2010,201170.811
903,constant_fertility,5yearly,2015,230260.767
903,constant_mortality,5yearly,2015,213720.922
903,high_variant,5yearly,2015,226134.754
903,instant_replacement,5yearly,2015,112404.037
903,low_variant,5yearly,2015,201977.503
903,medium_variant,5yearly,2015,214056.122
903,momentum,5yearly,2015,115217.259
903,no_change,5yearly,2015,229899.995
903,zero_migration,5yearly,2015,214391.916
903,constant_fertility,5yearly,2020,263247.602
903,constant_mortality,5yearly,2020,226012.376
903,high_variant,5yearly,2020,249080.699
903,instant_replacement,5yearly,2020,124760.789
903,low_variant,5yearly,2020,205404.905
903,medium_variant,5yearly,2020,227242.796
903,momentum,5yearly,2020,130289.822
903,no_change,5yearly,2020,261819.94
903,zero_migration,5yearly,2020,228129.637
903,constant_fertility,5yearly,2025,300768.431
903,constant_mortality,5yearly,2025,238702.452
903,high_variant,5yearly,2025,272212.516
903,instant_replacement,5yearly,2025,138754.761
903,low_variant,5yearly,2025,210542.676
903,medium_variant,5yearly,2025,241377.597
903,momentum,5yearly,2025,146891.602
903,no_change,5yearly,2025,297418.414
903,zero_migration,5yearly,2025,242655.085
903,constant_fertility,5yearly,2030,344541.683
903,constant_mortality,5yearly,2030,251320.994
903,high_variant,5yearly,2030,292093.197
903,instant_replacement,5yearly,2030,149807.673
903,low_variant,5yearly,2030,220703.445
903,medium_variant,5yearly,2030,256280.773
903,momentum,5yearly,2030,160067.158
903,no_change,5yearly,2030,337770.211
903,zero_migration,5yearly,2030,257859.793
903,constant_fertility,5yearly,2035,397454.432
903,constant_mortality,5yearly,2035,262083.387
903,high_variant,5yearly,2035,314539.495
903,instant_replacement,5yearly,2035,150693.731
903,low_variant,5yearly,2035,227738.516
903,medium_variant,5yearly,2035,270499.214
903,momentum,5yearly,2035,162086.172
903,no_change,5yearly,2035,384764.408
903,zero_migration,5yearly,2035,272383.119
903,constant_fertility,5yearly,2040,461577.913
903,constant_mortality,5yearly,2040,269726.671
903,high_variant,5yearly,2040,338840.997
903,instant_replacement,5yearly,2040,143226.585
903,low_variant,5yearly,2040,230228.661
903,medium_variant,5yearly,2040,282787.673
903,momentum,5yearly,2040,155039.166
903,no_change,5yearly,2040,439627.014
903,zero_migration,5yearly,2040,285044.274
903,constant_fertility,5yearly,2045,538142.347
903,constant_mortality,5yearly,2045,274389.336
903,high_variant,5yearly,2045,363450.066
903,instant_replacement,5yearly,2045,135980.231
903,low_variant,5yearly,2045,229191.142
903,medium_variant,5yearly,2045,292986.071
903,momentum,5yearly,2045,148321.469
903,no_change,5yearly,2045,502962.28
903,zero_migration,5yearly,2045,295666.085
903,constant_fertility,5yearly,2050,628801.459
903,constant_mortality,5yearly,2050,276856.343
903,high_variant,5yearly,2050,387048.398
903,instant_replacement,5yearly,2050,132856.349
903,low_variant,5yearly,2050,226497.476
903,medium_variant,5yearly,2050,301575.307
903,momentum,5yearly,2050,146143.669
903,no_change,5yearly,2050,575662.562
903,zero_migration,5yearly,2050,304659.256
903,constant_fertility,5yearly,2055,736241.078
903,constant_mortality,5yearly,2055,277751.225
903,high_variant,5yearly,2055,409020.49
903,instant_replacement,5yearly,2055,134499.435
903,low_variant,5yearly,2055,223338.059
903,medium_variant,5yearly,2055,308942.72
903,momentum,5yearly,2055,148887.739
903,no_change,5yearly,2055,659294.229
903,zero_migration,5yearly,2055,312357.569
903,constant_fertility,5yearly,2060,864102.2
903,constant_mortality,5yearly,2060,277780.752
903,high_variant,5yearly,2060,430493.902
903,instant_replacement,5yearly,2060,138078.501
903,low_variant,5yearly,2060,220195.992
903,medium_variant,5yearly,2060,315747.897
903,momentum,5yearly,2060,153346.335
903,no_change,5yearly,2060,755891.224
903,zero_migration,5yearly,2060,319427.05
903,constant_fertility,5yearly,2065,1016759.984
903,constant_mortality,5yearly,2065,276347.626
903,high_variant,5yearly,2065,451800.145
903,instant_replacement,5yearly,2065,139096.94
903,low_variant,5yearly,2065,215901.077
903,medium_variant,5yearly,2065,321304.114
903,momentum,5yearly,2065,154781.526
903,no_change,5yearly,2065,867724.258
903,zero_migration,5yearly,2065,325214.452
903,constant_fertility,5yearly,2070,1199204.492
903,constant_mortality,5yearly,2070,273147.089
903,high_variant,5yearly,2070,472955.31
903,instant_replacement,5yearly,2070,137332.4
903,low_variant,5yearly,2070,209795.089
903,medium_variant,5yearly,2070,325151.925
903,momentum,5yearly,2070,153145.761
903,no_change,5yearly,2070,997283.355
903,zero_migration,5yearly,2070,329284.175
903,constant_fertility,5yearly,2075,1417177.502
903,constant_mortality,5yearly,2075,268417.089
903,high_variant,5yearly,2075,493682.725
903,instant_replacement,5yearly,2075,134745.366
903,low_variant,5yearly,2075,202166.201
903,medium_variant,5yearly,2075,327377.754
903,momentum,5yearly,2075,150754.893
903,no_change,5yearly,2075,1147378.251
903,zero_migration,5yearly,2075,331723.103
903,constant_fertility,5yearly,2080,1677417.195
903,constant_mortality,5yearly,2080,262516.773
903,high_variant,5yearly,2080,513307.218
903,instant_replacement,5yearly,2080,133421.721
903,low_variant,5yearly,2080,193677.37
