continent,variant,freq,year,noofbirth
903,medium_variant,5yearly,2080,328179.454
903,momentum,5yearly,2080,149821.817
903,no_change,5yearly,2080,1321212.825
903,zero_migration,5yearly,2080,332710.522
903,constant_fertility,5yearly,2085,1988204.937
903,constant_mortality,5yearly,2085,255865.568
903,high_variant,5yearly,2085,531713.876
903,instant_replacement,5yearly,2085,133734.012
903,low_variant,5yearly,2085,184957.606
903,medium_variant,5yearly,2085,327930.407
903,momentum,5yearly,2085,150618.818
903,no_change,5yearly,2085,1522599.732
903,zero_migration,5yearly,2085,332603.627
903,constant_fertility,5yearly,2090,2359823.664
903,constant_mortality,5yearly,2090,248553.119
903,high_variant,5yearly,2090,548883.015
903,instant_replacement,5yearly,2090,134700.594
903,low_variant,5yearly,2090,176036.017
903,medium_variant,5yearly,2090,326597.565
903,momentum,5yearly,2090,151977.401
903,no_change,5yearly,2090,1756116.742
903,zero_migration,5yearly,2090,331366.917
903,constant_fertility,5yearly,2095,2804807.622
903,constant_mortality,5yearly,2095,240688.036
903,high_variant,5yearly,2095,565243.61
903,instant_replacement,5yearly,2095,135182.894
903,low_variant,5yearly,2095,166911.45
903,medium_variant,5yearly,2095,324279.523
903,momentum,5yearly,2095,152659.672
903,no_change,5yearly,2095,2027196.789
903,zero_migration,5yearly,2095,329111.701
