continent,variant,freq,year,noofbirth
905,momentum,5yearly,2085,23940.633
905,no_change,5yearly,2085,23871.214
905,zero_migration,5yearly,2085,18416.347
905,constant_fertility,5yearly,2090,24069.768
905,constant_mortality,5yearly,2090,25868.659
905,high_variant,5yearly,2090,49341.072
905,instant_replacement,5yearly,2090,33163.615
905,low_variant,5yearly,2090,11981.974
905,medium_variant,5yearly,2090,26235.928
905,momentum,5yearly,2090,23747.244
905,no_change,5yearly,2090,23733.476
905,zero_migration,5yearly,2090,18166.231
905,constant_fertility,5yearly,2095,23932.472
905,constant_mortality,5yearly,2095,25752.221
905,high_variant,5yearly,2095,50489.209
905,instant_replacement,5yearly,2095,33283.931
905,low_variant,5yearly,2095,11588.491
905,medium_variant,5yearly,2095,26158.877
905,momentum,5yearly,2095,23543.794
905,no_change,5yearly,2095,23561.116
905,zero_migration,5yearly,2095,17878.254
905,constant_fertility,5yearly,Regi,NORTHERN AMERICA
905,constant_mortality,5yearly,Regi,NORTHERN AMERICA
905,estimates,5yearly,Regi,NORTHERN AMERICA
905,high_variant,5yearly,Regi,NORTHERN AMERICA
905,instant_replacement,5yearly,Regi,NORTHERN AMERICA
905,low_variant,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,5yearly,Regi,NORTHERN AMERICA
905,momentum,5yearly,Regi,NORTHERN AMERICA
905,no_change,5yearly,Regi,NORTHERN AMERICA
905,zero_migration,5yearly,Regi,NORTHERN AMERICA
