continent,variant,freq,year,noofbirth
908,estimates,5yearly,1950,60533.411
908,estimates,5yearly,1955,61724.895
908,estimates,5yearly,1960,59277.524
908,estimates,5yearly,1965,54409.094
908,estimates,5yearly,1970,52131.782
908,estimates,5yearly,1975,50648.532
908,estimates,5yearly,1980,50199.588
908,estimates,5yearly,1985,48804.489
908,estimates,5yearly,1990,41767.167
908,estimates,5yearly,1995,37353.757
908,estimates,5yearly,2000,36921.787
908,estimates,5yearly,2005,39499.009
908,estimates,5yearly,2010,39987.335
908,constant_fertility,5yearly,2015,37604.613
908,constant_mortality,5yearly,2015,38852.367
908,high_variant,5yearly,2015,44808.374
908,instant_replacement,5yearly,2015,49518.356
908,low_variant,5yearly,2015,32904.056
908,medium_variant,5yearly,2015,38856.211
908,momentum,5yearly,2015,49187.732
908,no_change,5yearly,2015,37601.102
908,zero_migration,5yearly,2015,38530.812
908,constant_fertility,5yearly,2020,34926.05
908,constant_mortality,5yearly,2020,37202.04
908,high_variant,5yearly,2020,46161.34
908,instant_replacement,5yearly,2020,46459.543
908,low_variant,5yearly,2020,28271.634
908,medium_variant,5yearly,2020,37216.489
908,momentum,5yearly,2020,45407.356
908,no_change,5yearly,2020,34913.852
908,zero_migration,5yearly,2020,36268.518
908,constant_fertility,5yearly,2025,33033.549
908,constant_mortality,5yearly,2025,35369.987
908,high_variant,5yearly,2025,45847.146
908,instant_replacement,5yearly,2025,43374.839
908,low_variant,5yearly,2025,24948.751
908,medium_variant,5yearly,2025,35397.938
908,momentum,5yearly,2025,41677.361
908,no_change,5yearly,2025,33010.6
908,zero_migration,5yearly,2025,33892.392
908,constant_fertility,5yearly,2030,32465.922
908,constant_mortality,5yearly,2030,34520.208
908,high_variant,5yearly,2030,44698.567
908,instant_replacement,5yearly,2030,41843.309
908,low_variant,5yearly,2030,24465.279
908,medium_variant,5yearly,2030,34563.355
908,momentum,5yearly,2030,39649.486
908,no_change,5yearly,2030,32429.837
908,zero_migration,5yearly,2030,32622.088
908,constant_fertility,5yearly,2035,32533.721
908,constant_mortality,5yearly,2035,34966.774
908,high_variant,5yearly,2035,45624.441
908,instant_replacement,5yearly,2035,42477.758
908,low_variant,5yearly,2035,24678.025
908,medium_variant,5yearly,2035,35030.453
908,momentum,5yearly,2035,39959.659
908,no_change,5yearly,2035,32478.999
908,zero_migration,5yearly,2035,32790.362
908,constant_fertility,5yearly,2040,32196.437
908,constant_mortality,5yearly,2040,35655.176
908,high_variant,5yearly,2040,47881.175
908,instant_replacement,5yearly,2040,44641.797
908,low_variant,5yearly,2040,24493.509
908,medium_variant,5yearly,2040,35748.43
908,momentum,5yearly,2040,41822.987
908,no_change,5yearly,2040,32116.825
908,zero_migration,5yearly,2040,33233.722
908,constant_fertility,5yearly,2045,31174.86
908,constant_mortality,5yearly,2045,35622.663
908,high_variant,5yearly,2045,50544.171
908,instant_replacement,5yearly,2045,47136.319
908,low_variant,5yearly,2045,23041.763
908,medium_variant,5yearly,2045,35753.026
908,momentum,5yearly,2045,43889.491
908,no_change,5yearly,2045,31067.594
