continent,variant,freq,year,noofbirth
909,estimates,5yearly,1950,1844.603
909,estimates,5yearly,1955,2057.099
909,estimates,5yearly,1960,2179.331
909,estimates,5yearly,1965,2283.907
909,estimates,5yearly,1970,2436.095
909,estimates,5yearly,1975,2336.733
909,estimates,5yearly,1980,2460.736
909,estimates,5yearly,1985,2593.952
909,estimates,5yearly,1990,2752.956
909,estimates,5yearly,1995,2812.56
909,estimates,5yearly,2000,2889.239
909,estimates,5yearly,2005,3181.069
909,estimates,5yearly,2010,3271.722
909,constant_fertility,5yearly,2015,3520.917
909,constant_mortality,5yearly,2015,3364.303
909,high_variant,5yearly,2015,3728.273
909,instant_replacement,5yearly,2015,3079.014
909,low_variant,5yearly,2015,3001.896
909,medium_variant,5yearly,2015,3365.085
909,momentum,5yearly,2015,3034.948
909,no_change,5yearly,2015,3520.094
909,zero_migration,5yearly,2015,3320.624
909,constant_fertility,5yearly,2020,3729.03
909,constant_mortality,5yearly,2020,3432.605
909,high_variant,5yearly,2020,4044.906
909,instant_replacement,5yearly,2020,3223.279
909,low_variant,5yearly,2020,2826.158
909,medium_variant,5yearly,2020,3435.526
909,momentum,5yearly,2020,3083.635
909,no_change,5yearly,2020,3725.777
909,zero_migration,5yearly,2020,3305.904
909,constant_fertility,5yearly,2025,3908.201
909,constant_mortality,5yearly,2025,3475.09
909,high_variant,5yearly,2025,4268.992
909,instant_replacement,5yearly,2025,3328.703
909,low_variant,5yearly,2025,2693.486
909,medium_variant,5yearly,2025,3481.239
909,momentum,5yearly,2025,3094.601
909,no_change,5yearly,2025,3900.992
909,zero_migration,5yearly,2025,3267.792
909,constant_fertility,5yearly,2030,4105.126
909,constant_mortality,5yearly,2030,3523.114
909,high_variant,5yearly,2030,4358.921
909,instant_replacement,5yearly,2030,3427.42
909,low_variant,5yearly,2030,2712.057
909,medium_variant,5yearly,2030,3533.808
909,momentum,5yearly,2030,3099.961
909,no_change,5yearly,2030,4091.921
909,zero_migration,5yearly,2030,3238.378
909,constant_fertility,5yearly,2035,4356.713
909,constant_mortality,5yearly,2035,3603.086
909,high_variant,5yearly,2035,4530.358
909,instant_replacement,5yearly,2035,3520.047
909,low_variant,5yearly,2035,2731.594
909,medium_variant,5yearly,2035,3620.401
909,momentum,5yearly,2035,3102.889
909,no_change,5yearly,2035,4333.77
909,zero_migration,5yearly,2035,3246.782
909,constant_fertility,5yearly,2040,4660.15
909,constant_mortality,5yearly,2040,3695.75
909,high_variant,5yearly,2040,4789.896
909,instant_replacement,5yearly,2040,3617.426
909,low_variant,5yearly,2040,2720.911
909,medium_variant,5yearly,2040,3722.225
909,momentum,5yearly,2040,3110.495
909,no_change,5yearly,2040,4622.157
909,zero_migration,5yearly,2040,3272.92
909,constant_fertility,5yearly,2045,4985.273
909,constant_mortality,5yearly,2045,3766.852
909,high_variant,5yearly,2045,5102.781
909,instant_replacement,5yearly,2045,3730.134
909,low_variant,5yearly,2045,2651.761
909,medium_variant,5yearly,2045,3804.702
909,momentum,5yearly,2045,3127.417
909,no_change,5yearly,2045,4926.365
909,zero_migration,5yearly,2045,3277.685
909,constant_fertility,5yearly,2050,5312.643
909,constant_mortality,5yearly,2050,3803.746
909,high_variant,5yearly,2050,5410.985
909,instant_replacement,5yearly,2050,3833.471
909,low_variant,5yearly,2050,2540.236
909,medium_variant,5yearly,2050,3854.619
909,momentum,5yearly,2050,3133.033
909,no_change,5yearly,2050,5226.942
909,zero_migration,5yearly,2050,3251.998
909,constant_fertility,5yearly,2055,5640.409
909,constant_mortality,5yearly,2055,3811.552
909,high_variant,5yearly,2055,5652.366
909,instant_replacement,5yearly,2055,3912.42
