continent,variant,freq,year,noofbirth
909,low_variant,5yearly,2055,2429.538
909,medium_variant,5yearly,2055,3876.282
909,momentum,5yearly,2055,3120.937
909,no_change,5yearly,2055,5521.908
909,zero_migration,5yearly,2055,3204.725
909,constant_fertility,5yearly,2060,5988.453
909,constant_mortality,5yearly,2060,3807.811
909,high_variant,5yearly,2060,5828.276
909,instant_replacement,5yearly,2060,3977.552
909,low_variant,5yearly,2060,2345.726
909,medium_variant,5yearly,2060,3886.791
909,momentum,5yearly,2060,3102.742
909,no_change,5yearly,2060,5830.16
909,zero_migration,5yearly,2060,3152.354
909,constant_fertility,5yearly,2065,6378.353
909,constant_mortality,5yearly,2065,3807.332
909,high_variant,5yearly,2065,5992.042
909,instant_replacement,5yearly,2065,4046.707
909,low_variant,5yearly,2065,2283.33
909,medium_variant,5yearly,2065,3900.916
909,momentum,5yearly,2065,3094.395
909,no_change,5yearly,2065,6171.812
909,zero_migration,5yearly,2065,3109.239
909,constant_fertility,5yearly,2070,6816.186
909,constant_mortality,5yearly,2070,3810.719
909,high_variant,5yearly,2070,6190.653
909,instant_replacement,5yearly,2070,4125.289
909,low_variant,5yearly,2070,2220.02
909,medium_variant,5yearly,2070,3919.104
909,momentum,5yearly,2070,3100.363
909,no_change,5yearly,2070,6551.316
909,zero_migration,5yearly,2070,3074.743
909,constant_fertility,5yearly,2075,7296.566
909,constant_mortality,5yearly,2075,3806.819
909,high_variant,5yearly,2075,6426.698
909,instant_replacement,5yearly,2075,4208.025
909,low_variant,5yearly,2075,2139.644
909,medium_variant,5yearly,2075,3930.319
909,momentum,5yearly,2075,3113.822
909,no_change,5yearly,2075,6961.614
909,zero_migration,5yearly,2075,3038.903
909,constant_fertility,5yearly,2080,7812.474
909,constant_mortality,5yearly,2080,3787.666
909,high_variant,5yearly,2080,6670.597
909,instant_replacement,5yearly,2080,4285.005
909,low_variant,5yearly,2080,2043.363
909,medium_variant,5yearly,2080,3926.251
909,momentum,5yearly,2080,3124.44
909,no_change,5yearly,2080,7394.246
909,zero_migration,5yearly,2080,2991.632
909,constant_fertility,5yearly,2085,8365.289
909,constant_mortality,5yearly,2085,3750.087
909,high_variant,5yearly,2085,6884.437
909,instant_replacement,5yearly,2085,4346.757
909,low_variant,5yearly,2085,1940.717
909,medium_variant,5yearly,2085,3903.367
909,momentum,5yearly,2085,3124.115
909,no_change,5yearly,2085,7849.068
909,zero_migration,5yearly,2085,2930.532
909,constant_fertility,5yearly,2090,8965.863
909,constant_mortality,5yearly,2090,3704.129
909,high_variant,5yearly,2090,7061.693
909,instant_replacement,5yearly,2090,4393.219
909,low_variant,5yearly,2090,1845.788
909,medium_variant,5yearly,2090,3871.677
909,momentum,5yearly,2090,3114.324
909,no_change,5yearly,2090,8334.99
909,zero_migration,5yearly,2090,2865.556
909,constant_fertility,5yearly,2095,9628.649
909,constant_mortality,5yearly,2095,3657.938
909,high_variant,5yearly,2095,7220.934
909,instant_replacement,5yearly,2095,4433.472
909,low_variant,5yearly,2095,1762.275
909,medium_variant,5yearly,2095,3839.186
909,momentum,5yearly,2095,3104.33
909,no_change,5yearly,2095,8863.816
909,zero_migration,5yearly,2095,2804.059
909,constant_fertility,5yearly,Regi,OCEANIA
909,constant_mortality,5yearly,Regi,OCEANIA
909,estimates,5yearly,Regi,OCEANIA
909,high_variant,5yearly,Regi,OCEANIA
909,instant_replacement,5yearly,Regi,OCEANIA
909,low_variant,5yearly,Regi,OCEANIA
909,medium_variant,5yearly,Regi,OCEANIA
909,momentum,5yearly,Regi,OCEANIA
909,no_change,5yearly,Regi,OCEANIA
909,zero_migration,5yearly,Regi,OCEANIA
