continent,variant,freq,year,noofbirth
904,constant_mortality,5yearly,2055,40052.528
904,high_variant,5yearly,2055,65538.266
904,instant_replacement,5yearly,2055,53741.33
904,low_variant,5yearly,2055,21962.297
904,medium_variant,5yearly,2055,40745.207
904,momentum,5yearly,2055,55878.899
904,no_change,5yearly,2055,59549.826
904,zero_migration,5yearly,2055,41732.131
904,constant_fertility,5yearly,2060,61591.128
904,constant_mortality,5yearly,2060,38672.732
904,high_variant,5yearly,2060,65781.406
904,instant_replacement,5yearly,2060,53423.97
904,low_variant,5yearly,2060,20250.383
904,medium_variant,5yearly,2060,39486.935
904,momentum,5yearly,2060,55704.514
904,no_change,5yearly,2060,60145.715
904,zero_migration,5yearly,2060,40539.661
904,constant_fertility,5yearly,2065,62635.651
904,constant_mortality,5yearly,2065,37383.821
904,high_variant,5yearly,2065,66084.831
904,instant_replacement,5yearly,2065,53143.524
904,low_variant,5yearly,2065,18813.338
904,medium_variant,5yearly,2065,38318.964
904,momentum,5yearly,2065,55538.718
904,no_change,5yearly,2065,60866.756
904,zero_migration,5yearly,2065,39421.479
904,constant_fertility,5yearly,2070,63849.485
904,constant_mortality,5yearly,2070,36220.405
904,high_variant,5yearly,2070,66967.945
904,instant_replacement,5yearly,2070,53005.92
904,low_variant,5yearly,2070,17424.853
904,medium_variant,5yearly,2070,37279.866
904,momentum,5yearly,2070,55512.825
904,no_change,5yearly,2070,61719.95
904,zero_migration,5yearly,2070,38429.498
904,constant_fertility,5yearly,2075,65188.725
904,constant_mortality,5yearly,2075,35121.607
904,high_variant,5yearly,2075,68326.479
904,instant_replacement,5yearly,2075,52995.996
904,low_variant,5yearly,2075,15998.877
904,medium_variant,5yearly,2075,36307.54
904,momentum,5yearly,2075,55623.941
904,no_change,5yearly,2075,62661.75
904,zero_migration,5yearly,2075,37508.166
904,constant_fertility,5yearly,2080,66617.956
904,constant_mortality,5yearly,2080,34041.723
904,high_variant,5yearly,2080,69737.884
904,instant_replacement,5yearly,2080,53002.719
904,low_variant,5yearly,2080,14608.986
904,medium_variant,5yearly,2080,35351.708
904,momentum,5yearly,2080,55751.892
904,no_change,5yearly,2080,63658.072
904,zero_migration,5yearly,2080,36601.874
904,constant_fertility,5yearly,2085,68138.456
904,constant_mortality,5yearly,2085,32993.868
904,high_variant,5yearly,2085,70901.747
904,instant_replacement,5yearly,2085,52922.474
904,low_variant,5yearly,2085,13373.223
904,medium_variant,5yearly,2085,34422.599
904,momentum,5yearly,2085,55781.286
904,no_change,5yearly,2085,64709.315
904,zero_migration,5yearly,2085,35715.275
904,constant_fertility,5yearly,2090,69777.236
904,constant_mortality,5yearly,2090,31995.829
904,high_variant,5yearly,2090,71806.311
904,instant_replacement,5yearly,2090,52757.59
904,low_variant,5yearly,2090,12333.838
904,medium_variant,5yearly,2090,33537.655
904,momentum,5yearly,2090,55706.51
904,no_change,5yearly,2090,65838.861
904,zero_migration,5yearly,2090,34861.808
904,constant_fertility,5yearly,2095,71558.193
904,constant_mortality,5yearly,2095,31053.55
904,high_variant,5yearly,2095,72686.49
904,instant_replacement,5yearly,2095,52590.781
904,low_variant,5yearly,2095,11443.375
904,medium_variant,5yearly,2095,32704.224
904,momentum,5yearly,2095,55612.5
904,no_change,5yearly,2095,67065.996
904,zero_migration,5yearly,2095,34049.615
