continent,variant,freq,year,noofbirth
904,estimates,5yearly,1950,38706.02
904,estimates,5yearly,1955,43172.006
904,estimates,5yearly,1960,48347.33
904,estimates,5yearly,1965,51466.333
904,estimates,5yearly,1970,54297.101
904,estimates,5yearly,1975,57259.432
904,estimates,5yearly,1980,59395.657
904,estimates,5yearly,1985,59894.195
904,estimates,5yearly,1990,59725.897
904,estimates,5yearly,1995,59257.282
904,estimates,5yearly,2000,57358.992
904,estimates,5yearly,2005,55189.42
904,estimates,5yearly,2010,54645.222
904,constant_fertility,5yearly,2015,56378.503
904,constant_mortality,5yearly,2015,53307.389
904,high_variant,5yearly,2015,59842.579
904,instant_replacement,5yearly,2015,55058.974
904,low_variant,5yearly,2015,46790.041
904,medium_variant,5yearly,2015,53316.301
904,momentum,5yearly,2015,55405.194
904,no_change,5yearly,2015,56369.009
904,zero_migration,5yearly,2015,53444.147
904,constant_fertility,5yearly,2020,57182.44
904,constant_mortality,5yearly,2020,51507.464
904,high_variant,5yearly,2020,62089.651
904,instant_replacement,5yearly,2020,55449.245
904,low_variant,5yearly,2020,40991.893
904,medium_variant,5yearly,2020,51540.764
904,momentum,5yearly,2020,56195.513
904,no_change,5yearly,2020,57145.111
904,zero_migration,5yearly,2020,51883.455
904,constant_fertility,5yearly,2025,57212.741
904,constant_mortality,5yearly,2025,49562.136
904,high_variant,5yearly,2025,62777.831
904,instant_replacement,5yearly,2025,55136.79
904,low_variant,5yearly,2025,36486.102
904,medium_variant,5yearly,2025,49631.969
904,momentum,5yearly,2025,56178.52
904,no_change,5yearly,2025,57131.114
904,zero_migration,5yearly,2025,50118.65
904,constant_fertility,5yearly,2030,57076.718
904,constant_mortality,5yearly,2030,47717.526
904,high_variant,5yearly,2030,61275.954
904,instant_replacement,5yearly,2030,54523.986
904,low_variant,5yearly,2030,34591.948
904,medium_variant,5yearly,2030,47841.179
904,momentum,5yearly,2030,55769.219
904,no_change,5yearly,2030,56922.984
904,zero_migration,5yearly,2030,48414.496
904,constant_fertility,5yearly,2035,57358.875
904,constant_mortality,5yearly,2035,46021.226
904,high_variant,5yearly,2035,60889.842
904,instant_replacement,5yearly,2035,53972.016
904,low_variant,5yearly,2035,32372.322
904,medium_variant,5yearly,2035,46224.845
904,momentum,5yearly,2035,55377.521
904,no_change,5yearly,2035,57084.566
904,zero_migration,5yearly,2035,46864.12
904,constant_fertility,5yearly,2040,58101.857
904,constant_mortality,5yearly,2040,44494.65
904,high_variant,5yearly,2040,61738.308
904,instant_replacement,5yearly,2040,53759.399
904,low_variant,5yearly,2040,29796.284
904,medium_variant,5yearly,2040,44804.592
904,momentum,5yearly,2040,55328.054
904,no_change,5yearly,2040,57655.428
904,zero_migration,5yearly,2040,45515.821
904,constant_fertility,5yearly,2045,59011.351
904,constant_mortality,5yearly,2045,43033.384
904,high_variant,5yearly,2045,63320.085
904,instant_replacement,5yearly,2045,53854.27
904,low_variant,5yearly,2045,26977.151
904,medium_variant,5yearly,2045,43468.361
904,momentum,5yearly,2045,55611.62
904,no_change,5yearly,2045,58354.215
904,zero_migration,5yearly,2045,44269.386
904,constant_fertility,5yearly,2050,59881.717
904,constant_mortality,5yearly,2050,41548.709
904,high_variant,5yearly,2050,64794.696
904,instant_replacement,5yearly,2050,53915.278
904,low_variant,5yearly,2050,24240.728
904,medium_variant,5yearly,2050,42114.974
904,momentum,5yearly,2050,55873.605
904,no_change,5yearly,2050,58986.95
904,zero_migration,5yearly,2050,43015.011
904,constant_fertility,5yearly,2055,60705.944
