variant,continent,year,gender,potentialsupport2069_65
estimates,904,1950,male,25.837
estimates,904,1951,male,25.65
estimates,904,1952,male,25.567
estimates,904,1953,male,25.574
estimates,904,1954,male,25.665
estimates,904,1955,male,25.839
estimates,904,1956,male,25.301
estimates,904,1957,male,24.886
estimates,904,1958,male,24.585
estimates,904,1959,male,24.393
estimates,904,1960,male,24.301
estimates,904,1961,male,23.812
estimates,904,1962,male,23.458
estimates,904,1963,male,23.204
estimates,904,1964,male,23.016
estimates,904,1965,male,22.876
estimates,904,1966,male,22.388
estimates,904,1967,male,22.004
estimates,904,1968,male,21.722
estimates,904,1969,male,21.538
estimates,904,1970,male,21.443
estimates,904,1971,male,21.089
estimates,904,1972,male,20.858
estimates,904,1973,male,20.727
estimates,904,1974,male,20.676
estimates,904,1975,male,20.688
estimates,904,1976,male,20.416
estimates,904,1977,male,20.239
estimates,904,1978,male,20.143
estimates,904,1979,male,20.113
estimates,904,1980,male,20.139
estimates,904,1981,male,19.926
estimates,904,1982,male,19.798
estimates,904,1983,male,19.756
estimates,904,1984,male,19.804
estimates,904,1985,male,19.935
estimates,904,1986,male,19.825
estimates,904,1987,male,19.808
estimates,904,1988,male,19.855
estimates,904,1989,male,19.93
estimates,904,1990,male,20.012
estimates,904,1991,male,19.79
estimates,904,1992,male,19.611
estimates,904,1993,male,19.472
estimates,904,1994,male,19.365
estimates,904,1995,male,19.284
estimates,904,1996,male,18.894
estimates,904,1997,male,18.551
estimates,904,1998,male,18.255
estimates,904,1999,male,18.013
estimates,904,2000,male,17.82
estimates,904,2001,male,17.509
estimates,904,2002,male,17.258
estimates,904,2003,male,17.044
estimates,904,2004,male,16.847
estimates,904,2005,male,16.655
estimates,904,2006,male,16.371
estimates,904,2007,male,16.112
estimates,904,2008,male,15.874
estimates,904,2009,male,15.658
estimates,904,2010,male,15.458
estimates,904,2011,male,15.177
estimates,904,2012,male,14.923
estimates,904,2013,male,14.682
estimates,904,2014,male,14.444
estimates,904,2015,male,14.202
medium_variant,904,2015,male,14.202
medium_variant,904,2016,male,13.892
medium_variant,904,2017,male,13.599
medium_variant,904,2018,male,13.307
medium_variant,904,2019,male,13.002
medium_variant,904,2020,male,12.675
medium_variant,904,2021,male,12.297
medium_variant,904,2022,male,11.923
medium_variant,904,2023,male,11.558
medium_variant,904,2024,male,11.208
medium_variant,904,2025,male,10.873
medium_variant,904,2026,male,10.532
medium_variant,904,2027,male,10.216
medium_variant,904,2028,male,9.914
medium_variant,904,2029,male,9.616
medium_variant,904,2030,male,9.319
medium_variant,904,2031,male,9.017
medium_variant,904,2032,male,8.729
medium_variant,904,2033,male,8.454
medium_variant,904,2034,male,8.193
medium_variant,904,2035,male,7.946
medium_variant,904,2036,male,7.708
medium_variant,904,2037,male,7.486
medium_variant,904,2038,male,7.277
