variant,continent,year,gender,potentialsupport2069_65
estimates,935,1950,male,27.301
estimates,935,1951,male,26.983
estimates,935,1952,male,26.974
estimates,935,1953,male,27.277
estimates,935,1954,male,27.888
estimates,935,1955,male,28.828
estimates,935,1956,male,28.376
estimates,935,1957,male,28.243
estimates,935,1958,male,28.44
estimates,935,1959,male,29
estimates,935,1960,male,29.965
estimates,935,1961,male,29.248
estimates,935,1962,male,28.873
estimates,935,1963,male,28.818
estimates,935,1964,male,29.067
estimates,935,1965,male,29.618
estimates,935,1966,male,28.631
estimates,935,1967,male,27.885
estimates,935,1968,male,27.359
estimates,935,1969,male,27.045
estimates,935,1970,male,26.932
estimates,935,1971,male,26.216
estimates,935,1972,male,25.729
estimates,935,1973,male,25.421
estimates,935,1974,male,25.243
estimates,935,1975,male,25.161
estimates,935,1976,male,24.569
estimates,935,1977,male,24.12
estimates,935,1978,male,23.787
estimates,935,1979,male,23.551
estimates,935,1980,male,23.396
estimates,935,1981,male,22.843
estimates,935,1982,male,22.427
estimates,935,1983,male,22.135
estimates,935,1984,male,21.956
estimates,935,1985,male,21.872
estimates,935,1986,male,21.464
estimates,935,1987,male,21.172
estimates,935,1988,male,20.98
estimates,935,1989,male,20.875
estimates,935,1990,male,20.844
estimates,935,1991,male,20.522
estimates,935,1992,male,20.307
estimates,935,1993,male,20.158
estimates,935,1994,male,20.033
estimates,935,1995,male,19.906
estimates,935,1996,male,19.467
estimates,935,1997,male,19.09
estimates,935,1998,male,18.769
estimates,935,1999,male,18.505
estimates,935,2000,male,18.29
estimates,935,2001,male,17.832
estimates,935,2002,male,17.453
estimates,935,2003,male,17.143
estimates,935,2004,male,16.895
estimates,935,2005,male,16.705
estimates,935,2006,male,16.372
estimates,935,2007,male,16.113
estimates,935,2008,male,15.917
estimates,935,2009,male,15.779
estimates,935,2010,male,15.687
estimates,935,2011,male,15.463
estimates,935,2012,male,15.29
estimates,935,2013,male,15.144
estimates,935,2014,male,15.007
estimates,935,2015,male,14.862
medium_variant,935,2015,male,14.862
medium_variant,935,2016,male,14.562
medium_variant,935,2017,male,14.291
medium_variant,935,2018,male,14.017
medium_variant,935,2019,male,13.702
medium_variant,935,2020,male,13.334
medium_variant,935,2021,male,12.812
medium_variant,935,2022,male,12.298
medium_variant,935,2023,male,11.82
medium_variant,935,2024,male,11.409
medium_variant,935,2025,male,11.068
medium_variant,935,2026,male,10.706
medium_variant,935,2027,male,10.411
medium_variant,935,2028,male,10.152
medium_variant,935,2029,male,9.902
medium_variant,935,2030,male,9.646
medium_variant,935,2031,male,9.333
medium_variant,935,2032,male,9.042
medium_variant,935,2033,male,8.766
medium_variant,935,2034,male,8.5
medium_variant,935,2035,male,8.239
medium_variant,935,2036,male,7.945
medium_variant,935,2037,male,7.674
medium_variant,935,2038,male,7.425
medium_variant,935,2039,male,7.199
medium_variant,935,2040,male,6.995
medium_variant,935,2041,male,6.778
medium_variant,935,2042,male,6.586
medium_variant,935,2043,male,6.419
medium_variant,935,2044,male,6.28
medium_variant,935,2045,male,6.167
medium_variant,935,2046,male,6.046
medium_variant,935,2047,male,5.953
