variant,continent,year,gender,potentialsupport2069_65
estimates,905,1950,male,13.845
estimates,905,1951,male,13.363
estimates,905,1952,male,12.957
estimates,905,1953,male,12.637
estimates,905,1954,male,12.397
estimates,905,1955,male,12.216
estimates,905,1956,male,11.862
estimates,905,1957,male,11.586
estimates,905,1958,male,11.39
estimates,905,1959,male,11.271
estimates,905,1960,male,11.215
estimates,905,1961,male,10.972
estimates,905,1962,male,10.789
estimates,905,1963,male,10.676
estimates,905,1964,male,10.64
estimates,905,1965,male,10.681
estimates,905,1966,male,10.602
estimates,905,1967,male,10.604
estimates,905,1968,male,10.665
estimates,905,1969,male,10.756
estimates,905,1970,male,10.857
estimates,905,1971,male,10.744
estimates,905,1972,male,10.677
estimates,905,1973,male,10.665
estimates,905,1974,male,10.709
estimates,905,1975,male,10.803
estimates,905,1976,male,10.607
estimates,905,1977,male,10.465
estimates,905,1978,male,10.379
estimates,905,1979,male,10.327
estimates,905,1980,male,10.278
estimates,905,1981,male,10.152
estimates,905,1982,male,10.048
estimates,905,1983,male,9.975
estimates,905,1984,male,9.938
estimates,905,1985,male,9.927
estimates,905,1986,male,9.783
estimates,905,1987,male,9.673
estimates,905,1988,male,9.592
estimates,905,1989,male,9.526
estimates,905,1990,male,9.468
estimates,905,1991,male,9.318
estimates,905,1992,male,9.188
estimates,905,1993,male,9.081
estimates,905,1994,male,9.003
estimates,905,1995,male,8.955
estimates,905,1996,male,8.848
estimates,905,1997,male,8.774
estimates,905,1998,male,8.732
estimates,905,1999,male,8.726
estimates,905,2000,male,8.753
estimates,905,2001,male,8.713
estimates,905,2002,male,8.705
estimates,905,2003,male,8.717
estimates,905,2004,male,8.736
estimates,905,2005,male,8.752
estimates,905,2006,male,8.673
estimates,905,2007,male,8.595
estimates,905,2008,male,8.518
estimates,905,2009,male,8.442
estimates,905,2010,male,8.362
estimates,905,2011,male,8.236
estimates,905,2012,male,8.119
estimates,905,2013,male,7.995
estimates,905,2014,male,7.847
estimates,905,2015,male,7.663
medium_variant,905,2015,male,7.663
medium_variant,905,2016,male,7.422
medium_variant,905,2017,male,7.168
medium_variant,905,2018,male,6.913
medium_variant,905,2019,male,6.666
medium_variant,905,2020,male,6.431
medium_variant,905,2021,male,6.194
medium_variant,905,2022,male,5.975
medium_variant,905,2023,male,5.769
medium_variant,905,2024,male,5.571
