variant,region,year,gender,childdependencyratio2064
estimates,934,1950,male,95.735
estimates,934,1951,male,97.06
estimates,934,1952,male,98.715
estimates,934,1953,male,100.074
estimates,934,1954,male,100.888
estimates,934,1955,male,101.265
estimates,934,1956,male,102.87
estimates,934,1957,male,103.629
estimates,934,1958,male,104.108
estimates,934,1959,male,104.81
estimates,934,1960,male,105.909
estimates,934,1961,male,106.931
estimates,934,1962,male,108.595
estimates,934,1963,male,110.543
estimates,934,1964,male,112.263
estimates,934,1965,male,113.542
estimates,934,1966,male,115.496
estimates,934,1967,male,116.882
estimates,934,1968,male,117.738
estimates,934,1969,male,118.128
estimates,934,1970,male,118.05
estimates,934,1971,male,117.852
estimates,934,1972,male,117.019
estimates,934,1973,male,115.801
estimates,934,1974,male,114.45
estimates,934,1975,male,113.1
estimates,934,1976,male,111.974
estimates,934,1977,male,110.797
estimates,934,1978,male,109.527
estimates,934,1979,male,108.123
estimates,934,1980,male,106.588
estimates,934,1981,male,105.072
estimates,934,1982,male,103.597
estimates,934,1983,male,102.096
estimates,934,1984,male,100.499
estimates,934,1985,male,98.804
estimates,934,1986,male,97.53
estimates,934,1987,male,96.117
estimates,934,1988,male,94.626
estimates,934,1989,male,93.08
estimates,934,1990,male,91.466
estimates,934,1991,male,90.221
estimates,934,1992,male,88.661
estimates,934,1993,male,86.982
estimates,934,1994,male,85.415
estimates,934,1995,male,84.052
estimates,934,1996,male,82.542
estimates,934,1997,male,81.355
estimates,934,1998,male,80.31
estimates,934,1999,male,79.173
estimates,934,2000,male,77.859
estimates,934,2001,male,76.706
estimates,934,2002,male,75.443
estimates,934,2003,male,74.069
estimates,934,2004,male,72.602
estimates,934,2005,male,71.051
estimates,934,2006,male,69.529
estimates,934,2007,male,67.88
estimates,934,2008,male,66.227
estimates,934,2009,male,64.7
estimates,934,2010,male,63.362
estimates,934,2011,male,62.264
estimates,934,2012,male,61.305
estimates,934,2013,male,60.476
estimates,934,2014,male,59.747
estimates,934,2015,male,59.091
medium_variant,934,2015,male,59.091
medium_variant,934,2016,male,58.585
medium_variant,934,2017,male,58.127
medium_variant,934,2018,male,57.698
medium_variant,934,2019,male,57.276
medium_variant,934,2020,male,56.844
medium_variant,934,2021,male,56.438
medium_variant,934,2022,male,56.023
medium_variant,934,2023,male,55.593
medium_variant,934,2024,male,55.143
medium_variant,934,2025,male,54.674
medium_variant,934,2026,male,54.266
medium_variant,934,2027,male,53.831
medium_variant,934,2028,male,53.372
medium_variant,934,2029,male,52.895
medium_variant,934,2030,male,52.403
medium_variant,934,2031,male,51.976
medium_variant,934,2032,male,51.524
medium_variant,934,2033,male,51.059
medium_variant,934,2034,male,50.595
medium_variant,934,2035,male,50.141
medium_variant,934,2036,male,49.762
medium_variant,934,2037,male,49.388
medium_variant,934,2038,male,49.019
medium_variant,934,2039,male,48.656
medium_variant,934,2040,male,48.296
medium_variant,934,2041,male,48.001
medium_variant,934,2042,male,47.706
medium_variant,934,2043,male,47.42
medium_variant,934,2044,male,47.149
medium_variant,934,2045,male,46.899
medium_variant,934,2046,male,46.721
medium_variant,934,2047,male,46.55
medium_variant,934,2048,male,46.392
medium_variant,934,2049,male,46.254
medium_variant,934,2050,male,46.137
medium_variant,934,2051,male,46.089
medium_variant,934,2052,male,46.053
medium_variant,934,2053,male,46.017
medium_variant,934,2054,male,45.964
medium_variant,934,2055,male,45.883
medium_variant,934,2056,male,45.821
medium_variant,934,2057,male,45.728
medium_variant,934,2058,male,45.605
medium_variant,934,2059,male,45.46
medium_variant,934,2060,male,45.296
medium_variant,934,2061,male,45.159
medium_variant,934,2062,male,44.999
medium_variant,934,2063,male,44.823
medium_variant,934,2064,male,44.636
medium_variant,934,2065,male,44.445
medium_variant,934,2066,male,44.299
medium_variant,934,2067,male,44.144
medium_variant,934,2068,male,43.985
medium_variant,934,2069,male,43.828
medium_variant,934,2070,male,43.679
medium_variant,934,2071,male,43.58
medium_variant,934,2072,male,43.481
medium_variant,934,2073,male,43.386
medium_variant,934,2074,male,43.299
medium_variant,934,2075,male,43.219
medium_variant,934,2076,male,43.186
medium_variant,934,2077,male,43.155
medium_variant,934,2078,male,43.125
medium_variant,934,2079,male,43.091
medium_variant,934,2080,male,43.051
medium_variant,934,2081,male,43.043
medium_variant,934,2082,male,43.022
medium_variant,934,2083,male,42.99
medium_variant,934,2084,male,42.947
medium_variant,934,2085,male,42.894
medium_variant,934,2086,male,42.864
medium_variant,934,2087,male,42.818
medium_variant,934,2088,male,42.757
medium_variant,934,2089,male,42.685
medium_variant,934,2090,male,42.604
medium_variant,934,2091,male,42.545
medium_variant,934,2092,male,42.472
medium_variant,934,2093,male,42.388
medium_variant,934,2094,male,42.295
medium_variant,934,2095,male,42.197
medium_variant,934,2096,male,42.125
medium_variant,934,2097,male,42.043
medium_variant,934,2098,male,41.955
medium_variant,934,2099,male,41.863
medium_variant,934,2100,male,41.772
estimates,934,1950,female,95.339
estimates,934,1951,female,96.787
estimates,934,1952,female,98.45
estimates,934,1953,female,99.787
estimates,934,1954,female,100.602
estimates,934,1955,female,101.02
estimates,934,1956,female,102.613
estimates,934,1957,female,103.426
estimates,934,1958,female,103.978
estimates,934,1959,female,104.724
estimates,934,1960,female,105.821
estimates,934,1961,female,106.928
estimates,934,1962,female,108.607
estimates,934,1963,female,110.514
estimates,934,1964,female,112.175
estimates,934,1965,female,113.405
estimates,934,1966,female,115.337
estimates,934,1967,female,116.724
estimates,934,1968,female,117.606
estimates,934,1969,female,118.032
estimates,934,1970,female,117.991
estimates,934,1971,female,117.823
estimates,934,1972,female,116.999
estimates,934,1973,female,115.778
estimates,934,1974,female,114.428
estimates,934,1975,female,113.09
estimates,934,1976,female,111.917
estimates,934,1977,female,110.731
estimates,934,1978,female,109.471
estimates,934,1979,female,108.07
estimates,934,1980,female,106.52
estimates,934,1981,female,104.952
estimates,934,1982,female,103.398
estimates,934,1983,female,101.799
estimates,934,1984,female,100.097
estimates,934,1985,female,98.296
estimates,934,1986,female,96.886
estimates,934,1987,female,95.335
estimates,934,1988,female,93.708
estimates,934,1989,female,92.031
estimates,934,1990,female,90.295
estimates,934,1991,female,88.908
estimates,934,1992,female,87.207
estimates,934,1993,female,85.389
estimates,934,1994,female,83.692
estimates,934,1995,female,82.209
estimates,934,1996,female,80.538
estimates,934,1997,female,79.221
estimates,934,1998,female,78.065
estimates,934,1999,female,76.82
estimates,934,2000,female,75.395
estimates,934,2001,female,74.191
estimates,934,2002,female,72.852
estimates,934,2003,female,71.393
estimates,934,2004,female,69.856
estimates,934,2005,female,68.262
estimates,934,2006,female,66.67
estimates,934,2007,female,64.988
estimates,934,2008,female,63.328
estimates,934,2009,female,61.806
estimates,934,2010,female,60.482
estimates,934,2011,female,59.389
estimates,934,2012,female,58.452
estimates,934,2013,female,57.656
estimates,934,2014,female,56.969
estimates,934,2015,female,56.364
medium_variant,934,2015,female,56.364
medium_variant,934,2016,female,55.888
medium_variant,934,2017,female,55.471
medium_variant,934,2018,female,55.097
medium_variant,934,2019,female,54.742
medium_variant,934,2020,female,54.389
medium_variant,934,2021,female,54.038
medium_variant,934,2022,female,53.69
medium_variant,934,2023,female,53.336
medium_variant,934,2024,female,52.97
medium_variant,934,2025,female,52.592
medium_variant,934,2026,female,52.253
