variant,region,year,gender,childdependencyratio2064
estimates,1503,1950,male,67.53
estimates,1503,1951,male,67.862
estimates,1503,1952,male,67.925
estimates,1503,1953,male,68.137
estimates,1503,1954,male,68.551
estimates,1503,1955,male,69.054
estimates,1503,1956,male,69.236
estimates,1503,1957,male,69.608
estimates,1503,1958,male,70.032
estimates,1503,1959,male,70.409
estimates,1503,1960,male,70.711
estimates,1503,1961,male,71.237
estimates,1503,1962,male,71.618
estimates,1503,1963,male,71.834
estimates,1503,1964,male,71.856
estimates,1503,1965,male,71.644
estimates,1503,1966,male,71.34
estimates,1503,1967,male,70.768
estimates,1503,1968,male,70.059
estimates,1503,1969,male,69.341
estimates,1503,1970,male,68.662
estimates,1503,1971,male,67.86
estimates,1503,1972,male,67.072
estimates,1503,1973,male,66.26
estimates,1503,1974,male,65.346
estimates,1503,1975,male,64.294
estimates,1503,1976,male,63.539
estimates,1503,1977,male,62.626
estimates,1503,1978,male,61.585
estimates,1503,1979,male,60.469
estimates,1503,1980,male,59.31
estimates,1503,1981,male,58.033
estimates,1503,1982,male,56.76
estimates,1503,1983,male,55.527
estimates,1503,1984,male,54.348
estimates,1503,1985,male,53.231
estimates,1503,1986,male,52.393
estimates,1503,1987,male,51.548
estimates,1503,1988,male,50.716
estimates,1503,1989,male,49.922
estimates,1503,1990,male,49.172
estimates,1503,1991,male,48.535
estimates,1503,1992,male,47.961
estimates,1503,1993,male,47.436
estimates,1503,1994,male,46.924
estimates,1503,1995,male,46.406
estimates,1503,1996,male,45.983
estimates,1503,1997,male,45.502
estimates,1503,1998,male,44.996
estimates,1503,1999,male,44.502
estimates,1503,2000,male,44.027
estimates,1503,2001,male,43.489
estimates,1503,2002,male,42.974
estimates,1503,2003,male,42.462
estimates,1503,2004,male,41.927
estimates,1503,2005,male,41.371
estimates,1503,2006,male,40.96
estimates,1503,2007,male,40.517
estimates,1503,2008,male,40.06
estimates,1503,2009,male,39.606
estimates,1503,2010,male,39.166
estimates,1503,2011,male,38.894
estimates,1503,2012,male,38.556
estimates,1503,2013,male,38.195
estimates,1503,2014,male,37.862
estimates,1503,2015,male,37.586
medium_variant,1503,2015,male,37.586
medium_variant,1503,2016,male,37.391
medium_variant,1503,2017,male,37.272
medium_variant,1503,2018,male,37.201
medium_variant,1503,2019,male,37.13
medium_variant,1503,2020,male,37.043
medium_variant,1503,2021,male,37.19
medium_variant,1503,2022,male,37.296
medium_variant,1503,2023,male,37.364
medium_variant,1503,2024,male,37.409
medium_variant,1503,2025,male,37.434
medium_variant,1503,2026,male,37.531
medium_variant,1503,2027,male,37.589
medium_variant,1503,2028,male,37.616
medium_variant,1503,2029,male,37.621
medium_variant,1503,2030,male,37.617
medium_variant,1503,2031,male,37.726
medium_variant,1503,2032,male,37.819
medium_variant,1503,2033,male,37.89
medium_variant,1503,2034,male,37.93
medium_variant,1503,2035,male,37.94
medium_variant,1503,2036,male,38.036
medium_variant,1503,2037,male,38.095
medium_variant,1503,2038,male,38.119
medium_variant,1503,2039,male,38.113
medium_variant,1503,2040,male,38.083
medium_variant,1503,2041,male,38.14
medium_variant,1503,2042,male,38.165
medium_variant,1503,2043,male,38.165
medium_variant,1503,2044,male,38.149
medium_variant,1503,2045,male,38.125
medium_variant,1503,2046,male,38.197
medium_variant,1503,2047,male,38.253
medium_variant,1503,2048,male,38.295
medium_variant,1503,2049,male,38.324
medium_variant,1503,2050,male,38.345
medium_variant,1503,2051,male,38.456
medium_variant,1503,2052,male,38.551
medium_variant,1503,2053,male,38.632
medium_variant,1503,2054,male,38.701
medium_variant,1503,2055,male,38.76
medium_variant,1503,2056,male,38.905
medium_variant,1503,2057,male,39.034
medium_variant,1503,2058,male,39.142
medium_variant,1503,2059,male,39.222
medium_variant,1503,2060,male,39.274
medium_variant,1503,2061,male,39.387
medium_variant,1503,2062,male,39.466
medium_variant,1503,2063,male,39.513
medium_variant,1503,2064,male,39.53
medium_variant,1503,2065,male,39.524
medium_variant,1503,2066,male,39.58
medium_variant,1503,2067,male,39.608
medium_variant,1503,2068,male,39.611
medium_variant,1503,2069,male,39.595
medium_variant,1503,2070,male,39.57
medium_variant,1503,2071,male,39.616
medium_variant,1503,2072,male,39.649
medium_variant,1503,2073,male,39.666
medium_variant,1503,2074,male,39.664
medium_variant,1503,2075,male,39.644
medium_variant,1503,2076,male,39.683
medium_variant,1503,2077,male,39.701
medium_variant,1503,2078,male,39.702
medium_variant,1503,2079,male,39.69
medium_variant,1503,2080,male,39.672
medium_variant,1503,2081,male,39.72
medium_variant,1503,2082,male,39.757
medium_variant,1503,2083,male,39.782
medium_variant,1503,2084,male,39.795
medium_variant,1503,2085,male,39.799
medium_variant,1503,2086,male,39.86
medium_variant,1503,2087,male,39.908
medium_variant,1503,2088,male,39.942
medium_variant,1503,2089,male,39.962
medium_variant,1503,2090,male,39.971
medium_variant,1503,2091,male,40.029
medium_variant,1503,2092,male,40.072
medium_variant,1503,2093,male,40.099
medium_variant,1503,2094,male,40.11
medium_variant,1503,2095,male,40.106
medium_variant,1503,2096,male,40.145
medium_variant,1503,2097,male,40.168
medium_variant,1503,2098,male,40.174
medium_variant,1503,2099,male,40.165
medium_variant,1503,2100,male,40.144
estimates,1503,1950,female,60.737
estimates,1503,1951,female,61.024
estimates,1503,1952,female,61.079
estimates,1503,1953,female,61.26
estimates,1503,1954,female,61.626
estimates,1503,1955,female,62.09
estimates,1503,1956,female,62.311
estimates,1503,1957,female,62.725
estimates,1503,1958,female,63.196
estimates,1503,1959,female,63.63
estimates,1503,1960,female,64.011
estimates,1503,1961,female,64.619
estimates,1503,1962,female,65.124
estimates,1503,1963,female,65.488
estimates,1503,1964,female,65.674
estimates,1503,1965,female,65.648
estimates,1503,1966,female,65.529
estimates,1503,1967,female,65.15
estimates,1503,1968,female,64.607
estimates,1503,1969,female,64.024
estimates,1503,1970,female,63.47
estimates,1503,1971,female,62.832
estimates,1503,1972,female,62.24
estimates,1503,1973,female,61.64
estimates,1503,1974,female,60.949
estimates,1503,1975,female,60.128
estimates,1503,1976,female,59.381
estimates,1503,1977,female,58.501
estimates,1503,1978,female,57.511
estimates,1503,1979,female,56.464
estimates,1503,1980,female,55.394
estimates,1503,1981,female,54.321
estimates,1503,1982,female,53.262
estimates,1503,1983,female,52.237
estimates,1503,1984,female,51.26
estimates,1503,1985,female,50.342
estimates,1503,1986,female,49.689
estimates,1503,1987,female,49.041
estimates,1503,1988,female,48.403
estimates,1503,1989,female,47.788
estimates,1503,1990,female,47.196
estimates,1503,1991,female,46.651
estimates,1503,1992,female,46.136
estimates,1503,1993,female,45.646
estimates,1503,1994,female,45.159
estimates,1503,1995,female,44.667
estimates,1503,1996,female,44.253
estimates,1503,1997,female,43.79
estimates,1503,1998,female,43.302
estimates,1503,1999,female,42.819
estimates,1503,2000,female,42.348
estimates,1503,2001,female,41.851
estimates,1503,2002,female,41.375
estimates,1503,2003,female,40.908
estimates,1503,2004,female,40.432
estimates,1503,2005,female,39.956
estimates,1503,2006,female,39.62
estimates,1503,2007,female,39.281
estimates,1503,2008,female,38.945
estimates,1503,2009,female,38.613
estimates,1503,2010,female,38.285
estimates,1503,2011,female,38.073
estimates,1503,2012,female,37.796
estimates,1503,2013,female,37.498
estimates,1503,2014,female,37.232
estimates,1503,2015,female,37.029
medium_variant,1503,2015,female,37.029
medium_variant,1503,2016,female,36.889
medium_variant,1503,2017,female,36.838
medium_variant,1503,2018,female,36.843
medium_variant,1503,2019,female,36.852
medium_variant,1503,2020,female,36.843
medium_variant,1503,2021,female,37.001
medium_variant,1503,2022,female,37.125
medium_variant,1503,2023,female,37.218
medium_variant,1503,2024,female,37.294
medium_variant,1503,2025,female,37.354
medium_variant,1503,2026,female,37.451
medium_variant,1503,2027,female,37.518
medium_variant,1503,2028,female,37.561
medium_variant,1503,2029,female,37.589
medium_variant,1503,2030,female,37.611
medium_variant,1503,2031,female,37.716
medium_variant,1503,2032,female,37.815
medium_variant,1503,2033,female,37.899
medium_variant,1503,2034,female,37.959
medium_variant,1503,2035,female,37.993
medium_variant,1503,2036,female,38.087
medium_variant,1503,2037,female,38.153
medium_variant,1503,2038,female,38.191
medium_variant,1503,2039,female,38.203
medium_variant,1503,2040,female,38.195
medium_variant,1503,2041,female,38.255
medium_variant,1503,2042,female,38.291
medium_variant,1503,2043,female,38.305
medium_variant,1503,2044,female,38.307
medium_variant,1503,2045,female,38.305
medium_variant,1503,2046,female,38.385
medium_variant,1503,2047,female,38.456
medium_variant,1503,2048,female,38.517
medium_variant,1503,2049,female,38.566
medium_variant,1503,2050,female,38.606
medium_variant,1503,2051,female,38.718
medium_variant,1503,2052,female,38.818
medium_variant,1503,2053,female,38.904
medium_variant,1503,2054,female,38.977
medium_variant,1503,2055,female,39.04
medium_variant,1503,2056,female,39.171
medium_variant,1503,2057,female,39.289
medium_variant,1503,2058,female,39.386
medium_variant,1503,2059,female,39.458
medium_variant,1503,2060,female,39.503
medium_variant,1503,2061,female,39.594
medium_variant,1503,2062,female,39.656
medium_variant,1503,2063,female,39.69
medium_variant,1503,2064,female,39.697
medium_variant,1503,2065,female,39.682
medium_variant,1503,2066,female,39.716
medium_variant,1503,2067,female,39.728
medium_variant,1503,2068,female,39.718
medium_variant,1503,2069,female,39.694
medium_variant,1503,2070,female,39.663
medium_variant,1503,2071,female,39.691
medium_variant,1503,2072,female,39.712
medium_variant,1503,2073,female,39.721
medium_variant,1503,2074,female,39.714
medium_variant,1503,2075,female,39.691
medium_variant,1503,2076,female,39.716
medium_variant,1503,2077,female,39.725
medium_variant,1503,2078,female,39.719
medium_variant,1503,2079,female,39.705
medium_variant,1503,2080,female,39.687
medium_variant,1503,2081,female,39.724
medium_variant,1503,2082,female,39.756
medium_variant,1503,2083,female,39.779
medium_variant,1503,2084,female,39.795
medium_variant,1503,2085,female,39.803
medium_variant,1503,2086,female,39.857
medium_variant,1503,2087,female,39.903
medium_variant,1503,2088,female,39.939
medium_variant,1503,2089,female,39.963
medium_variant,1503,2090,female,39.977
medium_variant,1503,2091,female,40.029
medium_variant,1503,2092,female,40.071
medium_variant,1503,2093,female,40.099
medium_variant,1503,2094,female,40.114
medium_variant,1503,2095,female,40.115
medium_variant,1503,2096,female,40.149
medium_variant,1503,2097,female,40.17
medium_variant,1503,2098,female,40.177
medium_variant,1503,2099,female,40.17
medium_variant,1503,2100,female,40.153
