variant,region,year,gender,childdependencyratio2064
estimates,931,1950,male,106.264
estimates,931,1951,male,107.146
estimates,931,1952,male,108.019
estimates,931,1953,male,108.891
estimates,931,1954,male,109.635
estimates,931,1955,male,110.183
estimates,931,1956,male,111.264
estimates,931,1957,male,112.052
estimates,931,1958,male,112.686
estimates,931,1959,male,113.339
estimates,931,1960,male,114.096
estimates,931,1961,male,115.166
estimates,931,1962,male,116.33
estimates,931,1963,male,117.43
estimates,931,1964,male,118.24
estimates,931,1965,male,118.644
estimates,931,1966,male,119.365
estimates,931,1967,male,119.552
estimates,931,1968,male,119.309
estimates,931,1969,male,118.764
estimates,931,1970,male,117.979
estimates,931,1971,male,117.175
estimates,931,1972,male,116.106
estimates,931,1973,male,114.847
estimates,931,1974,male,113.5
estimates,931,1975,male,112.148
estimates,931,1976,male,111.095
estimates,931,1977,male,110.151
estimates,931,1978,male,109.2
estimates,931,1979,male,108.083
estimates,931,1980,male,106.737
estimates,931,1981,male,105.739
estimates,931,1982,male,104.395
estimates,931,1983,male,102.868
estimates,931,1984,male,101.341
estimates,931,1985,male,99.88
estimates,931,1986,male,98.541
estimates,931,1987,male,97.206
estimates,931,1988,male,95.89
estimates,931,1989,male,94.598
estimates,931,1990,male,93.332
estimates,931,1991,male,92.179
estimates,931,1992,male,91.088
estimates,931,1993,male,89.978
estimates,931,1994,male,88.754
estimates,931,1995,male,87.376
estimates,931,1996,male,85.968
estimates,931,1997,male,84.451
estimates,931,1998,male,82.85
estimates,931,1999,male,81.195
estimates,931,2000,male,79.503
estimates,931,2001,male,77.855
estimates,931,2002,male,76.147
estimates,931,2003,male,74.418
estimates,931,2004,male,72.713
estimates,931,2005,male,71.051
estimates,931,2006,male,69.421
estimates,931,2007,male,67.843
estimates,931,2008,male,66.323
estimates,931,2009,male,64.866
estimates,931,2010,male,63.478
estimates,931,2011,male,62.175
estimates,931,2012,male,60.963
estimates,931,2013,male,59.819
estimates,931,2014,male,58.71
estimates,931,2015,male,57.619
medium_variant,931,2015,male,57.619
medium_variant,931,2016,male,56.652
medium_variant,931,2017,male,55.669
medium_variant,931,2018,male,54.698
medium_variant,931,2019,male,53.776
medium_variant,931,2020,male,52.917
medium_variant,931,2021,male,52.098
medium_variant,931,2022,male,51.333
medium_variant,931,2023,male,50.621
medium_variant,931,2024,male,49.949
medium_variant,931,2025,male,49.314
medium_variant,931,2026,male,48.747
medium_variant,931,2027,male,48.218
medium_variant,931,2028,male,47.71
medium_variant,931,2029,male,47.206
medium_variant,931,2030,male,46.696
medium_variant,931,2031,male,46.21
medium_variant,931,2032,male,45.715
medium_variant,931,2033,male,45.218
medium_variant,931,2034,male,44.725
medium_variant,931,2035,male,44.243
medium_variant,931,2036,male,43.797
medium_variant,931,2037,male,43.357
medium_variant,931,2038,male,42.93
medium_variant,931,2039,male,42.527
medium_variant,931,2040,male,42.151
medium_variant,931,2041,male,41.827
medium_variant,931,2042,male,41.526
medium_variant,931,2043,male,41.248
medium_variant,931,2044,male,40.99
medium_variant,931,2045,male,40.751
medium_variant,931,2046,male,40.554
medium_variant,931,2047,male,40.372
medium_variant,931,2048,male,40.203
medium_variant,931,2049,male,40.046
medium_variant,931,2050,male,39.895
medium_variant,931,2051,male,39.775
medium_variant,931,2052,male,39.656
medium_variant,931,2053,male,39.541
medium_variant,931,2054,male,39.431
medium_variant,931,2055,male,39.326
medium_variant,931,2056,male,39.242
medium_variant,931,2057,male,39.159
medium_variant,931,2058,male,39.077
medium_variant,931,2059,male,38.999
medium_variant,931,2060,male,38.924
medium_variant,931,2061,male,38.872
medium_variant,931,2062,male,38.821
medium_variant,931,2063,male,38.769
medium_variant,931,2064,male,38.716
medium_variant,931,2065,male,38.66
medium_variant,931,2066,male,38.621
medium_variant,931,2067,male,38.576
medium_variant,931,2068,male,38.527
medium_variant,931,2069,male,38.475
medium_variant,931,2070,male,38.422
medium_variant,931,2071,male,38.384
medium_variant,931,2072,male,38.342
medium_variant,931,2073,male,38.299
medium_variant,931,2074,male,38.26
medium_variant,931,2075,male,38.227
medium_variant,931,2076,male,38.218
medium_variant,931,2077,male,38.212
medium_variant,931,2078,male,38.209
medium_variant,931,2079,male,38.207
medium_variant,931,2080,male,38.205
medium_variant,931,2081,male,38.22
medium_variant,931,2082,male,38.233
medium_variant,931,2083,male,38.244
medium_variant,931,2084,male,38.253
medium_variant,931,2085,male,38.262
medium_variant,931,2086,male,38.283
medium_variant,931,2087,male,38.301
medium_variant,931,2088,male,38.314
medium_variant,931,2089,male,38.325
medium_variant,931,2090,male,38.333
medium_variant,931,2091,male,38.352
medium_variant,931,2092,male,38.367
medium_variant,931,2093,male,38.377
medium_variant,931,2094,male,38.384
medium_variant,931,2095,male,38.389
medium_variant,931,2096,male,38.406
medium_variant,931,2097,male,38.417
medium_variant,931,2098,male,38.425
medium_variant,931,2099,male,38.43
medium_variant,931,2100,male,38.434
estimates,931,1950,female,103.995
estimates,931,1951,female,104.781
estimates,931,1952,female,105.581
estimates,931,1953,female,106.393
estimates,931,1954,female,107.086
estimates,931,1955,female,107.592
estimates,931,1956,female,108.566
estimates,931,1957,female,109.262
estimates,931,1958,female,109.823
estimates,931,1959,female,110.422
estimates,931,1960,female,111.146
estimates,931,1961,female,112.122
estimates,931,1962,female,113.22
estimates,931,1963,female,114.281
estimates,931,1964,female,115.077
estimates,931,1965,female,115.495
estimates,931,1966,female,116.147
estimates,931,1967,female,116.302
estimates,931,1968,female,116.062
estimates,931,1969,female,115.556
estimates,931,1970,female,114.838
estimates,931,1971,female,114.006
estimates,931,1972,female,112.939
estimates,931,1973,female,111.705
estimates,931,1974,female,110.396
estimates,931,1975,female,109.084
estimates,931,1976,female,107.872
estimates,931,1977,female,106.772
estimates,931,1978,female,105.673
estimates,931,1979,female,104.419
estimates,931,1980,female,102.955
estimates,931,1981,female,101.787
estimates,931,1982,female,100.308
estimates,931,1983,female,98.671
estimates,931,1984,female,97.046
estimates,931,1985,female,95.5
estimates,931,1986,female,94.031
estimates,931,1987,female,92.574
estimates,931,1988,female,91.149
estimates,931,1989,female,89.764
estimates,931,1990,female,88.422
estimates,931,1991,female,87.174
estimates,931,1992,female,85.996
estimates,931,1993,female,84.813
estimates,931,1994,female,83.544
estimates,931,1995,female,82.149
estimates,931,1996,female,80.747
estimates,931,1997,female,79.252
estimates,931,1998,female,77.688
estimates,931,1999,female,76.081
estimates,931,2000,female,74.45
estimates,931,2001,female,72.875
