variant,region,year,gender,childdependencyratio2064
estimates,923,1950,male,79.82
estimates,923,1951,male,79.667
estimates,923,1952,male,79.024
estimates,923,1953,male,78.574
estimates,923,1954,male,78.099
estimates,923,1955,male,77.27
estimates,923,1956,male,76.029
estimates,923,1957,male,74.531
estimates,923,1958,male,73.077
estimates,923,1959,male,72.082
estimates,923,1960,male,71.747
estimates,923,1961,male,71.932
estimates,923,1962,male,72.692
estimates,923,1963,male,73.664
estimates,923,1964,male,74.35
estimates,923,1965,male,74.428
estimates,923,1966,male,73.987
estimates,923,1967,male,73.103
estimates,923,1968,male,71.845
estimates,923,1969,male,70.397
estimates,923,1970,male,68.905
estimates,923,1971,male,67.355
estimates,923,1972,male,65.827
estimates,923,1973,male,64.312
estimates,923,1974,male,62.772
estimates,923,1975,male,61.2
estimates,923,1976,male,60.111
estimates,923,1977,male,58.829
estimates,923,1978,male,57.49
estimates,923,1979,male,56.257
estimates,923,1980,male,55.21
estimates,923,1981,male,54.41
estimates,923,1982,male,53.801
estimates,923,1983,male,53.38
estimates,923,1984,male,53.11
estimates,923,1985,male,52.965
estimates,923,1986,male,53.025
estimates,923,1987,male,53.213
estimates,923,1988,male,53.43
estimates,923,1989,male,53.536
estimates,923,1990,male,53.435
estimates,923,1991,male,53.5
estimates,923,1992,male,53.223
estimates,923,1993,male,52.675
estimates,923,1994,male,51.983
estimates,923,1995,male,51.206
estimates,923,1996,male,50.088
estimates,923,1997,male,49.043
estimates,923,1998,male,47.99
estimates,923,1999,male,46.83
estimates,923,2000,male,45.546
estimates,923,2001,male,44.502
estimates,923,2002,male,43.361
estimates,923,2003,male,42.124
estimates,923,2004,male,40.819
estimates,923,2005,male,39.48
estimates,923,2006,male,38.308
estimates,923,2007,male,37.089
estimates,923,2008,male,35.946
estimates,923,2009,male,35.005
estimates,923,2010,male,34.323
estimates,923,2011,male,33.84
estimates,923,2012,male,33.589
estimates,923,2013,male,33.545
estimates,923,2014,male,33.662
estimates,923,2015,male,33.91
medium_variant,923,2015,male,33.91
medium_variant,923,2016,male,34.409
medium_variant,923,2017,male,35.022
medium_variant,923,2018,male,35.712
medium_variant,923,2019,male,36.426
medium_variant,923,2020,male,37.118
medium_variant,923,2021,male,37.734
medium_variant,923,2022,male,38.358
medium_variant,923,2023,male,38.929
medium_variant,923,2024,male,39.379
medium_variant,923,2025,male,39.674
medium_variant,923,2026,male,39.955
medium_variant,923,2027,male,40.059
medium_variant,923,2028,male,39.995
medium_variant,923,2029,male,39.794
medium_variant,923,2030,male,39.478
medium_variant,923,2031,male,39.097
medium_variant,923,2032,male,38.617
medium_variant,923,2033,male,38.086
medium_variant,923,2034,male,37.564
medium_variant,923,2035,male,37.095
medium_variant,923,2036,male,36.774
medium_variant,923,2037,male,36.522
medium_variant,923,2038,male,36.334
medium_variant,923,2039,male,36.195
medium_variant,923,2040,male,36.097
medium_variant,923,2041,male,36.156
medium_variant,923,2042,male,36.251
medium_variant,923,2043,male,36.396
medium_variant,923,2044,male,36.606
medium_variant,923,2045,male,36.884
medium_variant,923,2046,male,37.29
medium_variant,923,2047,male,37.738
medium_variant,923,2048,male,38.229
medium_variant,923,2049,male,38.76
medium_variant,923,2050,male,39.321
medium_variant,923,2051,male,39.943
medium_variant,923,2052,male,40.588
medium_variant,923,2053,male,41.215
medium_variant,923,2054,male,41.765
medium_variant,923,2055,male,42.2
medium_variant,923,2056,male,42.561
medium_variant,923,2057,male,42.811
medium_variant,923,2058,male,42.941
medium_variant,923,2059,male,42.949
medium_variant,923,2060,male,42.84
medium_variant,923,2061,male,42.677
medium_variant,923,2062,male,42.408
medium_variant,923,2063,male,42.059
medium_variant,923,2064,male,41.67
medium_variant,923,2065,male,41.271
medium_variant,923,2066,male,40.929
medium_variant,923,2067,male,40.583
medium_variant,923,2068,male,40.249
medium_variant,923,2069,male,39.946
medium_variant,923,2070,male,39.688
medium_variant,923,2071,male,39.542
medium_variant,923,2072,male,39.437
medium_variant,923,2073,male,39.38
medium_variant,923,2074,male,39.372
medium_variant,923,2075,male,39.412
medium_variant,923,2076,male,39.554
medium_variant,923,2077,male,39.733
medium_variant,923,2078,male,39.942
medium_variant,923,2079,male,40.166
medium_variant,923,2080,male,40.391
medium_variant,923,2081,male,40.65
medium_variant,923,2082,male,40.902
medium_variant,923,2083,male,41.139
medium_variant,923,2084,male,41.351
medium_variant,923,2085,male,41.532
medium_variant,923,2086,male,41.712
medium_variant,923,2087,male,41.854
medium_variant,923,2088,male,41.953
medium_variant,923,2089,male,42.002
medium_variant,923,2090,male,42
medium_variant,923,2091,male,41.98
medium_variant,923,2092,male,41.914
medium_variant,923,2093,male,41.803
medium_variant,923,2094,male,41.656
medium_variant,923,2095,male,41.478
medium_variant,923,2096,male,41.318
medium_variant,923,2097,male,41.133
medium_variant,923,2098,male,40.932
medium_variant,923,2099,male,40.734
medium_variant,923,2100,male,40.556
estimates,923,1950,female,58.489
estimates,923,1951,female,58.632
estimates,923,1952,female,58.429
estimates,923,1953,female,58.41
estimates,923,1954,female,58.432
estimates,923,1955,female,58.239
estimates,923,1956,female,57.57
estimates,923,1957,female,56.731
estimates,923,1958,female,55.905
estimates,923,1959,female,55.387
estimates,923,1960,female,55.342
estimates,923,1961,female,55.649
estimates,923,1962,female,56.387
estimates,923,1963,female,57.316
estimates,923,1964,female,58.101
estimates,923,1965,female,58.515
estimates,923,1966,female,58.482
estimates,923,1967,female,58.18
estimates,923,1968,female,57.633
estimates,923,1969,female,56.94
estimates,923,1970,female,56.19
estimates,923,1971,female,55.316
estimates,923,1972,female,54.43
estimates,923,1973,female,53.531
estimates,923,1974,female,52.609
estimates,923,1975,female,51.67
estimates,923,1976,female,51.122
estimates,923,1977,female,50.445
estimates,923,1978,female,49.722
estimates,923,1979,female,49.048
estimates,923,1980,female,48.469
estimates,923,1981,female,47.963
estimates,923,1982,female,47.54
estimates,923,1983,female,47.235
estimates,923,1984,female,47.072
estimates,923,1985,female,47.058
estimates,923,1986,female,47.263
estimates,923,1987,female,47.628
estimates,923,1988,female,48.048
estimates,923,1989,female,48.364
estimates,923,1990,female,48.469
estimates,923,1991,female,48.55
estimates,923,1992,female,48.306
estimates,923,1993,female,47.809
estimates,923,1994,female,47.172
estimates,923,1995,female,46.449
estimates,923,1996,female,45.35
estimates,923,1997,female,44.294
estimates,923,1998,female,43.23
estimates,923,1999,female,42.095
estimates,923,2000,female,40.889
estimates,923,2001,female,39.872
estimates,923,2002,female,38.808
estimates,923,2003,female,37.691
estimates,923,2004,female,36.524
estimates,923,2005,female,35.32
estimates,923,2006,female,34.237
estimates,923,2007,female,33.102
estimates,923,2008,female,32.031
estimates,923,2009,female,31.146
estimates,923,2010,female,30.505
estimates,923,2011,female,30.075
estimates,923,2012,female,29.852
estimates,923,2013,female,29.82
estimates,923,2014,female,29.944
estimates,923,2015,female,30.202
medium_variant,923,2015,female,30.202
medium_variant,923,2016,female,30.659
medium_variant,923,2017,female,31.243
medium_variant,923,2018,female,31.916
medium_variant,923,2019,female,32.622
medium_variant,923,2020,female,33.314
medium_variant,923,2021,female,33.926
medium_variant,923,2022,female,34.544
medium_variant,923,2023,female,35.117
medium_variant,923,2024,female,35.591
medium_variant,923,2025,female,35.938
medium_variant,923,2026,female,36.245
medium_variant,923,2027,female,36.399
medium_variant,923,2028,female,36.409
medium_variant,923,2029,female,36.299
medium_variant,923,2030,female,36.088
medium_variant,923,2031,female,35.79
medium_variant,923,2032,female,35.399
medium_variant,923,2033,female,34.96
medium_variant,923,2034,female,34.53
medium_variant,923,2035,female,34.154
medium_variant,923,2036,female,33.888
medium_variant,923,2037,female,33.691
medium_variant,923,2038,female,33.561
medium_variant,923,2039,female,33.487
medium_variant,923,2040,female,33.461
medium_variant,923,2041,female,33.563
medium_variant,923,2042,female,33.708
medium_variant,923,2043,female,33.909
medium_variant,923,2044,female,34.177
medium_variant,923,2045,female,34.513
medium_variant,923,2046,female,34.946
medium_variant,923,2047,female,35.422
medium_variant,923,2048,female,35.945
medium_variant,923,2049,female,36.517
medium_variant,923,2050,female,37.131
medium_variant,923,2051,female,37.79
medium_variant,923,2052,female,38.486
medium_variant,923,2053,female,39.176
medium_variant,923,2054,female,39.8
medium_variant,923,2055,female,40.312
medium_variant,923,2056,female,40.724
medium_variant,923,2057,female,41.019
medium_variant,923,2058,female,41.192
medium_variant,923,2059,female,41.246
medium_variant,923,2060,female,41.19
medium_variant,923,2061,female,41.057
medium_variant,923,2062,female,40.819
medium_variant,923,2063,female,40.504
medium_variant,923,2064,female,40.151
medium_variant,923,2065,female,39.792
medium_variant,923,2066,female,39.469
medium_variant,923,2067,female,39.149
medium_variant,923,2068,female,38.847
medium_variant,923,2069,female,38.579
medium_variant,923,2070,female,38.36
medium_variant,923,2071,female,38.233
medium_variant,923,2072,female,38.153
medium_variant,923,2073,female,38.125
medium_variant,923,2074,female,38.15
medium_variant,923,2075,female,38.227
medium_variant,923,2076,female,38.385
medium_variant,923,2077,female,38.587
medium_variant,923,2078,female,38.823
medium_variant,923,2079,female,39.08
medium_variant,923,2080,female,39.342
medium_variant,923,2081,female,39.622
medium_variant,923,2082,female,39.899
medium_variant,923,2083,female,40.164
