variant,continent,year,potentialsupport2564_65
estimates,904,1950,18.976
estimates,904,1951,18.908
estimates,904,1952,18.909
estimates,904,1953,18.961
estimates,904,1954,19.048
estimates,904,1955,19.16
estimates,904,1956,18.794
estimates,904,1957,18.487
estimates,904,1958,18.246
estimates,904,1959,18.075
estimates,904,1960,17.97
estimates,904,1961,17.625
estimates,904,1962,17.368
estimates,904,1963,17.168
estimates,904,1964,16.996
estimates,904,1965,16.835
estimates,904,1966,16.47
estimates,904,1967,16.163
estimates,904,1968,15.911
estimates,904,1969,15.716
estimates,904,1970,15.57
estimates,904,1971,15.291
estimates,904,1972,15.083
estimates,904,1973,14.934
estimates,904,1974,14.837
estimates,904,1975,14.782
estimates,904,1976,14.584
estimates,904,1977,14.45
estimates,904,1978,14.366
estimates,904,1979,14.313
estimates,904,1980,14.279
estimates,904,1981,14.121
estimates,904,1982,14.001
estimates,904,1983,13.927
estimates,904,1984,13.91
estimates,904,1985,13.947
estimates,904,1986,13.893
estimates,904,1987,13.9
estimates,904,1988,13.944
estimates,904,1989,13.994
estimates,904,1990,14.032
estimates,904,1991,13.918
estimates,904,1992,13.817
estimates,904,1993,13.725
estimates,904,1994,13.641
estimates,904,1995,13.563
estimates,904,1996,13.343
estimates,904,1997,13.138
estimates,904,1998,12.952
estimates,904,1999,12.79
estimates,904,2000,12.654
estimates,904,2001,12.465
estimates,904,2002,12.307
estimates,904,2003,12.17
estimates,904,2004,12.042
estimates,904,2005,11.917
estimates,904,2006,11.764
estimates,904,2007,11.62
estimates,904,2008,11.485
estimates,904,2009,11.357
estimates,904,2010,11.233
estimates,904,2011,11.084
estimates,904,2012,10.941
estimates,904,2013,10.796
estimates,904,2014,10.646
estimates,904,2015,10.486
medium_variant,904,2015,10.486
medium_variant,904,2016,10.302
medium_variant,904,2017,10.114
medium_variant,904,2018,9.918
medium_variant,904,2019,9.706
medium_variant,904,2020,9.476
medium_variant,904,2021,9.228
medium_variant,904,2022,8.972
medium_variant,904,2023,8.714
medium_variant,904,2024,8.462
medium_variant,904,2025,8.218
medium_variant,904,2026,7.983
medium_variant,904,2027,7.758
medium_variant,904,2028,7.536
medium_variant,904,2029,7.31
medium_variant,904,2030,7.08
medium_variant,904,2031,6.857
medium_variant,904,2032,6.634
medium_variant,904,2033,6.416
medium_variant,904,2034,6.207
medium_variant,904,2035,6.009
medium_variant,904,2036,5.832
medium_variant,904,2037,5.664
medium_variant,904,2038,5.503
medium_variant,904,2039,5.349
medium_variant,904,2040,5.201
medium_variant,904,2041,5.071
medium_variant,904,2042,4.946
medium_variant,904,2043,4.823
medium_variant,904,2044,4.7
medium_variant,904,2045,4.577
medium_variant,904,2046,4.466
medium_variant,904,2047,4.354
medium_variant,904,2048,4.242
medium_variant,904,2049,4.132
