variant,continent,year,potentialsupport2564_65
estimates,909,1950,11.437
estimates,909,1951,11.25
estimates,909,1952,11.116
estimates,909,1953,11.027
estimates,909,1954,10.968
estimates,909,1955,10.93
estimates,909,1956,10.69
estimates,909,1957,10.487
estimates,909,1958,10.326
estimates,909,1959,10.213
estimates,909,1960,10.153
estimates,909,1961,10.001
estimates,909,1962,9.909
estimates,909,1963,9.867
estimates,909,1964,9.862
estimates,909,1965,9.887
estimates,909,1966,9.861
estimates,909,1967,9.877
estimates,909,1968,9.936
estimates,909,1969,10.037
estimates,909,1970,10.178
estimates,909,1971,10.1
estimates,909,1972,10.06
estimates,909,1973,10.038
estimates,909,1974,10.019
estimates,909,1975,9.999
estimates,909,1976,9.846
estimates,909,1977,9.719
estimates,909,1978,9.609
estimates,909,1979,9.508
estimates,909,1980,9.408
estimates,909,1981,9.238
estimates,909,1982,9.08
estimates,909,1983,8.943
estimates,909,1984,8.839
estimates,909,1985,8.772
estimates,909,1986,8.698
estimates,909,1987,8.66
estimates,909,1988,8.637
estimates,909,1989,8.602
estimates,909,1990,8.545
estimates,909,1991,8.41
estimates,909,1992,8.271
estimates,909,1993,8.135
estimates,909,1994,8.016
estimates,909,1995,7.919
estimates,909,1996,7.814
estimates,909,1997,7.728
estimates,909,1998,7.658
estimates,909,1999,7.603
estimates,909,2000,7.561
estimates,909,2001,7.514
estimates,909,2002,7.483
estimates,909,2003,7.459
estimates,909,2004,7.436
estimates,909,2005,7.412
estimates,909,2006,7.378
estimates,909,2007,7.342
estimates,909,2008,7.306
estimates,909,2009,7.27
estimates,909,2010,7.23
estimates,909,2011,7.175
estimates,909,2012,7.12
estimates,909,2013,7.05
estimates,909,2014,6.951
estimates,909,2015,6.82
medium_variant,909,2015,6.82
medium_variant,909,2016,6.656
medium_variant,909,2017,6.47
medium_variant,909,2018,6.28
medium_variant,909,2019,6.105
medium_variant,909,2020,5.951
medium_variant,909,2021,5.811
medium_variant,909,2022,5.685
medium_variant,909,2023,5.566
medium_variant,909,2024,5.448
medium_variant,909,2025,5.327
medium_variant,909,2026,5.212
medium_variant,909,2027,5.097
medium_variant,909,2028,4.982
medium_variant,909,2029,4.868
medium_variant,909,2030,4.756
medium_variant,909,2031,4.658
medium_variant,909,2032,4.559
medium_variant,909,2033,4.466
medium_variant,909,2034,4.384
medium_variant,909,2035,4.316
medium_variant,909,2036,4.272
medium_variant,909,2037,4.24
medium_variant,909,2038,4.21
medium_variant,909,2039,4.175
medium_variant,909,2040,4.131
medium_variant,909,2041,4.091
medium_variant,909,2042,4.04
medium_variant,909,2043,3.987
medium_variant,909,2044,3.945
medium_variant,909,2045,3.916
medium_variant,909,2046,3.907
medium_variant,909,2047,3.909
medium_variant,909,2048,3.913
medium_variant,909,2049,3.909
medium_variant,909,2050,3.891
medium_variant,909,2051,3.875
medium_variant,909,2052,3.846
medium_variant,909,2053,3.808
