variant,continent,year,populationchange
estimates,904,1950,4518.592
estimates,904,1951,4657.485
estimates,904,1952,4804.67
estimates,904,1953,4935.279
estimates,904,1954,5057.77
estimates,904,1955,5180.852
estimates,904,1956,5313.12
estimates,904,1957,5462.242
estimates,904,1958,5633.73
estimates,904,1959,5827.736
estimates,904,1960,6036.144
estimates,904,1961,6242.788
estimates,904,1962,6426.054
estimates,904,1963,6567.329
estimates,904,1964,6665.662
estimates,904,1965,6738.134
estimates,904,1966,6806.319
estimates,904,1967,6882.866
estimates,904,1968,6974.156
estimates,904,1969,7081.421
estimates,904,1970,7195.28
estimates,904,1971,7304.284
estimates,904,1972,7403.237
estimates,904,1973,7490.444
estimates,904,1974,7565.656
estimates,904,1975,7631.443
estimates,904,1976,7692.904
estimates,904,1977,7758.289
estimates,904,1978,7833.997
estimates,904,1979,7919.213
estimates,904,1980,8008.526
estimates,904,1981,8092.775
estimates,904,1982,8158.475
estimates,904,1983,8195.231
estimates,904,1984,8202.993
estimates,904,1985,8190.13
estimates,904,1986,8169.721
estimates,904,1987,8156.648
estimates,904,1988,8161.557
estimates,904,1989,8184.229
estimates,904,1990,8213.168
estimates,904,1991,8232.748
estimates,904,1992,8229.74
estimates,904,1993,8195.573
estimates,904,1994,8129.324
estimates,904,1995,8047.133
estimates,904,1996,7962.685
estimates,904,1997,7865.774
estimates,904,1998,7743.336
estimates,904,1999,7599.528
estimates,904,2000,7440.09
estimates,904,2001,7280.027
estimates,904,2002,7154.619
estimates,904,2003,7094.117
estimates,904,2004,7098.567
estimates,904,2005,7138.542
estimates,904,2006,7178.853
estimates,904,2007,7201.98
estimates,904,2008,7200.273
estimates,904,2009,7169.877
estimates,904,2010,7124.297
estimates,904,2011,7076.444
estimates,904,2012,7018.874
estimates,904,2013,6940.375
estimates,904,2014,6841.391
estimates,904,2015,6727.77
medium_variant,904,2015,6727.77
medium_variant,904,2016,6606.618
medium_variant,904,2017,6482.079
medium_variant,904,2018,6356.533
medium_variant,904,2019,6231.135
medium_variant,904,2020,6103.08
medium_variant,904,2021,5969.647
medium_variant,904,2022,5832.382
medium_variant,904,2023,5693.69
medium_variant,904,2024,5553.745
medium_variant,904,2025,5412.079
medium_variant,904,2026,5267.892
medium_variant,904,2027,5120.071
medium_variant,904,2028,4967.716
medium_variant,904,2029,4811.063
medium_variant,904,2030,4651.444
medium_variant,904,2031,4490.484
medium_variant,904,2032,4329.633
medium_variant,904,2033,4169.977
medium_variant,904,2034,4011.777
medium_variant,904,2035,3854.113
medium_variant,904,2036,3696.006
medium_variant,904,2037,3537.552
medium_variant,904,2038,3379.13
medium_variant,904,2039,3220.793
medium_variant,904,2040,3062.682
medium_variant,904,2041,2904.919
medium_variant,904,2042,2747.601
medium_variant,904,2043,2590.786
medium_variant,904,2044,2434.567
medium_variant,904,2045,2278.853
medium_variant,904,2046,2123.628
medium_variant,904,2047,1969.217
medium_variant,904,2048,1815.978
medium_variant,904,2049,1663.91
medium_variant,904,2050,1512.943
medium_variant,904,2051,1362.728
medium_variant,904,2052,1212.404
medium_variant,904,2053,1061.35
medium_variant,904,2054,909.601
medium_variant,904,2055,758.108
medium_variant,904,2056,607.879
medium_variant,904,2057,459.109
medium_variant,904,2058,311.96
medium_variant,904,2059,166.589
medium_variant,904,2060,23.051
medium_variant,904,2061,-118.443
medium_variant,904,2062,-257.585
medium_variant,904,2063,-394.084
medium_variant,904,2064,-527.691
medium_variant,904,2065,-658.333
medium_variant,904,2066,-785.939
medium_variant,904,2067,-910.289
medium_variant,904,2068,-1031.325
medium_variant,904,2069,-1148.803
medium_variant,904,2070,-1262.763
medium_variant,904,2071,-1373.018
medium_variant,904,2072,-1478.66
medium_variant,904,2073,-1578.858
medium_variant,904,2074,-1673.549
medium_variant,904,2075,-1763.382
medium_variant,904,2076,-1849.105
medium_variant,904,2077,-1931.325
medium_variant,904,2078,-2010.351
medium_variant,904,2079,-2086.217
medium_variant,904,2080,-2158.41
medium_variant,904,2081,-2226.349
medium_variant,904,2082,-2289.814
medium_variant,904,2083,-2348.638
medium_variant,904,2084,-2402.821
medium_variant,904,2085,-2452.725
medium_variant,904,2086,-2498.688
medium_variant,904,2087,-2540.216
medium_variant,904,2088,-2576.626
medium_variant,904,2089,-2608.003
medium_variant,904,2090,-2635.107
medium_variant,904,2091,-2658.757
medium_variant,904,2092,-2679.492
medium_variant,904,2093,-2697.748
medium_variant,904,2094,-2713.647
medium_variant,904,2095,-2727.065
medium_variant,904,2096,-2737.981
medium_variant,904,2097,-2746.252
medium_variant,904,2098,-2751.659
medium_variant,904,2099,-2754.145
