variant,continent,year,populationchange
estimates,935,1950,30147.793
estimates,935,1951,29560.205
estimates,935,1952,28156.335
estimates,935,1953,27573.741
estimates,935,1954,27653.205
estimates,935,1955,28232.396
estimates,935,1956,29149.189
estimates,935,1957,30253.751
estimates,935,1958,31420.249
estimates,935,1959,32583.067
estimates,935,1960,33770.33
estimates,935,1961,35100.93
estimates,935,1962,36754.391
estimates,935,1963,38877.638
estimates,935,1964,41416.235
estimates,935,1965,44191.342
estimates,935,1966,46916.481
estimates,935,1967,49179.939
estimates,935,1968,50651.258
estimates,935,1969,51297.211
estimates,935,1970,51499.292
estimates,935,1971,51636.915
estimates,935,1972,51644.456
estimates,935,1973,51358.503
estimates,935,1974,50842.072
estimates,935,1975,50152.558
estimates,935,1976,49432.821
estimates,935,1977,49034.88
estimates,935,1978,49270.813
estimates,935,1979,50162.273
estimates,935,1980,51341.028
estimates,935,1981,52470.425
estimates,935,1982,53699.486
estimates,935,1983,55254.668
estimates,935,1984,57054.772
estimates,935,1985,59025.955
estimates,935,1986,60925.453
estimates,935,1987,62102.067
estimates,935,1988,61983.791
estimates,935,1989,60569.478
estimates,935,1990,58404.644
estimates,935,1991,56142.481
estimates,935,1992,54113.738
estimates,935,1993,52468.122
estimates,935,1994,51278.303
estimates,935,1995,50292.175
estimates,935,1996,49268.525
estimates,935,1997,48332.536
estimates,935,1998,47680.776
estimates,935,1999,47307.837
estimates,935,2000,47118.98
estimates,935,2001,47000.702
estimates,935,2002,46889.561
estimates,935,2003,46752.156
estimates,935,2004,46571.872
estimates,935,2005,46367.169
estimates,935,2006,46172.295
estimates,935,2007,46021.592
estimates,935,2008,45933.418
estimates,935,2009,45891.556
estimates,935,2010,45866.328
estimates,935,2011,45795.757
estimates,935,2012,45556.707
estimates,935,2013,45044.808
estimates,935,2014,44256.066
estimates,935,2015,43291.552
medium_variant,935,2015,43291.552
medium_variant,935,2016,42268.293
medium_variant,935,2017,41231.009
medium_variant,935,2018,40192.021
medium_variant,935,2019,39163.099
medium_variant,935,2020,38118.163
medium_variant,935,2021,37027.824
medium_variant,935,2022,35894.883
medium_variant,935,2023,34732.541
medium_variant,935,2024,33545.629
medium_variant,935,2025,32338.746
medium_variant,935,2026,31120.724
medium_variant,935,2027,29910.52
medium_variant,935,2028,28725.092
medium_variant,935,2029,27567.293
medium_variant,935,2030,26426.256
medium_variant,935,2031,25288.628
medium_variant,935,2032,24150.065
medium_variant,935,2033,23010.611
medium_variant,935,2034,21871.157
medium_variant,935,2035,20734.118
medium_variant,935,2036,19605.745
medium_variant,935,2037,18499.803
medium_variant,935,2038,17427.855
medium_variant,935,2039,16389.166
medium_variant,935,2040,15372.369
medium_variant,935,2041,14362.795
medium_variant,935,2042,13349.262
medium_variant,935,2043,12324.843
medium_variant,935,2044,11288.053
medium_variant,935,2045,10249.597
medium_variant,935,2046,9219.325
medium_variant,935,2047,8192.205
medium_variant,935,2048,7160.953
medium_variant,935,2049,6127.318
medium_variant,935,2050,5099.431
medium_variant,935,2051,4085.039
medium_variant,935,2052,3084.309
medium_variant,935,2053,2096.144
medium_variant,935,2054,1123.842
medium_variant,935,2055,169.708
medium_variant,935,2056,-760.998
medium_variant,935,2057,-1655.572
medium_variant,935,2058,-2502.615
medium_variant,935,2059,-3300.272
medium_variant,935,2060,-4058.442
medium_variant,935,2061,-4787.012
medium_variant,935,2062,-5482.957
medium_variant,935,2063,-6140.696
medium_variant,935,2064,-6761.215
medium_variant,935,2065,-7348.449
medium_variant,935,2066,-7906.527
medium_variant,935,2067,-8436.741
medium_variant,935,2068,-8939.732
medium_variant,935,2069,-9417.034
medium_variant,935,2070,-9867.908
medium_variant,935,2071,-10293.364
medium_variant,935,2072,-10700.672
medium_variant,935,2073,-11096.855
medium_variant,935,2074,-11482.208
medium_variant,935,2075,-11851.443
medium_variant,935,2076,-12197.783
medium_variant,935,2077,-12517.134
medium_variant,935,2078,-12807.329
medium_variant,935,2079,-13067.98
medium_variant,935,2080,-13304.743
medium_variant,935,2081,-13522.002
medium_variant,935,2082,-13715.068
medium_variant,935,2083,-13878.582
medium_variant,935,2084,-14014.11
medium_variant,935,2085,-14127.799
medium_variant,935,2086,-14226.986
medium_variant,935,2087,-14316.436
medium_variant,935,2088,-14399.263
medium_variant,935,2089,-14477.594
medium_variant,935,2090,-14551.141
medium_variant,935,2091,-14619.175
medium_variant,935,2092,-14681.619
medium_variant,935,2093,-14739.603
medium_variant,935,2094,-14795.395
medium_variant,935,2095,-14851.872
medium_variant,935,2096,-14912.133
medium_variant,935,2097,-14979.64
medium_variant,935,2098,-15057.711
medium_variant,935,2099,-15149.626
