country,year,variant,gender,freq,agebroad,percentagetotaldeaths
360,1950,estimates,female,5yearly,"Region, subregion, country or area *",Indonesia
360,1950,estimates,male,5yearly,"Region, subregion, country or area *",Indonesia
360,1950,estimates,female,5yearly,0_4,54.8844044056131
360,1950,estimates,male,5yearly,0_4,58.9762372353538
360,1950,estimates,female,5yearly,0_14,60.2477618312447
360,1950,estimates,male,5yearly,0_14,64.0824589485104
360,1950,estimates,female,5yearly,0_19,61.9271430789267
360,1950,estimates,male,5yearly,0_19,65.9359933358679
360,1950,estimates,female,5yearly,0_24,63.7437684896889
360,1950,estimates,male,5yearly,0_24,67.963758938582
360,1950,estimates,female,5yearly,5_14,5.36335742563156
360,1950,estimates,male,5yearly,5_14,5.10622171315658
360,1950,estimates,female,5yearly,15plus,39.7522381687553
360,1950,estimates,male,5yearly,15plus,35.9175410514896
360,1950,estimates,female,5yearly,15_24,3.49600665844424
360,1950,estimates,male,5yearly,15_24,3.88129999007161
360,1950,estimates,female,5yearly,15_49,12.8617348610955
360,1950,estimates,male,5yearly,15_49,12.1567620841879
360,1950,estimates,female,5yearly,15_59,17.4431617260205
360,1950,estimates,male,5yearly,15_59,16.6661662110099
360,1950,estimates,female,5yearly,15_64,21.0226684664016
360,1950,estimates,male,5yearly,15_64,20.0905663301506
360,1950,estimates,female,5yearly,20plus,38.0728569210733
360,1950,estimates,male,5yearly,20plus,34.0640066641321
360,1950,estimates,female,5yearly,20_64,19.3432872187195
360,1950,estimates,male,5yearly,20_64,18.2370319427931
360,1950,estimates,female,5yearly,20_69,23.9520443235038
360,1950,estimates,male,5yearly,20_69,22.4196223819913
360,1950,estimates,female,5yearly,25plus,36.2562315103111
360,1950,estimates,male,5yearly,25plus,32.036241061418
360,1950,estimates,female,5yearly,25_69,22.1354189127416
360,1950,estimates,male,5yearly,25_69,20.3918567792773
360,1950,estimates,female,5yearly,40plus,30.8902596534504
360,1950,estimates,male,5yearly,40plus,27.3140787055311
360,1950,estimates,female,5yearly,50plus,26.8905033076598
360,1950,estimates,male,5yearly,50plus,23.7607789673017
360,1950,estimates,female,5yearly,60plus,22.3090764427348
360,1950,estimates,male,5yearly,60plus,19.2513748404798
360,1950,estimates,female,5yearly,65plus,18.7295697023537
360,1950,estimates,male,5yearly,65plus,15.826974721339
360,1950,estimates,female,5yearly,70plus,14.1208125975695
360,1950,estimates,male,5yearly,70plus,11.6443842821408
360,1950,estimates,female,5yearly,80plus,4.26694043624885
360,1950,estimates,male,5yearly,80plus,3.38442016965447
360,1950,estimates,female,5yearly,90plus,0.355508741364291
360,1950,estimates,male,5yearly,90plus,0.239346953799064
360,1955,estimates,female,5yearly,"Region, subregion, country or area *",Indonesia
360,1955,estimates,male,5yearly,"Region, subregion, country or area *",Indonesia
360,1955,estimates,female,5yearly,0_4,53.9041170456545
360,1955,estimates,male,5yearly,0_4,58.8941808413687
360,1955,estimates,female,5yearly,0_14,58.6925951843718
360,1955,estimates,male,5yearly,0_14,63.5963967770902
360,1955,estimates,female,5yearly,0_19,60.3229583594742
360,1955,estimates,male,5yearly,0_19,65.3665783842477
360,1955,estimates,female,5yearly,0_24,62.1979917980097
360,1955,estimates,male,5yearly,0_24,67.4013443370465
360,1955,estimates,female,5yearly,5_14,4.78847813871729
360,1955,estimates,male,5yearly,5_14,4.70221593572154
360,1955,estimates,female,5yearly,15plus,41.3074048156282
360,1955,estimates,male,5yearly,15plus,36.4036032229098
360,1955,estimates,female,5yearly,15_24,3.50539661363792
360,1955,estimates,male,5yearly,15_24,3.80494755995632
360,1955,estimates,female,5yearly,15_49,13.2214838165473
360,1955,estimates,male,5yearly,15_49,12.3300368243091
360,1955,estimates,female,5yearly,15_59,18.1974040783168
360,1955,estimates,male,5yearly,15_59,17.2024041562926
360,1955,estimates,female,5yearly,15_64,21.7613597193213
360,1955,estimates,male,5yearly,15_64,20.5215633851595
360,1955,estimates,female,5yearly,20plus,39.6770416405258
360,1955,estimates,male,5yearly,20plus,34.6334216157523
360,1955,estimates,female,5yearly,20_64,20.1309965442189
